SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.115663381208928,0.0762344739306362,0.130109757737498
9,1,27272,0.0247511245801442,0.0753225176215071,0.742651436046223
16,1,27843,0.0907786088447474,0.0733927376546239,0.216950837509585
17,1,27848,0.0907786088447474,0.0733927376546239,0.216950837509585
18,1,28495,0.134431532098373,0.0732039551152359,0.0671397002786108
19,1,28975,0.103603276391445,0.0728527499454778,0.155882653839227
26,1,31435,0.0796196912430915,0.0727442354163648,0.274475223562067
29,1,36146,0.0494592798002539,0.0724440169383806,0.495228956382778
31,1,37409,0.140752945799174,0.0724977440511715,0.0529954885733255
32,1,37478,0.125494027117283,0.0726399931896447,0.0849316917561914
33,1,39144,0.112287808028344,0.0723671979614796,0.121644544278126
34,1,41499,0.160517414005202,0.0719063861924269,0.0262212371115095
37,1,51248,0.138462263864243,0.0723459818091526,0.0564425966231376
38,1,51462,0.115131439994618,0.0725606876911974,0.113477809688799
39,1,52124,0.123482554639118,0.0724227645616117,0.0890697324779367
40,1,52667,0.103610624267485,0.0723940896453749,0.153256797335066
42,1,59265,0.200376211914816,0.0717792247819304,0.00553077613985295
43,1,60165,0.197412775371608,0.0717470617463962,0.00623817850402627
44,1,62308,0.109054002027568,0.0721996742187591,0.131823221582933
45,1,62869,0.0953328932792349,0.0722455512627926,0.187834585270708
49,1,66841,0.0635333653930786,0.0723786991379895,0.380654226727518
50,1,66948,0.059792892727527,0.072832834159776,0.412222732480441
51,1,68621,0.0150336930598672,0.072700432817702,0.836293409443424
52,1,69417,0.0188189878979656,0.0725054433119486,0.795360085281926
56,1,74327,-0.0649688672540185,0.0728289831663127,0.37296076729849
57,1,74572,-0.0696283283180676,0.0726224205709053,0.338329929061819
58,1,75211,-0.0545459657778502,0.0725262769361946,0.452500781586649
59,1,76030,-0.0904581775961533,0.0724245051732634,0.212492837193725
60,1,80108,-0.190494851348611,0.0718554004769187,0.00838486729948896
61,1,81262,-0.156305657823964,0.0720611301801559,0.0307443703703429
62,1,81999,-0.143756969527747,0.0723132482910735,0.0475864852352302
63,1,82431,-0.0724031068304112,0.0729594382549184,0.3216944779842
64,1,83284,-0.0886167137658589,0.0723759622343466,0.221620020654098
65,1,83613,-0.0837181678709194,0.0723844741189213,0.248227605181746
66,1,84112,-0.124000800725555,0.072228578213558,0.0868960040054187
68,1,84858,-0.101777751161942,0.0725321783964589,0.161433729770168
69,1,85751,-0.082147439991634,0.0729021471646526,0.260584904804835
70,1,87445,-0.0719905724211697,0.073087157829629,0.325300575350896
71,1,87467,-0.100522663065973,0.07337586646059,0.171567290579802
72,1,89070,-0.114636322087744,0.0728551660619022,0.116502967696665
73,1,89616,-0.0874211788058019,0.0725678988264085,0.229133467653748
74,1,89679,-0.127946141151033,0.072406593029233,0.0780837220156255
75,1,89880,-0.106843610187063,0.0725219358507431,0.141572267369196
76,1,91472,-0.101322423008904,0.0730858257759302,0.166515509777542
77,1,93789,-0.0798868687728898,0.0724047448493269,0.270632221780943
78,1,94351,-0.0496437441480405,0.0726723505722898,0.494980778324601
79,1,99148,-0.00688640558263774,0.0725285585501739,0.92441039772385
82,1,106800,-0.0184678525388749,0.0726206666179959,0.799407435470567
83,1,107970,-0.0107859756326431,0.0724098740272242,0.881672426458382
84,1,109000,-0.0770703648726855,0.0724236885834825,0.287983779616286
85,1,112549,-0.100709677341688,0.0722591086192483,0.164275982782829
86,1,112742,-0.0896504325678656,0.0725832707263618,0.217600197765328
87,1,113050,-0.0458370737955985,0.0725765816300489,0.528077720839566
88,1,113135,-0.0787884592202183,0.0723111209259438,0.276643220116003
89,1,114076,-0.107390727605945,0.0722067365770223,0.137836860312869
90,1,114628,-0.0998659494330314,0.0724210588371044,0.168779318159841
91,1,116283,-0.0518584291301394,0.0729675521100326,0.477736140163337
93,1,127853,-0.0568627798248581,0.0728209180863369,0.435409480826761
94,1,128302,-0.0796669044895682,0.0724798992125457,0.272447965229899
95,1,128704,-0.0554864640869588,0.0726160685044096,0.445313772871408
96,1,128911,-0.0761312013402734,0.0725711039503226,0.294869726420381
97,1,130267,-0.0258491261269047,0.0726366586045952,0.722151338865132
98,1,130271,-0.0243991091057273,0.0727243188092068,0.737446208567981
99,1,130613,-0.00835258291288093,0.0734142799225463,0.909482205237943
100,1,132012,-0.0349103243719716,0.0732362268960535,0.633884168342711
101,1,133231,-0.00602306121510909,0.0727392376437832,0.934054743590014
102,1,137074,-0.0514588440545135,0.0725848375619449,0.478824953852814
103,1,137304,-0.0410786813112672,0.0726288382838063,0.572026826323107
104,1,139686,-0.0593064314843204,0.0726887231513276,0.415109871811443
105,1,149562,-0.0463026271034042,0.0728815580250837,0.525635670008145
106,1,150447,-0.0457434760698617,0.073691887632211,0.535171511221059
108,1,154084,-0.0513129837684378,0.0739094466120177,0.487970635598748
110,1,157269,-0.0472894696714382,0.0725739418639574,0.515080669466673
111,1,160054,-0.0733317243390013,0.073203523190529,0.317149906316961
112,1,166222,-0.070422239540523,0.0726686990082843,0.333165644870838
113,1,166416,-0.057521269467444,0.072553008693538,0.42841688243325
114,1,167326,-0.0755892589722648,0.0729193242334969,0.300624931625293
115,1,168836,-0.108801677808208,0.0724530842654024,0.134072555688091
116,1,171200,-0.0693922056342924,0.072699232405012,0.340478296990712
117,1,171431,-0.0990544394913131,0.0730574580851147,0.176015863744165
118,1,173339,-0.0822360538962789,0.0725458998609207,0.257743086730623
119,1,173845,-0.06319918647351,0.0725396258041964,0.384217037307024
120,1,175121,-0.035087806560166,0.0724495282615379,0.628468419918127
121,1,175281,-0.041616843701252,0.0725013663129896,0.566323474939458
122,1,175315,-0.0430386560676488,0.0724761698618797,0.553004937795061
123,1,175523,-0.0418499247772487,0.0728891860770915,0.566226412683909
124,1,175541,-0.0424469138028209,0.072590450568434,0.559092638355231
125,1,175653,-0.0585929742664175,0.0727886333583969,0.42137639048668
128,1,175856,-0.0571703082106513,0.0739956256222032,0.440265831388033
129,1,175876,-0.047107099025156,0.0728800975837883,0.518463405952362
130,1,175989,-0.0511571697081616,0.0730805691146004,0.484381777501242
131,1,176001,-0.0732303570745071,0.0734089377423583,0.31917253212379
133,1,177692,-0.0529093056168046,0.0724576585577419,0.465746156804747
134,1,178191,-0.0577702360216862,0.0725192040796087,0.426207293900968
135,1,178224,-0.0529093056168046,0.0724576585577419,0.465746156804747
136,1,178960,-0.077707677231411,0.0729743937629171,0.287666098869477
