SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.210459692290225,0.15021883792701,0.162086388265418
9,1,27272,0.0477344245812457,0.148351942138288,0.747821375266588
16,1,27843,0.0430711328352507,0.144844981297578,0.766366436873348
17,1,27848,0.0430711328352507,0.144844981297578,0.766366436873348
18,1,28495,0.0860033947586235,0.144793128302113,0.552909754941955
19,1,28975,0.059420167171422,0.143862365484527,0.679831869021618
26,1,31435,-0.0256174796889644,0.143509395283077,0.858426962938653
29,1,36146,-0.119082990023079,0.142635092208771,0.40435071527947
31,1,37409,0.052069712582101,0.143521057641103,0.716970003635337
32,1,37478,0.00712584284888346,0.143670711766069,0.960470442836434
33,1,39144,0.0611427913415229,0.142978573633974,0.669176873244208
34,1,41499,0.0571894150806299,0.1425864243326,0.688599497082473
37,1,51248,-0.0190636233750029,0.143222368713891,0.894186130162268
38,1,51462,-0.0529795997611342,0.143392455111522,0.71199694357721
39,1,52124,-0.0644182795354355,0.143184918401062,0.653061788856429
40,1,52667,0.0419317961919374,0.14297900650517,0.769486282294974
42,1,59265,-0.137601230225743,0.142736518462437,0.335694522945891
43,1,60165,-0.0897795688404468,0.142736318268435,0.529763091898516
44,1,62308,-0.0482946807365771,0.142636055936252,0.735122356102299
45,1,62869,-0.0440507411061304,0.142622027752482,0.75760755572045
49,1,66841,-0.0639327909930995,0.14266794881377,0.654339330296647
50,1,66948,-0.0992119855101657,0.143487210329441,0.489747100053567
51,1,68621,-0.196199676782698,0.14281409150551,0.170371884506557
52,1,69417,-0.0991136737026748,0.142718820746347,0.487845480083561
56,1,74327,-0.296013939745188,0.142734566261883,0.0388153534720871
57,1,74572,-0.203182122151267,0.142810292293019,0.155694211637159
58,1,75211,-0.290271931772956,0.142120807540755,0.0418513859895904
59,1,76030,-0.187364880182706,0.142609835862106,0.189757079834052
60,1,80108,-0.197106542743989,0.142538738301391,0.16759174691866
