SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0114611586280027,0.0658389117985275,0.861903323545999
9,1,27272,-0.0599974669402237,0.0647742767924041,0.354946538146784
16,1,27843,0.010712708644043,0.0633159331488198,0.86574055505439
17,1,27848,0.010712708644043,0.0633159331488198,0.86574055505439
18,1,28495,0.0131735998833887,0.0633156434451795,0.835300294717029
19,1,28975,0.0196297228972248,0.0628875926999897,0.755118545685605
26,1,31435,0.0204303379824924,0.0627202032435894,0.744815781015612
29,1,36146,0.00853024338564706,0.0624045168331494,0.891351606098882
31,1,37409,0.0786781577945162,0.0626036894201174,0.209669525440695
32,1,37478,0.0762063833593417,0.0626664005635965,0.224772921053389
33,1,39144,-0.0595733285978131,0.0624304976956508,0.340617981422862
34,1,41499,-0.0399874546282186,0.0623012311255444,0.521393298415268
37,1,51248,-0.000574430169923243,0.0626029042020232,0.992684076811081
38,1,51462,-0.00189118789611119,0.0626877209095537,0.975949803635124
39,1,52124,-0.0281489514596571,0.0625849813738839,0.653151145249647
40,1,52667,-0.0470745114571078,0.0624523427743784,0.451491648819878
42,1,59265,-0.0307979456236702,0.0624495412156416,0.622202454913831
43,1,60165,-0.038212235756655,0.0623907026359382,0.540623267694689
44,1,62308,-0.0679779419157401,0.0622501340382588,0.275572217972651
45,1,62869,-0.0647796995267647,0.0622519507750578,0.298771037706027
49,1,66841,-0.0310855020493834,0.0623547966215996,0.618423662270925
50,1,66948,-0.0391355349577334,0.062724980339888,0.533081370964456
51,1,68621,-0.0426293018772163,0.0625484005703837,0.495976090479059
52,1,69417,-0.092890305435696,0.0622277478061028,0.136396530560323
56,1,74327,-0.0786338623475001,0.062627354870083,0.210097543142626
57,1,74572,-0.0799728032276324,0.0624550591835066,0.201215136740552
58,1,75211,-0.0776272851728967,0.0623490781313131,0.213941810963118
59,1,76030,-0.0298410086838858,0.0624656363905066,0.633146034664146
60,1,80108,-0.0740257084723002,0.0623466813621017,0.235898210180759
61,1,81262,-0.0602749021500766,0.0623649744096724,0.334462499608408
62,1,81999,-0.0988383081499326,0.0623785071286946,0.1139769913294
