SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00752736605993853,0.0514968057993011,0.88386942865519
9,1,27272,-0.00497582596640955,0.0507242843074004,0.921912106582952
16,1,27843,-0.037792898802258,0.0494839377106382,0.445531918175107
17,1,27848,-0.037792898802258,0.0494839377106382,0.445531918175107
18,1,28495,-0.0211590733381938,0.0495128005099818,0.669388237048294
19,1,28975,-0.00743978229304475,0.0491929625245549,0.879875374577391
26,1,31435,-0.0267061255435728,0.0490436223500381,0.586414988589893
29,1,36146,-0.0397715052308819,0.0487652983722981,0.415296168608304
31,1,37409,0.0197921109630329,0.0490638285635297,0.686901778552935
32,1,37478,0.00912661137514828,0.0491149209583766,0.852691424686732
33,1,39144,-0.0620446377371583,0.0487815400380404,0.20425031864235
34,1,41499,-0.0600459975379365,0.0486527144883926,0.217958447631819
37,1,51248,-0.0610364609208723,0.048857217975257,0.212389553385148
38,1,51462,-0.0593386237476465,0.0489296782024916,0.226042971108653
39,1,52124,-0.0634017644992065,0.048848684121548,0.195161689982615
40,1,52667,-0.0724172228301279,0.0487344482816374,0.138183418845906
42,1,59265,-0.0121331311646009,0.048857701181223,0.804018771621587
43,1,60165,-0.0346630324978562,0.0487901763175125,0.477893565444306
44,1,62308,-0.0509882185004449,0.0486957859445376,0.295780655281094
45,1,62869,-0.0576578836747651,0.0486685660569345,0.236931190950451
49,1,66841,-0.0426561086940358,0.0487353515544361,0.382027542572865
50,1,66948,-0.0573710443661117,0.0489925576596464,0.242382408169067
51,1,68621,-0.0644777828046036,0.0488342091480817,0.187576813485656
52,1,69417,-0.0671772121832258,0.0486939522713422,0.168589207495795
56,1,74327,-0.0436423044045098,0.0490384986659049,0.374093451528431
57,1,74572,-0.00582364853541817,0.0489617982552194,0.905388408835477
58,1,75211,-0.00626813526050624,0.0488723859057854,0.898020091946732
59,1,76030,0.0351241373112113,0.0488377568158395,0.472493247283771
60,1,80108,-0.0159640762241857,0.0488545805307313,0.74403760689964
61,1,81262,-0.0733308453912874,0.0486873053493798,0.1329205450841
62,1,81999,-0.0640053831764263,0.0488441236286388,0.190912227393212
63,1,82431,-0.0557743738065517,0.0491049076126155,0.256802132442481
64,1,83284,-0.066913568788796,0.0487065409592227,0.170372199296371
65,1,83613,-0.0571068903972415,0.0487365052297965,0.242088593951973
66,1,84112,-0.0393048141512618,0.0487917478661508,0.421037308093251
68,1,84858,-0.038310574746552,0.0489319398029172,0.434189653079718
69,1,85751,-0.0454662483876097,0.0491161263939593,0.355240130470512
70,1,87445,-0.0318299007316088,0.0492505293646539,0.51851444871938
71,1,87467,-0.0343351276397159,0.0495039198818549,0.488399244817329
72,1,89070,-0.0169224120111173,0.0492193587204198,0.731189229011925
73,1,89616,-0.0387501784290988,0.048919321409072,0.428820246163082
