SNP,Chr,Pos,Effect,SE,RET2_EMP70_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0315364755154186,0.112161304492539,0.778744192055553
9,1,27272,0.119417006367732,0.110306301859914,0.279727351535838
16,1,27843,0.0374564247169659,0.107856627945403,0.728588105086556
17,1,27848,0.0374564247169659,0.107856627945403,0.728588105086556
18,1,28495,0.0510986713172818,0.107842508741508,0.635916338729335
19,1,28975,0.0473334490157217,0.107126083749608,0.658869734569988
26,1,31435,-0.0111699038037701,0.106870143184467,0.916817271362728
29,1,36146,-0.104084431048418,0.106176295266639,0.327610308713006
31,1,37409,-0.0151354830084552,0.106892546425217,0.887480446268034
32,1,37478,-0.0192480735118912,0.106982568589881,0.857320298455289
33,1,39144,0.0942883394195046,0.106380956817361,0.376044624039606
34,1,41499,0.146612067667119,0.105916791281831,0.167165766749419
37,1,51248,-0.0155895878422086,0.106652682558386,0.883869400690113
38,1,51462,-0.0154391828831133,0.106797375103527,0.885136682971249
39,1,52124,-0.0069389991111683,0.106655270758569,0.948163002771796
40,1,52667,0.0163082420343081,0.106481441983849,0.878362985028274
42,1,59265,-0.0433146926313395,0.10640628882305,0.684204091925831
43,1,60165,-0.0316217868732233,0.106337515362686,0.766357529109839
44,1,62308,0.0385398472982938,0.106214065290777,0.716933584821343
45,1,62869,0.051201025822507,0.106185564937412,0.629973773162943
49,1,66841,0.011214995495288,0.106268912806625,0.916011944977863
50,1,66948,-0.0107229042086871,0.106921261259204,0.920172729762957
51,1,68621,-0.104978148590595,0.106486641046895,0.324889808309596
52,1,69417,-0.0532264823852176,0.106313095127711,0.616923969834239
56,1,74327,-0.0450280940665995,0.106908683446437,0.673877963886556
57,1,74572,-0.0345953588865371,0.106634949855936,0.745806216821228
58,1,75211,-0.0984918664882591,0.106327283275753,0.354918533295858
59,1,76030,-0.0103416123130184,0.106455008270406,0.922666074428339
60,1,80108,-0.077323980938506,0.106351659780879,0.467671415942217
61,1,81262,-0.0613815261884352,0.106340851595395,0.564162218899127
62,1,81999,-0.0545174045417759,0.106611365848634,0.609414653187871
63,1,82431,-0.0523119808698195,0.107119524226927,0.625604102577451
64,1,83284,-0.0806613409585665,0.106289279395381,0.448427761355761
65,1,83613,-0.0984538663941344,0.10623506532095,0.354686989817235
66,1,84112,-0.14553213175211,0.106093559427066,0.171017485496843
68,1,84858,-0.112544439148513,0.106507859788252,0.291381488944199
69,1,85751,-0.0857392218298432,0.107017387172942,0.423571612671237
70,1,87445,-0.0627434337485527,0.107289112762513,0.559051030231658
71,1,87467,-0.0619346172817188,0.10785264328033,0.566162891149283
72,1,89070,-0.0291628114705084,0.107216442327962,0.785781472306386
73,1,89616,-0.0450936954148791,0.106623836697582,0.672608807761823
