SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0188868260132755,0.0617052883469851,0.759723291622119
9,1,27272,-0.00293176483591284,0.0607864793810445,0.961559785410895
16,1,27843,0.0191408187835741,0.0593397005621691,0.747216836850559
17,1,27848,0.0191408187835741,0.0593397005621691,0.747216836850559
18,1,28495,0.0209885086337843,0.0593388917984054,0.723770551664752
19,1,28975,0.011830660162119,0.0589493263330535,0.841054968694998
26,1,31435,0.00331717183166276,0.0587962305386759,0.955040654909786
29,1,36146,-0.0547673281925982,0.0584206382824148,0.349160145451635
31,1,37409,-0.0412634265641838,0.0587685580638484,0.483058045390653
32,1,37478,-0.0566407532763871,0.0587828829892143,0.335926865512651
33,1,39144,-0.0805060890046883,0.0584346509315787,0.169165170252603
34,1,41499,-0.0920130957524221,0.0582234189860465,0.114923440152205
37,1,51248,-0.0549098196945175,0.0586048967652847,0.349425183753748
38,1,51462,-0.0593082797799359,0.0586724360173595,0.312786727535124
39,1,52124,-0.089944556281469,0.0584821112711767,0.124948357556745
40,1,52667,-0.0949295679867307,0.0583653958637519,0.104742014365588
42,1,59265,-0.0692985922917735,0.0584378470597105,0.23647865400764
43,1,60165,-0.0626476647743678,0.0584147943899077,0.284245065456572
44,1,62308,-0.0425184166251818,0.0584017060285278,0.467075527525721
45,1,62869,-0.0541109413610179,0.0583671822663776,0.354519356407066
49,1,66841,0.00574509269926175,0.0584649361493762,0.921777157618225
50,1,66948,-0.00694098015497824,0.0588233868744759,0.906137187973259
51,1,68621,-0.00781919669698014,0.058663713682428,0.89404119579057
52,1,69417,-0.00692058991677313,0.0585087236227273,0.905910669406917
56,1,74327,-0.0718061548297151,0.0587072957988865,0.222099711556947
57,1,74572,-0.0634565125214958,0.0585776505656764,0.279419631312545
58,1,75211,-0.0893633241445914,0.0583745272307451,0.126699227737849
59,1,76030,-0.0368351070421168,0.0585351552965588,0.529571625684559
60,1,80108,-0.0722145128683481,0.0584278445130195,0.217295029783428
61,1,81262,-0.0765737828987467,0.0583899284695759,0.190567879425732
62,1,81999,-0.0928140449643554,0.0584666125034824,0.113301319431663
63,1,82431,-0.0971879013091456,0.0587253081582304,0.0988218439977848
64,1,83284,-0.0913572345735073,0.0583213507323628,0.118140254220395
65,1,83613,-0.0732471967061301,0.0583872408894761,0.210487819020011
66,1,84112,-0.0822178028497686,0.0583598658119782,0.15977238358601
68,1,84858,-0.0676214698700857,0.0585784082963346,0.249127217370361
69,1,85751,-0.0593492085438482,0.0588453752897145,0.313875566698107
70,1,87445,-0.0517514464815421,0.0589904001174565,0.380928026560059
71,1,87467,-0.0573232309002413,0.0592853709019781,0.334254256805285
72,1,89070,-0.0697324513355928,0.058875417229315,0.237048876521007
73,1,89616,-0.0404771349573345,0.0586353728957116,0.490446973564879
74,1,89679,-0.0368727283465748,0.0586495416807189,0.529954729185972
75,1,89880,-0.0427268366171475,0.0586531666644853,0.466811357172895
76,1,91472,-0.0458530569666155,0.0590825499780525,0.438218696233093
77,1,93789,-0.0657383078227197,0.0584190135032857,0.261230855285149
78,1,94351,-0.0501249058076322,0.0586170424897286,0.393061886793818
79,1,99148,-0.0230787982278405,0.0585108071213669,0.693496987236296
82,1,106800,-0.0349473723907255,0.0585731145216682,0.551126674698906
83,1,107970,-0.0238506726684916,0.0584152308568082,0.683304334052732
84,1,109000,-0.065526864073797,0.0584279958520167,0.262838378679689
85,1,112549,0.0205538508966455,0.0584555000650541,0.725336542767587
86,1,112742,0.0157248501180373,0.058687550717856,0.788900586194152
87,1,113050,-0.00437642647951816,0.0585943160309795,0.940503440923236
88,1,113135,0.0123655658728881,0.0584418291397368,0.83255089612141
89,1,114076,0.0203256910688346,0.0584355217966884,0.728174357456967
90,1,114628,0.033001794490206,0.0585670577352513,0.57346085388882
91,1,116283,0.033234162245728,0.0588927237356535,0.572896824019474
93,1,127853,0.0317458567986914,0.0587853033496672,0.589516514161475
94,1,128302,0.0358870541953501,0.058552538150352,0.540334822442611
95,1,128704,0.0369134885527649,0.0586090789812535,0.529216247403148
96,1,128911,0.0465411689176713,0.0585961539246785,0.427571881329974
97,1,130267,-0.0141021054369946,0.0586158849558433,0.810016403506961
98,1,130271,-0.017464387625649,0.0586829039896894,0.766178919188551
99,1,130613,-0.0281659554387807,0.0592197510765864,0.634641024868596
100,1,132012,0.00332493023011354,0.0591127179425461,0.955176630944052
101,1,133231,0.0134146521072112,0.0586891754233011,0.819334607148918
102,1,137074,0.0142597577763883,0.0586051297007628,0.807899405560007
103,1,137304,0.00138113698074227,0.0586303698951625,0.981219535516247
104,1,139686,-0.0159104545344112,0.0587013575419815,0.78651818272481
105,1,149562,0.0113288551632232,0.0588383074599973,0.847428263467512
106,1,150447,0.00621665107283564,0.059493160877869,0.916837038456284
108,1,154084,0.0170262508227995,0.0596710058294676,0.775554531942662
110,1,157269,0.0338003777483986,0.0585671553252431,0.564225099451458
111,1,160054,-0.0344301715019453,0.0591230839194406,0.560704494454743
112,1,166222,-0.0346404421369773,0.0586850221762606,0.555382367662928
113,1,166416,-0.0208115435468756,0.0585843081329813,0.722621273679642
114,1,167326,-0.0232348162081285,0.0589147685115323,0.693538536799319
115,1,168836,-0.0496525168733268,0.058588918764514,0.397305844549047
116,1,171200,-0.0478537664158028,0.058681071835108,0.415342365530975
117,1,171431,-0.0334857062836701,0.059076136741656,0.571194750656601
118,1,173339,-0.0531942110488698,0.0585750064083606,0.364424675118845
119,1,173845,-0.0631497128678119,0.0584982991293229,0.281095842156837
120,1,175121,-0.0524746309005648,0.0584118680908165,0.369608317234323
121,1,175281,-0.0699414519080455,0.0584098018314142,0.231943764910095
122,1,175315,-0.0699025914751584,0.058391472016367,0.232056470845109
123,1,175523,-0.0804654297488348,0.0586853313676327,0.171204343189653
124,1,175541,-0.0701184939430373,0.0584822953867531,0.231343992207919
125,1,175653,-0.0606166388489666,0.0586980884247635,0.3024582887303
128,1,175856,-0.0726068530304756,0.0596320959470104,0.2241968627467
129,1,175876,-0.0637332052365815,0.0587435370320863,0.278688683361391
130,1,175989,-0.0566620319775857,0.0589321654157427,0.336969571358895
131,1,176001,-0.0575634378496116,0.059237582199408,0.331846041302391
133,1,177692,-0.0555663260213326,0.0584350890259583,0.34230226846669
134,1,178191,-0.0477882179024148,0.0585127221955943,0.414642139824895
135,1,178224,-0.0555663260213326,0.0584350890259583,0.34230226846669
136,1,178960,-0.0461823189472128,0.058925947455857,0.433721247147873
140,1,183802,-0.0469917483561878,0.0584637754154606,0.422067583697159
141,1,183954,-0.0589311219267905,0.0588597593364679,0.317409937941905
142,1,184450,-0.0375469516952927,0.0583930020910267,0.520638753173634
144,1,184718,-0.0298608728677925,0.0587376579068192,0.611506547261329
145,1,185296,-0.0223413235624562,0.0584977985842619,0.702752484035478
146,1,185438,-0.0601556323415562,0.0584249811432415,0.303892545485141
147,1,185469,-0.0623674043420949,0.0585029924841408,0.287127391193932
148,1,185503,-0.0529398578814059,0.0583775736089617,0.36510332837642
149,1,185705,-0.0468766426608592,0.0590460553575913,0.427787203123637
150,1,185749,-0.052262121521622,0.0590332462360874,0.37659759601397
151,1,185806,-0.0601584011637417,0.0590909720284366,0.309344700545739
152,1,185879,-0.0489770025570116,0.0594064455770865,0.410246766093728
153,1,185916,-0.0504770667302098,0.0593758160068957,0.395829940160561
154,1,185941,-0.0539320264793,0.0596264254685492,0.366347879426131
155,1,185954,-0.0539578163761558,0.0598008976415509,0.367517510095442
156,1,186055,-0.0618828640146823,0.0585824197148722,0.291535992322965
157,1,186896,-0.0689304437385344,0.0595239365966133,0.24763509928529
161,1,190132,0.020073513095658,0.0587396506821108,0.732752157849776
