SNP,Chr,Pos,Effect,SE,HNM1_TPO1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0483979270815514,0.062157327084742,0.436715838952579
9,1,27272,-0.066192093375943,0.0611750565780119,0.279986156634207
16,1,27843,0.0398892124066974,0.0597889129969567,0.505101099370059
17,1,27848,0.0398892124066974,0.0597889129969567,0.505101099370059
18,1,28495,0.0476372562232532,0.059773814472171,0.426010765307398
19,1,28975,0.020361533446931,0.0594177695241705,0.732039980028241
26,1,31435,0.0449725602787259,0.0592218460000175,0.448125264545459
29,1,36146,0.035418967920247,0.0589344347371742,0.548232775662705
31,1,37409,0.0857143790805132,0.0591075928846381,0.147906948765802
32,1,37478,0.0790077011905671,0.0591851514160037,0.182761389402445
33,1,39144,0.0169495583643813,0.059056705569704,0.774277031204706
34,1,41499,0.0207710563708203,0.0588893900770547,0.724514081534562
37,1,51248,0.0362048597715914,0.059119074138125,0.540663634534082
38,1,51462,0.0385745621855522,0.0591950851544654,0.515050087522247
39,1,52124,0.00931912954774412,0.0591483913154742,0.874897484326334
40,1,52667,0.00204443886165481,0.0590555741431237,0.972403199582938
42,1,59265,0.0157526118787512,0.0590199271722964,0.789699486954599
43,1,60165,0.0226983085089898,0.0589689040982076,0.700528523490358
44,1,62308,0.0272306395632785,0.0588985821029153,0.644128813245984
45,1,62869,0.0127852037343537,0.0589050814950577,0.828296677076112
49,1,66841,0.0729870578242854,0.0588086091321809,0.215394861665646
50,1,66948,0.0547918887911321,0.0592267230295678,0.355534929556645
51,1,68621,0.0736744546226336,0.0590076869363332,0.212654606653981
52,1,69417,0.0392792392450283,0.0589442149295656,0.50560358753664
56,1,74327,-0.0535770931554608,0.0592369551659365,0.366371628270979
57,1,74572,-0.0100331425460158,0.0591452518856565,0.86539386466873
58,1,75211,-0.00461847186776079,0.0590393299071195,0.937691778072157
59,1,76030,0.0114274496758671,0.0590367086470981,0.846627714271083
60,1,80108,-0.0227723169589528,0.0590134366269419,0.699815336550403
61,1,81262,-0.0437744546651782,0.0589575495117603,0.458293894513681
62,1,81999,-0.0654290604590141,0.059045055818779,0.268564049159304
63,1,82431,-0.0629364673842517,0.059333168268243,0.289537853954207
64,1,83284,-0.0870817007105774,0.0588128567762984,0.139589820546037
65,1,83613,-0.0723078745439755,0.0588630268057274,0.220111812674229
66,1,84112,-0.0470229695810206,0.0589420938779404,0.425533061086536
68,1,84858,-0.017407838147899,0.0591544531124056,0.768718655655181
69,1,85751,-0.0515346769152982,0.0593415203745107,0.385742366691712
70,1,87445,-0.0765885688822496,0.0593907251175692,0.198043848936904
71,1,87467,-0.0814673639000488,0.0596848018117651,0.173134970248266
72,1,89070,-0.0750007024651292,0.0593334351174326,0.207044469268002
73,1,89616,-0.0635065675634921,0.0590510018552282,0.282906537537989
74,1,89679,-0.0621157303288647,0.0590626943782899,0.293660535648781
75,1,89880,-0.0787398595960632,0.0590215381077954,0.183035404924391
76,1,91472,-0.0588729355972612,0.0595269320012804,0.323333988587035
77,1,93789,-0.0670826327733815,0.0588870634198932,0.255402882934472
78,1,94351,-0.0708446041146137,0.0590301635372066,0.230888834165339
79,1,99148,-0.0546286722230428,0.0589235118999494,0.354502025366702
82,1,106800,0.00389519499844734,0.0590744199810048,0.947465242729432
83,1,107970,0.0216589815620966,0.0588884839035046,0.713245365623956
84,1,109000,-0.0152472356149431,0.0589979864287344,0.796220634060383
85,1,112549,0.02042558176159,0.0589267476689197,0.72907834427464
86,1,112742,0.040226635767673,0.0591276413080969,0.496737983587004
87,1,113050,0.0297553333589041,0.0590456227840128,0.614619302459815
88,1,113135,0.0208166844192843,0.0589059927863374,0.724008358311282
89,1,114076,0.0464336383303026,0.0588645536720514,0.43074566486407
90,1,114628,0.0397142900234351,0.0590276247462661,0.501509294774956
91,1,116283,0.0789384327912544,0.0592451856830908,0.18358743824179
93,1,127853,0.147286590863347,0.0587627962166952,0.012643708523571
94,1,128302,0.17624378844162,0.0583059062489997,0.00268802153117327
95,1,128704,0.131059667720067,0.0587014509865316,0.0261987787926994
96,1,128911,0.160005917932919,0.0585044128887365,0.00655408344366787
97,1,130267,0.0655719427605125,0.0589898269067528,0.267075046565695
98,1,130271,0.0682172868889169,0.0590515964265221,0.248783770300063
99,1,130613,0.0879601419960254,0.059532190052662,0.140427286113589
100,1,132012,0.0638866813036824,0.0594921407624878,0.283615543941806
101,1,133231,0.0310300226304878,0.0591433377231034,0.600150307266949
102,1,137074,-0.00561859043608502,0.0590814893002473,0.924290153937274
103,1,137304,-0.00134161146916924,0.059102739051226,0.98190268103763
104,1,139686,0.00150751546198302,0.0591803979897598,0.979691900489805
105,1,149562,-0.00795589825551518,0.0593139515174008,0.893374644790186
