SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0507657829654018,0.060698960933184,0.403521901115118
9,1,27272,-0.0755664658929385,0.0597113044916984,0.206515947717813
16,1,27843,0.098651853091734,0.0581942162105316,0.0909159898868683
17,1,27848,0.098651853091734,0.0581942162105316,0.0909159898868683
18,1,28495,0.130425507860418,0.0580177389197365,0.0251910670529468
19,1,28975,0.113186976556438,0.057727486234021,0.0506986345571462
26,1,31435,0.11060798351672,0.0575870686797546,0.0555737132087752
29,1,36146,0.0703147228583945,0.0574669769903489,0.221931548310954
31,1,37409,0.101499722486767,0.0576475072470223,0.0791557811122397
32,1,37478,0.0849879764245331,0.0577730418999059,0.142164024719285
33,1,39144,0.0319216060110111,0.0576603916150465,0.580193452686277
34,1,41499,0.0447118131701171,0.0574761657224464,0.437137715069974
37,1,51248,0.0572812529665807,0.0576897617942967,0.321429612728434
38,1,51462,0.0439700342354005,0.057801244910094,0.447337613712816
39,1,52124,0.0376760696101187,0.0577354520907307,0.514462213499974
40,1,52667,0.0131284664447541,0.0576734485471857,0.820062185946247
42,1,59265,-0.0127541959825091,0.057644587359443,0.825021236450637
43,1,60165,-0.00331126137221896,0.0576047515330184,0.954193421772604
44,1,62308,0.00692673686116529,0.0575404871051024,0.904250441281016
45,1,62869,-0.0119178855312054,0.0575309442699246,0.83600740425217
49,1,66841,0.018817285195483,0.0575528427359487,0.743894452393613
50,1,66948,0.0148149547431561,0.0579094505067471,0.798231384119967
51,1,68621,0.0764500307275873,0.0576144171682383,0.185391046398434
52,1,69417,0.0811851859356481,0.0574427277754111,0.158441659356262
56,1,74327,-0.0873531516430184,0.057734827985071,0.131172850011197
57,1,74572,-0.0940215494753227,0.0575503613253646,0.103207814167718
58,1,75211,-0.108381286205827,0.0573729481561351,0.0597024279312976
59,1,76030,-0.0985323653989113,0.0574232374604,0.0870582737808057
60,1,80108,-0.0667646335541193,0.0575389585175398,0.246695407744102
61,1,81262,-0.0538144018369968,0.057555564728153,0.35042791733523
62,1,81999,-0.0587928566962048,0.0576827067695228,0.308784318037201
63,1,82431,-0.0157326320785194,0.058034938614464,0.786481050723488
64,1,83284,-0.044109811868781,0.0575707738763512,0.444078802105588
65,1,83613,-0.0149076714701067,0.0576068106816539,0.795953395980829
66,1,84112,-0.0388593277596802,0.0575814907639748,0.50020776822829
68,1,84858,-0.027815340875632,0.0577622723011328,0.630425037094036
69,1,85751,-0.0503640150294202,0.0579567791412115,0.385441597087677
70,1,87445,-0.0386181541683498,0.0581050413674958,0.50672330425634
71,1,87467,-0.0534889605945526,0.0583763787706046,0.360146914027017
72,1,89070,-0.0699542831228601,0.0579604980884963,0.228267123616101
73,1,89616,-0.0548319296927624,0.0576937571688624,0.3425611910194
74,1,89679,-0.0441728975451917,0.057726981059877,0.444661559359364
75,1,89880,-0.0454092387799748,0.0577389150945176,0.432126778237862
76,1,91472,-0.0351850448665068,0.0581883083713414,0.545783092510133
77,1,93789,-0.0666391431108813,0.0575093534381809,0.247340112418447
78,1,94351,-0.055679625450777,0.0576942037008337,0.335164525132106
79,1,99148,-0.0355942581642027,0.0575874703057977,0.536914370093695
82,1,106800,-0.0012491184514591,0.0576963065635907,0.982739471988311
83,1,107970,0.0164587474830758,0.0575187407296902,0.774934287781715
84,1,109000,-0.0134377309892769,0.0576223518356117,0.815738596966385
85,1,112549,0.0164125716439158,0.0575549276822873,0.775686025563793
86,1,112742,0.0233067274585858,0.0577725000402482,0.686881673932659
87,1,113050,0.0459072569584116,0.057636835976712,0.426281681735664
88,1,113135,0.027479935148427,0.0575230766728629,0.633145043826633
89,1,114076,0.0274748563631506,0.0575230835454236,0.633207872674077
90,1,114628,0.0246625557736646,0.0576723019968406,0.669179385880213
91,1,116283,-0.0346204734129205,0.0579788149638016,0.550808184101631
93,1,127853,-0.00788137529134633,0.0578985648386539,0.891800971961931
94,1,128302,-0.000545053215522617,0.0576776740874764,0.99246545253504
95,1,128704,-0.00765870966855303,0.057733656207911,0.894541111582216
96,1,128911,-0.0111331547098585,0.0577384445812766,0.847210449224341
97,1,130267,-0.0333581539895367,0.0576867985771481,0.563455140377164
98,1,130271,-0.0315503305140772,0.0577582077929685,0.585240247064647
99,1,130613,-0.00740231405229208,0.0583212585623171,0.899073541002706
100,1,132012,0.00681781203447057,0.0581976625894266,0.906808412881883
101,1,133231,0.00892662905586372,0.0577838631923148,0.877317138288851
102,1,137074,0.0188610943777878,0.0576949001907741,0.743928999119521
103,1,137304,0.00331491340393553,0.0577234203328204,0.954237126698942
104,1,139686,0.00996013242935403,0.0577971166861168,0.863277465329281
105,1,149562,0.00100123576972738,0.0579313836531061,0.986220506281823
106,1,150447,-0.00385716879364817,0.0585736385281024,0.947533239360848
108,1,154084,0.00985749217923026,0.0587526188977414,0.866852734207382
110,1,157269,0.00736930194155905,0.0576872707429397,0.898422948533917
111,1,160054,-0.0326608404646423,0.0582107419559343,0.575099484723383
112,1,166222,-0.0112884916317041,0.0578028366348725,0.845275905057636
113,1,166416,-0.00299299677093001,0.0576883842051581,0.958651952257016
114,1,167326,-0.0109178800482975,0.0580135118183078,0.850831563119289
115,1,168836,-0.0268649480371494,0.0577237781137073,0.64192828114114
116,1,171200,0.00385532707549269,0.057827593019385,0.946882691520918
117,1,171431,-0.00584684490116799,0.0581881481854382,0.920018942635734
118,1,173339,-0.0206569880617477,0.0577259950151733,0.720672803140569
119,1,173845,-0.0437118604377418,0.0576416709093925,0.448754751068787
120,1,175121,-0.0136781242833303,0.0575696206102652,0.812334814717124
121,1,175281,-0.0267812393138294,0.0576055274565919,0.642284369257216
122,1,175315,-0.0246566412900945,0.0575900705159289,0.66880993454107
123,1,175523,-0.0329644429223841,0.0579048332238161,0.56952374559771
124,1,175541,-0.0257908742104666,0.0576786461992634,0.655042649060309
125,1,175653,-0.033938674867992,0.0578493488184473,0.557798053309383
128,1,175856,-0.0220137682657029,0.0588213639626594,0.708444638014674
129,1,175876,-0.0205890487174454,0.0579210426087255,0.722451692975752
130,1,175989,-0.0149137627538858,0.0580912729892972,0.797536904935369
131,1,176001,-0.0230443832983447,0.0583865377671548,0.693312561324022
133,1,177692,-0.0150080424588641,0.057599482484045,0.794584819764743
134,1,178191,-0.00782160491937878,0.057660715274602,0.892176270695984
135,1,178224,-0.0150080424588641,0.057599482484045,0.794584819764743
136,1,178960,-0.013569842469933,0.0580606114314036,0.815338958016002
140,1,183802,-0.0272295840898749,0.0575940429434732,0.636658953603507
141,1,183954,-0.0447404856179115,0.0579828306645351,0.440858055832007
142,1,184450,-0.0380428642333592,0.0574879580917796,0.508560872634124
144,1,184718,-0.0189178439159885,0.0578416759802303,0.743814458569374
145,1,185296,-0.0118266848295724,0.0576015818039177,0.837441440955378
146,1,185438,-0.0482603910354755,0.0575504465424319,0.402275071898906
147,1,185469,-0.0474634004011387,0.0576355436936907,0.410774497075771
148,1,185503,-0.0617795911790901,0.0574476400220527,0.282927045477252
149,1,185705,-0.0522220620599089,0.0581183494577869,0.369506537993219
150,1,185749,-0.0653428711033285,0.0580807431259224,0.26133855574875
151,1,185806,-0.0482062243937892,0.0582059459721797,0.408116245394625
152,1,185879,-0.0574845504642725,0.0584639959729692,0.32615929246523
153,1,185916,-0.0644002261656085,0.0584168985031043,0.271028158378743
154,1,185941,-0.0671156532524852,0.0586636230789216,0.253367246101199
155,1,185954,-0.0619240198955783,0.0588517065627809,0.293425546703329
156,1,186055,-0.0541568087929837,0.0576955636060126,0.348544553644985
157,1,186896,-0.0531853919142483,0.0586463236018088,0.365086961813006
161,1,190132,-0.0339821128846657,0.0578125150426333,0.557043338645781
162,1,190148,-0.0348825934885064,0.0578284491783258,0.546757572555574
163,1,190165,-0.0176862953566808,0.0582952418454902,0.761770063026959
164,1,190169,-0.041921043964911,0.0581873737105431,0.471725292011581
165,1,190933,-0.0116552542647499,0.0577545945950853,0.840184222279623
166,1,192149,-0.0299164999061618,0.0582083624022549,0.60760477133111
168,1,192303,-0.0272685336598997,0.0694038991681882,0.694633245552746
171,1,192795,-0.0691229802667469,0.0575310689954253,0.230366817460613
173,1,194187,-0.0803441635507316,0.0575376534906555,0.163478893673477
174,1,194867,-0.0606191971154644,0.057574613483444,0.293115855484999
190,2,8314,-0.0414298370919627,0.058599831131798,0.48003549745758
194,2,8498,-0.0236228588005516,0.0585419222176517,0.686809760265774
195,2,8651,-0.0237361992258771,0.0585966307213652,0.685665632231349
197,2,9812,-0.00860126154713325,0.0589567207570657,0.884090620813385
198,2,9932,-0.00675150906843691,0.0587250257099642,0.908535714121199
199,2,10135,0.00324755961263223,0.0585009698473354,0.95576124372931
200,2,11616,-0.0216045892103784,0.0584278170380482,0.711778976367884
201,2,12133,-0.00764037352211366,0.0586700436083416,0.896461687942071
202,2,12194,-0.0131516953108085,0.0588941696654063,0.823422908729858
203,2,12359,-0.00574521811848727,0.0587253290228207,0.92212119868428
204,2,13061,-0.00938252066973144,0.0587196799035504,0.873141873869848
205,2,14298,0.00248940857577751,0.0589069031776971,0.966315286470893
206,2,15222,-0.0196241982743545,0.0594723095473166,0.741616831414239
207,2,17986,-0.0115657368195888,0.0584358890063635,0.84322016689774
208,2,19770,-0.0188666580041945,0.0588346064887973,0.748648111100478
209,2,19836,-0.0185302826473084,0.0586732238925812,0.752324420866264
210,2,19851,-0.0146976129410384,0.0588481244303896,0.802922102022174
211,2,21595,-0.00243473182227971,0.0586101048747456,0.966887964862976
212,2,22385,-0.0124413010995525,0.0586619695252433,0.83216342781496
213,2,23441,-0.00801711434546926,0.0592339630783306,0.892415002058878
214,2,24209,-0.00372347558278852,0.0587474141314431,0.949498912943232
215,2,24341,0.0108334239693537,0.0588838821056686,0.854135218685599
216,2,26815,-0.0223714010535212,0.0588040847666278,0.703847961849881
217,2,28209,-0.0512705309272808,0.0587726124542878,0.383608185811751
221,2,41245,-0.0512409280183233,0.0585467602277817,0.38205273674752
222,2,43214,-0.0521840632059667,0.0594956873678976,0.381025237230808
223,2,47104,-0.0568188895323694,0.057821053313811,0.326443960711104
224,2,50915,-0.037628931891618,0.0584346569417284,0.520026748328866
225,2,55834,-0.045854307913334,0.0581475982810086,0.430884028866566
226,2,56422,-0.050783354346862,0.0582401541050707,0.383820349383972
227,2,57715,-0.0404029617305971,0.0580708473332829,0.487041368189169
228,2,59046,-0.0427711261221105,0.0583602322163159,0.464117169483156
229,2,59191,-0.0475856592191132,0.0580149518415347,0.412637967311963
230,2,59383,-0.0588232661816233,0.0580024973459988,0.311205509494402
231,2,59477,-0.059318904257163,0.0588763362413854,0.314376547354362
233,2,60471,-0.0619772241554595,0.0580715529185627,0.286585512549028
234,2,60478,-0.0572107579104222,0.0581518725728866,0.325879677694326
235,2,60786,-0.0468784145750516,0.0580822262174225,0.420149866759214
236,2,61035,-0.0567914216709649,0.0580529606984722,0.328611162396741
237,2,61071,-0.0590905162791294,0.0577823632421774,0.307178717767541
238,2,61675,-0.0521956587523911,0.0579679580161086,0.36850927052407
240,2,62939,-0.0583802683813075,0.0578507861264536,0.313592699763033
241,2,63527,-0.0541937213613055,0.0580800596584228,0.351413068245806
242,2,63857,-0.0733656684151687,0.0580339456006188,0.206997578338227
243,2,65527,-0.0899520993451094,0.0577753761241713,0.12038364681783
247,2,67976,-0.0763795106304054,0.0586677418293385,0.19379960441189
250,2,72389,-0.0146494033926186,0.0584405566659404,0.80221365202166
251,2,72392,-0.0297270717872388,0.0588218996958061,0.613611412343333
252,2,73646,-0.031342137437031,0.0576126302642555,0.586774554650078
253,2,74564,-0.0477420740667799,0.0574674538709424,0.406666710329325
254,2,74739,-0.0533175822740492,0.0576429357294344,0.355617033378289
257,2,80873,-0.00619082591261638,0.0578495008194062,0.914837028825119
258,2,81501,0.0135166355877821,0.0578363266154908,0.815349519149643
259,2,83526,-0.0153870763221675,0.0577452667617277,0.79003690748303
260,2,83845,-0.0191122823363118,0.0577970079589504,0.741082818378706
263,2,84447,0.0395705347344764,0.0585061036868357,0.499262099740112
264,2,87391,0.0135651498309491,0.0575461767095182,0.813781727718523
265,2,87562,0.00625918051929882,0.0576953830650092,0.91367128502745
266,2,87849,-0.00301625233620963,0.0576906571398564,0.958332610751613
267,2,87878,0.0094245681824774,0.0579366143611006,0.870871088248149
269,2,89785,-0.0104506222444469,0.0579425738738736,0.85697210273431
272,2,93721,-0.0158231676321671,0.0577641269701978,0.78430075685398
273,2,93952,0.00284173258773368,0.057604822570153,0.960683012660044
274,2,95085,-0.0309693872668699,0.0576618626986376,0.59154647844604
276,2,107124,-0.0251902395625002,0.0576985394634931,0.662680228038027
277,2,111645,-0.0408175962861705,0.0577101965417524,0.479855615610113
278,2,111916,-0.0396732185084614,0.057848675333384,0.493282884735851
279,2,111931,-0.0332748985086644,0.0579486593146437,0.566189091034088
280,2,111999,-0.0359705799951078,0.057735789059905,0.533673346413749
281,2,114528,-0.019294942537211,0.0580908741078412,0.739972369609483
282,2,116024,-0.0240702773356311,0.0582240048157834,0.679558639380479
286,2,120090,0.00712121722186243,0.0580068506977632,0.902362969083937
287,2,120291,-0.00385173999049648,0.0586710947422598,0.947693879915884
288,2,120726,0.0192600762162992,0.0583234625083077,0.741423122233623
289,2,121716,-0.0128998605155889,0.0582621754032172,0.824900797345659
290,2,123100,-0.0236182270376408,0.0583330522104192,0.685806665128698
291,2,124677,-0.0440570599162832,0.0582190161021164,0.449706279128523
293,2,127887,-0.0412468824415738,0.0586246159385329,0.482160565637816
294,2,128935,-0.0427116596855386,0.058566144123949,0.466308348761907
295,2,129053,-0.0610048393569038,0.0586989225813267,0.299384090647381
296,2,130040,-0.0527869354370358,0.0590807089268378,0.372213393200494
297,2,130976,-0.0407140468346661,0.0586256710819549,0.487841355287139
298,2,132199,-0.0541422414152162,0.0588671210894945,0.358338522689461
299,2,133355,-0.0503442448634359,0.0592757660140305,0.39627745542407
300,2,133435,-0.0516619198208119,0.0594009134754817,0.385046661026621
302,2,135183,-0.0600545110805706,0.059411534492532,0.312793783192565
303,2,135402,-0.0533583453673243,0.0594206394730203,0.369810067269232
304,2,135898,-0.0975200297491137,0.0595782881856962,0.102555396258132
305,2,135912,-0.0904234640009631,0.0596543062082959,0.130467122316581
306,2,135925,-0.096533179249664,0.0593550614104844,0.104763693975127
307,2,136002,-0.0889679315429923,0.0593438224912829,0.134716945133908
308,2,136173,-0.0756028242818447,0.0598184392472398,0.207110098050104
310,2,138318,-0.108575760903371,0.0612644947391744,0.0772162046702438
311,2,138695,-0.111660619191566,0.0601890467173804,0.0644061548863124
