SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0341179288598538,0.0530998461542151,0.520950052187353
9,1,27272,-0.0766270079564498,0.0521738182476844,0.142808251499376
16,1,27843,0.0858579681534028,0.0508900022250602,0.0924620590396959
17,1,27848,0.0858579681534028,0.0508900022250602,0.0924620590396959
18,1,28495,0.109915302819954,0.0507595775065284,0.0310256037779755
19,1,28975,0.101447237686596,0.0504660166836599,0.045169383987374
26,1,31435,0.0780786397597967,0.0504487024683375,0.12259446766636
29,1,36146,0.0375262607732673,0.0503189357202034,0.456303775867151
31,1,37409,0.0689067214024651,0.0504978349336352,0.173264362835766
32,1,37478,0.0726929094607792,0.0505264466360861,0.151118709403849
33,1,39144,-0.00216169917095062,0.0504429948752653,0.965841909024421
34,1,41499,0.0170321015932315,0.0502950390171842,0.735079444297407
37,1,51248,0.00443301548567262,0.0505167708581765,0.93012248125863
38,1,51462,0.00770173199673536,0.0505841628344971,0.879072172125442
39,1,52124,-0.0325748799953117,0.0504875607912504,0.519212782923575
40,1,52667,-0.0762814609371701,0.0502726813461677,0.130072314795713
42,1,59265,-0.0217287749189593,0.0503976492692272,0.66662494741738
43,1,60165,-0.0322233207010723,0.0503436175968181,0.522543837630996
44,1,62308,-0.0483699766333404,0.0502515198229513,0.336428533350072
45,1,62869,-0.0555241480488672,0.0502242342299618,0.269685050507369
49,1,66841,-0.0450042071143546,0.0502777886693576,0.371337630605513
50,1,66948,-0.0451105812752606,0.0505867792361644,0.373136282692836
51,1,68621,-0.0237959739895225,0.0504906485420152,0.637721448963326
52,1,69417,-0.0346210636243468,0.0503391079975803,0.492057597742879
56,1,74327,-0.0681975476560165,0.0505195382697058,0.177905259827552
57,1,74572,-0.0700843485004238,0.0503770085191436,0.165041842957912
58,1,75211,-0.0561955248284629,0.0503340511854891,0.264988304950876
59,1,76030,-0.0407410856569014,0.0503761910110677,0.419211207702117
60,1,80108,-0.0921035428225318,0.0501719963648398,0.0672347486032949
61,1,81262,-0.11511896150709,0.0500179702168831,0.0219422613697828
62,1,81999,-0.120713780241714,0.0501046659092498,0.0164974984612834
63,1,82431,-0.108869787755695,0.050422182542962,0.0315106102813138
64,1,83284,-0.0958794318698546,0.0501256193816606,0.0565847520832635
65,1,83613,-0.0917778561718101,0.0501417859263859,0.0680381226510238
66,1,84112,-0.0882932007934006,0.0501650847145756,0.0792649010359494
68,1,84858,-0.0809440816086252,0.0503429124418341,0.108761039913982
69,1,85751,-0.10212148625048,0.0504426022171339,0.0436703677880574
70,1,87445,-0.072293848542272,0.0506960333874563,0.15474463957363
71,1,87467,-0.0818057686097394,0.0509221990161102,0.109061413118026
72,1,89070,-0.0692371980472573,0.0506542675312265,0.172539633620425
73,1,89616,-0.0706721249544653,0.0503746822846896,0.161516799096077
74,1,89679,-0.0560707463336535,0.0504330990310086,0.266987362439854
75,1,89880,-0.072248951456062,0.050387598799823,0.152496329074631
76,1,91472,-0.0646520575030424,0.0507927960875426,0.203905819999537
77,1,93789,-0.0723277414853565,0.0502374389988451,0.150833427735564
78,1,94351,-0.0917301678265826,0.0502808404261747,0.0689434251355873
