SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.100280358929139,0.129287163789785,0.438480603543707
9,1,27272,0.123581476817672,0.127284196113611,0.33225797261935
16,1,27843,-0.0972939945566475,0.124330631781998,0.434420485571477
17,1,27848,-0.0972939945566475,0.124330631781998,0.434420485571477
18,1,28495,-0.0673009046920836,0.124388876010033,0.588812702639246
19,1,28975,-0.102269272863573,0.123488721305606,0.408135538874304
26,1,31435,-0.154216612174805,0.123007577140467,0.210774778904302
29,1,36146,-0.137927113326543,0.12242553795456,0.260668278455632
31,1,37409,-0.0326180723288563,0.123296346405875,0.791510387441622
32,1,37478,-0.0475910685418221,0.123388572194519,0.699950617129629
33,1,39144,-0.0576388745212056,0.122813087075787,0.639129289394744
34,1,41499,-0.16389571276008,0.122199672099801,0.180713796435488
37,1,51248,-0.234232789752838,0.122398823238706,0.0564689196242555
38,1,51462,-0.221451567600067,0.122633806233021,0.0718020265852155
39,1,52124,-0.240836391472674,0.122362513743809,0.0498249255771136
40,1,52667,-0.281218557176121,0.121919581113307,0.0216561727440526
42,1,59265,-0.134530029042909,0.122563975797079,0.273113764405792
43,1,60165,-0.150744785668455,0.122417532477738,0.218993532473136
44,1,62308,-0.127311345535528,0.122357772445135,0.298827048782773
45,1,62869,-0.155354422897344,0.122250549636558,0.20464121995436
49,1,66841,-0.117448884409424,0.122428124442673,0.338049492283222
50,1,66948,-0.143948168392409,0.123101757649787,0.243054472039905
51,1,68621,-0.22832392469156,0.122404039030456,0.0629645778415378
52,1,69417,-0.149570911073873,0.122421611387665,0.222610313837782
56,1,74327,-0.0936630010568881,0.123253889712613,0.447810077776606
57,1,74572,-0.0786370981912162,0.122955039296363,0.522873664307825
58,1,75211,-0.0541735064688449,0.122768134413827,0.659289982677935
59,1,76030,-0.0488658031345275,0.122774444104414,0.690861331042036
60,1,80108,-0.136613031410077,0.122557448517603,0.265743474071478
61,1,81262,-0.159352377469604,0.122433117377319,0.193920280083161
62,1,81999,-0.142374125557901,0.122792655767437,0.247049242086799
63,1,82431,-0.133525247668386,0.123404157699823,0.27998409644175
64,1,83284,-0.0568406848403347,0.122671848649799,0.64339506719144
65,1,83613,-0.0509063045825155,0.122665706320485,0.678393794821341
66,1,84112,-0.0668645800336752,0.122657530052693,0.586006788377692
68,1,84858,0.0100944707499791,0.123054298167125,0.934667239370031
69,1,85751,-0.0902955866836984,0.123467761453875,0.465063240030035
70,1,87445,-0.0970410973888541,0.123714691466102,0.433334837270876
71,1,87467,-0.134264299227101,0.124265368470787,0.280673082729791
72,1,89070,-0.146824318295973,0.123444547367775,0.235083701304677
73,1,89616,-0.0894212537790678,0.122934159219431,0.467468346804967
74,1,89679,-0.143759743159843,0.122803691641677,0.24253046106233
