SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00498138698140238,0.139458198808879,0.971526155291086
9,1,27272,0.00710925091233727,0.137363580171904,0.958753193170519
16,1,27843,0.0197665003813813,0.134109891145825,0.882908088094709
17,1,27848,0.0197665003813813,0.134109891145825,0.882908088094709
18,1,28495,0.0328851654904342,0.134104767501212,0.806428619541893
19,1,28975,0.012584195646131,0.133218015533271,0.924794836147835
26,1,31435,0.0119197283238644,0.132865222379855,0.928566220186844
29,1,36146,-0.0360979229705618,0.132167656132308,0.78491898584368
31,1,37409,-0.0218715159865402,0.132891208997768,0.869367112036226
32,1,37478,-0.0259596388977087,0.133003373967949,0.845364089762278
33,1,39144,-0.0114530299642209,0.132402186289821,0.931116554337505
34,1,41499,-0.0816021637481058,0.131964878033371,0.536735027641406
37,1,51248,-0.254303851735567,0.131905713231809,0.0546668042621978
38,1,51462,-0.249261644810988,0.132113685564388,0.0600183366030927
39,1,52124,-0.22573962522596,0.132052874167344,0.0882438785421429
40,1,52667,-0.278527461289353,0.131553191731474,0.0349398451367646
42,1,59265,-0.0806695230389696,0.132249367265462,0.542267242421631
43,1,60165,-0.0850425471841956,0.132141557863281,0.520271181626491
44,1,62308,-0.182964279253285,0.131714142028917,0.165677631951465
45,1,62869,-0.195554687453817,0.131646242713738,0.138315581144918
49,1,66841,-0.0374081681633583,0.132104291570764,0.777211375507661
50,1,66948,-0.0481799430249561,0.132905389774946,0.71718558805955
51,1,68621,-0.286654023328455,0.131689146865845,0.030161619675082
52,1,69417,-0.137161882421346,0.132017360722586,0.299530492640648
56,1,74327,-0.0232773727583007,0.132940215290642,0.861104159042413
57,1,74572,-0.00264043905327019,0.132591969164538,0.984123212582414
58,1,75211,-0.0235469940640181,0.132344406103034,0.858886213944933
59,1,76030,0.0846586803359377,0.132273614755172,0.522570251619701
60,1,80108,-0.0382818871349189,0.132303358324832,0.772483935589679
61,1,81262,-0.0240307506706956,0.132262839834855,0.855930799795551
62,1,81999,-0.112432779005197,0.132456934402907,0.396553829716233
63,1,82431,-0.155782319593907,0.132961423102043,0.242133629662823
64,1,83284,-0.0503794747182544,0.132223093694595,0.703418559231191
65,1,83613,-0.0446216409039665,0.132214377771362,0.735944662296745
66,1,84112,-0.0702339998614467,0.132197437900679,0.595558133842366
68,1,84858,0.00511333400355782,0.132623251716756,0.969266707708494
69,1,85751,-0.0784304319667537,0.133103204385157,0.556073667323348
70,1,87445,-0.0676707992217093,0.133401543915849,0.612281098895151
71,1,87467,-0.111315520183573,0.134017877522867,0.406759904346607
72,1,89070,-0.0927386748137987,0.133217767416989,0.486797096509897
73,1,89616,-0.0394446317633766,0.132575421734874,0.766239996188519
74,1,89679,-0.0802572273596827,0.132540015801996,0.545214647185179
