SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.122846982926389,0.0908840162520679,0.177340114928804
9,1,27272,-0.130116678802495,0.0894829216532077,0.146808454101423
16,1,27843,0.0820853331076116,0.0875180009451383,0.348924157561579
17,1,27848,0.0820853331076116,0.0875180009451383,0.348924157561579
18,1,28495,0.0535877620575454,0.0875819729872946,0.541025346523814
19,1,28975,0.0385391163796848,0.0870184842632515,0.658120730524498
26,1,31435,0.00122136620365254,0.0868120153837967,0.988782807318246
29,1,36146,-0.0204506115153625,0.0863575408206385,0.812939020447764
31,1,37409,-0.0215548875608363,0.0868237811198531,0.804077464512951
32,1,37478,-0.035212083954607,0.0868857935247332,0.685525583694891
33,1,39144,-0.00676513195968361,0.0865086805609408,0.937711862374578
34,1,41499,0.00951159308068704,0.086267986554968,0.912268731782647
37,1,51248,-0.0178395442688635,0.0866314716413128,0.836968579949329
38,1,51462,-0.0328429260618808,0.0867365419379753,0.705174265019282
39,1,52124,0.0339879057337305,0.0866177867228587,0.695007294034485
40,1,52667,0.0341103125889612,0.0864787729251412,0.693497603853555
42,1,59265,-0.0169188550621819,0.0864495018588455,0.844951365086939
43,1,60165,0.0109149567295583,0.0863869077414271,0.899527079552651
44,1,62308,0.0318456810039305,0.0862772043503722,0.712267877373767
45,1,62869,-0.00316259294167785,0.086282849803692,0.970781777494291
49,1,66841,0.0398552377777619,0.0862976107267283,0.644484293177519
50,1,66948,0.0112678276913954,0.0868513864365015,0.896848498610947
51,1,68621,-0.018762937194797,0.0866124119167265,0.828621029889472
52,1,69417,-0.0596939074607288,0.0863304165051057,0.489731892504494
56,1,74327,-0.0113394336367637,0.0868617238761109,0.896208979197213
57,1,74572,0.0345754585322462,0.0866130135879384,0.689991121028557
58,1,75211,-0.0060208768327214,0.086474044208295,0.944530444741544
59,1,76030,0.0428858520785059,0.0864445072160545,0.620126635464177
60,1,80108,0.139462847548161,0.0861349432277526,0.106314391806257
61,1,81262,0.0854689322557172,0.0863016984438205,0.322681165195712
62,1,81999,0.110064340229009,0.0864342696549276,0.203718365188688
63,1,82431,0.11481873591249,0.0868278617170884,0.186900434912766
64,1,83284,0.147338873445847,0.0860526730249958,0.0877391434548852
65,1,83613,0.172241575917465,0.0859120014853704,0.0457411391730493
66,1,84112,0.196539219324558,0.0857737347886882,0.0225305909402041
68,1,84858,0.16987282278363,0.086180151321924,0.0494890500545683
69,1,85751,0.191274964890264,0.0864116611046535,0.0274998738660211
70,1,87445,0.195872584228401,0.086567743148066,0.0242644015239024
71,1,87467,0.181683916174135,0.0871146299956365,0.0377351133397173
72,1,89070,0.189081899801518,0.0865177729894135,0.029511200066424
73,1,89616,0.141480106268899,0.086304671915278,0.102039584925498
74,1,89679,0.175282470743875,0.0861397989007792,0.0426117250254633
75,1,89880,0.14299377803793,0.08633065633695,0.0985395351340643
76,1,91472,0.174457339727289,0.0868136203611073,0.045238234423125
77,1,93789,0.171125287242035,0.085927895762954,0.0471963436592631
78,1,94351,0.127265305749732,0.0863714716647084,0.141516941388445
79,1,99148,0.0790938432431732,0.0863066537223498,0.360068041335214
82,1,106800,0.0201055402852237,0.0865191995642702,0.816375675768207
83,1,107970,0.036323216574871,0.0862478068422591,0.673902259607801
84,1,109000,0.0511037379215009,0.0863786938589568,0.554480854034111
85,1,112549,0.0795264069044465,0.0862198420311153,0.356966737670527
86,1,112742,0.0637707107524023,0.0865935009614254,0.461953539379798
87,1,113050,0.0470495959520763,0.0864779583343661,0.586740487174103
88,1,113135,0.0695048026595423,0.0862145208788077,0.420679294282631
89,1,114076,0.0266497067375875,0.0862821940602202,0.757605046681622
90,1,114628,0.0487849363555617,0.0864731853488259,0.573001745897259
91,1,116283,0.0650809108995396,0.0869243418257989,0.454532065258146
93,1,127853,0.0245645963960522,0.0868215166268016,0.777394704677349
94,1,128302,-0.0427951168073762,0.0864678325976978,0.620960765813083
95,1,128704,-0.115000646899433,0.0863673083175785,0.183873926676271
96,1,128911,-0.0882625175854291,0.0864659916997402,0.308059040584562
97,1,130267,0.0242590142009871,0.0865428348747412,0.779402175380192
98,1,130271,0.0201995089436471,0.0866485230481731,0.815803293738196
99,1,130613,0.0472653490453305,0.0874287951480108,0.589113676268573
100,1,132012,-0.0248986968556112,0.0872692663075514,0.775574835707189
101,1,133231,-0.0661662442006127,0.0865884093213835,0.445290314512216
102,1,137074,-0.0356595126649822,0.0865159310769464,0.680462964330068
