SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.06376174262652,0.0961274234462041,0.507568542492102
9,1,27272,-0.092301434247049,0.0946153399645572,0.3299584919756
16,1,27843,-0.0480472655145845,0.0924657905880219,0.603652679317388
17,1,27848,-0.0480472655145845,0.0924657905880219,0.603652679317388
18,1,28495,-0.059342475490407,0.0924487062625243,0.521357169853178
19,1,28975,-0.052114173276979,0.0918424416194105,0.570782629304119
26,1,31435,-0.0499665847876981,0.0916022750657696,0.585772618754407
29,1,36146,-0.0259761949038848,0.0911578494255212,0.775843120997022
31,1,37409,0.0240831995173509,0.0916523046387672,0.79288347682893
32,1,37478,0.0342137731231718,0.0917219883415579,0.709360388253713
33,1,39144,0.0791595826176897,0.0912241866201335,0.386121950524033
34,1,41499,0.1533710722486,0.0907015262017656,0.0917304337016518
37,1,51248,0.0359038978151253,0.0914357859349274,0.694801785550557
38,1,51462,0.026496154056188,0.0915689088369976,0.772477654390518
39,1,52124,0.0219046382665507,0.0914483215706836,0.810833471160424
40,1,52667,0.0356522527763721,0.0912894631020921,0.696372323322631
42,1,59265,-0.0206443740605724,0.0912565046201708,0.821158456254853
43,1,60165,-0.0107032937427322,0.0911923754995341,0.90663321964216
44,1,62308,-0.0432567320354196,0.0910647618601845,0.63507313625608
45,1,62869,-0.0464819385260015,0.0910488146913812,0.610008623637735
49,1,66841,0.0375952446990153,0.0911033741591558,0.680102021725569
50,1,66948,0.0261570526082717,0.0916740228121263,0.775561145881247
51,1,68621,-0.00326745055950806,0.0914360523878433,0.971514007179455
52,1,69417,-0.023084246264116,0.0911858777509264,0.800295079710115
56,1,74327,-0.0662418302685392,0.0916277268517328,0.470192236933676
57,1,74572,-0.0379263246965035,0.0914291295417847,0.678528118378659
58,1,75211,-0.0529673273913248,0.0912411601325252,0.561934335082972
59,1,76030,-0.070169299814307,0.0912082713133395,0.442211629084069
60,1,80108,0.0219697077190652,0.0912556279994657,0.809889366698636
61,1,81262,-0.0953998836529666,0.0910872022410552,0.295656274586862
62,1,81999,-0.138820140743117,0.0911524458061487,0.128667829350668
63,1,82431,-0.0463852985226603,0.0918511439286703,0.613870361822271
64,1,83284,-0.00700181563187818,0.0912149282218586,0.938856584204458
65,1,83613,0.0473939694838988,0.091170747963151,0.603502694886591
66,1,84112,0.0494878867993975,0.0911776518194238,0.587635273104274
68,1,84858,0.0473942388490684,0.0914383397377206,0.604560366011175
69,1,85751,0.0476256711224924,0.0918141213805953,0.604282164313115
70,1,87445,0.0697614760935369,0.0919683469146715,0.4486351849835
71,1,87467,0.0791656064434996,0.0924291281992436,0.39230196854442
72,1,89070,0.133700716153814,0.0916702422553685,0.145592933164856
73,1,89616,0.0630350385975636,0.0913898484370219,0.490812223090579
74,1,89679,0.103978916348729,0.0912954051822808,0.255505386881187
75,1,89880,0.0807807377679894,0.0913850790657738,0.377319548281487
76,1,91472,0.0972673579491951,0.0920197338227581,0.291222023060749
77,1,93789,0.0427102220547712,0.0911873588382972,0.639802834536272
78,1,94351,-0.00334533509693166,0.091455579703584,0.970841525835608
79,1,99148,0.0745982796678182,0.0911292346834791,0.413567628865254
82,1,106800,0.0913843440121768,0.0912091327525559,0.317068054871706
83,1,107970,0.056069606282711,0.0910192144983159,0.538278691347723
84,1,109000,0.0654460536181335,0.0911620919068308,0.473288456983796
85,1,112549,0.186478433586778,0.0905832117830081,0.0402619144437033
86,1,112742,0.126748321537021,0.0912312881596721,0.16561495396506
87,1,113050,0.166904353353829,0.0908933978677041,0.0671592970964572
88,1,113135,0.170598534093983,0.0906401916995129,0.0606379147832008
89,1,114076,0.204831319985376,0.0904391308644509,0.0241274675103655
90,1,114628,0.227988550589406,0.0905145370103682,0.0122166188586917
91,1,116283,0.140444881286893,0.0915275065501424,0.125813398266558
93,1,127853,0.0521626833107522,0.0916192116620799,0.5694860313784
94,1,128302,0.0374483302695147,0.0912874259405263,0.681890197977161
95,1,128704,-0.0224311435367167,0.0913922766374627,0.80625988794526
96,1,128911,0.00872497533548389,0.0914090106327887,0.924011691938355
97,1,130267,0.138925516073333,0.0910671625681082,0.128022852146048
98,1,130271,0.144359469896937,0.0911520422410724,0.114152509914958
99,1,130613,0.222875543624966,0.0915649236524798,0.0154253270014605
100,1,132012,0.162606252163276,0.0917267628719354,0.0771367635166949
101,1,133231,0.0579813392563506,0.0914283032137071,0.526378822794757
102,1,137074,0.117449235158764,0.0911361281508952,0.198338306368845
103,1,137304,0.0887309289085625,0.0912599021321924,0.331572933991025
104,1,139686,0.0567141355585458,0.0914523047933432,0.535559242165084
105,1,149562,0.0919347980219562,0.0915802259072907,0.316128083316578
106,1,150447,0.0752117639578798,0.0926416881037763,0.417421041089084
108,1,154084,0.105918947202602,0.0928436204402943,0.254713336388724
110,1,157269,0.0523673450897078,0.0912839323415179,0.566552797929362
111,1,160054,0.0897705398377471,0.0920702559155746,0.330216943622783
112,1,166222,0.0817346031935215,0.0914087983831072,0.371842526697256
113,1,166416,0.0823584813042018,0.0912212140886325,0.367224608093412
114,1,167326,0.107790898027239,0.0916660809576798,0.240423992907451
115,1,168836,0.130272316761828,0.0911468416322774,0.153814543571091
116,1,171200,0.181766659352558,0.0910344618487684,0.0466275134878059
117,1,171431,0.148912057179226,0.0917770204497742,0.105580090388327
118,1,173339,0.117774078959696,0.0911870382360669,0.197352514982096
119,1,173845,0.0893544359074376,0.0912025591502766,0.327887394684083
120,1,175121,0.0812139141660385,0.091042842321678,0.372978812562857
121,1,175281,0.0673948892415979,0.0911523184403114,0.46017639276207
122,1,175315,0.0664074180417741,0.0911256337189769,0.466640390558515
123,1,175523,0.070818972167165,0.0916333640958222,0.440127510319055
124,1,175541,0.0670889876115418,0.0912667397194521,0.462774627097405
