SNP,Chr,Pos,Effect,SE,RET2_EMP47_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0834474528522853,0.0832432685434083,0.316811582853767
9,1,27272,-0.0658006702222643,0.0820350448487653,0.42303221367491
16,1,27843,0.0602840241094094,0.0801027862703604,0.452201878965207
17,1,27848,0.0602840241094094,0.0801027862703604,0.452201878965207
18,1,28495,0.118354508146356,0.0799204445007258,0.139524147370992
19,1,28975,0.0929904659446467,0.0794784829659734,0.242787050745258
26,1,31435,0.0791396149887729,0.0793096801300863,0.319032858708879
29,1,36146,-0.0100262553426538,0.0790101241625929,0.899093094462302
31,1,37409,0.0846131507480689,0.0793113752786842,0.286769745380073
32,1,37478,0.0535579528730673,0.0794563035343452,0.500717219289977
33,1,39144,0.0272873734918304,0.079131282035994,0.730422473027147
34,1,41499,0.0644270663295475,0.0788505510712246,0.414434840312033
37,1,51248,0.0423229589014837,0.0792290046747573,0.593549679679271
38,1,51462,0.0223848426069166,0.0793595569482348,0.778056173845826
39,1,52124,0.0227220828385864,0.0792517943597248,0.774504508799144
40,1,52667,-0.0422498131288485,0.0791020375684124,0.59359617392999
42,1,59265,-0.0437436913243398,0.0790597986121394,0.580409074684194
43,1,60165,-0.032052861916552,0.0790158900257619,0.68524492848075
44,1,62308,-0.0123074679057354,0.0789446664861963,0.876201015186299
45,1,62869,0.038407011460055,0.078910995499639,0.62676374579854
49,1,66841,0.0452815438711597,0.0789378878225246,0.566580028693343
50,1,66948,0.0146985190103481,0.0794554967766049,0.853342656288542
51,1,68621,-0.01684188378629,0.07923902068456,0.831804298343151
52,1,69417,-0.0147130799949226,0.0790304249982104,0.852418527268247
56,1,74327,-0.0112946138365052,0.0794665556114933,0.887058085188463
57,1,74572,0.0237377356509519,0.0792471872713584,0.764704027682864
58,1,75211,-0.00705929964276247,0.079111886883384,0.92894826157508
59,1,76030,0.0534323228923312,0.0790616465952024,0.499590365696613
60,1,80108,-0.0448021907140572,0.0790581194101831,0.571278551214131
61,1,81262,-0.0456243958503734,0.0790268718694645,0.564086182523085
62,1,81999,-0.0707872057587067,0.0791676573464629,0.371854607020105
63,1,82431,-0.0828070934865127,0.0795103809359546,0.298373621471997
64,1,83284,-0.125614511404831,0.0787697403890397,0.111673082426531
65,1,83613,-0.0833054064883187,0.0789198014586959,0.291886425711002
66,1,84112,-0.0867208699401527,0.0789181042229828,0.272572938441901
68,1,84858,-0.0210424533290866,0.0792681680073832,0.790810801860175
69,1,85751,-0.0738483331878834,0.0795048253061942,0.353599732221288
70,1,87445,-0.0870628118757574,0.0796354919945942,0.275022325957407
71,1,87467,-0.122346374715873,0.0799229565157677,0.126713494479732
72,1,89070,-0.0635587985121019,0.0796140891659758,0.425212248768448
73,1,89616,-0.0362614298265274,0.0792337557283368,0.647484548798029
74,1,89679,-0.0668071754696219,0.079187501325309,0.399431828376024
75,1,89880,-0.0558046860441168,0.0792317265390046,0.481696350975668
76,1,91472,-0.0648524126213732,0.0798012955749693,0.41695290852834
77,1,93789,-0.106648877170093,0.07884891133051,0.177057966538284
78,1,94351,-0.102823487482163,0.0790718571329633,0.19431899032099
79,1,99148,-0.125853852459756,0.0787686581085639,0.110989865783646
82,1,106800,-0.0488084457285032,0.0791169630200723,0.537688437805804
83,1,107970,-0.00941200890400482,0.0789234896951737,0.905141290412084
84,1,109000,-0.0952040810976898,0.0789016272611334,0.228387494437583
85,1,112549,-0.0286159641893939,0.0789599830887393,0.717261816393922
86,1,112742,-0.0225471557506342,0.0792732735679957,0.776252877229424
87,1,113050,-0.0108423613458853,0.0791468771097227,0.891116491099502
88,1,113135,-0.0457325903223537,0.0789098512677248,0.562584499979296
89,1,114076,0.000753382059385563,0.0789473740087799,0.99239142260213
90,1,114628,0.0327965320163465,0.0791278554866003,0.678777893209941
91,1,116283,0.0272532836336828,0.0795740954792992,0.732186461569202
93,1,127853,0.0675136996394919,0.0793578183286882,0.395484692038914
94,1,128302,0.0563333502259763,0.0790771724576091,0.476697309196724
95,1,128704,0.0587640871249401,0.079150994604135,0.458320474166031
96,1,128911,0.0862057774219481,0.0790885528825699,0.276460792618856
97,1,130267,0.0390763712927495,0.0791566627786648,0.621854273072221
98,1,130271,0.0408283618770691,0.0792481740877859,0.606738358050077
99,1,130613,0.029316981919176,0.0800035955413294,0.714251981939385
100,1,132012,-0.0349786708030512,0.0798272565361371,0.661524152578475
101,1,133231,-0.045478016567358,0.0792453972839354,0.566408771801093
102,1,137074,-0.0313553518263222,0.0791520089476599,0.692240389007047
103,1,137304,-0.0336370705320987,0.07917688031106,0.671216154183907
104,1,139686,-0.0223889272945468,0.0792922422603119,0.777833255254867
105,1,149562,-0.0217086674050852,0.079473710158107,0.784893552967471
106,1,150447,-0.0222991455905299,0.0803549803309687,0.781552552919029
108,1,154084,-0.0155858220109784,0.0806077587212317,0.846793045283932
110,1,157269,-0.0256983788430164,0.0791371615470213,0.745576172264619
111,1,160054,-0.0249040827090717,0.0798899649840141,0.755429910910853
112,1,166222,-0.0379613053679936,0.0792842517308755,0.632377302450808
113,1,166416,-0.0268357698593576,0.0791360920764045,0.734729175419653
114,1,167326,-0.0395336085514074,0.0795709321260094,0.619614819061396
115,1,168836,-0.0638996753117284,0.0791484957170448,0.42001479489229
116,1,171200,-0.0641394139941451,0.0792666963383087,0.418968353977851
117,1,171431,-0.0876894659387098,0.079698957093035,0.271969183626759
118,1,173339,-0.0925996896655648,0.0790611730309101,0.242291888025887
119,1,173845,-0.0851864350836026,0.0790190095673016,0.281747611950337
120,1,175121,-0.0588325145434447,0.0789299609275158,0.456540330814398
121,1,175281,-0.0639000541969258,0.078986002794031,0.419057320990294
122,1,175315,-0.0593959670913072,0.078971053693543,0.45247813653379
123,1,175523,-0.0509647308333101,0.079435807756721,0.521559792630378
124,1,175541,-0.0618205283248454,0.0790893111193113,0.434941498798625
125,1,175653,-0.0759716354646977,0.0793051892397771,0.3387357878481
