SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0323702371134713,0.14794763164944,0.826936000832963
9,1,27272,0.074954883448076,0.145681059880725,0.607214943214914
16,1,27843,0.127969074517093,0.142124404059199,0.368520293850878
17,1,27848,0.127969074517093,0.142124404059199,0.368520293850878
18,1,28495,0.15229172104975,0.142058759482225,0.28443743221073
19,1,28975,0.132631738013472,0.141162293895343,0.348081061229586
26,1,31435,0.063703407802287,0.140923438670805,0.65151587977202
29,1,36146,-0.0397433751058083,0.140221395755772,0.777011063544393
31,1,37409,0.0538652507864087,0.140966443024247,0.702606747462775
32,1,37478,0.0277948599095963,0.141109044823387,0.843960984743959
33,1,39144,0.0182560869410877,0.140469486853212,0.896668311757582
34,1,41499,0.0879950150409621,0.140004891699934,0.530073819666879
37,1,51248,-0.103064188689019,0.140572475642379,0.463938458222573
38,1,51462,-0.0947851918798483,0.140779864473892,0.501205552812279
39,1,52124,-0.0884044211177049,0.140600755420111,0.5299114778797
40,1,52667,-0.121241644113572,0.140305690274931,0.388106055550949
42,1,59265,-0.042654755796077,0.14036479375036,0.761394546213279
43,1,60165,-0.0732099700770091,0.140222940163276,0.601930285967947
44,1,62308,-0.239058530230668,0.139543909368198,0.0875644362771762
45,1,62869,-0.236640994541742,0.139537911599981,0.0907883363885612
49,1,66841,-0.164641146973595,0.139897045146111,0.240038882693742
50,1,66948,-0.200261025145929,0.140628113353974,0.155316249777057
51,1,68621,-0.400621550021247,0.139023706192031,0.00419758037679285
52,1,69417,-0.336143206345417,0.139131466099161,0.0161985444071414
56,1,74327,-0.243440889934471,0.140451907859614,0.0839211628302362
57,1,74572,-0.221670073504126,0.140177148246064,0.11469204857993
58,1,75211,-0.209502870859787,0.139972903641966,0.135354798129015
59,1,76030,-0.130921325823711,0.140243344910771,0.35118464629404
60,1,80108,-0.219311016123964,0.139897020968469,0.117856357515589
61,1,81262,-0.198743475429541,0.139930827636636,0.156403549354528
62,1,81999,-0.161158046513215,0.140411032752178,0.251845256332121
63,1,82431,-0.190726628971418,0.140973673398,0.176945856145151
64,1,83284,-0.0557289154195195,0.140278838973611,0.691406673642928
65,1,83613,-0.0277284052657044,0.140286970569599,0.843428855049334
66,1,84112,-0.0833114176203964,0.1402401098597,0.552850689055761
68,1,84858,-0.000106423013511436,0.140706192997984,0.999396947966819
69,1,85751,-0.0939335336131975,0.141196045594981,0.506312056126777
70,1,87445,-0.163613757733481,0.14131513638629,0.247731045793749
71,1,87467,-0.197773145579506,0.141934588955369,0.164372405359652
72,1,89070,-0.158837125695431,0.141180736610535,0.261327015835409
73,1,89616,-0.119448817438136,0.1405290490658,0.395904672976977
74,1,89679,-0.142845972543158,0.140485019235471,0.309942246895986
75,1,89880,-0.125083796008531,0.140568681232549,0.374157212857918
76,1,91472,-0.147551019458146,0.141553144672522,0.297952637322145
77,1,93789,-0.134624730599815,0.140127115340804,0.337344080840861
78,1,94351,-0.134634513603354,0.140496841529338,0.338580308567419
79,1,99148,-0.156468859805551,0.140062825828084,0.264697062121804
82,1,106800,-0.112727809721727,0.140371288442291,0.42247532002771
83,1,107970,-0.0562139862323117,0.140051251388764,0.688382112861673
84,1,109000,-0.110592503091089,0.140206575233844,0.430768517440664
85,1,112549,-0.157486491605313,0.13992037796714,0.261123398327007
86,1,112742,-0.130945112037723,0.140544633622155,0.352129543714943
87,1,113050,-0.0959764193470447,0.140387699310442,0.494643045942827
88,1,113135,-0.131590773585105,0.139947645833326,0.347713996534059
89,1,114076,-0.0336465005804165,0.140111351168956,0.810360228578402
90,1,114628,-0.0160959247987465,0.140474669030782,0.908841275163519
91,1,116283,-0.0320237636775276,0.141248318103183,0.820773009539716
93,1,127853,0.0368650121871804,0.140981940568761,0.793869104383678
94,1,128302,0.0181671890594376,0.140450679928929,0.897154978012526
95,1,128704,0.0426045261619853,0.14057553184302,0.762013418447311
96,1,128911,0.117636577460371,0.140469910227264,0.402906086224338
97,1,130267,0.242999581078687,0.139946352945731,0.0833697047995879
98,1,130271,0.235636246279561,0.140149492404955,0.0935851041377888
99,1,130613,0.275795244121021,0.141263833872541,0.0516878318749332
100,1,132012,0.00897495788009117,0.141722192270545,0.949541304500079
101,1,133231,-0.0607661329858879,0.140680160776694,0.666044891387629
102,1,137074,-0.0315115544456962,0.140507195088484,0.82267693590286
103,1,137304,-0.0560320407975376,0.140534406348024,0.690350231466155
104,1,139686,-0.00310518667358478,0.140750674847898,0.982411273835136
105,1,149562,0.021315233052764,0.141067310179559,0.879983351754308
106,1,150447,0.0329466405367274,0.14262589806959,0.817448313877565
108,1,154084,0.0212998813011498,0.143072859318245,0.881737779520723
110,1,157269,-0.0264503272938515,0.140473552728678,0.850754384804062
111,1,160054,0.0364081509927119,0.141802046732202,0.797518760639788
112,1,166222,0.0345348465288121,0.14075438311789,0.806323846072397
113,1,166416,0.0494289875576729,0.140455970415976,0.725109727804828
114,1,167326,0.031612102172993,0.141268874612534,0.823063706971903
115,1,168836,0.052227618829741,0.140581899904067,0.710480398213223
116,1,171200,-0.0278008330807468,0.140812178531132,0.843603106731268
117,1,171431,-0.0737935181090259,0.141644656059707,0.602709883285586
118,1,173339,-0.00631857393538085,0.140596751676576,0.964179661339702
119,1,173845,-0.0196652881250396,0.14047670770587,0.888747990746011
120,1,175121,-0.0245165341089799,0.140196000221257,0.861279464349299
121,1,175281,-0.0229821001494122,0.140315909913286,0.869991561285702
122,1,175315,-0.0307540379506739,0.140267518986577,0.826579893104737
123,1,175523,-0.0276406927252481,0.141064200820544,0.844766694714797
124,1,175541,-0.0269447942677776,0.140488810159772,0.848014497079739
125,1,175653,-0.0263886517562226,0.140933706973553,0.851578787830941
128,1,175856,-0.0126315952817165,0.14326588753339,0.929792434229968
129,1,175876,-0.00716072912375143,0.141071357204582,0.959545773937754
130,1,175989,-0.0175749422348311,0.141471280733186,0.90120407442575
131,1,176001,-0.0218439212538256,0.14220679823405,0.878007603659493
133,1,177692,-0.0326370750905482,0.140266313597331,0.816145251162407
134,1,178191,-0.0315925542997718,0.140406284398684,0.822103152558117
135,1,178224,-0.0326370750905482,0.140266313597331,0.816145251162407
136,1,178960,-0.0272372090403445,0.141390008975075,0.847352594077094
140,1,183802,-0.124269859366366,0.140138732434479,0.375810180149286
141,1,183954,-0.0992808560136644,0.141217289908817,0.482496629053378
142,1,184450,-0.0396185710573638,0.140062937909181,0.777447936511739
144,1,184718,-0.076533591593615,0.140815794546386,0.587127633924598
145,1,185296,-0.0360943636760332,0.140263914008723,0.797072591125238
146,1,185438,-0.0575943718158721,0.140250196116001,0.68157505960384
147,1,185469,-0.0591455332044634,0.140450875831181,0.673929663711847
148,1,185503,-0.0335643166216312,0.140111407009305,0.810814683394177
149,1,185705,-0.073558373880962,0.141634760548042,0.603840386614811
150,1,185749,-0.0173134836995905,0.141685865099574,0.902813118117196
151,1,185806,-0.067260657947161,0.141832883128098,0.635632875208067
152,1,185879,-0.052576049183646,0.142536160720613,0.712452370167848
153,1,185916,0.0140236107501172,0.142496832916313,0.921659820875443
154,1,185941,0.0325487378692415,0.143109047669687,0.820213201255971
155,1,185954,-0.00339404713743605,0.14353739055604,0.981148551446312
156,1,186055,-0.059755376924381,0.140636828887737,0.671174724554764
157,1,186896,-0.0644125951693372,0.142937962429546,0.652530571675613
161,1,190132,-0.0161392259519528,0.140848609813954,0.908838721333054
162,1,190148,0.0066421268316576,0.140893265656485,0.962425940542694
163,1,190165,-0.00471418661267042,0.14197614810681,0.97353061527689
164,1,190169,0.00418698721091815,0.141799147515925,0.976460500823317
165,1,190933,-0.0451149959586019,0.140628917651515,0.748545117686481
166,1,192149,0.148663690145374,0.14157838513536,0.294415709769109
168,1,192303,0.114210476328151,0.168936767955069,0.499448666951915
171,1,192795,0.0470352196935774,0.140360829079092,0.737747053144277
173,1,194187,-0.0283494448044243,0.14049135427063,0.840198833916786
