SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0776245496804733,0.167023967177423,0.642396337188315
9,1,27272,-0.0326408111573804,0.16455679991667,0.842880807939323
16,1,27843,0.0727366887850373,0.160625633703533,0.650946735113161
17,1,27848,0.0727366887850373,0.160625633703533,0.650946735113161
18,1,28495,0.0796272508261101,0.160618977919808,0.62037757734407
19,1,28975,0.0816318199042454,0.159541712094786,0.609205799688321
26,1,31435,-0.0506130817973851,0.15915520771475,0.750664755707462
29,1,36146,-0.136448635489141,0.158190596489727,0.388965893052434
31,1,37409,-0.05234669553684,0.159189050917932,0.742476522844156
32,1,37478,-0.058532514067364,0.159319840427621,0.713548299202229
33,1,39144,0.0306040298724949,0.158614777150932,0.847112501544577
34,1,41499,-0.0173340000656407,0.158180464953259,0.912801810128894
37,1,51248,-0.175942912259738,0.158580200366809,0.267974749569368
38,1,51462,-0.178851197009055,0.158786781647916,0.260777992118453
39,1,52124,-0.12763854564679,0.15871112721912,0.421811618903881
40,1,52667,-0.185345457515321,0.158294773371266,0.242433575118503
42,1,59265,-0.0655263949166676,0.158483486537695,0.679521548829975
43,1,60165,-0.0771976348891122,0.158348768092551,0.626194986038507
44,1,62308,-0.0870693988064213,0.158159979741434,0.582314577014797
45,1,62869,-0.0959369419281103,0.158125562406972,0.544430940736729
49,1,66841,0.0242753350969722,0.15827727446624,0.878192396641149
50,1,66948,-0.0311253867937007,0.159245329947291,0.845148772206503
51,1,68621,-0.170532343964406,0.158562955758699,0.282891423262132
52,1,69417,-0.085311351607821,0.158336973199214,0.590367133798904
56,1,74327,-0.0857831553876001,0.159207493806114,0.590355137302074
57,1,74572,-0.0346256666623745,0.158838222925281,0.827560300097439
58,1,75211,-0.00151050159838592,0.158559326201359,0.992404518714646
59,1,76030,0.015045760439292,0.158557324334887,0.924454758730829
60,1,80108,0.00680870620618088,0.158521442265828,0.965764618325468
61,1,81262,-0.0130437170775824,0.158460406805178,0.934442636651398
62,1,81999,-0.0575736184713531,0.158819354417373,0.717187824667354
63,1,82431,-0.100147176160743,0.159511828179078,0.530517694676322
64,1,83284,-0.0170362360951317,0.158436877130657,0.914432023624433
65,1,83613,0.00376015186044288,0.158421886359338,0.981077356737649
66,1,84112,-0.0275700225461226,0.15843267639735,0.861951637980255
68,1,84858,0.0910152743483223,0.158812771899355,0.566943255237628
69,1,85751,0.0160313360960689,0.159537420489082,0.920015250402466
70,1,87445,-0.00428186572550436,0.159876795615203,0.978648517584018
71,1,87467,-0.0685270714108,0.160672528692358,0.670002442526761
72,1,89070,-0.0264155184472327,0.159701874439538,0.868719755470178
73,1,89616,0.0346942269302343,0.158838180544312,0.827224221776123
74,1,89679,-0.00411953040528597,0.158868878124701,0.979327520623366
75,1,89880,0.00267540085664944,0.158909219393759,0.986576935385881
76,1,91472,0.0448916500446359,0.160071000634951,0.779297821499147
