SNP,Chr,Pos,Effect,SE,ERG11_ERV25_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.140568204142171,0.128207747428109,0.273646976486776
9,1,27272,-0.102745208344813,0.126378936832666,0.416769970811562
16,1,27843,0.0376728639643194,0.123487950825982,0.760490201020146
17,1,27848,0.0376728639643194,0.123487950825982,0.760490201020146
18,1,28495,0.0661107043876618,0.123456093852811,0.592641553649201
19,1,28975,0.0140660010945118,0.122678375721765,0.908781756294078
26,1,31435,0.102011977875957,0.12223509282259,0.40453240567708
29,1,36146,0.0193029847475205,0.121720367796602,0.874086789997384
31,1,37409,0.0648547115347881,0.122334161447974,0.596345455498361
32,1,37478,0.0587950253191487,0.122448076151577,0.631408955242149
33,1,39144,-0.0043282091780462,0.12192889533213,0.971702854290086
34,1,41499,-0.11032627955239,0.121449033774808,0.364278088322837
37,1,51248,0.0234030851712482,0.122102102607389,0.848112350898951
38,1,51462,0.0313680100284162,0.1222626373777,0.797665974611115
39,1,52124,-0.0466530262705911,0.122083206443486,0.70258656813421
40,1,52667,-0.102782599346135,0.121789959147507,0.399278230630557
42,1,59265,-0.145198467713257,0.121605942064559,0.233276578199901
43,1,60165,-0.0684969108843539,0.12170458701101,0.573919563364306
44,1,62308,-0.0626701030845855,0.121579522759169,0.606550125462861
45,1,62869,-0.0470961007189578,0.121584158239395,0.698727648230093
49,1,66841,0.10165707082636,0.121546940767488,0.403517869804954
50,1,66948,0.0767112137403226,0.122345886864961,0.531062705502855
51,1,68621,-0.0153999125870706,0.122079621654032,0.899687805025122
52,1,69417,-0.0983468035731944,0.121646611519797,0.419368519657426
56,1,74327,0.0131873844654442,0.122426590337864,0.914281642803973
57,1,74572,0.0569675672467658,0.12206500601911,0.641003430728229
58,1,75211,0.0418064023145813,0.121859762643365,0.73175017663477
59,1,76030,-0.00608891898563335,0.121879645257512,0.960183749002013
60,1,80108,-0.0378065894203087,0.121834642423577,0.756507845632568
61,1,81262,-0.0458570816574895,0.12178073690033,0.706730957734017
62,1,81999,-0.109711852846639,0.121962948945929,0.368972638485089
63,1,82431,-0.0989979097823369,0.122567453500815,0.419806398694661
64,1,83284,-0.0501818860327688,0.121758640576895,0.68048529072677
65,1,83613,-0.0235119445113303,0.121768081273331,0.847001165763076
66,1,84112,-0.0459520007938254,0.121763370913571,0.706112280201732
68,1,84858,0.0807363836903053,0.122056034153707,0.508742578799009
69,1,85751,0.0626476146542447,0.122588308416112,0.609642028333384
70,1,87445,-0.0177793682458013,0.122889243310386,0.885047687012491
71,1,87467,-0.0307673820997074,0.123525382315191,0.80344576386171
72,1,89070,0.0319213471751475,0.122751304554704,0.794977631324051
73,1,89616,0.00243247220040556,0.122102589765548,0.984117213745688
74,1,89679,0.0343605414739748,0.122104425631675,0.778566262925667
75,1,89880,0.0390388222895312,0.122131388678528,0.74942571329698
76,1,91472,0.0716010118737524,0.122996723392474,0.560845633927934
77,1,93789,0.06840236848474,0.121733502777158,0.574538992091706
78,1,94351,0.0473743977364,0.122082419480567,0.698211029768778
79,1,99148,0.0592660291102418,0.121747073925687,0.626704780067119
82,1,106800,0.0547518984573724,0.121917386616668,0.653642201929042
83,1,107970,-0.0185815131684402,0.121586886482073,0.878623616846268
84,1,109000,-0.0278824777130537,0.121796152095334,0.819057906123751
85,1,112549,0.107272098487606,0.121533268936848,0.378022702270764
86,1,112742,0.165970791935475,0.121821461030416,0.173937103285651
87,1,113050,0.248434512605826,0.121216779757556,0.0411512601573894
88,1,113135,0.225778193775583,0.12103015818441,0.0629448350901035
89,1,114076,0.120476020061028,0.121456119863903,0.321910905122513
90,1,114628,0.14259652652135,0.121696525631111,0.242092231432028
91,1,116283,0.184753620287478,0.122216181763687,0.131506088553583
93,1,127853,0.170784219694703,0.122044810134349,0.16258415783755
94,1,128302,0.223108958174902,0.121333046558572,0.0667823257739881
95,1,128704,0.174097471440597,0.121681804808477,0.153383597868284
96,1,128911,0.197389184464235,0.121594600029631,0.105409716246931
97,1,130267,0.0124877476599384,0.121987958973759,0.918522159967546
98,1,130271,0.020450229096993,0.12212970530181,0.867114382883836
99,1,130613,0.0764749109362109,0.123208680348391,0.535201394754404
100,1,132012,-0.0176530671578367,0.123010642974582,0.885970520888766
101,1,133231,-0.0708405408722514,0.122083114484413,0.562106231950034
102,1,137074,0.00943475316444722,0.121966580913894,0.938384779684552
103,1,137304,-0.0160319339730164,0.122007024837692,0.89553237879223
104,1,139686,-0.0306560663469408,0.122159452339332,0.801997815550404
105,1,149562,-0.0191943835918298,0.122444798803263,0.875524021107754
106,1,150447,-0.0138777039966193,0.123805093855273,0.910813254332775
108,1,154084,-0.0112334971701158,0.124188358061715,0.927976704452798
110,1,157269,-0.0200234883414833,0.121931190634952,0.869652279768756
111,1,160054,-0.0401564124192579,0.123075780993222,0.744410496619566
112,1,166222,-0.037815079876658,0.122167321949394,0.757097114320163
113,1,166416,-0.037238423920726,0.121919738878987,0.760215715595803
114,1,167326,-0.0339737349881556,0.122615421178651,0.781884275404034
115,1,168836,0.0598980928796795,0.122005976884309,0.623771174200665
116,1,171200,0.0354357111190116,0.122215845029094,0.772029566744672
117,1,171431,0.0281066236928651,0.122984390435673,0.819360244415241
118,1,173339,-0.00199444448068614,0.122036963564402,0.986970022710181
119,1,173845,-0.0348933799383413,0.12192170402719,0.774896669784445
120,1,175121,-0.0011267893327101,0.121694068218916,0.992617565848202
121,1,175281,-0.0201586742368607,0.121792794449378,0.868632490127735
122,1,175315,-0.00491887218702752,0.121758898038807,0.967798295183277
123,1,175523,0.00926282381451277,0.122448068136467,0.939742829352622
124,1,175541,-0.0125716009133754,0.121947486108098,0.91794985636197
125,1,175653,-0.0368913704409953,0.122319450531787,0.763135697281902
128,1,175856,-0.0197743498135536,0.12435036078206,0.87374307240427
129,1,175876,-0.0128159412994744,0.122447160672647,0.916701019056473
130,1,175989,-0.0268943102127561,0.122790084586286,0.82675581187933
131,1,176001,-0.0274334476329867,0.123429654928436,0.82424019657422
133,1,177692,-0.00183482555193165,0.121759140340648,0.987985402916841
134,1,178191,-0.00201008233018951,0.121880029170082,0.986850960162449
135,1,178224,-0.00183482555193165,0.121759140340648,0.987985402916841
136,1,178960,-0.0104063615105686,0.122730401385579,0.932476081829504
140,1,183802,-0.0428527980939851,0.12175314983945,0.725074831261451
141,1,183954,-0.0476871736731196,0.122634802404018,0.697617749650776
142,1,184450,-0.0306630726613169,0.121576138800866,0.801023278777023
144,1,184718,-0.0126462361682976,0.122276064796064,0.917685478791113
145,1,185296,0.00485364829052882,0.121758905453802,0.96822506115522
146,1,185438,-0.0108241618120225,0.121763565429355,0.929215836206089
147,1,185469,-0.0175846775392884,0.121937067757204,0.885416077865558
148,1,185503,-0.0549916434143776,0.121590047840603,0.651351616352269
149,1,185705,-0.0610561550448889,0.122941660182184,0.619761189836355
150,1,185749,-0.0612417314449003,0.122941398702239,0.61869727306003
151,1,185806,-0.0179721989060288,0.123145105043592,0.884049478383423
152,1,185879,-0.0587501361120647,0.123704375482076,0.635135073843644
153,1,185916,-0.0433737538322585,0.12366606434185,0.725997973517043
154,1,185941,-0.0457777162072178,0.124202514749722,0.712666829028997
155,1,185954,-0.0387473362933804,0.124572136429932,0.755951250239769
156,1,186055,-0.0190115821100286,0.12209846550715,0.876353004015726
157,1,186896,0.0146763794136937,0.124102032584074,0.905928448254509
161,1,190132,-0.0939787918617891,0.122155177450186,0.442206315779394
162,1,190148,-0.0980642527503976,0.122182985429802,0.422745098894489
163,1,190165,-0.097920469173226,0.123123899382835,0.426973286751998
164,1,190169,-0.0976150813112687,0.122970774112363,0.427840980546851
165,1,190933,-0.145135199690702,0.121837735650094,0.234368680336567
166,1,192149,-0.128553680883397,0.122890149237474,0.296237033226679
168,1,192303,-0.126833043995973,0.146575055813007,0.38745566037757
171,1,192795,-0.216880031058742,0.121303256620611,0.0746471959242327
173,1,194187,-0.175525603797804,0.121593844964968,0.149755206731985
174,1,194867,-0.161298226033608,0.121583122266412,0.185482127948392
190,2,8314,0.126742994325433,0.123765857520906,0.306510740406129
194,2,8498,0.124671186470362,0.123590029080302,0.313786483667179
195,2,8651,0.0966909265317335,0.123776978367146,0.435225780241607
197,2,9812,0.0799705352934721,0.124547300812584,0.521231713581522
198,2,9932,0.121261072672247,0.12396094298332,0.328635444840201
199,2,10135,0.138006818491218,0.123435117128537,0.264305301850437
200,2,11616,0.109839662285033,0.12338380592653,0.373950027663988
201,2,12133,0.126012634644831,0.123831787528632,0.309559615948059
202,2,12194,0.0957235795690796,0.124388536117013,0.4420796852757
203,2,12359,0.138176618129117,0.123910787620972,0.265553372091506
204,2,13061,0.124014454876099,0.123944078188007,0.317721171510444
205,2,14298,0.155132817901761,0.12423719324383,0.21260867454908
206,2,15222,0.143849171227239,0.125492093883448,0.252455432529527
207,2,17986,0.104744979183597,0.123396355554765,0.396540104138554
208,2,19770,0.108868415985358,0.124241203168878,0.381481018244867
209,2,19836,0.12472998813554,0.123856759887267,0.314600392996027
210,2,19851,0.120504821232267,0.124232249199076,0.332712485326846
211,2,21595,0.0878495230998229,0.123795647986493,0.478399986331857
212,2,22385,0.0629443424083789,0.123955875647658,0.611913295832524
213,2,23441,0.125192812828361,0.125028072362517,0.317359158562955
214,2,24209,0.0936549130786324,0.124074459258747,0.450855301005256
215,2,24341,0.104323842760848,0.124344348811996,0.402041910209722
216,2,26815,0.111718880895092,0.124176822098271,0.368906122834456
217,2,28209,0.105029887443353,0.124235232934956,0.398453817379256
221,2,41245,0.0353429616290388,0.123869635418132,0.775563376973843
222,2,43214,-0.00963473724698494,0.125891377111392,0.939039097143958
223,2,47104,-0.037312073837644,0.122366737990541,0.760606732002472
224,2,50915,-0.0346972402693778,0.123571498016333,0.779038457116156
225,2,55834,-0.0576286415672329,0.122975985415236,0.639632646978621
226,2,56422,-0.0276538955919154,0.12322536614159,0.822562502217829
227,2,57715,-0.001713406264919,0.122827889017977,0.988878029835657
228,2,59046,-0.0334621911895761,0.123436425299568,0.786481442570089
229,2,59191,-0.0181680822384664,0.122738636782047,0.882409510697298
230,2,59383,-0.0368763513944612,0.122762104900188,0.764057495004153
231,2,59477,-0.0361618527265896,0.124610283795224,0.771833951806096
233,2,60471,-0.00419525420645683,0.122942953943099,0.972797888891084
234,2,60478,0.00117629254382978,0.123083433900003,0.99238023463556
235,2,60786,-0.0226458128097552,0.122875155957558,0.853884442941764
236,2,61035,-0.0252440722072023,0.122864858843811,0.83732953616485
237,2,61071,-0.0436317215995045,0.122292760463642,0.721469006004138
238,2,61675,-0.0154137464699193,0.122664199163736,0.900074128737226
240,2,62939,0.0253371297172075,0.122447481868346,0.836189750491751
241,2,63527,0.0342816289628152,0.122901020503963,0.78045659434127
242,2,63857,-0.00058569588366475,0.122943152762863,0.996201617763378
243,2,65527,0.0315715275949671,0.122526309549395,0.796810653280887
247,2,67976,0.0744619740853109,0.124239597250013,0.549329494639314
