SNP,Chr,Pos,Effect,SE,MID2_TPO4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.298217245618291,0.100529339900369,0.00321762008576438
9,1,27272,0.211128132245603,0.0996144352165944,0.0347497684588204
16,1,27843,-0.137291899517136,0.0976012250492137,0.160407493879417
17,1,27848,-0.137291899517136,0.0976012250492137,0.160407493879417
18,1,28495,-0.174529139935592,0.0974341623487253,0.07410942139575
19,1,28975,-0.137794797509584,0.0969447047672661,0.156090539157166
26,1,31435,-0.172645667364698,0.096527752750019,0.0745431472832963
29,1,36146,-0.216480191098452,0.0957735595315631,0.0244092471067205
31,1,37409,-0.106365396635245,0.0968203512404051,0.272697798860216
32,1,37478,-0.133445973807105,0.0968088945141649,0.168938156481313
33,1,39144,0.00238212315090475,0.0966260606054734,0.980345667038806
34,1,41499,0.0643402465611409,0.0962972534460276,0.504479527285462
37,1,51248,0.100349724095813,0.0966207577434531,0.299704542077088
38,1,51462,0.0982085559126365,0.0967584002139935,0.310807006049636
39,1,52124,0.0423708808469976,0.0967419873556494,0.66166996804443
40,1,52667,0.0732410062612577,0.0965345086603237,0.448536610157954
42,1,59265,0.0597743586836139,0.0965120224087193,0.536087803296018
43,1,60165,0.121004968870181,0.0962762975544131,0.209638568600115
44,1,62308,0.0332373411264772,0.0963691198895697,0.730377826583146
45,1,62869,0.0826612557513904,0.0962727724081564,0.391135544782803
49,1,66841,0.118420709331025,0.0962124386967246,0.219207661180422
50,1,66948,0.0867081399107715,0.0969005671461685,0.371495380247145
51,1,68621,0.0549261151207733,0.0967034205898375,0.570406084180249
52,1,69417,0.0651287404465518,0.0964291890491833,0.499860773980238
56,1,74327,0.0386059887135791,0.0970002169509595,0.690871516094679
57,1,74572,0.0475263947750855,0.0967306052977577,0.623500255478432
58,1,75211,0.00566115269599379,0.0965868131890955,0.953294264793603
59,1,76030,0.0954924779225723,0.0964534651476745,0.322834271488723
60,1,80108,0.0852810615303733,0.0964577068335365,0.377228318067468
61,1,81262,0.111339626665582,0.0963458643628427,0.24861642368458
62,1,81999,0.189865079107259,0.0962345449919849,0.0492821270483724
63,1,82431,0.219867856763682,0.0965148623189602,0.0233194045513413
64,1,83284,0.161380968907033,0.0961312853367214,0.0940845435355191
65,1,83613,0.180910458729586,0.0960220504841223,0.0603796497178826
66,1,84112,0.180432095923495,0.0960352885318564,0.0610942136650435
68,1,84858,0.177664363483304,0.0963236115020181,0.0659548546979938
69,1,85751,0.166102762634725,0.0967815200369517,0.0869908081087504
70,1,87445,0.0697941945900807,0.0973190407876501,0.473744122176715
71,1,87467,0.0577603314179016,0.097851472539292,0.555376764124392
72,1,89070,0.10115563402952,0.0971379383600011,0.298420846970372
73,1,89616,0.0296305799547158,0.0967508221104327,0.75958981221948
74,1,89679,0.0818735153160041,0.0966777680243135,0.397641269511878
75,1,89880,0.0792706795893858,0.0967084570743129,0.412947569511802
76,1,91472,0.074415346153983,0.0974385119885414,0.445546667828237
77,1,93789,0.0491761018718382,0.0964787637888179,0.610573800683984
78,1,94351,0.0253429990912053,0.0967588676778177,0.793536552471276
79,1,99148,0.124549249150951,0.0962863320323537,0.196673629760491
82,1,106800,0.152452426512866,0.0963032116705465,0.114306430927053
83,1,107970,0.0988291818843661,0.0962144426890924,0.305040849484351
84,1,109000,0.118190221894027,0.0963227446813473,0.220631667822578
85,1,112549,0.105118392360984,0.0962562056283678,0.275547660223965
86,1,112742,0.0552462621651438,0.0967496433543198,0.568347460224372
87,1,113050,0.113982185274219,0.0964408565486902,0.238046131749989
88,1,113135,0.138112697671496,0.0961046285551664,0.151573162091349
89,1,114076,0.0898174112697684,0.0962667316561215,0.351454731778882
90,1,114628,0.121015647022854,0.0964142853519521,0.210249863582125
91,1,116283,0.125479399590222,0.0969368423239839,0.196357920530645
93,1,127853,-0.0910958456437022,0.0968644511695471,0.347631611141105
94,1,128302,-0.165812551888696,0.096209258379378,0.0856814859421379
95,1,128704,-0.191038540584506,0.0961733449537264,0.0477620608320617
96,1,128911,-0.165679218780631,0.0963172312845121,0.086283227201612
97,1,130267,-0.0589080199813112,0.096623356243444,0.542474994137885
98,1,130271,-0.0637123138405918,0.0967295301913564,0.510540570692755
99,1,130613,-0.0984411658654593,0.0975528366793906,0.313614926274775
100,1,132012,-0.0697205329249052,0.0974154230588404,0.474647755763999
101,1,133231,-0.0984630949743273,0.0966523422860993,0.309026621422066
102,1,137074,-0.104758991153493,0.0964956992707882,0.2783818685059
103,1,137304,-0.124931292049286,0.0964613394002255,0.196117064690463
104,1,139686,-0.108447467292639,0.0966451041985101,0.262573823362469
105,1,149562,-0.094747569556896,0.0969070668688919,0.328884471142756
106,1,150447,-0.109903048985187,0.0979400345106752,0.262562927500618
108,1,154084,-0.0799845705076419,0.0983255699028933,0.416498908135317
110,1,157269,-0.117577381501991,0.0964286287821502,0.223536764758256
111,1,160054,-0.129701474202162,0.0973049879801941,0.183411939329812
112,1,166222,-0.128136606163884,0.0965875764863149,0.185486522429923
113,1,166416,-0.118395748272799,0.0964257921300456,0.220323950944743
114,1,167326,-0.106831264342954,0.0970141050697341,0.271562916472788
115,1,168836,-0.146125493772432,0.0964068505720938,0.130485874083972
116,1,171200,-0.114045344408094,0.0966745293860544,0.238920539814459
117,1,171431,-0.14736899279374,0.0971535245184148,0.130195211713557
118,1,173339,-0.155006256475958,0.0963591105522823,0.108590986969328
119,1,173845,-0.155663378155811,0.096275645224393,0.106803686556869
120,1,175121,-0.127574766712529,0.0962005520544808,0.185652914055797
121,1,175281,-0.147363717387059,0.0962026547349742,0.126466204289767
122,1,175315,-0.160608480410931,0.096112074712465,0.0955972421977963
123,1,175523,-0.136613706765619,0.0967653860692212,0.158888698558708
124,1,175541,-0.154420885202918,0.0962920297802818,0.109680565660546
125,1,175653,-0.1445088811455,0.0966423821534155,0.135730867963257
128,1,175856,-0.101879869269069,0.0983991620805275,0.301203344565975
129,1,175876,-0.0920382926066336,0.0969144632757791,0.342921638610451
130,1,175989,-0.119507804881325,0.0971069566264667,0.219261147139862
131,1,176001,-0.136602274152809,0.0975515671802861,0.162299325430954
133,1,177692,-0.176496821428363,0.0960331087509504,0.0669210679244149
134,1,178191,-0.159547768619522,0.096213260003747,0.0981508292026271
135,1,178224,-0.176496821428363,0.0960331087509504,0.0669210679244149
136,1,178960,-0.179412147322587,0.0967922375963444,0.0646334129957839
140,1,183802,-0.154620700235443,0.0961520823570736,0.108710599492914
141,1,183954,-0.141885345778056,0.0969124123080626,0.144068167306687
142,1,184450,-0.137017122575726,0.0960787283538092,0.154725477645502
144,1,184718,-0.164408703533609,0.096506652460295,0.0893359929726428
145,1,185296,-0.12057153963839,0.0962778379963821,0.211279025870078
146,1,185438,-0.141579984522531,0.0962013493526893,0.141991542524176
147,1,185469,-0.14753171215807,0.096315736823601,0.126479593732441
148,1,185503,-0.151460480201224,0.0960476453044189,0.115707178374119
149,1,185705,-0.175481995275322,0.0970140330388979,0.0713279426925064
150,1,185749,-0.204847900390857,0.096850829320673,0.0351227787073679
151,1,185806,-0.144306098904114,0.0972900288212778,0.138898442007124
152,1,185879,-0.149342335234543,0.0977416399052726,0.127425566119099
153,1,185916,-0.110926064943273,0.0978417454596301,0.257677426099416
154,1,185941,-0.171828608573814,0.0980209810545437,0.080473850826985
155,1,185954,-0.201429088847609,0.0981504176440773,0.0408825175403321
156,1,186055,-0.156117401950898,0.0964062468659867,0.106260655119905
157,1,186896,-0.165305478013408,0.0979557469344409,0.0923804535386692
161,1,190132,0.0156910753987252,0.0968828192316124,0.87143055212097
162,1,190148,0.0185108965660639,0.096910631133919,0.848627593862933
163,1,190165,0.0200352646887016,0.0976545397967693,0.837561699221735
164,1,190169,0.0215323083327349,0.097531844503803,0.82539753904663
165,1,190933,0.0315877977224731,0.09673298999457,0.744204604809415
166,1,192149,0.254521140941405,0.0965932632675843,0.00878513408259561
168,1,192303,-0.124963437774479,0.116090265437465,0.282468590906751
171,1,192795,0.150359527968419,0.0962322550813877,0.119074511941117
173,1,194187,0.157046578879065,0.0962822962624155,0.103759884271014
174,1,194867,0.0941984845183521,0.0964616452448605,0.329466549282423
190,2,8314,0.0862216477413068,0.0981200466336912,0.380142010425115
194,2,8498,0.0370601676594838,0.098063611938682,0.705717413052789
195,2,8651,0.0391047611285934,0.0981532191036313,0.690572325865369
197,2,9812,0.0706901290169091,0.098686925150461,0.474275449327251
198,2,9932,0.0295100994191508,0.0983568439281648,0.764330132386525
199,2,10135,0.0700897192884257,0.0979216305049148,0.47460434193529
200,2,11616,0.0508753820407861,0.0978511946864391,0.603441027080047
201,2,12133,0.0778032691436069,0.0981905224630881,0.428676875927999
202,2,12194,0.0822674674991282,0.0985606203424145,0.404457347722575
203,2,12359,0.0672014314540982,0.0983043358167162,0.494672475375621
204,2,13061,0.0722204162926249,0.0982870080169804,0.462954589401856
205,2,14298,0.0406810436983599,0.0986486871271218,0.680309033084588
206,2,15222,0.0611163354291822,0.0995815303421841,0.539787962219794
207,2,17986,0.0826996241783384,0.0977896417101963,0.398299131381001
208,2,19770,0.0697995966652764,0.0984954118501411,0.479004229689182
