SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0766498860270937,0.15193017502891,0.614219685515029
9,1,27272,0.0112412771921164,0.149701274560308,0.940184532285631
16,1,27843,0.042677553574882,0.146142804490061,0.770438005555012
17,1,27848,0.042677553574882,0.146142804490061,0.770438005555012
18,1,28495,0.0504031756789538,0.14613820167686,0.730374390641497
19,1,28975,0.0898464510229512,0.145107032720999,0.536201356460448
26,1,31435,0.0536354576814043,0.144772999051612,0.711247300565649
29,1,36146,-0.0744492736260609,0.143999976900715,0.605473703303651
31,1,37409,0.0116506726163669,0.144832041131888,0.935930796303848
32,1,37478,0.00737337097807755,0.144957341952245,0.959461228694691
33,1,39144,-0.123865273697774,0.144145709978459,0.390754872938451
34,1,41499,-0.2065121178897,0.143475738270829,0.150936908772471
37,1,51248,-0.262967191057856,0.143829234271507,0.0683439094411388
38,1,51462,-0.23201609224268,0.144176702664523,0.10845598733846
39,1,52124,-0.211189864989539,0.144070805610092,0.143572383019818
40,1,52667,-0.216319843133631,0.143816908069901,0.133441122344859
42,1,59265,-0.0166408909345042,0.144201537068666,0.908193510545463
43,1,60165,-0.00695123097840528,0.144094811644203,0.961551715443766
44,1,62308,-0.164854438997621,0.143669125325332,0.25196902678382
45,1,62869,-0.168890698699082,0.143637730526839,0.240463144657263
49,1,66841,-0.127857831204813,0.143825657352785,0.374620335827945
50,1,66948,-0.156691068813755,0.144629974574732,0.279373561910975
51,1,68621,-0.319848840989377,0.143471302462843,0.0264188403819413
52,1,69417,-0.257683061469961,0.143441096117586,0.0732797218754598
56,1,74327,-0.141398688255635,0.144691920956352,0.329119730692933
57,1,74572,-0.11412758567876,0.144374044267848,0.429766950602921
58,1,75211,-0.0858106940440561,0.144166033148715,0.552076928157896
59,1,76030,-0.14021560248634,0.144045165104025,0.331014055348827
60,1,80108,-0.138672045069841,0.144015249287849,0.336257674479519
61,1,81262,-0.146853221843429,0.143937676476654,0.308305957976798
62,1,81999,-0.219261708483923,0.14402975803405,0.128820149378429
63,1,82431,-0.191687857311188,0.144826888296827,0.186503966703566
64,1,83284,-0.120592932354311,0.143986324504565,0.402861144577548
65,1,83613,-0.0684177012706375,0.144067416454101,0.635151508514286
66,1,84112,-0.0665300022782827,0.144085807909782,0.644553088036968
68,1,84858,0.0343708598754507,0.144524513007553,0.812158466770294
69,1,85751,-0.0105617616314951,0.14512908292797,0.94202642275824
70,1,87445,-0.000553950850049834,0.145436963710678,0.996963118340378
71,1,87467,-0.0518928826120549,0.146172243877975,0.722792706099072
72,1,89070,-0.0496928513746412,0.145259249169063,0.732480968882213
73,1,89616,0.00237078134939733,0.144501719894032,0.986919286450885
74,1,89679,-0.00515398250635089,0.14451981324345,0.971571383498308
75,1,89880,-0.00654751256129049,0.144556271600713,0.963898687215923
76,1,91472,0.0145272029814544,0.145627651870562,0.920594826603082
77,1,93789,0.0649185688331716,0.144087890190116,0.652591658421648
78,1,94351,0.00344866744072896,0.144508519574504,0.980973933350721
79,1,99148,0.014685398556353,0.144127193931106,0.918900304576084
82,1,106800,-0.0339511962814807,0.144312413931314,0.814141971358821
83,1,107970,-0.0155245993618519,0.143893774947129,0.914144796252381
84,1,109000,0.012049145736584,0.144148314389751,0.933430967497438
85,1,112549,-0.115582384063076,0.143855084228091,0.422247269776234
86,1,112742,-0.0914602405014499,0.144465542344339,0.527082305677422
87,1,113050,-0.078404621266698,0.144244012437793,0.587090508894177
88,1,113135,-0.0959468178384638,0.143846193798585,0.50520164127642
89,1,114076,-0.0278014222362072,0.143929207002411,0.846944445314396
90,1,114628,-0.00268222100106674,0.144300877410225,0.985180518936462
91,1,116283,-0.0219678594217941,0.145098824273828,0.879747231400546
93,1,127853,0.098768653546341,0.144737933540994,0.495435831058279
94,1,128302,0.143340547471067,0.144075186318754,0.320465898555718
95,1,128704,0.102212526834285,0.144318157648826,0.479260896638893
