SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0145839564069428,0.0563449826531803,0.795914743810027
9,1,27272,-0.0186214179650135,0.0554952253322593,0.737409634443206
16,1,27843,0.0376656089152381,0.0541537344769956,0.487180121614994
17,1,27848,0.0376656089152381,0.0541537344769956,0.487180121614994
18,1,28495,0.0489420485929263,0.0541290625427961,0.36652019491796
19,1,28975,0.0340571219143382,0.0537989366527065,0.527114455504858
26,1,31435,-0.000720466798469016,0.0536868322557411,0.989300447649016
29,1,36146,0.00545505740619956,0.0534092247845722,0.918705934410629
31,1,37409,-0.00572511480905352,0.0536979298005159,0.91515335692808
32,1,37478,-0.00565189144219896,0.0537441141338255,0.916306211253138
33,1,39144,-0.05289083987382,0.0534255891530628,0.322856729966614
34,1,41499,-0.0573059687637455,0.0532640498019663,0.282713659429196
37,1,51248,0.0327504395023099,0.0535500325521214,0.541205500834595
38,1,51462,0.0347507994591579,0.0536191569031845,0.517338900506219
39,1,52124,-0.0013304278661827,0.0535783489321157,0.980203439625723
40,1,52667,0.0214679634732699,0.0534803242540625,0.688355312724014
42,1,59265,0.0412201889988064,0.053420511053921,0.440857362013005
43,1,60165,0.0378458214624771,0.0533871537540088,0.478858290259061
44,1,62308,0.0230965719765351,0.0533522246278583,0.665346433517858
45,1,62869,0.0213689764486782,0.0533475598593989,0.688985342455275
49,1,66841,0.113234628427498,0.053043538224212,0.0334698105518279
50,1,66948,0.113663377372644,0.0533706805492272,0.0338879986414081
51,1,68621,0.097988736842994,0.0533124536617477,0.0669013169981898
52,1,69417,0.0633013034665273,0.0533187985594281,0.235937971748113
56,1,74327,-0.0068416863821868,0.0537176343722666,0.898724922930762
57,1,74572,-0.0124855482597599,0.0535717303376969,0.81584814496425
58,1,75211,0.0177166778502916,0.0534698737224404,0.74058471763355
59,1,76030,0.0168181603367082,0.0534706957128906,0.753304035201684
60,1,80108,0.00247413422859893,0.0534653811944903,0.963116879245698
61,1,81262,0.000104993957011773,0.0534453305316576,0.998433657455787
62,1,81999,-0.0344161669472565,0.0535445277943836,0.520798479303504
63,1,82431,-0.0144477943746974,0.0538239728862787,0.788527644770942
64,1,83284,-0.0436973664935607,0.0533871205571607,0.413623839207677
65,1,83613,-0.044517052025729,0.0533793077917167,0.404858588706949
66,1,84112,-0.0218477535868031,0.0534251034839876,0.682830422398361
68,1,84858,-0.0241192061725411,0.0535731963893986,0.652835153736424
69,1,85751,-0.0200565001816145,0.0537982478608495,0.709513947419359
70,1,87445,-0.0283782617540856,0.0539014276305002,0.598882318598626
71,1,87467,-0.0132682012506865,0.0542002727237525,0.806753897026718
72,1,89070,-0.041872523048846,0.0538194977284817,0.437079710872879
73,1,89616,-0.0204100436949073,0.0535648375191242,0.703406967454165
74,1,89679,-0.032028289870101,0.0535555126201505,0.550197339328678
75,1,89880,-0.033538109775176,0.053566478534874,0.531652292902092
76,1,91472,-0.0218405528912888,0.0539815310414901,0.686021701938211
77,1,93789,0.0541171266138305,0.0533600728916256,0.311187850612462
78,1,94351,0.036463585261474,0.0535432342692751,0.496310371113251
79,1,99148,0.0251988059498332,0.053420923486695,0.637430269653481
82,1,106800,-0.00629363085062129,0.0535087898734193,0.906436732683774
83,1,107970,-0.00160013895818955,0.0533512398222701,0.97608995583697
84,1,109000,-0.0161549954869523,0.0534384136685484,0.762593391587898
85,1,112549,-0.0447034656375037,0.0533317816488924,0.402477519364665
86,1,112742,-0.0399673746707986,0.0535505829262807,0.455953929119006
87,1,113050,-0.0251023693374635,0.0534859746822431,0.639126236466144
88,1,113135,-0.0442290428725984,0.0533144389522854,0.407332149364317
89,1,114076,-0.0447139903595432,0.0533132930125672,0.402203864659515
90,1,114628,-0.0391873043883834,0.0534607216260708,0.464038110505559
91,1,116283,-0.00327141028816125,0.0537986802441186,0.951546233216916
93,1,127853,0.033184944058036,0.0536697387367152,0.536764743650244
94,1,128302,0.0556014301200998,0.0534106059542635,0.298579411994316
95,1,128704,0.0693714619009668,0.0534183243135758,0.194913343364613
96,1,128911,0.0823191097249921,0.0533721670652463,0.123882018239286
97,1,130267,0.0231046151566438,0.0535121908015295,0.666176841103795
98,1,130271,0.0263147483231205,0.0535715419313408,0.623584878871074
99,1,130613,0.0479406229565198,0.0540304244336721,0.375527233991719
100,1,132012,0.0724738073841207,0.0538378181647302,0.179117793624735
101,1,133231,0.0452474247611679,0.053538680584096,0.398607794059581
102,1,137074,0.0195007555652276,0.0535065319096699,0.715736040320504
103,1,137304,0.0320170100666864,0.0535080706849176,0.549984462005226
104,1,139686,0.0167178058050108,0.0535981674213162,0.755293048910091
105,1,149562,0.0455764318390422,0.0536730556455236,0.396373769729211
106,1,150447,0.0563423392351327,0.0542409748535815,0.299636049069636
108,1,154084,0.0348859666351186,0.0544599965328754,0.522211414594892
110,1,157269,0.0522034917484663,0.0534304634936583,0.329220366250885
111,1,160054,0.0187228014688684,0.0540017842890064,0.729017966079399
112,1,166222,0.019498869305068,0.0536014528540977,0.71624379500401
113,1,166416,0.016558147898461,0.0534954003965188,0.757105050788885
114,1,167326,-0.00148330205744912,0.0538066325314199,0.978022863076437
115,1,168836,-0.0214491385575221,0.0535395332205059,0.68894047813723
116,1,171200,-0.0268175122454805,0.0536129036293104,0.617241505097679
117,1,171431,-0.0278484741325701,0.0539463688151915,0.606020353476121
118,1,173339,-0.0513936316874563,0.0534771330768078,0.337190175912
119,1,173845,-0.0582127988673753,0.0534128706754316,0.276516197172678
120,1,175121,-0.0417833397135415,0.0533502467994569,0.434041109679133
121,1,175281,-0.0351445304706654,0.053409218051522,0.510951800547962
122,1,175315,-0.0382062292587485,0.053386426532979,0.474677896937414
123,1,175523,-0.0330226661892998,0.0536990887105335,0.538978885627763
124,1,175541,-0.036778919702726,0.0534727521245859,0.492026175498081
125,1,175653,-0.0566578595568238,0.0535931157472416,0.291149913875779
128,1,175856,-0.0523820989180582,0.0544927713424092,0.337075949810836
129,1,175876,-0.0509398204778642,0.0536593930293026,0.343108433518605
130,1,175989,-0.0436753167174577,0.0538309708873697,0.417716127846517
131,1,176001,-0.0439645654752452,0.0541113249618576,0.417061767086725
133,1,177692,-0.0481185257864533,0.0533637191827543,0.367826486662196
134,1,178191,-0.0553362618471716,0.05339702301509,0.300763486170164
135,1,178224,-0.0481185257864533,0.0533637191827543,0.367826486662196
136,1,178960,-0.0345090199301092,0.0538205076260148,0.521817137794151
140,1,183802,-0.0532039646229506,0.053356777466904,0.319381512272466
141,1,183954,-0.0604888135486464,0.0537244886142253,0.260969477831944
142,1,184450,-0.0739430141549885,0.0532042715457849,0.165467068254177
144,1,184718,-0.0473964785532859,0.0535934131038408,0.377097739278541
145,1,185296,-0.0486824761966256,0.0533622701574886,0.362232670131251
146,1,185438,-0.0685443754191305,0.0533029597795935,0.199307082954586
147,1,185469,-0.0669738411757218,0.0533858940365089,0.210481915919012
148,1,185503,-0.0790341948646993,0.0532003371402139,0.138278576705188
149,1,185705,-0.0631353558454087,0.0538580993506606,0.241885733184522
150,1,185749,-0.0669587975184544,0.0538450162923711,0.214491623023596
151,1,185806,-0.0554187254368856,0.0539543165492969,0.305057076918414
152,1,185879,-0.055010293195494,0.054216985992609,0.31097616914524
153,1,185916,-0.0728304387085309,0.0541326787399127,0.179357700679915
154,1,185941,-0.083616980661296,0.0543257140691089,0.124656561757006
155,1,185954,-0.0665181067411635,0.0545521278474293,0.223525709550007
156,1,186055,-0.0665896711832794,0.0534584930059851,0.213725243193327
157,1,186896,-0.0605733675578522,0.0543586870886944,0.265896929177711
161,1,190132,-0.00108033787403106,0.0536437816258974,0.983943781699796
162,1,190148,-0.00195929584027016,0.05365988978861,0.970893769657019
163,1,190165,-0.00556298473484568,0.0540715165431424,0.91811505918513
164,1,190169,-0.00338389987837318,0.0540045976715943,0.950073130046919
165,1,190933,-0.0237895014039763,0.0535519843755559,0.657147115940976
166,1,192149,-0.0889133161325052,0.0537971523763995,0.0992705616702795
168,1,192303,-0.00572227440304918,0.0643812325727142,0.929226812243017
171,1,192795,-0.0768476481212391,0.0533088612946066,0.15031451013573
173,1,194187,0.0411752765459946,0.0534649414126997,0.441734298669796
174,1,194867,0.03592368050926,0.0534465278719883,0.501932691268376
190,2,8314,-0.0449220339614081,0.0543336492070719,0.408919650369179
194,2,8498,-0.0438428215036085,0.0542564224274418,0.41959625436886
195,2,8651,-0.0383413656110184,0.0543191079459511,0.480744426654702
197,2,9812,-0.0286198749665424,0.0546591866396265,0.600881200655192
198,2,9932,-0.0311114340340694,0.0544397188535681,0.56803521563279
199,2,10135,-0.0286452360023043,0.0542348900307034,0.597713292323435
200,2,11616,-0.0445961849968395,0.0541467266380643,0.410713090056626
201,2,12133,-0.0279118640652198,0.054393908118453,0.608172139510453
202,2,12194,-0.0370938594721797,0.05458891518954,0.497258409627438
203,2,12359,-0.0329745444069094,0.0544366121957536,0.545075332923297
