SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0473490139642492,0.099068210830707,0.632986202374589
9,1,27272,0.0542909724672391,0.0975692184776506,0.578265765443277
16,1,27843,0.102138483743583,0.0951472882493365,0.283790142912973
17,1,27848,0.102138483743583,0.0951472882493365,0.283790142912973
18,1,28495,0.126692423815564,0.0950651544574753,0.183492974219923
19,1,28975,0.0921966253856089,0.0945396864055161,0.330120883613143
26,1,31435,0.0600830241929881,0.094361964309296,0.524713886655041
29,1,36146,0.02147646239157,0.0939223316243843,0.819264089367081
31,1,37409,0.0304389376393228,0.0944232519402656,0.747365539714453
32,1,37478,0.0209562012278632,0.0945117501940649,0.824651376886197
33,1,39144,0.0584893030126049,0.0940355049632583,0.534348846044342
34,1,41499,0.0185658038122037,0.0938208402157207,0.843248387123554
37,1,51248,-0.151717820331604,0.0938787540172462,0.106965168693796
38,1,51462,-0.144139961162812,0.0940407699220658,0.126235860393877
39,1,52124,-0.120675579625349,0.0940062459861534,0.200089823671948
40,1,52667,-0.140229097893841,0.09377786091176,0.135721076051516
42,1,59265,-0.00304224910440404,0.0940268043582844,0.97420713408145
43,1,60165,0.00194243589229807,0.0939558337858617,0.983517449784731
44,1,62308,0.0260456441834394,0.0938423210156183,0.781522680097521
45,1,62869,0.0280463138475415,0.0938288985034985,0.765185276493845
49,1,66841,0.0140809484162233,0.0938820070175311,0.880861641799143
50,1,66948,-0.0127553849888406,0.0944587420697073,0.892659920858493
51,1,68621,-0.0873516403378115,0.094090488204114,0.353845329347766
52,1,69417,-0.00190932577910757,0.0939558357074157,0.983798367041048
56,1,74327,0.0817512207127509,0.0943721974182001,0.386933895249268
57,1,74572,0.0491395999987647,0.0941846299735777,0.602180704359774
58,1,75211,0.0705852376300504,0.0939741152858984,0.453084708249126
59,1,76030,0.0523566509670809,0.0940078876839588,0.577922094793831
60,1,80108,-0.00489908348314899,0.0940265822279288,0.958475954535172
61,1,81262,0.0165764141333359,0.0939872561532849,0.860105398795692
62,1,81999,-0.0319744849566641,0.0942055667582616,0.734501335782251
63,1,82431,-0.0518965110983789,0.0946266487040138,0.583740321941342
64,1,83284,-0.0142225659843127,0.0939750286413138,0.879790736482117
65,1,83613,-0.0126271216332685,0.0939653182413813,0.893178156575995
66,1,84112,-0.0179277853696599,0.0939732331348404,0.848811198370316
68,1,84858,0.0789259757121535,0.0941496424693615,0.402427533253587
69,1,85751,0.0249836662480054,0.0946213338622528,0.791904401855766
70,1,87445,0.0151625427364266,0.0948272857624379,0.873054128356553
71,1,87467,-0.0166629953165363,0.0953230372332756,0.861332649013765
72,1,89070,0.0181889559192627,0.0947255931216003,0.847839036234663
73,1,89616,0.00910186607815746,0.0942196919360695,0.92309682214586
74,1,89679,-0.00213005438669685,0.094232800566598,0.981978788039232
75,1,89880,-0.00110189492304666,0.0942567269649508,0.990679259970124
76,1,91472,0.0238676261068964,0.0949478946585598,0.801669658150256
77,1,93789,-0.0243759758430884,0.0939691214722293,0.795474676365914
78,1,94351,-0.0596977952952646,0.0941718231189684,0.526540858251606
79,1,99148,-0.0794271747810156,0.093882945412274,0.398112777047095
82,1,106800,-0.100836461513258,0.0939516735744462,0.283878602058533
83,1,107970,-0.0756710646484711,0.0937395606999396,0.42006724918331
84,1,109000,-0.0535055004894579,0.0939482447997215,0.569364836527249
85,1,112549,-0.172647619006696,0.0934342188964444,0.0654678781328712
86,1,112742,-0.149903994783777,0.0939124627634933,0.11133676624435
87,1,113050,-0.141368648774491,0.0937908866383561,0.132634590401405
88,1,113135,-0.178517622353392,0.0933703582679685,0.0566944274072989
89,1,114076,-0.122819184998531,0.0936246255797585,0.190431450448803
90,1,114628,-0.0985183582780646,0.0939437643993229,0.29503596456998
91,1,116283,-0.0308519632175627,0.094599058158698,0.744516278821655
93,1,127853,0.00311104794168515,0.0944370044906188,0.9737385791777
94,1,128302,0.0514124005987606,0.0940345959102773,0.58490334221788
95,1,128704,0.0266217572764815,0.0941573854896207,0.777544325306766
96,1,128911,0.0707417001477356,0.0941031730856281,0.452704632410231
97,1,130267,0.0401181137236671,0.0941096056694567,0.670155367007845
98,1,130271,0.0418821657003544,0.0942191843097504,0.656940198968977
99,1,130613,0.108518343779499,0.0949507605081022,0.253858496632148
100,1,132012,-0.0429780242875665,0.0948967896891941,0.650904534466914
101,1,133231,-0.0161774992608052,0.0942468412311396,0.863810811893702
102,1,137074,-0.0449255522789402,0.0940863505380517,0.633306778080438
103,1,137304,-0.0613894602590158,0.0940927291246601,0.51454473497803
104,1,139686,-0.0161357231793456,0.0942692588516002,0.864191052657878
105,1,149562,-0.0375940283701409,0.0944670511323523,0.690900851454915
