SNP,Chr,Pos,Effect,SE,ALO1_ADE17_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.071042374009175,0.0577316522439484,0.219306098295661
9,1,27272,-0.0584229952782871,0.0569015895856652,0.305247127401733
16,1,27843,0.0188959395300476,0.055629079598172,0.734301513952552
17,1,27848,0.0188959395300476,0.055629079598172,0.734301513952552
18,1,28495,0.031182460871197,0.0556143121418844,0.575363697715536
19,1,28975,0.00312189882492717,0.0552669060078727,0.954985275791002
26,1,31435,0.0412488210880244,0.0550769871453642,0.45439799805078
29,1,36146,0.0276640337506365,0.0548167298750832,0.614109685527834
31,1,37409,0.041186605607836,0.0550893962991167,0.45517979080353
32,1,37478,0.0414295873311462,0.0551363126090832,0.452910844412569
33,1,39144,-0.0405649659191898,0.0548861378075407,0.460352675006911
34,1,41499,-0.0103185020949933,0.0547734738006908,0.850683090971283
37,1,51248,-0.0119621881525251,0.0550056954702266,0.827966319334045
38,1,51462,-0.00834435779215899,0.0550821828175685,0.879676338105007
39,1,52124,-0.00169116620543094,0.0550093064612018,0.975491653694648
40,1,52667,-0.0450252605117809,0.0548689114017763,0.412429681062844
42,1,59265,0.00113514256569353,0.0548934804016622,0.98351340038919
43,1,60165,-0.0127332481175053,0.0548478454588796,0.81655149842338
44,1,62308,0.025782750591111,0.0547745198537104,0.63814069582455
45,1,62869,0.00843284757206925,0.0547829868660793,0.877751418984799
49,1,66841,0.00667593983928377,0.0548094932975452,0.903124647107841
50,1,66948,0.01642622019366,0.0551400938069828,0.765954931369332
51,1,68621,-0.013448335814871,0.0549929718362193,0.806949718739863
52,1,69417,-0.060632657005607,0.0547570174234919,0.268916531211991
56,1,74327,-0.122255979547342,0.0547684095996847,0.0262262805356482
57,1,74572,-0.116195309786089,0.0546580013230079,0.0342085366577626
58,1,75211,-0.117304990599014,0.0545503603262576,0.0322023831675346
59,1,76030,-0.0726765507275673,0.0547700689370187,0.185386473856023
60,1,80108,-0.090002575582336,0.0546840959713569,0.100681821143954
61,1,81262,-0.067384572019427,0.0547554272407865,0.21927451518806
62,1,81999,-0.0768605804139157,0.0548544373165364,0.16204073747372
63,1,82431,-0.0771258863296918,0.0551144945610013,0.162578449541727
64,1,83284,-0.09991395947401,0.0546066545013766,0.0681376089090909
65,1,83613,-0.0908801059884156,0.0546452750464594,0.0971816155170985
66,1,84112,-0.0599116595884739,0.0547722403099558,0.274774266209139
68,1,84858,-0.0472479567532443,0.0549623308755632,0.390569540154561
69,1,85751,-0.0835618135132619,0.0550666622784799,0.130043977308382
70,1,87445,-0.0650793415448385,0.0552542980857061,0.239663800357067
71,1,87467,-0.05362468214203,0.0555793535485479,0.33528997761863
72,1,89070,-0.0634861891433443,0.055200953562641,0.250884415680232
73,1,89616,-0.0496171357627181,0.054943338550396,0.367109822622937
74,1,89679,-0.0548265667969634,0.0549362856073562,0.318961616453326
75,1,89880,-0.0718656789440958,0.054894571712856,0.19133229868834
76,1,91472,-0.0397455450347621,0.0553957542739325,0.47355026479413
77,1,93789,-0.00578953164086771,0.0548641198459404,0.916019237374405
78,1,94351,-0.00945566687841302,0.0550070778569406,0.863615361989116
79,1,99148,-0.0189351745735742,0.0548557280856617,0.730163622856996
82,1,106800,-8.97103254006437e-05,0.054938991499765,0.998698050787072
83,1,107970,-0.0294526419255549,0.0547537913089339,0.590977771940799
84,1,109000,-0.0655497113162052,0.0547617365628129,0.232110416462282
85,1,112549,-0.0810948698150484,0.0546404323301779,0.13866015728752
86,1,112742,-0.074904005075124,0.0548795691938386,0.173160200006417
87,1,113050,-0.0941659663824537,0.054702498552157,0.0860507797380927
88,1,113135,-0.0996015681585748,0.0545346481526862,0.0686359094026443
89,1,114076,-0.0701126962522395,0.0546644804157138,0.200473595590967
90,1,114628,-0.066265325635564,0.0548169750456553,0.227530784042397
91,1,116283,-0.0517898133641319,0.0551670143149871,0.348484450782679
93,1,127853,0.00615599628010544,0.055132020784293,0.911157108436606
94,1,128302,0.0014033253325722,0.0549211693745176,0.979629406230624
95,1,128704,0.0164352131315618,0.0549689302981255,0.765122887530211
96,1,128911,0.0186715311425105,0.0549729927583163,0.734322738826402
97,1,130267,-0.0233929415315262,0.0549418062873957,0.670530035226772
98,1,130271,-0.0180576597822165,0.0550127428075353,0.742921014290143
99,1,130613,-0.0313439405491632,0.0555102445488909,0.572669480564056
100,1,132012,-0.0683749305077346,0.0552978061113427,0.217100237631609
101,1,133231,-0.0257457633392797,0.0550071217950503,0.640041838970922
102,1,137074,-0.0578496565999995,0.0548595934897264,0.292373475543127
103,1,137304,-0.0349978945379082,0.0549334568575219,0.524475165802056
104,1,139686,-0.0463740875663803,0.0549818882811692,0.399551911641565
105,1,149562,-0.0426927995524646,0.0551159999505179,0.439095151817892
106,1,150447,-0.059507427598087,0.0556846996517243,0.285957851948438
108,1,154084,-0.0492040117909521,0.0558856883763425,0.379219854585669
110,1,157269,-0.0171869510302113,0.0549240036283452,0.754524410956126
111,1,160054,-0.0328239621342868,0.0554259890917404,0.554087441320241
112,1,166222,-0.050616054905574,0.0549774003764006,0.357851376627554
113,1,166416,-0.0406769822645499,0.0548889394815895,0.459138875433527
114,1,167326,-0.0398149414457747,0.0552031124937209,0.471236502735436
115,1,168836,0.00370269428032655,0.0549816215085715,0.946345803122023
116,1,171200,-0.0265521353253053,0.0550461758189914,0.629848391917945
117,1,171431,-0.0359243440918957,0.0553750825774241,0.516924606005419
118,1,173339,-0.0388613014569918,0.0549382712941498,0.479807631749749
119,1,173845,-0.0281921198392076,0.0549111230208328,0.607983182483139
120,1,175121,0.00975198197935012,0.0548202495432822,0.858911289946021
121,1,175281,0.00185778364478728,0.0548692157337613,0.97300920583461
122,1,175315,0.00531076947760584,0.0548513040886317,0.922923328295012
123,1,175523,0.0021765004864262,0.0551626995107472,0.968549123398493
124,1,175541,0.00359489335033841,0.0549373575710433,0.947863723650696
125,1,175653,0.00749128912644337,0.0551100892012788,0.891951597230374
128,1,175856,-0.0296376310638021,0.0559991424968129,0.596963638530047
129,1,175876,-0.00892793122531693,0.0551607744274667,0.871514295113724
130,1,175989,-0.00408280524451771,0.0553197829212568,0.941208377281283
131,1,176001,-0.00778794786529569,0.0556069206686521,0.888697539829002
133,1,177692,0.006947259086308,0.0548507860713201,0.89928365981494
134,1,178191,-0.000624486509581634,0.0549064857997279,0.99093177033234
