SNP,Chr,Pos,Effect,SE,ERG11_ERG5_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0384249512009001,0.0574153519738908,0.503776513467371
9,1,27272,-0.0429034391870595,0.0565428778985516,0.448492257004487
16,1,27843,0.00657209599438901,0.0552489472675961,0.905379281402897
17,1,27848,0.00657209599438901,0.0552489472675961,0.905379281402897
18,1,28495,0.0423539518844503,0.0552049421516267,0.443467686671544
19,1,28975,0.00958379338926621,0.054879257654078,0.86146721603027
26,1,31435,0.0235625774367121,0.0547218518371401,0.66703068680244
29,1,36146,-0.000366865884966538,0.0544539742159506,0.994628359492117
31,1,37409,0.0306289914924454,0.0547241262254365,0.576040317693822
32,1,37478,0.0192245430987466,0.0547859122783165,0.725870414007525
33,1,39144,-0.0501526505729123,0.0544800650140613,0.357904244000591
34,1,41499,-0.0669303149781337,0.0542773475619359,0.218352671744489
37,1,51248,-0.0530216956109753,0.0545527056331069,0.331748289344208
38,1,51462,-0.0576381819563398,0.0546136295829583,0.291972925580828
39,1,52124,-0.0513776752961948,0.0545571618500717,0.346979039598227
40,1,52667,-0.0729667365956821,0.0543996545524899,0.180682524362581
42,1,59265,-0.0196014059898121,0.0545006079539174,0.719320348047013
43,1,60165,-0.0252164296749577,0.0544528628916612,0.643587149124463
44,1,62308,-0.0551810572347235,0.0543301698308416,0.310486268382699
45,1,62869,-0.0646981198994649,0.0542935702031068,0.23420492681178
49,1,66841,-0.0220686148117765,0.0544156262917735,0.685314138667268
50,1,66948,-0.0332195595752423,0.0547337843794975,0.544287725512299
51,1,68621,0.0495318491770482,0.0545503155771754,0.36449610341453
52,1,69417,-0.00912921538291281,0.0544672333222298,0.866986626096376
56,1,74327,-0.128551174309133,0.0543398092402198,0.0185362819972352
57,1,74572,-0.134076384496173,0.0541549028782129,0.0137624869725199
58,1,75211,-0.131910392341365,0.0540695620771677,0.0151934794181011
59,1,76030,-0.0631513484291139,0.054419781427678,0.246650492500816
60,1,80108,-0.117286105983902,0.0541519692184748,0.0309901750446134
61,1,81262,-0.143759551061377,0.0539500903921009,0.00805997647773684
62,1,81999,-0.117968517016576,0.0542609864960929,0.030361907425926
63,1,82431,-0.0874115190956769,0.0546840732308979,0.110830365753736
64,1,83284,-0.109591267806989,0.0541691206093343,0.043812849369122
65,1,83613,-0.076916831542432,0.0543222152825148,0.15767568996571
66,1,84112,-0.0693181743680215,0.0543571988136043,0.203064888739963
68,1,84858,-0.0405024737488346,0.0545934837551642,0.458646038201422
69,1,85751,-0.0764624094621269,0.0547094396718097,0.163108192310725
70,1,87445,-0.079123714920569,0.0548150324881122,0.149775675870154
71,1,87467,-0.0839200686168091,0.0550835757989275,0.128527899744838
72,1,89070,-0.0755566230612738,0.0547710544450218,0.168614155874213
73,1,89616,-0.0981895511061989,0.0543724766982503,0.0717905619987668
