SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0138572971257873,0.113785953358441,0.903139461952201
9,1,27272,0.0910046081028932,0.11197478838914,0.416924037930314
16,1,27843,0.0457905056115487,0.109400516043871,0.67579342928383
17,1,27848,0.0457905056115487,0.109400516043871,0.67579342928383
18,1,28495,0.0658915561391621,0.109373219404801,0.54726349735392
19,1,28975,0.0848787461968942,0.108604038404858,0.435006943901926
26,1,31435,-0.006515259493593,0.108409411574402,0.952111072850978
29,1,36146,-0.0556801051810258,0.107810234469716,0.605853757255463
31,1,37409,-0.0567399246085857,0.108392031548467,0.60097601192784
32,1,37478,-0.0407948684413983,0.108505585413491,0.707164883672928
33,1,39144,0.0619243617515805,0.107981781947766,0.56669135526887
34,1,41499,0.0677241224670337,0.107672093824894,0.529765741044676
37,1,51248,0.00448093014314115,0.108190709542108,0.96698690871366
38,1,51462,0.00310032321008943,0.108337554577397,0.977186023538143
39,1,52124,0.0101652480291288,0.108189619583042,0.925196063806495
40,1,52667,0.0382011412187461,0.107998444006211,0.723760372596016
42,1,59265,-0.0470010237124281,0.107934103076574,0.663494441784138
43,1,60165,-0.0425437904471567,0.107857738501117,0.693491783044534
44,1,62308,0.0344608684309909,0.107747248789039,0.749285950408769
45,1,62869,0.018620548723716,0.107744766395683,0.862891246085504
49,1,66841,-0.0202411773415398,0.107794722219191,0.85116075347869
50,1,66948,-0.0254693118911842,0.108453215985205,0.814467947497819
51,1,68621,-0.138581245870144,0.107916087976216,0.19992904968932
52,1,69417,-0.0536837747647173,0.107843659998352,0.618940194905768
56,1,74327,-0.00913868778843896,0.108473539095146,0.932906946273006
57,1,74572,-0.0142521173153241,0.108183176153395,0.895264519349836
58,1,75211,-0.0666377409727226,0.107930361830841,0.537359599530682
59,1,76030,0.00532334250459143,0.107988250741772,0.960711628394074
60,1,80108,-0.035434856608299,0.107946614802827,0.742907605970221
61,1,81262,-0.0131134388945025,0.107920017209406,0.903355664048288
62,1,81999,-0.0362950323154366,0.108168586984489,0.737416095949312
63,1,82431,-0.0350545609944628,0.108681944886168,0.747232591964742
64,1,83284,-0.0129257135554079,0.107904787272197,0.904719123875486
65,1,83613,-0.0437724241996792,0.107869933481435,0.685143549654404
66,1,84112,-0.0589027704880753,0.10786142822467,0.585344423264389
68,1,84858,-0.039679994221898,0.108190915691228,0.71401852061043
69,1,85751,-0.0320253360245518,0.108642933951962,0.76833823652133
70,1,87445,-0.0567034682744259,0.108844162842325,0.60272118780841
71,1,87467,-0.0545027834697596,0.109417572077843,0.61871156873349
72,1,89070,-0.0129401303563096,0.108768788161603,0.90536746910699
73,1,89616,-0.0473664635297573,0.108156457346927,0.66169478557565
74,1,89679,-0.0353660801465057,0.108183160593416,0.74393025080944
75,1,89880,-0.0378570061008073,0.108208192542691,0.726657343137944
76,1,91472,-0.035595081741823,0.10901383460851,0.744225266292176
77,1,93789,-0.0950512147844706,0.107788321574735,0.378467602130289
78,1,94351,-0.115862303639404,0.10801508216419,0.284161235158718
79,1,99148,-0.104103116673707,0.107764629618817,0.334693988747468
82,1,106800,-0.165498978992689,0.107692889139909,0.125245967265671
83,1,107970,-0.146619542700676,0.107449402175659,0.173265321542886
84,1,109000,-0.0821896986220409,0.107833579493529,0.446455449582793
85,1,112549,-0.0879227400279057,0.107698484683084,0.414834187906369
86,1,112742,-0.120909762190342,0.108028583547951,0.263799355439801
87,1,113050,-0.0703301121872337,0.10797316957583,0.515233702439799
88,1,113135,-0.0955163805328074,0.107642874933185,0.375497281929969
89,1,114076,-0.0327300817629526,0.107748777552703,0.761487494234759
90,1,114628,0.00286606915645506,0.108035372419094,0.978850403007064
91,1,116283,0.014431823693529,0.108633646784532,0.89438884401503
93,1,127853,-0.0218073323260473,0.108427881451427,0.840718295741231
94,1,128302,0.0767074028118043,0.10794039721538,0.47777292641366
95,1,128704,0.0341627920791751,0.108109815363267,0.752188631320623
96,1,128911,0.0861684596777054,0.108039772218119,0.425660639636263
