SNP,Chr,Pos,Effect,SE,HNM1_TPO4_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.124142602196251,0.16688856416372,0.457452845228726
9,1,27272,0.0793061335968581,0.164456901793211,0.629941081624467
16,1,27843,-0.0327535315819886,0.160609211383718,0.838523308720447
17,1,27848,-0.0327535315819886,0.160609211383718,0.838523308720447
18,1,28495,-0.00276997632025133,0.160621205245035,0.986250589556328
19,1,28975,0.0248277107190404,0.159542139137112,0.876422679547824
26,1,31435,-0.0760661314029153,0.159073382030122,0.632816209332784
29,1,36146,-0.137315111464558,0.158135579970103,0.385799354523969
31,1,37409,0.0705701957805442,0.159115982203987,0.657665567714752
32,1,37478,0.0753002331452358,0.159246703975513,0.636610508980992
33,1,39144,0.0731996072263498,0.158522346680235,0.644536385132421
34,1,41499,0.0374672694642171,0.158117802580459,0.812826867855479
37,1,51248,-0.00994328649382339,0.158802571811392,0.950109207418675
38,1,51462,-0.0407708740921517,0.159003985431874,0.797780421442903
39,1,52124,-0.0247549480095893,0.158797987699682,0.876209184610373
40,1,52667,-0.000609116962724476,0.158548946424199,0.996936846574623
42,1,59265,-0.0119206174054309,0.158467695260226,0.940078882661062
43,1,60165,-0.0070638466290708,0.158348769194971,0.964443858369124
44,1,62308,0.0958069854170277,0.15809284837704,0.544892806695477
45,1,62869,0.0612094202597918,0.158121641801913,0.698912953940115
49,1,66841,0.024023700072049,0.158224570258931,0.879405446464005
50,1,66948,0.0167437271779258,0.159198317046319,0.916296463992554
51,1,68621,-0.152213670132092,0.158562700385262,0.337732967031388
52,1,69417,-0.0731157953736876,0.158301389165627,0.644453930048966
56,1,74327,-0.264585969264322,0.158595808975971,0.0961421729429214
57,1,74572,-0.275106868479337,0.158119387079323,0.0827537425205325
58,1,75211,-0.338519094041975,0.157479078728274,0.0322649588997171
59,1,76030,-0.222644151741406,0.158062855701384,0.159839611459741
60,1,80108,-0.202783699075783,0.158100987541371,0.200466342686699
61,1,81262,-0.0142301258305275,0.158407245865452,0.928471234043895
62,1,81999,-0.065900422876815,0.158757171502083,0.678319397990166
63,1,82431,-0.0986123085600232,0.159461257173029,0.536704444937141
64,1,83284,-0.017025385802073,0.158384015964775,0.9144578809231
65,1,83613,-0.0548007729717792,0.158342293203943,0.729480838110811
66,1,84112,-0.0882798466689378,0.158316898120227,0.577460870575947
68,1,84858,-0.12890312083194,0.158685378069072,0.417156170188996
69,1,85751,-0.0982089139200486,0.15940078947549,0.538216957095947
70,1,87445,-0.119133355269213,0.159697782534904,0.456168398164239
71,1,87467,-0.116445622528966,0.160540708789788,0.468727755839599
72,1,89070,-0.138451918163322,0.159484621945102,0.385917994379083
73,1,89616,-0.109089612434611,0.158689727615684,0.492257119507986
74,1,89679,-0.154179584415846,0.158603871593284,0.331664044438644
75,1,89880,-0.14946984871393,0.158656933735825,0.346788461797611
76,1,91472,-0.125012449725418,0.15989703822344,0.434838020517607
77,1,93789,-0.1086294781686,0.158281043920006,0.492969716439947
78,1,94351,-0.136249619087132,0.158637787988168,0.390993745537247
79,1,99148,-0.0874596819882269,0.158318187666048,0.58100353980143
82,1,106800,-0.155958042882923,0.158382880851276,0.325450777041219
83,1,107970,-0.179220965746369,0.157842403407968,0.256960314297869
84,1,109000,-0.0564346867520909,0.158380576085554,0.721811347593225
85,1,112549,0.0341116609172537,0.158219320101322,0.829426163975367
86,1,112742,-0.0251509453967168,0.158840559160442,0.874278781358254
87,1,113050,-0.0718403957289743,0.15853286986981,0.650713582141646
88,1,113135,-0.0335850529381873,0.158164964950005,0.831962849264098
89,1,114076,0.0955557883019382,0.158093279056923,0.54594831365131
90,1,114628,0.14149192249355,0.15839629710383,0.372316907613725
91,1,116283,0.0946705751406719,0.15937756777822,0.55289131730436
93,1,127853,-0.038941216885893,0.159146812946878,0.806840669443867
94,1,128302,0.036065897467017,0.158537328796831,0.82017326464439
95,1,128704,0.0937785126650739,0.158628265482503,0.554775411895302
96,1,128911,0.102374199725858,0.158630784901869,0.51911219244248
97,1,130267,0.127946263525485,0.158502878564365,0.420084866853611
98,1,130271,0.12652426820634,0.158694577531694,0.425823442937474
99,1,130613,0.176762214040612,0.160045439156032,0.270150156409982
100,1,132012,-0.0441665585548655,0.159964153046471,0.782630643431241
101,1,133231,-0.0575616616741578,0.158816652059524,0.717239421197819
102,1,137074,-0.0784843130091386,0.158565273296114,0.620932526635876
103,1,137304,-0.126916466682657,0.158531568917359,0.423915994529091
104,1,139686,-0.10443199581764,0.158786690044996,0.51116769082502
105,1,149562,-0.20568675450889,0.158869664695436,0.196273867686735
106,1,150447,-0.16329137143347,0.160778081139316,0.310500239891896
108,1,154084,-0.178988192374336,0.161229057571251,0.267690699813126
110,1,157269,-0.228603519326501,0.158111502555686,0.149110048633945
111,1,160054,-0.163612239331936,0.159848577951605,0.306751064573108
112,1,166222,-0.225155564270865,0.158449035673531,0.156200452107352
113,1,166416,-0.159450593296343,0.158351720199735,0.314653593201906
114,1,167326,-0.216464282538809,0.159063401523281,0.174423603068405
115,1,168836,-0.170369998799152,0.158465104062345,0.283052489418671
116,1,171200,-0.146513047331372,0.158770650850288,0.356743409007561
117,1,171431,-0.214303365287208,0.159547246340487,0.180071134700212
118,1,173339,-0.108522786488425,0.158605395173713,0.494278022842525
119,1,173845,-0.0941809811717254,0.158499727774335,0.552757097101049
