SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0507827909545928,0.167133331892409,0.76142425297028
9,1,27272,-0.0562511497232374,0.164617670953102,0.732774095249174
16,1,27843,0.0793052219777098,0.160693910227661,0.62195403060591
17,1,27848,0.0793052219777098,0.160693910227661,0.62195403060591
18,1,28495,0.073538245968601,0.160704283100615,0.647521513516562
19,1,28975,0.059354047982706,0.159646152516749,0.71027598610384
26,1,31435,0.0228174078963147,0.159249713805089,0.88615026354946
29,1,36146,-0.031344955348218,0.158424377915572,0.843272891995316
31,1,37409,0.0278274173049383,0.159282901837036,0.861412099160319
32,1,37478,0.0156601051707219,0.159424540803546,0.921806247765754
33,1,39144,0.0944469681636533,0.158619579651062,0.551937138410725
34,1,41499,0.0977485400287875,0.158173479447643,0.536984955759729
37,1,51248,0.0436305453752408,0.158915676119573,0.783821397869474
38,1,51462,0.0302097945697636,0.159140033651655,0.849550265274165
39,1,52124,0.0515137059748694,0.158908990823871,0.746000478010112
40,1,52667,-0.0575058786738012,0.15864840957469,0.717214976961794
42,1,59265,-0.0692680833065686,0.158555024904189,0.662472057381897
43,1,60165,-0.00646948292088597,0.158477660656803,0.96746033675705
44,1,62308,0.126281275250428,0.158160992873723,0.425154917626146
45,1,62869,0.180588774698087,0.157991754636964,0.253802166087518
49,1,66841,0.239219882299839,0.157845771907255,0.130533345512549
50,1,66948,0.210131004627276,0.158937304791426,0.186990911601783
51,1,68621,-0.0715090873672583,0.158853104885695,0.652872429177823
52,1,69417,0.0111625143481807,0.158476921079702,0.943886353921855
56,1,74327,0.0856739501185422,0.159284077445974,0.591006502717223
57,1,74572,0.127444872767316,0.158780270751087,0.4227175260629
58,1,75211,0.132756321806832,0.158477947872064,0.402768342228214
59,1,76030,0.145097118963113,0.1584472980857,0.360426466492462
60,1,80108,0.027139318816763,0.158591303854925,0.864221634129783
61,1,81262,0.0728739772308356,0.158490470487606,0.645942574437449
62,1,81999,-0.0010441219790896,0.15892508668227,0.994761726913919
63,1,82431,-0.0797624798242764,0.159620960700094,0.617598156747747
64,1,83284,-0.0234540185714595,0.15851054235548,0.882454840421699
65,1,83613,-0.00168819496028544,0.158497964949683,0.991507742347209
66,1,84112,-0.0323401906608524,0.158506111912676,0.838446700674667
68,1,84858,0.0820807833158402,0.158902793840818,0.605795768230351
69,1,85751,0.0516304194885546,0.159592558808214,0.746497615116196
70,1,87445,0.0189532302391728,0.159950452411018,0.905743344168901
71,1,87467,-0.0513554287632981,0.160767763324132,0.749582904598026
72,1,89070,-0.00517901968798523,0.159784419733516,0.97416137690129
73,1,89616,0.0287904732635504,0.158917708676834,0.856341315359366
74,1,89679,-0.0175854481429002,0.158942465592575,0.911964435211354
75,1,89880,0.0311048475671248,0.158976874561758,0.844991665151506
76,1,91472,0.0185932888120196,0.160162551909367,0.907647137622631
77,1,93789,0.0660413813613796,0.158476480736926,0.677131606234409
78,1,94351,0.0290482821442217,0.158925122131682,0.855075825391299
79,1,99148,0.0769915477332731,0.158462481433933,0.627363554838117
82,1,106800,0.0665517380899528,0.158689748252336,0.675191550711804
83,1,107970,0.164781508181592,0.158015810703906,0.297746883864331
84,1,109000,0.107060546255533,0.158435486338294,0.499650769913162
85,1,112549,0.0147077458247228,0.158356523882104,0.926053630869806
86,1,112742,0.0638395208841743,0.15893910771485,0.688177145203991
87,1,113050,0.0488506501430417,0.158686681872589,0.758383040766452
88,1,113135,0.0659569201216769,0.158264814007495,0.677114308108176
89,1,114076,0.0433459818989089,0.158286931243823,0.784364403604236
90,1,114628,0.0656619782476838,0.158665739428598,0.67924376583667
91,1,116283,0.150566630681227,0.159385580970843,0.345473975981796
93,1,127853,0.134011500086787,0.15913001256837,0.400273621998392
94,1,128302,0.137834352885066,0.158508253258831,0.385125176875377
95,1,128704,0.0771180393497851,0.15878284019683,0.62749364500679
96,1,128911,0.148942341643282,0.158655535683052,0.348486576924403
97,1,130267,0.191656198013084,0.158450144780217,0.227254199700376
98,1,130271,0.181466060288855,0.158672927859254,0.25354438583908
99,1,130613,0.286213952440507,0.159727355329538,0.0740068385656953
100,1,132012,-0.142603238237161,0.159931570565159,0.37318707893954
101,1,133231,-0.219379235257323,0.158546041979547,0.167326438486733
102,1,137074,-0.176751399247144,0.15847033611516,0.265455111552543
103,1,137304,-0.267097040328646,0.158166913646676,0.0921593353474911
104,1,139686,-0.210617988607036,0.158617565988417,0.185090524791529
105,1,149562,-0.21524462703922,0.158963676378086,0.176586899201964
106,1,150447,-0.13913696864792,0.160973548728864,0.387984373274361
108,1,154084,-0.166831483241194,0.161397576226365,0.301999104330816
110,1,157269,-0.24136050067084,0.158187215928473,0.127957561946388
111,1,160054,-0.235497432867886,0.159724782976537,0.141266500908555
112,1,166222,-0.195678747206093,0.158689435070705,0.218361777414178
113,1,166416,-0.211861900442739,0.158306882392019,0.1816604428527
114,1,167326,-0.25878806474398,0.159014410223058,0.104533686406362
115,1,168836,-0.21759417226437,0.158430724848592,0.17048906161507
116,1,171200,-0.298029510951677,0.158298580825009,0.0605625460890618
117,1,171431,-0.303502683229241,0.159267463340947,0.057512150966346
118,1,173339,-0.313568884953486,0.157960413085198,0.0479057536546445
119,1,173845,-0.318986693403318,0.157797251451613,0.0439825056910335
120,1,175121,-0.344812337232592,0.157326492218185,0.029054012027665
121,1,175281,-0.362300451830737,0.157350758529817,0.0218880657724799
122,1,175315,-0.366315120446253,0.157274139669398,0.0204148432045914
123,1,175523,-0.339552895276956,0.158347969775704,0.0326875236571006
124,1,175541,-0.365332111787927,0.157529981482205,0.0209584330205547
125,1,175653,-0.376202186021165,0.157963779749164,0.0177683153031337
128,1,175856,-0.350252099251413,0.160779288973277,0.0300325427577936
129,1,175876,-0.333342794715523,0.158385344494074,0.0360298878380514
130,1,175989,-0.350914971542909,0.158735650706412,0.0276981544515021
131,1,176001,-0.343671131188208,0.159618846980779,0.0319898789647397
133,1,177692,-0.317351856248933,0.15757532741483,0.0447710407998373
134,1,178191,-0.324057431434572,0.157694955905573,0.0406179952415329
135,1,178224,-0.317351856248933,0.15757532741483,0.0447710407998373
136,1,178960,-0.327301180163092,0.158791058109263,0.0400152639619628
140,1,183802,-0.263190827343706,0.157877744913891,0.0963904552511939
141,1,183954,-0.246694600467435,0.159111051556402,0.121928281576522
142,1,184450,-0.151407506665659,0.158048738172135,0.338728562516626
144,1,184718,-0.216256069674015,0.158736448611048,0.173953134841359
145,1,185296,-0.169468619511506,0.158221138971272,0.284862034717768
146,1,185438,-0.188911537846165,0.158166245588717,0.233128969065525
147,1,185469,-0.205753311958812,0.158335983330475,0.194629709562014
148,1,185503,-0.192155921680441,0.157973019575959,0.224651222452739
149,1,185705,-0.225577361076602,0.159622107054085,0.158479185446228
150,1,185749,-0.203043887096308,0.159707788653346,0.20444257338721
151,1,185806,-0.212183413807837,0.159888402583606,0.185342601729143
152,1,185879,-0.197966886066345,0.16071624533603,0.21885158247225
153,1,185916,-0.112732746718336,0.160876166802996,0.48392543487584
154,1,185941,-0.109391853335021,0.161584444513662,0.498852554077005
155,1,185954,-0.134937303259256,0.16200239123855,0.405445127929694
