SNP,Chr,Pos,Effect,SE,HNM1_ERG11_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0728088278553785,0.113993872930798,0.523426922003106
9,1,27272,-0.0399251321781304,0.112326706172316,0.722474093990904
16,1,27843,0.0384001110231459,0.109669596273802,0.726439731437878
17,1,27848,0.0384001110231459,0.109669596273802,0.726439731437878
18,1,28495,0.0849099494138228,0.10959727709849,0.439008944762411
19,1,28975,0.0470406983031311,0.108928427446851,0.666114373640214
26,1,31435,0.0669251931480686,0.108610121773163,0.538161880277102
29,1,36146,-0.00357610386270452,0.108108010171144,0.97363029222192
31,1,37409,0.0785177436597741,0.108612333924468,0.470209342560585
32,1,37478,0.0616109887071943,0.108736704745993,0.571341222014599
33,1,39144,-0.0269591258151278,0.108280214249209,0.803524491897815
34,1,41499,-0.0513972291680181,0.107954694707723,0.634297669658838
37,1,51248,-0.106128013685797,0.108301796594068,0.327792536501771
38,1,51462,-0.0896175660131936,0.10849125620439,0.409342218168117
39,1,52124,-0.0595968623475663,0.108402603217252,0.582822496383264
40,1,52667,-0.132532230549151,0.108045175370636,0.220776521255023
42,1,59265,0.0261483848643672,0.108211626407748,0.809198519876923
43,1,60165,0.0469265501876452,0.108109949457465,0.66450772494558
44,1,62308,-0.0348110683160083,0.108003976652282,0.747406509011353
45,1,62869,-0.0170858656932293,0.108002472492472,0.874390578158905
49,1,66841,0.0801892439784965,0.107972880871986,0.458169676914955
50,1,66948,0.0608478275036973,0.108672116146192,0.575888280118148
51,1,68621,-0.116652683855485,0.108247923921965,0.281928700332346
52,1,69417,-0.0500521888687323,0.108105977972526,0.643655489694713
56,1,74327,-0.0776786428364694,0.108654705185775,0.475135439432226
57,1,74572,-0.0704504383606662,0.108379006566683,0.516090679775057
58,1,75211,-0.0441743318360919,0.108220632495891,0.683383350322905
59,1,76030,-0.0224605659171147,0.108239568316251,0.835732878181446
60,1,80108,-0.111208884324167,0.108058585278052,0.304112134289199
61,1,81262,-0.119142260081772,0.107993645252161,0.2706770883981
62,1,81999,-0.240213679656379,0.107687537873739,0.026331916569029
63,1,82431,-0.216809104881449,0.108344399637621,0.0461456669612904
64,1,83284,-0.206882221079525,0.107602396573221,0.0553278346545686
65,1,83613,-0.166054636232757,0.10779068105442,0.12432744595126
66,1,84112,-0.195529133146795,0.107662518966719,0.0701985719642708
68,1,84858,-0.0694803981782543,0.108406548255227,0.521987689630547
69,1,85751,-0.15870101169839,0.108587409694661,0.144766565735806
70,1,87445,-0.134676222362453,0.108910049090317,0.21706434713704
71,1,87467,-0.161975882507065,0.109377837057289,0.139529498324731
72,1,89070,-0.138285701288671,0.10878166916456,0.204486520543781
73,1,89616,-0.0954408677225613,0.108324811959284,0.378883783524809
74,1,89679,-0.119278371285644,0.10827162071426,0.271360662849552
75,1,89880,-0.11801968076592,0.10830305495424,0.276581153001342
76,1,91472,-0.0891138022627259,0.109187358026543,0.414961916212823
77,1,93789,-0.0482998747379521,0.108133779206977,0.655388849211066
78,1,94351,-0.0810821074981304,0.108363102569877,0.454810842957305
79,1,99148,-0.0623558062456012,0.108113403711261,0.564467201308697
82,1,106800,-0.0911954835700891,0.108201418644645,0.399893807084176
83,1,107970,-0.093212258385623,0.107875327220369,0.388134026180331
84,1,109000,-0.0905163360976701,0.108072333719671,0.402848347386569
85,1,112549,-0.160454917876744,0.107719194994712,0.137231117292991
86,1,112742,-0.114855472195855,0.108305808485719,0.289654139822812
87,1,113050,-0.117388763030996,0.108115318496953,0.278320058837015
88,1,113135,-0.14213335830104,0.107754641241421,0.18800864297957
89,1,114076,-0.0713788325050564,0.107953038920717,0.508913694973345
90,1,114628,-0.0656176992766282,0.108236807924666,0.544743708879588
91,1,116283,-0.089837163631872,0.108790426038887,0.409485570472662
93,1,127853,-0.0175847563847087,0.108688673671465,0.871563676271773
94,1,128302,0.00478573718306774,0.108274898553696,0.964770071879937
95,1,128704,-0.00147154888799828,0.108382949819758,0.989174877116201
96,1,128911,0.0462434324364577,0.108367026092737,0.669836319263571
97,1,130267,-0.00832304683004648,0.108342686945522,0.938809075150392
98,1,130271,0.001916568841629,0.108472134267339,0.98591307943282
99,1,130613,0.0769977127172626,0.109409122572418,0.482046487819897
100,1,132012,-0.104296785071284,0.109112336503209,0.339794020433847
101,1,133231,-0.141391207078109,0.108216845096607,0.192214651042485
102,1,137074,-0.149457146813506,0.108031439392383,0.167398206647334
103,1,137304,-0.142435140822201,0.108096054051319,0.188468007469731
104,1,139686,-0.0958376482654829,0.10838400438257,0.377167645764696
105,1,149562,-0.0994410366874215,0.108622636690848,0.36056857539175
106,1,150447,-0.106724438135105,0.109810984933626,0.331769666973036
108,1,154084,-0.0570387027982454,0.11025572997184,0.605249153625957
110,1,157269,-0.123957598972203,0.108094546464958,0.252260967441977
111,1,160054,-0.0476340930545947,0.109295198329399,0.663226689508673
112,1,166222,-0.0624494177869883,0.108465090430784,0.565147028213564
113,1,166416,-0.0428527766480847,0.108271681945525,0.69249954772026
114,1,167326,-0.0700735458291488,0.108847218706518,0.520136835004526
115,1,168836,-0.0979603655424775,0.108269503988116,0.366197645172887
116,1,171200,-0.110504620970017,0.108397855696442,0.308694423135919
117,1,171431,-0.186887838037865,0.108781196503402,0.0866706000033124
118,1,173339,-0.143712818048662,0.108115303838107,0.184622266566362
119,1,173845,-0.148644374515193,0.108006327463992,0.169614738002331
120,1,175121,-0.131712151046865,0.107853391350984,0.222819726226808
121,1,175281,-0.138495217051001,0.107921398966245,0.200229847246361
122,1,175315,-0.143429270926199,0.107869003533768,0.184488370506269
123,1,175523,-0.138719145660662,0.108500586422377,0.201909405505607
124,1,175541,-0.141359121769993,0.10804602664638,0.191614947341579
125,1,175653,-0.161096527717525,0.108311535008862,0.137816615306878
128,1,175856,-0.159348915682106,0.110117944403652,0.148763367976333
129,1,175876,-0.141805456359814,0.108489283351918,0.192032314649252
130,1,175989,-0.144590593064155,0.108789932238391,0.184679749741354
131,1,176001,-0.140178984509488,0.109375901304977,0.200815098588598
133,1,177692,-0.15863507876146,0.10780867412549,0.142060338351216
134,1,178191,-0.159225226751262,0.10791391318871,0.14097391005059
135,1,178224,-0.15863507876146,0.10780867412549,0.142060338351216
136,1,178960,-0.162461246041275,0.108658971688069,0.135769230019357
140,1,183802,-0.141890416616561,0.107888419007089,0.189310151287549
141,1,183954,-0.153139802829628,0.108634447427454,0.159514611658335
142,1,184450,-0.124441951089645,0.107782644594809,0.249050053783096
144,1,184718,-0.140291147967307,0.108342501783575,0.196205979756982
145,1,185296,-0.115760608243948,0.107963130789706,0.284352125432846
146,1,185438,-0.0803259413756832,0.108059360327803,0.457764161630155
147,1,185469,-0.086646028081072,0.108201742305787,0.423796380524607
148,1,185503,-0.0975793948991938,0.107894940106858,0.366404011045591
149,1,185705,-0.0865631291404862,0.109129926702819,0.42818734289343
150,1,185749,-0.116822425888537,0.109050018861055,0.28477822607732
151,1,185806,-0.111901848397361,0.10921070152375,0.306233880138203
152,1,185879,-0.122512795839116,0.10970787715703,0.26487430793449
153,1,185916,-0.0859708284147295,0.109756165908311,0.433982454776729
154,1,185941,-0.0902144448405355,0.110225501486686,0.413650447641533
155,1,185954,-0.0970589225249943,0.11053159332148,0.380481179606882
156,1,186055,-0.0860230734020168,0.108347156020216,0.427753372762461
157,1,186896,-0.12082730714794,0.110033983328946,0.272913259415632
161,1,190132,0.0681041459763153,0.10852089220921,0.530693273957981
162,1,190148,0.0751504026762668,0.10854048625461,0.489158886517564
163,1,190165,0.0524077816685157,0.1094132274063,0.632242704136563
164,1,190169,0.0797106474331586,0.109229932106013,0.466026389161742
165,1,190933,-0.0606160991159442,0.10837782690933,0.576309272671329
166,1,192149,0.0353818924363342,0.109296070688081,0.746337798088974
168,1,192303,-0.00755239430198706,0.130316058452853,0.953817710149926
171,1,192795,0.041595686356982,0.108197927916007,0.700883334777546
173,1,194187,-0.00950306714329473,0.10830905310826,0.930132852323014
174,1,194867,-0.0172714298402538,0.108247387453082,0.873322752352412
190,2,8314,0.0557299423971069,0.110044186976008,0.612869281835046
194,2,8498,-0.0150059852369606,0.109920032584738,0.891490178322941
195,2,8651,-0.0176078313408746,0.11002186404418,0.872941587158299
197,2,9812,-0.0219051079385866,0.110673465447992,0.843217231535677
198,2,9932,-0.0239245266521873,0.110236030713778,0.828310338517352
199,2,10135,-0.0167094655660722,0.109817591383019,0.879150391291867
200,2,11616,-0.0312423436395816,0.109692023721652,0.775950036792421
201,2,12133,-0.00563513908586732,0.110140343440994,0.95922436582741
202,2,12194,-0.00330237627449614,0.110566515199534,0.976189381795192
203,2,12359,0.00181505698666085,0.110243342730426,0.986873446769859
204,2,13061,-0.0143015377749502,0.110232643878601,0.896846355903033
205,2,14298,-0.00350797847719031,0.110582872006579,0.974711183715712
206,2,15222,-0.0257149832967629,0.111652985106011,0.817983018202004
207,2,17986,-0.0375717975590776,0.109686399333031,0.732149661219683
208,2,19770,-0.0405580924660078,0.110442022243407,0.713664355276281
209,2,19836,-0.0188633922267096,0.110155061080773,0.864130036732027
210,2,19851,-0.0164200893555455,0.110478711224373,0.881933048220598
211,2,21595,-0.0519711686554047,0.109991078234479,0.63685943554093
212,2,22385,-0.0650781514064354,0.110075481146642,0.554755506582282
213,2,23441,-0.0418558720563169,0.111177289358331,0.706787293363421
214,2,24209,-0.00534754900727119,0.110283609959636,0.961353902260136
215,2,24341,0.0148697869823686,0.110542000096409,0.893070369520791
216,2,26815,0.020347616963077,0.110407051219305,0.853886800764165
217,2,28209,0.0196792919282118,0.110444548623547,0.858681818899622
221,2,41245,-0.127046617326974,0.109817867800713,0.248101714209554
222,2,43214,-0.177781112111692,0.111408567895643,0.111437672870745
223,2,47104,-0.0204134862059578,0.108687272893795,0.851126807201136
224,2,50915,-0.033706477742911,0.109745976487776,0.758924168972553
225,2,55834,-0.0824516878757371,0.109165281768516,0.450577313481626
226,2,56422,-0.0580569220716858,0.109405148596082,0.595988177861117
227,2,57715,-0.0333725700158066,0.109073525289275,0.759812432795803
228,2,59046,-0.0588553017913105,0.109595071759813,0.59158861235867
229,2,59191,-0.02020781547688,0.10900676596506,0.853036447719491
230,2,59383,-0.02989841252081,0.109031853756489,0.784078087398039
