SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.120866135598039,0.0948489283156299,0.203394823404813
9,1,27272,0.0690828986833165,0.0935669301567576,0.460806932065495
16,1,27843,0.0764760900292401,0.09133295519177,0.402971990869333
17,1,27848,0.0764760900292401,0.09133295519177,0.402971990869333
18,1,28495,0.106744610052855,0.0912483908971612,0.242860801524476
19,1,28975,0.111898709626936,0.0906184623774767,0.21771379427233
26,1,31435,0.0870508546675145,0.0904547754581085,0.336523133783809
29,1,36146,0.104831710541991,0.0899334060292794,0.244539232755346
31,1,37409,0.148479106032455,0.0902481686587775,0.10081224123396
32,1,37478,0.145908410316103,0.0903382107232045,0.107174855580695
33,1,39144,0.152877232415726,0.089890117287643,0.0898777144962026
34,1,41499,0.215311432500081,0.0892747581707985,0.0163844042692208
37,1,51248,0.119679329903348,0.0901656712797132,0.185258339039797
38,1,51462,0.112049003629018,0.0903162808246066,0.215566723243357
39,1,52124,0.130147727196287,0.0901245778183156,0.149601458403166
40,1,52667,0.165707408037025,0.0898135231822736,0.0658726495935472
42,1,59265,0.0219193103898382,0.0901924617066314,0.808124717661585
43,1,60165,0.088553781343168,0.0900085269440313,0.325869154439274
44,1,62308,0.051892885707374,0.0899903448317169,0.564543784983181
45,1,62869,0.0821644372810631,0.0899151269077243,0.361445695729672
49,1,66841,0.0238894614488391,0.0900548626485801,0.790951116885108
50,1,66948,0.0356054157534987,0.0905967526950442,0.694549440970105
51,1,68621,0.0113588070119288,0.0903690663904504,0.900046077969233
52,1,69417,-0.0197002872543953,0.0901257462521191,0.827098350855812
56,1,74327,-0.0121240387150892,0.0906250862543999,0.89365090646491
57,1,74572,0.00641732528666961,0.0903854593100362,0.94343833456438
58,1,75211,-0.0262625537105923,0.090210509906339,0.771126540121477
59,1,76030,0.0684776668420913,0.0901476908006342,0.4479908754436
60,1,80108,0.0279815249091131,0.0901877108104953,0.756547303901604
61,1,81262,-0.0370920115076879,0.0901442912739851,0.680974879132317
62,1,81999,-0.0454233565566257,0.0903537654344251,0.615469099646711
63,1,82431,-0.0171289314911518,0.0908093922791994,0.850495045846157
64,1,83284,-0.093627414846311,0.0900152964595007,0.298992393492754
65,1,83613,-0.102892733660096,0.089976687769706,0.253585706160722
66,1,84112,-0.0767484085076406,0.0900605366784074,0.394688158782027
68,1,84858,-0.053356004164323,0.0903629558352819,0.555257936180769
69,1,85751,-0.104050334897168,0.0906100845415437,0.251609666377396
70,1,87445,-0.126845542910898,0.0907202027556643,0.16292901864982
71,1,87467,-0.149925122380196,0.091098485637187,0.100705754908916
72,1,89070,-0.102889504082917,0.0907098127077377,0.257450584790448
73,1,89616,-0.162112694137466,0.0899733229170457,0.0724321302553605
74,1,89679,-0.125287975255947,0.0901512589656413,0.165479746867639
75,1,89880,-0.133599673453737,0.0901404200641452,0.139198273834274
76,1,91472,-0.139411152107549,0.0907889113860156,0.125543924063398
77,1,93789,-0.0650340040234492,0.0900866547060131,0.470830819980633
78,1,94351,-0.0954632249847189,0.0902474777621238,0.290872769660595
79,1,99148,-0.0825446937874479,0.090046014140857,0.35992854033866
82,1,106800,-0.0632519288259277,0.0902119400439782,0.483672544812326
83,1,107970,-0.0863623714307198,0.0898898343278055,0.337331511310625
84,1,109000,0.0271835703612519,0.090154297821653,0.763193462203893
85,1,112549,0.0563545169441872,0.0900138785329673,0.531677064069516
86,1,112742,0.0776794134450814,0.090320148238042,0.390347821951005
87,1,113050,0.0212951862975529,0.090255507376847,0.813613466582653
88,1,113135,0.0682878737002131,0.0899593263680157,0.448300986464279
89,1,114076,0.0327399865776451,0.0900158548889581,0.716289653276664
90,1,114628,0.0428671423485405,0.0902316456852826,0.635024609845795
91,1,116283,0.0544531712861681,0.0907162210560604,0.548719206962766
93,1,127853,-0.0183038780998478,0.0905882786703824,0.839989573402988
94,1,128302,-0.0664919580257024,0.0901761151058574,0.461395314592436
95,1,128704,-0.110763762250216,0.0901427930195731,0.219980722900834
96,1,128911,-0.12448260053555,0.0901020924531876,0.167976690880521
97,1,130267,-0.0713375369665634,0.0902226801805612,0.429659894695941
98,1,130271,-0.0693758527551727,0.0903342805127164,0.44300636572799
99,1,130613,-0.0577777041086255,0.0912027600344778,0.52681200734443
100,1,132012,-0.220006606139601,0.0903048593563143,0.0153336418464089
101,1,133231,-0.210627059754808,0.0897170360165804,0.0194422458319936
102,1,137074,-0.176742604986716,0.0897947332435765,0.0498162011569823
103,1,137304,-0.206909697842559,0.0896436010915068,0.0215690324264059
104,1,139686,-0.271612375712914,0.0892732827242501,0.00252208166930094
105,1,149562,-0.250450470457226,0.0896569874016756,0.00549965386167644
106,1,150447,-0.253930932602376,0.0906459195998871,0.00536935998410538
108,1,154084,-0.23653693487558,0.0910649758977145,0.00978486005530386
110,1,157269,-0.267972108450856,0.0891286497054954,0.00283133159413498
111,1,160054,-0.256079319214746,0.0900950606286714,0.00473895385967007
112,1,166222,-0.264771391044533,0.089341638746237,0.00324720099339637
113,1,166416,-0.261876019902903,0.0891799660415933,0.00353724483370441
114,1,167326,-0.267329975656027,0.0896534899575402,0.00306447271467808
115,1,168836,-0.166889491080867,0.0899076398823242,0.0642534907465483
116,1,171200,-0.177991277557218,0.0899833471648849,0.0487006504433105
117,1,171431,-0.190156811723674,0.0904812409706074,0.0362952343947136
118,1,173339,-0.196882520263815,0.0897276769395563,0.0288705660005116
119,1,173845,-0.198648202008401,0.0896412484847337,0.0273263332165048
120,1,175121,-0.140780239324184,0.0897714918711201,0.117728874880109
121,1,175281,-0.141280123405871,0.0898461043013304,0.116737892116735
122,1,175315,-0.14400068470182,0.0898053829485371,0.109724159233874
123,1,175523,-0.144459530210289,0.0903158354193595,0.110605745365458
124,1,175541,-0.143041647976352,0.0899509809639346,0.112680873314528
125,1,175653,-0.131131507253576,0.0902888930307354,0.147291229205652
128,1,175856,-0.154651481402946,0.091684503668427,0.0925293446218412
129,1,175876,-0.135303396831445,0.0903559994336651,0.135170379844593
130,1,175989,-0.135690796664849,0.0906137941662428,0.135166462221255
131,1,176001,-0.144748762168103,0.0910494363046308,0.112779103170725
133,1,177692,-0.163845539467752,0.0897089761063164,0.068632697315296
134,1,178191,-0.167922287339234,0.0897775543351345,0.0622519828463656
135,1,178224,-0.163845539467752,0.0897089761063164,0.068632697315296
136,1,178960,-0.158588240541517,0.090458758175972,0.0804433664258993
140,1,183802,-0.0345520520140363,0.0901244340144843,0.701667607578561
