SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.100997639404596,0.0735017032390616,0.170286902937978
9,1,27272,-0.154642300697652,0.0721231013941159,0.0327038715382213
16,1,27843,0.0428088784401038,0.0708370665475512,0.546013278180104
17,1,27848,0.0428088784401038,0.0708370665475512,0.546013278180104
18,1,28495,0.0522667242476672,0.0708202324617799,0.460992833685676
19,1,28975,0.029239888285426,0.0703838871771303,0.678076329924428
26,1,31435,0.0325350294185269,0.0701932080721426,0.643286796362068
29,1,36146,0.0878198101021861,0.069695947428144,0.208486626809413
31,1,37409,0.0261912629858154,0.0702163551639661,0.709366360586297
32,1,37478,0.0365970068754889,0.0702635700325328,0.602795582075134
33,1,39144,-0.0288816615423948,0.0699529225132065,0.679950444369502
34,1,41499,-0.0766313678352921,0.0696564202867605,0.272023579493719
37,1,51248,0.00714022349646288,0.0700716972552928,0.918894840265013
38,1,51462,0.0171520053175797,0.0701618081012438,0.807013854624728
39,1,52124,0.0209845070522435,0.0700638261465777,0.764730581708729
40,1,52667,-0.0607348161710971,0.0698857045204036,0.385405233453566
42,1,59265,0.0845220806029339,0.0697802720605417,0.226605869636912
43,1,60165,0.0381639580716291,0.0698427614936252,0.585117778651614
44,1,62308,0.145716675681716,0.0693632003341535,0.0363692656412572
45,1,62869,0.0986685368094798,0.0695888054348955,0.157108085199328
49,1,66841,0.109490754921999,0.0695759423219148,0.116455635446899
50,1,66948,0.114401441763887,0.0699836755349381,0.103005976346276
51,1,68621,0.0311134778934206,0.0700381852659317,0.65714423233728
52,1,69417,0.0115138061846032,0.0698696057981939,0.869203667738983
56,1,74327,0.0216040966859883,0.0702470354154169,0.758610244699249
57,1,74572,0.0106238828184589,0.0700671192096149,0.87956982675541
58,1,75211,0.0013360752987592,0.0699416343819904,0.984769955977757
59,1,76030,0.0708322125237262,0.0698399902576688,0.311178591834548
60,1,80108,-0.00792253416961025,0.0699238619483212,0.909855304375332
61,1,81262,0.0299248674565908,0.069880549561364,0.668745672385556
62,1,81999,0.0803968025666905,0.0699386182237403,0.251114186316149
63,1,82431,0.0606221497459305,0.070327112096739,0.38927130665242
64,1,83284,0.0820176441972699,0.0697523262477951,0.24045082764205
65,1,83613,0.0964459168904654,0.0696922966529354,0.16726894935618
66,1,84112,0.116667934401624,0.0696123850132073,0.094630430956539
68,1,84858,0.126193929176681,0.0697634576825701,0.071319859673412
69,1,85751,0.102603223661681,0.0701619055015551,0.144527372851856
70,1,87445,0.0980952030274006,0.0703293445099351,0.163953914740544
71,1,87467,0.0805851010442331,0.0707622000474524,0.255552294740539
72,1,89070,0.110407970439875,0.0702028600818013,0.116684352883088
73,1,89616,0.0877979257620911,0.0699134027830791,0.210015551809732
74,1,89679,0.109135051336861,0.0698371232962108,0.119017242525817
75,1,89880,0.100335660121219,0.0698923052150382,0.152008742179313
76,1,91472,0.122718355019956,0.0703136177230684,0.0818027906060168
77,1,93789,0.0582616197023177,0.0698199646472131,0.404588970131225
78,1,94351,0.0246202370105404,0.0700604740734891,0.725487377667248
79,1,99148,0.0154918682883949,0.0698839287150517,0.824691196301348
82,1,106800,0.00699454532961262,0.0699820745923717,0.920442607756474
83,1,107970,0.00473868219826162,0.0697752740891219,0.945892952776341
84,1,109000,-0.0383020367466184,0.0698689637088086,0.583902351391126
85,1,112549,-0.0777162048816929,0.0696969352941263,0.265583627841517
86,1,112742,-0.0889780015255741,0.0699314160781766,0.204082375947572
87,1,113050,-0.109681863594664,0.0697297328953476,0.116624624492631
88,1,113135,-0.108500233822922,0.0695561312800464,0.119680834754402
89,1,114076,-0.0579058116827696,0.0697273681831938,0.406839885021926
90,1,114628,-0.0453128565874545,0.0699304431287818,0.517425325892648
91,1,116283,-0.0117405022028858,0.070358421470366,0.867570203399174
93,1,127853,0.0207313718450197,0.0702215229856618,0.767993148839462
94,1,128302,0.0172676268517004,0.0699543897493451,0.805174597717817
95,1,128704,0.0053298679298685,0.0700294926859142,0.939375572192744
96,1,128911,0.00978509013735229,0.0700358815135325,0.88896455047721
97,1,130267,-0.00769493908407409,0.0700034208084943,0.912533437258758
98,1,130271,-0.0094295199028302,0.0700859082256886,0.893050435232566
99,1,130613,0.0318140778772605,0.0707224028984337,0.653098737628348
100,1,132012,0.019243287670666,0.0705850822960207,0.785300575932341
101,1,133231,-0.00168307979768051,0.0700915325273283,0.980856127791133
102,1,137074,-0.0189203234455882,0.0699846602761483,0.787049317402005
103,1,137304,-0.0202056983584102,0.0700079733683749,0.773041626304808
104,1,139686,-0.0394052940847251,0.0700768668059569,0.574258115455179
105,1,149562,-0.007459219854768,0.0702670644032607,0.915519451385223
106,1,150447,-0.0195467509635532,0.0710400012373717,0.783360954369015
108,1,154084,0.0255309514866186,0.0712541627389418,0.720326850566566
110,1,157269,-0.00214047132799045,0.0699735829118225,0.975614039124866
111,1,160054,-0.0513177551864098,0.0705856558908717,0.46769060644961
112,1,166222,-0.0556611190035432,0.0700534073562666,0.427407633684867
113,1,166416,-0.0535306797675614,0.0699156465009536,0.444398209084608
114,1,167326,-0.0692627511708493,0.0702746772556557,0.325004288918584
115,1,168836,-0.0659835308574488,0.0699497116109912,0.346172856632871
116,1,171200,-0.094497765370668,0.0699621471214863,0.177657237910189
117,1,171431,-0.0883012936449953,0.0704239609037962,0.210725165432388
