SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0736982074280117,0.0719191052738575,0.306188746444451
9,1,27272,-0.0703034321964188,0.0708455804317846,0.321707780935707
16,1,27843,-0.0512545613543789,0.0692120198070978,0.459462119042527
17,1,27848,-0.0512545613543789,0.0692120198070978,0.459462119042527
18,1,28495,-0.0517974380177906,0.0692119973166557,0.454724399699542
19,1,28975,-0.0547450085531612,0.0687421476985354,0.426345295863837
26,1,31435,-0.0639956097173466,0.0685369924791969,0.351077189119386
29,1,36146,-0.031008293627221,0.068247784961774,0.649857102874624
31,1,37409,0.0171503621563829,0.0686307813586837,0.802815340591318
32,1,37478,0.0127974671657267,0.0686924776150044,0.852315853286056
33,1,39144,-0.0672893151127029,0.0682885263332691,0.325118333034291
34,1,41499,-0.0315860782265226,0.0681719743873741,0.643413825537546
37,1,51248,-0.0321777317280511,0.0684615415147039,0.638636823514941
38,1,51462,-0.0302678855835656,0.0685568980421998,0.659121215576487
39,1,52124,-0.00451885910980004,0.0684825377885211,0.947426670318055
40,1,52667,-0.028701786002101,0.0683561390175145,0.674824176294941
42,1,59265,0.0326171254932134,0.0683166601079578,0.633344109421819
43,1,60165,0.0249139043263881,0.0682741968759868,0.715397470350589
44,1,62308,0.0898476216882247,0.0680441370163365,0.187546469628704
45,1,62869,0.10803464551941,0.067960582188229,0.112805223854374
49,1,66841,0.0606669975776806,0.0681591062684356,0.374029600467508
50,1,66948,0.0668380708681518,0.068562089177466,0.330299926853099
51,1,68621,0.0119215674198488,0.0684653917147372,0.861866684845264
52,1,69417,0.00390026586832953,0.0682867573519456,0.954485113425641
56,1,74327,-0.0375814735037439,0.0686333683685595,0.584334232152302
57,1,74572,-0.0611225731997488,0.0684023903897167,0.372158847175513
58,1,75211,-0.0559075207108729,0.0682900766281883,0.413522996417559
59,1,76030,0.0137185616358239,0.0683509762876693,0.841042791161294
60,1,80108,-0.0705793057534419,0.0682353877425665,0.301680427782037
61,1,81262,-0.0389236940820203,0.068281457873932,0.569007904845673
62,1,81999,-0.0604990326301078,0.0684039607325755,0.37706205046457
63,1,82431,-0.0908498712684302,0.0686337483782841,0.186462290975906
64,1,83284,-0.0613725608999452,0.0682250442187919,0.368967367368658
65,1,83613,-0.0675622369697823,0.0682009364279721,0.322542366588799
66,1,84112,-0.055785855952688,0.0682386316525966,0.414187696089178
68,1,84858,-0.0497747613704868,0.0684447188084945,0.467569695533644
69,1,85751,-0.0363938195781701,0.0687502242861419,0.596886449910284
70,1,87445,-0.0182689910558639,0.0689160386811597,0.791094430964949
71,1,87467,-0.0544357110158772,0.0692231056649558,0.432172089716005
72,1,89070,-0.0471670845911158,0.0688043035123999,0.493462496100089
73,1,89616,-0.064368382369289,0.0683939553683152,0.347275999119528
74,1,89679,-0.055264200141701,0.0684251877144067,0.419830964849644
75,1,89880,-0.044783965053082,0.0684642531562061,0.513459206847508
76,1,91472,-0.0421183299541441,0.0689778191140471,0.541852804382852
77,1,93789,0.0141895821206647,0.0682990227485912,0.835538720779437
78,1,94351,-0.0167906923777462,0.068477128796266,0.806442925828119
79,1,99148,-0.0141921094340133,0.0682990212610184,0.835509845256639
82,1,106800,0.000235615518524482,0.0683953301898417,0.997253313662343
83,1,107970,0.0178342547846168,0.0681860935977987,0.793818878824177
84,1,109000,0.0265947109999846,0.0682982123082723,0.697221711741395
85,1,112549,0.0120153527789698,0.0682325515629225,0.860320958008831
86,1,112742,0.0176455739342575,0.0684949556197446,0.796851392736772
87,1,113050,0.00528763055184273,0.0683855761167366,0.938412114784072
88,1,113135,0.0196208656299455,0.0682039774019455,0.773761128312479
89,1,114076,-0.0862287352149685,0.0680573999094067,0.205990507906066
90,1,114628,-0.0780408739968774,0.0682582713441178,0.253681577560528
91,1,116283,-0.0183738585485782,0.0687579298062668,0.789451748154259
93,1,127853,0.058699669200106,0.0685657082070078,0.392518647199166
94,1,128302,0.0285529069735883,0.0683563156455033,0.676415357426187
95,1,128704,0.011366272470332,0.0684385936807157,0.868189179345937
96,1,128911,-0.00664168572502821,0.0684479294371194,0.922755512840075
97,1,130267,0.0376322002304346,0.0683870707814924,0.582473736881059
98,1,130271,0.0351732183616079,0.0684720103595222,0.607791844356406
99,1,130613,0.0608373820188458,0.069061835941208,0.378964962375388
100,1,132012,-0.122269204387904,0.0686833381819976,0.0759053822888534
101,1,133231,-0.0637182017089108,0.0684173922348997,0.35232669808163
102,1,137074,-0.0855413127665679,0.0682522843342172,0.210922170786748
103,1,137304,-0.106368457429669,0.0681931440305816,0.119700453643665
104,1,139686,-0.119638082880843,0.0682211392972128,0.080353112868878
105,1,149562,-0.0906483355436482,0.0685042925428593,0.186608540840609
106,1,150447,-0.0759651824937362,0.0693179158548674,0.273871665740352
108,1,154084,-0.0760403068197339,0.0695325669948619,0.274879354882973
110,1,157269,-0.070505466875143,0.068283116601002,0.302523244123743
111,1,160054,-0.100592452758504,0.0688279546603738,0.144766278138524
112,1,166222,-0.082496057316587,0.0683844543396402,0.228487780394627
113,1,166416,-0.0816852415683918,0.0682478132907261,0.232151954627113
114,1,167326,-0.110577323907367,0.0685224749777614,0.107477785418137
115,1,168836,-0.0701284721050313,0.0683469969250635,0.305563461724778
116,1,171200,-0.0505654049583909,0.0684984981541661,0.46088504749946
117,1,171431,-0.0282332524949255,0.0689629491744595,0.682496341850023
118,1,173339,-0.0785048028787867,0.0683152275256502,0.251269988004462
119,1,173845,-0.0661845860938599,0.0682953670555573,0.333162124709866
120,1,175121,-0.079623106327447,0.0681188641246428,0.243238769733038
121,1,175281,-0.0809262463302854,0.0681726409143405,0.235995054397526
122,1,175315,-0.0859407511173127,0.0681337019492148,0.208014068509197
123,1,175523,-0.085383635193495,0.0685234519483105,0.213572425846469
124,1,175541,-0.0836687354838358,0.068248578620907,0.22103806591166
125,1,175653,-0.0771719666124895,0.06848707209168,0.260587914098653
128,1,175856,-0.0786288879687134,0.0696171257859066,0.259476020329781
129,1,175876,-0.0660628018519757,0.0685839093442168,0.336086201167774
130,1,175989,-0.0803299691504096,0.0687370786089737,0.243331041196315
131,1,176001,-0.0901103595082787,0.0690624474279351,0.192822359204406
133,1,177692,-0.0759104462864163,0.0681674427852896,0.266213659400825
134,1,178191,-0.0777636827576696,0.068229452952468,0.255168340437448
135,1,178224,-0.0759104462864163,0.0681674427852896,0.266213659400825
136,1,178960,-0.103996256043079,0.0686095551882855,0.130472630103197
140,1,183802,-0.0551264858988978,0.0682326161069958,0.419680812203677
141,1,183954,-0.0612071320685711,0.0687157047417077,0.373680778221753
142,1,184450,-0.0290286772127044,0.0681730542980234,0.67050677073041
144,1,184718,-0.0256079331671423,0.0685644546237219,0.709010208134454
145,1,185296,-0.0228752295137246,0.0682762180764398,0.737794298243305
146,1,185438,-0.0294183098585685,0.0682723443813221,0.666806668444278
147,1,185469,-0.0328394138251106,0.0683665142804696,0.63128066000796
148,1,185503,-0.0123563519287284,0.0682088015147806,0.856350037144217
149,1,185705,-0.0373454803504058,0.0689456886359729,0.588390877735018
150,1,185749,-0.0259586858837779,0.0689604959172544,0.706824621012916
151,1,185806,-0.0146766291532576,0.0690620173329017,0.831828903946175
152,1,185879,-0.0173200516583489,0.0693940495601626,0.803049708888357
