SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.197639688596928,0.173828865860023,0.256318465177422
9,1,27272,-0.0775160478320676,0.171481948660752,0.651520540382572
16,1,27843,0.0514176926277769,0.167450713404315,0.758977505893826
17,1,27848,0.0514176926277769,0.167450713404315,0.758977505893826
18,1,28495,-0.0253948271152579,0.167470332460601,0.879559268264661
19,1,28975,-0.0157611548985297,0.166354191893485,0.924571479654323
26,1,31435,-0.0666000978428216,0.165877679078116,0.688294059169465
29,1,36146,-0.112215137759362,0.164951926458666,0.496766809490819
31,1,37409,-0.0163995518327383,0.165950180439678,0.92133558242173
32,1,37478,-0.0227798089022376,0.16609071002738,0.890988196313041
33,1,39144,0.0604698683347445,0.165305872141018,0.714729007782929
34,1,41499,0.0379060259260995,0.164866248059065,0.818287210161036
37,1,51248,-0.145404076635029,0.165399434449809,0.379940380448824
38,1,51462,-0.133079938698034,0.165653556881881,0.422305559888812
39,1,52124,-0.0916848398000736,0.165508467771295,0.579957910635263
40,1,52667,-0.112863438153742,0.165205849759598,0.494948483353318
42,1,59265,0.128778273540528,0.165089405086781,0.435883145793346
43,1,60165,0.0616272846518707,0.165074184224611,0.709126315537445
44,1,62308,0.0573312816087531,0.16489695673767,0.728288155706305
45,1,62869,0.0575971197713035,0.164875976679122,0.7270453475875
49,1,66841,0.177278361319811,0.164712153555408,0.2825317433364
50,1,66948,0.141580435758633,0.165823574973311,0.393793926677275
51,1,68621,0.0194378148717961,0.16554179076874,0.9065945045673
52,1,69417,0.0664593331058927,0.165068873445754,0.687474604467372
56,1,74327,-0.0234759932789758,0.166009811786177,0.887624124658431
57,1,74572,-0.00622354334746278,0.165572199115908,0.97003734848788
58,1,75211,0.0190543272795096,0.165267594826744,0.908277815562134
59,1,76030,-0.0177717575148297,0.165267999629635,0.914427267548
60,1,80108,0.0731756139909971,0.165185720815109,0.658044350612728
61,1,81262,0.0125549512377532,0.165167812290808,0.93945157455982
62,1,81999,0.0531990137786356,0.165548317611679,0.748135069761149
63,1,82431,-0.0211679143516648,0.166352491813584,0.898817080426224
64,1,83284,0.0398073438862209,0.165132166095965,0.809645828463899
65,1,83613,0.111330708987016,0.165021207745784,0.50034302389962
66,1,84112,0.00578010957625123,0.165145471194359,0.972099436272928
68,1,84858,0.0736099945786037,0.165565501054737,0.656883172969215
69,1,85751,0.0233440973026836,0.166287916005713,0.888436978467104
70,1,87445,0.105861968180419,0.16654880693716,0.525435125046924
71,1,87467,0.00996815326149203,0.167515637886334,0.95258291271293
72,1,89070,0.0811307834216478,0.166412029249842,0.62618573213164
73,1,89616,0.0938315834880927,0.165497194226808,0.571096382334573
74,1,89679,0.0489697557992075,0.165572984039885,0.767587780942487
75,1,89880,0.0699582359416298,0.165593597272114,0.672939604944158
76,1,91472,0.0879957575251136,0.166799189368408,0.5981396074811
77,1,93789,0.13416886135598,0.164991291176125,0.416658671646612
78,1,94351,0.063317254094745,0.165546093564065,0.702339192685268
79,1,99148,0.162954990437117,0.164917847952153,0.323781458077349
82,1,106800,0.0185569790252792,0.165365570668964,0.910714411373765
83,1,107970,0.02451972024774,0.164873427300665,0.881860723902679
84,1,109000,-0.0613508729340993,0.165136882801209,0.710476677109895
85,1,112549,-0.230131943572824,0.164526877021356,0.16276597726697
86,1,112742,-0.187173703658602,0.165325079041109,0.258337511251791
87,1,113050,-0.200922583135863,0.165000145026758,0.224146947344013
88,1,113135,-0.169287647088171,0.164678877204756,0.304660089301305
89,1,114076,-0.0578261567464062,0.164896467217113,0.726036409568811
90,1,114628,0.000704320543427034,0.1653424153509,0.996603612380465
91,1,116283,0.0963771223082427,0.166182886744143,0.562320916630465
93,1,127853,0.237504260666978,0.165470322001058,0.152078967460505
94,1,128302,0.185997224215226,0.165018348921873,0.26045286266829
95,1,128704,0.146648840031272,0.16529540294168,0.375579326964557
96,1,128911,0.213348090135609,0.165107875823879,0.197142187721163
97,1,130267,0.174143211795951,0.165159577944009,0.292423863471452
98,1,130271,0.1704006990174,0.165367262764271,0.303509971652402
99,1,130613,0.252952374230678,0.166620406952037,0.129875274893625
100,1,132012,0.0781078787094894,0.166756820725594,0.639792015467876
101,1,133231,-0.0933096847286256,0.165550485776705,0.573361926359592
102,1,137074,0.112569816060607,0.165280848619187,0.496266116189141
103,1,137304,-0.0225179818984381,0.165442555325765,0.891813839592929
104,1,139686,0.036544005106991,0.165652900628969,0.825526852534113
105,1,149562,-0.00405270247913592,0.166042115533782,0.980541215394288
106,1,150447,0.0134489372217385,0.167882513185335,0.936195785622914
108,1,154084,-0.00843533225280763,0.168402115025065,0.960078666014958
110,1,157269,-0.0682952542542488,0.165306373101587,0.679752322286576
111,1,160054,-0.0142576050276799,0.166915533287392,0.931977442193336
112,1,166222,0.0152831937386144,0.165680698462908,0.926555819324447
113,1,166416,0.0251485714826725,0.16534091596682,0.879193917703424
114,1,167326,0.0176735635029888,0.166283260760321,0.915415904561545
115,1,168836,0.0279461687891925,0.165491216458264,0.865997198782595
116,1,171200,-0.100804641614593,0.165658883903925,0.543242408070394
117,1,171431,-0.176194232438805,0.166516643543697,0.290725248619771
118,1,173339,-0.149910947737181,0.165291041543947,0.365051161133861
119,1,173845,-0.186825468171533,0.165047061903413,0.258422664640631
120,1,175121,-0.184096567832121,0.164727333984879,0.264504905308069
121,1,175281,-0.193167395649169,0.164838441025839,0.24204401414257
122,1,175315,-0.203791732935851,0.164750094161634,0.21691867091325
123,1,175523,-0.191307610457991,0.165729755628389,0.249143842261282
124,1,175541,-0.199038961978101,0.165024920265189,0.228581063980249
125,1,175653,-0.19590456945897,0.165559852669135,0.237492300918636
128,1,175856,-0.192302988842178,0.168315563543734,0.254014503764606
129,1,175876,-0.173559967157,0.165785090419846,0.295863230264153
130,1,175989,-0.136441371736538,0.166357571180318,0.412673064312216
131,1,176001,-0.136227200532505,0.167226549306432,0.415835288441068
133,1,177692,-0.131985878885597,0.16495725528363,0.424178414334858
134,1,178191,-0.112932584900543,0.165161365831205,0.494568249114547
135,1,178224,-0.131985878885597,0.16495725528363,0.424178414334858
136,1,178960,-0.118734076980417,0.166305423391959,0.475728699450701
140,1,183802,-0.157648557645025,0.164914237374154,0.339755389849704
141,1,183954,-0.144514238777296,0.166151793679152,0.385015846489865
142,1,184450,-0.0547352207521266,0.16484767720626,0.740059789836948
144,1,184718,-0.126089200567106,0.165674315300758,0.447125338854633
145,1,185296,-0.0713767342714597,0.165063057287335,0.66569949214836
146,1,185438,-0.0571556465174337,0.16508653856246,0.729386446800415
147,1,185469,-0.0637632949370005,0.165318026985572,0.699950603807261
148,1,185503,-0.0688035344821471,0.164884526405985,0.67672497789704
149,1,185705,-0.0692660566410661,0.166727700919701,0.678069166020876
150,1,185749,-0.100719159723316,0.16668227315606,0.546060028750467
151,1,185806,-0.127436808681413,0.166853330305069,0.44551720505442
152,1,185879,-0.107226302775867,0.167700977019508,0.522984048728984
153,1,185916,-0.0184063879808511,0.167718880924901,0.912673597720779
154,1,185941,-0.05772113388788,0.16842434500745,0.732018714577958
155,1,185954,-0.0824983172265661,0.16888724533577,0.625512042755864
156,1,186055,-0.052159517940422,0.165549254659538,0.752895061867416
157,1,186896,-0.0669098431171562,0.168249351743117,0.691104525041623
161,1,190132,0.0657244406116076,0.165745646778741,0.691947814329135
162,1,190148,0.0815710187791449,0.165775714813152,0.622985256493563
163,1,190165,0.041783783233354,0.167092054659201,0.802682970459353
164,1,190169,0.0747654119513604,0.166851021688557,0.654358215455757
165,1,190933,0.0911577851644493,0.165473908765696,0.58205812498507
166,1,192149,0.142923023395915,0.166725018898567,0.391894959758657
168,1,192303,0.015894728474064,0.198966253259437,0.936372752460904
171,1,192795,0.0680934478796329,0.165191876985252,0.680437028942029
173,1,194187,-0.125881417544884,0.16523273767809,0.446662360159214
174,1,194867,-0.250199059999634,0.164741175783867,0.129722976045997
190,2,8314,0.156923715930592,0.167869301694932,0.350531950646265
194,2,8498,0.0926565511151044,0.167758325615369,0.581077546694123
195,2,8651,0.0833936732562158,0.167929289205339,0.619780304635746
197,2,9812,0.0607644594802922,0.168955136058933,0.719325073694711
198,2,9932,0.0237041814451614,0.168315334803177,0.888083009478273
199,2,10135,0.0471643330239618,0.167656665703862,0.778633641388117
200,2,11616,0.0741538281383189,0.167450978520496,0.65815341460073
201,2,12133,0.0785717285749262,0.16811135512279,0.64051707207991
202,2,12194,0.0845128736923483,0.168753693826186,0.616819728676989
203,2,12359,0.0634777832976053,0.168286151742437,0.706250554322694
204,2,13061,0.071939721786203,0.168264116445263,0.669246391142276
205,2,14298,0.063443384710458,0.168804863311107,0.707262642202067
206,2,15222,0.0524073914037121,0.170462233598337,0.758687634637864
207,2,17986,0.0785670968353315,0.167445277220178,0.639208784295563
208,2,19770,0.0624921973113745,0.168622749763819,0.711155089334214
209,2,19836,0.0445298571113973,0.168175495524271,0.791331882301498
