SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0014185165870908,0.0578453989677846,0.980449654513592
9,1,27272,-0.0302287801638079,0.0569540199536399,0.595920500817036
16,1,27843,0.0117840512193761,0.0556251149462252,0.832348135705953
17,1,27848,0.0117840512193761,0.0556251149462252,0.832348135705953
18,1,28495,0.029469022875704,0.0556074355250719,0.596481474237576
19,1,28975,0.0105553305617289,0.0552548438716739,0.848611943684593
26,1,31435,0.023090897582585,0.0550975906178814,0.6754046174412
29,1,36146,-0.041533546529697,0.0547825353848639,0.448865212895121
31,1,37409,0.00141057705517517,0.0551235102953721,0.979599307591012
32,1,37478,-0.0185975145593169,0.0551620675036994,0.736209337804499
33,1,39144,-0.0761167905395021,0.0547695568730023,0.165476205527383
34,1,41499,-0.0825633925630566,0.0545902703531934,0.131321887154422
37,1,51248,-0.0397325270615925,0.0549592971936303,0.470192639004978
38,1,51462,-0.048998037676767,0.0550127690472795,0.373714676812909
39,1,52124,-0.0198466768529923,0.054989823368963,0.718378543367679
40,1,52667,-0.0602049933703939,0.0548182473890544,0.272837076524699
42,1,59265,-0.037945495390638,0.0548469496424013,0.489490520661525
43,1,60165,-0.011740471908912,0.0548390874089372,0.83060088581791
44,1,62308,-0.0236560726918223,0.0547678615917833,0.666053472468802
45,1,62869,-0.0297523985574191,0.054752556901183,0.587199176629162
49,1,66841,-0.0521068953147262,0.0547310451967013,0.341721157368564
50,1,66948,-0.0713701868841925,0.0550065812257244,0.195311798590629
51,1,68621,-0.0128024696644451,0.0549839979952633,0.81602065904115
52,1,69417,-0.031145362599026,0.0548175885556546,0.570285056957393
56,1,74327,-0.142434799850108,0.0546205742928255,0.00950184767033524
57,1,74572,-0.128084722581636,0.0545732004680343,0.0194759600006547
58,1,75211,-0.113196727649516,0.0545654918815063,0.0387561066593221
59,1,76030,-0.0739419068777104,0.0547558523594235,0.177755135182785
60,1,80108,-0.0984545429584017,0.0546333876449856,0.0723834752609307
61,1,81262,-0.112219784166427,0.0545372777475492,0.0403556635932581
62,1,81999,-0.0984665683694454,0.0547470802502893,0.0729405609694065
63,1,82431,-0.0728777057093304,0.0551213898176169,0.186980543226929
64,1,83284,-0.0776396114540282,0.054699729528866,0.156671166485578
65,1,83613,-0.0509047900691545,0.0547825949995022,0.353412821529301
66,1,84112,-0.0604505301703214,0.0547611596904083,0.270390926417062
68,1,84858,-0.0636025445100327,0.0549061590293363,0.247489496194834
69,1,85751,-0.0819563311687669,0.055064015248681,0.137542758322318
70,1,87445,-0.0608704777340211,0.0552583970042085,0.271403226684248
71,1,87467,-0.0670548066153769,0.0555284923710715,0.228019329599825
72,1,89070,-0.077288034488509,0.0551415874281779,0.161904761012157
73,1,89616,-0.0733442399681586,0.0548586386942289,0.182094054337457
74,1,89679,-0.0766790668890952,0.054852703258262,0.163018279624042
75,1,89880,-0.087473674599687,0.0548209147277064,0.111467172682375
76,1,91472,-0.0743271080253328,0.0552852871528979,0.179673195679569
77,1,93789,-0.0748899288725661,0.0547105888707103,0.171920348857764
78,1,94351,-0.0714374058120161,0.0548683839986963,0.193772979642471
79,1,99148,-0.0305361142773096,0.0548315158201316,0.577943139544442
82,1,106800,-0.0264667285618639,0.0549115259782746,0.630112753067112
83,1,107970,-0.00641721792181695,0.0547657900701709,0.906787488744428
84,1,109000,-0.0474223363173648,0.054805281851003,0.387468561840126
85,1,112549,-0.0204568481327505,0.0547904497825206,0.709100760121789
86,1,112742,-0.0219741619529512,0.0550023396118267,0.689756692263058
87,1,113050,-0.00250360553330514,0.0549220607592172,0.963667042285044
88,1,113135,-0.0271031614289671,0.0547633362125273,0.620968471869376
89,1,114076,-0.0395564395716239,0.0547418610252032,0.470404447457435
90,1,114628,-0.0169580386346211,0.0549135050480773,0.75764547708642
91,1,116283,-0.00197043570917932,0.05522628718211,0.971558236978736
93,1,127853,0.00705307822615586,0.0551222831596289,0.898258789140943
94,1,128302,0.0102164564746138,0.0549091310214746,0.852503674287362
95,1,128704,0.0193115282135728,0.0549568730852198,0.725502252532282
96,1,128911,0.0367303460784248,0.0549377950110781,0.504199981786388
97,1,130267,-0.0223416353879275,0.0549336409563341,0.684473158247006
98,1,130271,-0.0191901038780178,0.0550022412967329,0.727374827779133
99,1,130613,0.00300881367278802,0.055525574710092,0.956816123884044
100,1,132012,0.0426919089624407,0.0553613347264264,0.441133719932981
101,1,133231,0.0342930817349248,0.0549844865424249,0.533236290881778
102,1,137074,0.0331006547538199,0.0549082741245792,0.547005238687122
103,1,137304,0.0429308246467466,0.0549081021282441,0.43481693657527
104,1,139686,0.0440163674366817,0.0549779531010211,0.423891029179826
105,1,149562,0.0182440971236915,0.0551448343426592,0.740961906493768
106,1,150447,0.0163801501796965,0.0557583431877714,0.769106010060475
108,1,154084,0.00283848229367287,0.0559372399341984,0.959558173034363
110,1,157269,0.0202472412713146,0.0549116488615971,0.712554520427755
111,1,160054,0.0187065161980758,0.0554350876110828,0.735978997898897
112,1,166222,0.0158204735038243,0.0550275076921224,0.773897300018895
113,1,166416,0.024296281383797,0.0549069963688703,0.658399285575098
114,1,167326,0.0251012798610281,0.0552181602498382,0.649688118767332
115,1,168836,0.0199535765407468,0.0549623079526693,0.716791474826306
116,1,171200,0.0468348326374378,0.05499843035974,0.39503193774738
117,1,171431,0.0393122738185748,0.0553590754377513,0.478090879046205
118,1,173339,0.028137405117978,0.0549473825619232,0.608915882346341
119,1,173845,0.0219308578699924,0.0549098171029159,0.689841676903911
120,1,175121,0.0122561576324281,0.054809445005259,0.823187044930761
121,1,175281,0.00846229848218844,0.0548580680303841,0.877494428372084
122,1,175315,0.0104992521593353,0.0548398003937807,0.848280661539448
123,1,175523,0.00725712453394933,0.0551520305105099,0.895388308308858
124,1,175541,0.00950773752147607,0.054925960101572,0.862671266299138
125,1,175653,0.00224217698268497,0.0551019730260981,0.967564914144524
128,1,175856,-0.00683990622181868,0.0560105878236368,0.9028749819026
129,1,175876,0.00741068420040009,0.0551519726640961,0.893187817997028
130,1,175989,0.00927737287323505,0.0553085405574235,0.866885044365156
131,1,176001,0.00279316918462397,0.055598752512501,0.959961157500812
133,1,177692,0.0156484555249922,0.0548363227357856,0.775530649475593
134,1,178191,0.0187662240081746,0.0548880143277878,0.732629439564449
