SNP,Chr,Pos,Effect,SE,ERG11_ACF2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.072622431580466,0.150567662943602,0.629874573734969
9,1,27272,0.0655160100795666,0.148314352159681,0.658949653105275
16,1,27843,-0.0734056002275511,0.144792496817146,0.612491689719585
17,1,27848,-0.0734056002275511,0.144792496817146,0.612491689719585
18,1,28495,-0.0384281865807758,0.144833103032429,0.790912155986466
19,1,28975,0.000841354068562339,0.143879314419443,0.995337590175347
26,1,31435,-0.0750042795250218,0.143442576809027,0.601380822824277
29,1,36146,-0.146252726605421,0.14254579423743,0.305591680458576
31,1,37409,-0.111202455422678,0.143407967331512,0.438606350926904
32,1,37478,-0.0950220752279712,0.143564381591457,0.508481379873745
33,1,39144,-0.00634267226994194,0.142997511844802,0.964646412453925
34,1,41499,-0.0370277229924542,0.142587646844762,0.795258962272335
37,1,51248,-0.24368621653852,0.142619694165444,0.0883960120773845
38,1,51462,-0.258628847658452,0.142740223252501,0.0708536217884055
39,1,52124,-0.178502372430965,0.142892747017315,0.212417710271338
40,1,52667,-0.28260031031534,0.142185362659681,0.0476339558985575
42,1,59265,-0.0693076488435782,0.142858984320551,0.627872808424189
43,1,60165,-0.140230809807332,0.142603424251422,0.326102731912572
44,1,62308,-0.170174304865901,0.142353709600246,0.232720402034345
45,1,62869,-0.166085405756142,0.142349439825718,0.244101212348457
49,1,66841,-0.149406096461783,0.142469112733163,0.295037749616024
50,1,66948,-0.155969248503571,0.143326372747888,0.277244643910193
51,1,68621,-0.264297829531058,0.142484931065368,0.0644415710332254
52,1,69417,-0.13262360046367,0.142624039580919,0.353067369526307
56,1,74327,-0.0180875724396165,0.143580481817855,0.8998233145608
57,1,74572,-0.0555437694355466,0.14317092502367,0.698283727279456
58,1,75211,0.0106924513422715,0.142939267243776,0.940412907073014
59,1,76030,0.00905975073274512,0.142939586813282,0.949498451763904
60,1,80108,-0.0547962068544584,0.142876839181447,0.701564696326702
61,1,81262,-0.0299423154486021,0.142843687692018,0.834088350773472
62,1,81999,-0.00413858948910256,0.143201274227592,0.976960272859006
63,1,82431,-0.0334264425996948,0.143868321356948,0.816408174273668
64,1,83284,0.0802708404041268,0.142768421812922,0.574305907077937
65,1,83613,0.0683458143682182,0.142770259276214,0.632440011235785
66,1,84112,0.018204535090603,0.142829047191674,0.898651427315277
68,1,84858,0.0828257796912792,0.143167595917655,0.56327983285816
69,1,85751,0.00254791946679753,0.143824121590317,0.985875805994694
70,1,87445,-0.0125407965592069,0.144126674216618,0.930711053716935
71,1,87467,-0.0747817726304842,0.144828054668271,0.605934212355172
72,1,89070,-0.0314002458279101,0.14396626159551,0.827470709839014
73,1,89616,0.0124724021834512,0.143199904955137,0.930643128252421
74,1,89679,-0.0138316689721795,0.143217685478067,0.92311638308217
