SNP,Chr,Pos,Effect,SE,SSH1_ORM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0190931391042199,0.131632687486883,0.88475526987029
9,1,27272,0.0529679474125724,0.129629074295393,0.683072459524559
16,1,27843,-0.0724386847854406,0.126533205450261,0.567356146499652
17,1,27848,-0.0724386847854406,0.126533205450261,0.567356146499652
18,1,28495,-0.0661038706727421,0.126545080057592,0.601737554791091
19,1,28975,-0.0680311551779348,0.12569562943464,0.588685473019554
26,1,31435,-0.0427154783392525,0.12539399859129,0.733569648321266
29,1,36146,-0.0703590485504593,0.124711704751111,0.572994278616026
31,1,37409,-0.0178744773334635,0.125438911782492,0.886769949521986
32,1,37478,-0.0193567706341546,0.125546127663637,0.877555488818765
33,1,39144,-0.0707421154498332,0.124920705878684,0.571552313934043
34,1,41499,-0.0168465297593831,0.124627551463093,0.89255055414594
37,1,51248,-0.0329675774316059,0.125148962945527,0.79237541813412
38,1,51462,-0.0249370733203567,0.125323954941861,0.842392243188148
39,1,52124,-0.0357103299060432,0.125146831003397,0.775545310110606
40,1,52667,-0.102357886307395,0.124841860660622,0.412826167558271
42,1,59265,-0.000426548729544118,0.124897633717686,0.997277009766678
43,1,60165,0.0230015823374722,0.124797249930618,0.853874840283129
44,1,62308,-0.124973949769684,0.124488417645032,0.316114359759315
45,1,62869,-0.123391902351087,0.124477208889517,0.322227336349715
49,1,66841,-0.0816183139729098,0.124633403197589,0.512979811452633
50,1,66948,-0.0972650317467081,0.125367600570437,0.438363720886126
51,1,68621,-0.276638148166822,0.124265261208692,0.0266321791586145
52,1,69417,-0.221463375600623,0.12424536930605,0.075532324654905
56,1,74327,-0.112042736504504,0.125347638194518,0.372007953848404
57,1,74572,-0.102745778668561,0.125035789595023,0.411784690208387
58,1,75211,-0.0839809556054363,0.124847183194788,0.501597337598938
59,1,76030,-0.0891581668749178,0.124837013092052,0.475577615629138
60,1,80108,-0.0847622017820737,0.124816130215968,0.497521704305005
61,1,81262,-0.114971456283227,0.124700364879728,0.357167815036026
62,1,81999,-0.181620151023925,0.124781448597717,0.146417946589095
63,1,82431,-0.260902295336369,0.124978676306651,0.0375528489965852
64,1,83284,-0.122790330669326,0.124661530000853,0.32530373154802
65,1,83613,-0.103692036519789,0.124696897483707,0.40622363009185
66,1,84112,-0.125654349186992,0.124653444954479,0.314130761664618
68,1,84858,-0.0772454931349711,0.125117510620245,0.537379804612462
69,1,85751,-0.148481202761227,0.125450909118662,0.237375738357059
70,1,87445,-0.121720567474963,0.125798596189967,0.333915177712867
71,1,87467,-0.177142310149513,0.126273240239798,0.161540722275122
72,1,89070,-0.193015246033275,0.125412174208952,0.124688669000763
73,1,89616,-0.131369342879061,0.124959853889641,0.293843463345738
74,1,89679,-0.157952805355481,0.124888527814174,0.206795180165686
75,1,89880,-0.144870331411513,0.12496522714579,0.247123547493535
76,1,91472,-0.156137037064368,0.125858174071784,0.215585121151842
77,1,93789,-0.128878206617491,0.124644120435799,0.301858296568476
78,1,94351,-0.139862936392345,0.124939691209855,0.263712063080977
79,1,99148,-0.127710129540353,0.12464752628943,0.306267667263116
82,1,106800,-0.111417488762322,0.124860365767745,0.372820355794557
83,1,107970,-0.0837333352589204,0.124551068268084,0.501844515497772
84,1,109000,-0.0756984407076435,0.124785391693315,0.544487067837704
85,1,112549,-0.126569213706099,0.124527003753272,0.310135189404081
86,1,112742,-0.10104604040493,0.125079383250591,0.419717943847882
87,1,113050,-0.112707993504708,0.124840294731893,0.367238435902741
88,1,113135,-0.0571549736174373,0.124628877289438,0.646802672786858
89,1,114076,-0.0467759040754407,0.124641136380579,0.707674177901371
90,1,114628,0.0309426440958513,0.124970530006172,0.804588230223626
91,1,116283,0.0121807222483827,0.12567484279685,0.922842930154504
93,1,127853,0.0591005912227205,0.12540307347147,0.637728331720534
94,1,128302,0.0417578805056368,0.124940908948257,0.738411242476027
95,1,128704,-0.00494354053247731,0.125084787974258,0.968496941152171
96,1,128911,0.0349620101996494,0.125085067948022,0.780020332690522
97,1,130267,0.0309422760154914,0.125028763739419,0.804679673556698
98,1,130271,0.021240517463846,0.125182910684801,0.865362258017539
99,1,130613,0.03635680522145,0.126343072766566,0.77369737060195
100,1,132012,-0.0871636673143951,0.126004308113149,0.48954812590677
101,1,133231,-0.198478676505879,0.124748464354044,0.112497698209848
102,1,137074,-0.143146680089905,0.124784523987602,0.252096166754293
103,1,137304,-0.19817103108213,0.124614770006443,0.112669280562688
104,1,139686,-0.128603575576897,0.125037490382955,0.304409449274436
105,1,149562,-0.160060453114991,0.125220925877058,0.20201011441743
106,1,150447,-0.132053992967642,0.126707789334588,0.298035356157033
108,1,154084,-0.0944800844297308,0.12719527444768,0.458099482950897
110,1,157269,-0.159892962138668,0.124694270264417,0.20058589537875
111,1,160054,-0.104919530955665,0.126048152961923,0.405759178190191
112,1,166222,-0.107067049744554,0.125108877751441,0.392693910467715
113,1,166416,-0.0912237268158984,0.124889995075449,0.46561026985579
114,1,167326,-0.104146305220589,0.1255722826388,0.40745365194803
115,1,168836,-0.0857834996104111,0.125015560892834,0.493048426205651
116,1,171200,-0.144064256953581,0.125051391685311,0.250084080599943
117,1,171431,-0.236479248297676,0.125438537187905,0.0602212302728354
118,1,173339,-0.14803753031863,0.124839629147122,0.236490333964934
