SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00923139497915404,0.0530045057586577,0.861837626529238
9,1,27272,-0.0625148433346221,0.0521046101149711,0.231023654980778
16,1,27843,0.0144341518869712,0.0509696271111701,0.777196243937888
17,1,27848,0.0144341518869712,0.0509696271111701,0.777196243937888
18,1,28495,0.0381032968495513,0.0509358844797623,0.454919686391787
19,1,28975,0.0222034982438628,0.0506217025351328,0.661207982491765
26,1,31435,0.022535106397134,0.0504870921894864,0.65561536601319
29,1,36146,-0.011844270438156,0.0502369761423578,0.813749441769167
31,1,37409,0.0505911738575183,0.0504407555527338,0.316556530591049
32,1,37478,0.0419705781198687,0.0505066226410438,0.406540095597535
33,1,39144,-0.0414477164727647,0.0502769249632729,0.410275552038706
34,1,41499,-0.00780195449435499,0.0501839905076465,0.876542027916963
37,1,51248,-0.0184303581346446,0.050389774928563,0.714766300343997
38,1,51462,-0.0323194995218831,0.0504383391207348,0.52208626677844
39,1,52124,-0.0407861432231858,0.0503525489604895,0.418479269209129
40,1,52667,-0.0567693407119016,0.0502277502788149,0.259143076061688
42,1,59265,-0.0332410481167339,0.050262036573366,0.508816123239354
43,1,60165,0.00465385299064433,0.0502545505759837,0.926269425020644
44,1,62308,0.0195423944094521,0.0501891143763855,0.697233436966341
45,1,62869,0.00306154013276602,0.0501933218618385,0.951397733716916
49,1,66841,0.0186843962034028,0.0502073942382394,0.710008711665411
50,1,66948,0.00757628199058602,0.0505238221216692,0.880886037075484
51,1,68621,0.0285185046844974,0.0503656894082153,0.571598033882928
52,1,69417,-0.0107733951275469,0.0502518896131053,0.83036839591116
56,1,74327,-0.0872848599045157,0.0503174511892145,0.083669731878581
57,1,74572,-0.0837124746073992,0.0501995858308532,0.0962833896833084
58,1,75211,-0.0783833217983462,0.0501317677166352,0.118820247461337
59,1,76030,-0.0566048978293361,0.0502147614414922,0.260399854563844
60,1,80108,-0.0682558090350257,0.0501617847450344,0.174472431322549
61,1,81262,-0.0720446525188861,0.0501277034855489,0.151540619502816
62,1,81999,-0.0497548645986644,0.0503273047292499,0.323523481956658
63,1,82431,-0.0350603651417095,0.0506010980016601,0.488841977983787
64,1,83284,-0.0566396861832393,0.0501765499211944,0.259745421406321
65,1,83613,-0.0350380392216602,0.0502268801845584,0.485889483725839
66,1,84112,-0.0364610336292996,0.0502295541306809,0.468388381459359
68,1,84858,-0.0130951747628815,0.0504040785809754,0.795166524609746
69,1,85751,-0.014680959050455,0.0506100593005878,0.771925464396852
