SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0928231383945324,0.0833080470223716,0.26594469134357
9,1,27272,-0.00381561660907304,0.082200865989836,0.963003175635092
16,1,27843,0.0567128630546499,0.0801994241372612,0.479941058530411
17,1,27848,0.0567128630546499,0.0801994241372612,0.479941058530411
18,1,28495,0.0862374887146254,0.080126150353464,0.282540882335561
19,1,28975,0.080853449457589,0.0796047982985609,0.310474751810539
26,1,31435,0.05827543022538,0.0794492925620402,0.463745175661711
29,1,36146,0.0627795022104457,0.0790292208768078,0.427505978180079
31,1,37409,0.184500200584648,0.0789189032808664,0.0199533097894874
32,1,37478,0.170463690562563,0.0790770913204781,0.0317852401943252
33,1,39144,0.0790880261319717,0.0791207613197859,0.31819547423219
34,1,41499,0.18195284412313,0.0784171466061024,0.0208931212363654
37,1,51248,0.146127542337718,0.078967111915499,0.0650788670068867
38,1,51462,0.118757080723019,0.0792049889949085,0.134673094864997
39,1,52124,0.160574171775519,0.0788875966542567,0.0425490041529746
40,1,52667,0.153766220964074,0.0787981606164401,0.0518008736589783
42,1,59265,0.211179330117955,0.0783802488459692,0.00739088588360924
43,1,60165,0.199518097783024,0.0784063675179277,0.0113633713287181
44,1,62308,0.192298726135851,0.0783696961983444,0.0146205702458449
45,1,62869,0.186548398168285,0.0783990539540265,0.017868221777143
49,1,66841,0.104387629912196,0.0788670706892244,0.186495950392628
50,1,66948,0.100479376217746,0.0793677724231824,0.206348943836203
51,1,68621,0.0698606965422122,0.0792450643426722,0.378604983107593
52,1,69417,0.0722724191084821,0.0790286695876535,0.361073756535785
56,1,74327,-0.0940418253519868,0.079399627975975,0.237047100518733
57,1,74572,-0.0830581952827611,0.0792221859887334,0.295162011684492
58,1,75211,-0.0632451883568574,0.07912922546771,0.424674468884675
59,1,76030,-0.0911136725100418,0.0790521857361853,0.249864260817811
60,1,80108,-0.234990732754173,0.0781880251461161,0.00284151242912833
61,1,81262,-0.215173068390016,0.0783192192847246,0.00631549442275452
