SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0400169711780944,0.103203800302512,0.698436920121847
9,1,27272,-0.101071825524563,0.10153314812572,0.320196189157937
16,1,27843,0.0949112805817548,0.0991412630515728,0.339053992296391
17,1,27848,0.0949112805817548,0.0991412630515728,0.339053992296391
18,1,28495,0.0816152739315964,0.0991763992631225,0.411103141132145
19,1,28975,0.125976603580411,0.0983796867566044,0.201205028917324
26,1,31435,0.106858077501364,0.0981820601268212,0.277175790850746
29,1,36146,0.0713496416831723,0.0977658100891948,0.465995485446158
31,1,37409,0.0916477165952173,0.0982475240482442,0.351548074437922
32,1,37478,0.0902618276187218,0.0983358210703384,0.359301251119364
33,1,39144,0.10631884415833,0.0978403303572916,0.277930037154063
34,1,41499,0.162033224170856,0.0973507418623678,0.0969144195948523
37,1,51248,0.145696045983265,0.097841165145682,0.137351823879002
38,1,51462,0.113146716936298,0.0980963992242276,0.24951687068399
39,1,52124,0.0799569151131738,0.0980556827022849,0.415379731518814
40,1,52667,0.12207803776198,0.0977750363174131,0.212653329585897
42,1,59265,-0.0166475224167882,0.0979372512199971,0.865122047983199
43,1,60165,-0.00714685236095431,0.0978665090289219,0.941826359688195
44,1,62308,-0.0975071205074915,0.097621763097663,0.318563339829932
45,1,62869,-0.0900829082296645,0.0976296752604351,0.356793754930948
49,1,66841,0.0384181359934626,0.0977720248621158,0.694604026427839
50,1,66948,0.00803845312469093,0.0983926442970601,0.934933406254152
51,1,68621,-0.00924261934441223,0.0981257909195046,0.925010445753056
52,1,69417,0.00346929547651106,0.0978670740777852,0.971741704318519
56,1,74327,0.0146119035040622,0.0984022418391453,0.882039625400358
57,1,74572,0.0519857291160024,0.0981043175891471,0.596512618624408
58,1,75211,0.00156306651547558,0.0979643868939749,0.987278941672124
59,1,76030,0.0238253421452601,0.097956214482494,0.807972835940616
60,1,80108,0.0714060618486147,0.0978674921023883,0.466106465098899
61,1,81262,-0.0721097572024559,0.0978289754770363,0.4615510445324
62,1,81999,-0.100081012551205,0.0979986655646942,0.307835984338945
63,1,82431,-0.00197608550898433,0.0986078572311171,0.984022914851508
64,1,83284,0.015232355382401,0.0978870013464937,0.876428106224475
65,1,83613,0.0130311277943364,0.0978771144154283,0.894160392821078
66,1,84112,0.0353935202333995,0.0978722309813301,0.717845015185734
68,1,84858,0.0230607770915878,0.0981589618268476,0.814396972412144
69,1,85751,-0.0304518202434947,0.0985567996892504,0.757521023502379
70,1,87445,-0.0369837453328378,0.0987588808184115,0.708268178930748
71,1,87467,-0.000406644671113815,0.0992956038315963,0.99673475077693
72,1,89070,0.0116034546162554,0.0986722133278169,0.906454679590613
73,1,89616,-0.0723138878611157,0.0980678291083228,0.461377222740454
74,1,89679,-0.036371020076126,0.098136665717005,0.711145844990533
75,1,89880,-0.0412194591036442,0.0981561125135558,0.674786392504608
