SNP,Chr,Pos,Effect,SE,MID2_MAM33_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0627177724975638,0.164635234898219,0.703469601343201
9,1,27272,-0.064828772478652,0.162159411177174,0.689557252226295
16,1,27843,0.0171202950218495,0.158355877718703,0.91396764996534
17,1,27848,0.0171202950218495,0.158355877718703,0.91396764996534
18,1,28495,-0.00156829800314393,0.158361041517138,0.992104027829176
19,1,28975,0.0204478153437939,0.157298745507629,0.896645607070556
26,1,31435,-0.0024078223486857,0.156885689046473,0.987763520079871
29,1,36146,-0.0951082102194556,0.155994660314716,0.542460157289228
31,1,37409,-0.0650254250671063,0.156882486463315,0.678770765916259
32,1,37478,-0.0678362654384656,0.157014045640722,0.665976504933667
33,1,39144,-0.0110580390701348,0.156337760485354,0.943651327240383
34,1,41499,0.0111353840216065,0.155904092515551,0.943100297420433
37,1,51248,-0.134508514303243,0.156405060664246,0.390372153927387
38,1,51462,-0.144623801341332,0.156592053745358,0.356340839392241
39,1,52124,-0.112495197309845,0.156454294663564,0.47259866505718
40,1,52667,-0.208023659695214,0.155925294631079,0.183023291130923
42,1,59265,0.0123752378075207,0.156237654164487,0.936912238125871
43,1,60165,0.0260459640781564,0.156114822846091,0.867592644913744
44,1,62308,-0.0619862416737184,0.155914376681776,0.691190486991057
45,1,62869,-0.0575487090430166,0.155899605005494,0.712245031996213
49,1,66841,0.0879612940756113,0.155932914625781,0.573046312552626
50,1,66948,0.05403297332821,0.156934241591439,0.730823238125313
51,1,68621,-0.16015822106789,0.156303104796277,0.306223239881565
52,1,69417,-0.10811564757811,0.156014891622101,0.488775964281165
56,1,74327,-0.0438080152224072,0.156962001785001,0.780331913362277
57,1,74572,-0.00176246063536795,0.156561362153561,0.991024510902033
58,1,75211,-0.0103835409430728,0.156275015550698,0.947061936221198
59,1,76030,0.0400738238332234,0.156261436684238,0.797749920284426
60,1,80108,0.034236201453738,0.156228416031015,0.826666117452739
61,1,81262,0.0659878520947498,0.15614048072878,0.672830955794984
62,1,81999,-0.00896666460925036,0.156560662856033,0.954360306868245
63,1,82431,-0.0866481032792128,0.157234891082317,0.581931373581433
64,1,83284,0.00561670895670033,0.156157558119264,0.971328032212182
65,1,83613,0.0234010492652738,0.156135668941257,0.880947740764856
66,1,84112,-0.0290418025337539,0.156150193780019,0.852562304147632
68,1,84858,0.085306056003903,0.15653273444176,0.586116475906293
69,1,85751,0.00412223931353051,0.15724207763252,0.979099964192102
70,1,87445,0.0145235888882491,0.157572733720762,0.926614702755641
71,1,87467,-0.0338328310457904,0.158389304160663,0.830978005943798
72,1,89070,0.0226263460948538,0.157403560195238,0.885781996963217
73,1,89616,0.0198983994599117,0.156557808039565,0.898934114254089
74,1,89679,-0.00865895735423446,0.156580537749876,0.955930474688154
75,1,89880,0.0194331750834925,0.156617474711425,0.901322157825707
76,1,91472,0.0476762739020045,0.157763046442648,0.762676220699713
77,1,93789,-0.028835877985204,0.156150301891512,0.853595924947595
78,1,94351,-0.092474046584937,0.156491442539687,0.554951654638596
79,1,99148,-0.0590379353381034,0.156126226023498,0.705552151868756
82,1,106800,-0.198569600544911,0.156010907055208,0.203929124872684
83,1,107970,-0.133883915825988,0.155742282527743,0.390565201122287
84,1,109000,-0.0602252085302903,0.156147078490444,0.699954604943168
85,1,112549,-0.204720825631852,0.155622187647123,0.189196039325154
86,1,112742,-0.198323323839221,0.156254833629232,0.205195228182876
87,1,113050,-0.208207801824916,0.155954275892617,0.182718120316838
88,1,113135,-0.179968353741082,0.155654826813954,0.248380615899729
89,1,114076,-0.0735091266013227,0.15590019216431,0.637564997468503
90,1,114628,-0.0373035830712657,0.156331195352749,0.811539545982118
91,1,116283,0.0475961106738366,0.157192959610641,0.762229927081939
93,1,127853,0.0344591787554449,0.156909938895408,0.826300909636791
94,1,128302,0.0463535618629455,0.156298430770009,0.766968565472194
95,1,128704,-0.0144289726786104,0.156471619662639,0.926579823205456
96,1,128911,0.0577890342029188,0.156460592134473,0.712086820392776
97,1,130267,-0.0267216302137998,0.156410176878577,0.864444865749943
98,1,130271,-0.0346615476181923,0.156591422137611,0.824947725605732
99,1,130613,-0.00905180489400947,0.158064994974605,0.954365428441697
100,1,132012,-0.223008808298481,0.157282979198537,0.157107148128981
101,1,133231,-0.258152611845272,0.156007069737458,0.0988641298274609
102,1,137074,-0.198538544161448,0.15603081681371,0.204057302512802
103,1,137304,-0.303037316357775,0.155608929444398,0.0522759073163054
