SNP,Chr,Pos,Effect,SE,ALO1_HYR1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.08365615114612,0.167360930879674,0.617488809272032
9,1,27272,0.0117708170466082,0.164904688899531,0.943136133733612
16,1,27843,-0.0362665958730154,0.160992575619062,0.821900564757608
17,1,27848,-0.0362665958730154,0.160992575619062,0.821900564757608
18,1,28495,-0.0325322383366545,0.160997443111139,0.839980901876911
19,1,28975,0.0277091440086368,0.159923715859675,0.862542631502102
26,1,31435,-0.118813566902333,0.159381377937728,0.456485493278438
29,1,36146,-0.176925669633615,0.158404642846474,0.264787215159778
31,1,37409,-0.129058516340278,0.15939434066844,0.418669175442898
32,1,37478,-0.104833799173884,0.159581915259528,0.51165538349282
33,1,39144,-0.0110799457633523,0.158949680660318,0.944466139004974
34,1,41499,0.0516884004899663,0.158486004703799,0.744512768815171
37,1,51248,-0.151744381697981,0.158979550654263,0.3404888582546
38,1,51462,-0.157012619047687,0.159181210969802,0.324623945484625
39,1,52124,-0.107513967482275,0.159081684177037,0.499583942248281
40,1,52667,-0.0963841178614288,0.158846641251847,0.544390507107434
42,1,59265,-0.111455461606847,0.15873847484656,0.483059155816688
43,1,60165,-0.0964835417590115,0.158646151974831,0.543467028330646
44,1,62308,-0.0917262136435407,0.158479495620817,0.56310055909028
45,1,62869,-0.144910836602857,0.158347034067122,0.360739090035068
49,1,66841,-0.144123140280738,0.158423874109175,0.363585016741638
50,1,66948,-0.175280366376413,0.159309956126256,0.2719740680072
51,1,68621,-0.144378853650738,0.158964939984778,0.364369285800182
52,1,69417,-0.104485457376091,0.158631793493596,0.510539291694069
56,1,74327,-0.128884846173865,0.159454435677589,0.41947012711316
57,1,74572,-0.143340761844211,0.1589940761249,0.367911820443965
58,1,75211,-0.145938355362756,0.158696869465736,0.358407439797616
59,1,76030,-0.104691965000713,0.158789109679516,0.510123696727936
60,1,80108,-0.0776566650124553,0.158795498589535,0.625120139239183
61,1,81262,-0.0529244404319044,0.158764241047724,0.739066203528457
62,1,81999,0.00219665887598047,0.159176971215883,0.988997255018235
63,1,82431,-0.0175144840353061,0.159927799193788,0.912856298679635
64,1,83284,-0.0107015145897262,0.158765704538712,0.946297889811478
65,1,83613,0.0228883624171329,0.15874455682289,0.88543776577168
66,1,84112,-0.00505178732212908,0.158766498567102,0.974634396842611
68,1,84858,-0.0106213714948603,0.159213811111575,0.946849249365977
69,1,85751,-0.0481017624645255,0.15984872795152,0.763652265720416
70,1,87445,-0.0400668315797773,0.160192987670067,0.802643128785737
71,1,87467,-0.0452961074249726,0.161027827068652,0.778649982940209
72,1,89070,-0.00569211818061877,0.160037651019242,0.971647431396498
73,1,89616,-0.0634733948182564,0.159141159354157,0.690245156690675
74,1,89679,-0.03930817455305,0.159183422962088,0.805101025616222
75,1,89880,-0.0726600664739828,0.159190539648684,0.648358210468812
76,1,91472,-0.0482675615242986,0.160398921368986,0.763651151459335
77,1,93789,-0.0371183799097989,0.158754434018691,0.815267993334174
78,1,94351,-0.10692351905697,0.159082811520516,0.5019438522359
79,1,99148,-0.0588525090356704,0.158735822721116,0.711040488877889
82,1,106800,-0.153448837645882,0.158770959056557,0.3344660903922
83,1,107970,-0.179725582621314,0.158220975724463,0.256762733877064
84,1,109000,-0.0552724773356422,0.158761974492791,0.727937441973916
85,1,112549,-0.0133501252863675,0.158607886679675,0.93296848464932
86,1,112742,-0.0692644371324657,0.159184737791806,0.663741348596085
87,1,113050,-0.0746479275330928,0.15890989421621,0.63882366496309
88,1,113135,-0.131453660996369,0.158400231521462,0.407165796903334
89,1,114076,0.0924989620344125,0.158478223257759,0.559815195735072
90,1,114628,0.185151030561781,0.15865002576536,0.24398169741692
91,1,116283,0.199845735703439,0.159485579103227,0.211011572057583
93,1,127853,0.181897527477762,0.159248265926056,0.254134206581599
94,1,128302,0.21135614854941,0.158530831360206,0.183320031636611
95,1,128704,0.196817091637695,0.158742392211367,0.215853664051762
96,1,128911,0.286347337802276,0.15837362834244,0.0714497749391255
97,1,130267,0.300441644616227,0.158223841589976,0.0584007825599203
98,1,130271,0.294961865096891,0.15844271959143,0.0634860467157503
99,1,130613,0.308080276105337,0.159867751210645,0.0547701379057975
100,1,132012,0.166831148904491,0.16011934926569,0.298162987340964
101,1,133231,0.01224039383942,0.159226088107364,0.938767095704124
102,1,137074,0.0590282148051499,0.158969924179778,0.710624291614398
103,1,137304,0.00248485884681121,0.159056177972955,0.987544362699285
104,1,139686,0.0733547612140838,0.159217394861938,0.64528265220172
105,1,149562,-0.0359968926863504,0.159617097200159,0.821705055680352
106,1,150447,-0.0190520734065832,0.161396051474547,0.906098766915582
108,1,154084,0.0201609552019731,0.161894320478816,0.90096528275521
110,1,157269,-0.0729574698710151,0.158912118282117,0.646440787594773
111,1,160054,-0.0252840180152544,0.160464156722332,0.87488730200277
112,1,166222,-0.064045958163771,0.159246443345869,0.68779393800256
113,1,166416,-0.046009490300064,0.158940691018221,0.77238720806014
114,1,167326,-0.060160086853144,0.159830778518727,0.706846690984608
115,1,168836,-0.0943352174826797,0.159026023108676,0.553423053881427
116,1,171200,-0.0699197619832488,0.159300075441026,0.660989064422407
117,1,171431,-0.146937698489215,0.160147483350468,0.359499338398475
118,1,173339,-0.0949479457241229,0.159011148358269,0.550813381728057
119,1,173845,-0.104728366762759,0.158861792637992,0.510170195597901
120,1,175121,-0.135167925488564,0.158481173943384,0.394295420219083
121,1,175281,-0.115397268937823,0.158660388313854,0.467510513426987
122,1,175315,-0.125349375379098,0.158588970661489,0.429822464218594
123,1,175523,-0.10915485636194,0.159522837075996,0.494260917004409
124,1,175541,-0.120713137969502,0.158847238083129,0.44780230920978
125,1,175653,-0.122325000592462,0.159347221454625,0.443200471031388
128,1,175856,-0.129755393400941,0.161965826612617,0.423596318102762
129,1,175876,-0.104074073517638,0.15953245621279,0.514587553202196
130,1,175989,-0.0907149447995582,0.160011213086981,0.571122950687106
131,1,176001,-0.0945425743160305,0.160839492831412,0.55703769952468
133,1,177692,-0.177247850687114,0.158448645987543,0.264052095142048
134,1,178191,-0.154794523318375,0.158673096345157,0.329952487665247
135,1,178224,-0.177247850687114,0.158448645987543,0.264052095142048
136,1,178960,-0.172166099379964,0.15973436512036,0.28184670636955
140,1,183802,-0.242122705008785,0.158225302734095,0.126852918229968
141,1,183954,-0.209271592219304,0.159516569106554,0.190402570046416
142,1,184450,-0.147003955165759,0.158311675143004,0.353744894467513
144,1,184718,-0.200079490665346,0.159049378781427,0.209233760532236
145,1,185296,-0.146539884709123,0.158537503971055,0.355949503302616
146,1,185438,-0.106240548330434,0.158635990230978,0.503478731354039
147,1,185469,-0.104576931496305,0.158868351545642,0.510799133718957
148,1,185503,-0.106972441635993,0.158452417616062,0.500049315676532
149,1,185705,-0.0912157344562185,0.1602532206082,0.569584097818113
150,1,185749,-0.0966355933346989,0.160244221427452,0.546861364700183
151,1,185806,-0.171208532252742,0.160281997055711,0.286173445078166
152,1,185879,-0.122491024010029,0.161184781493711,0.447796711100325
153,1,185916,-0.0922914296858493,0.161168368280774,0.567253115759593
154,1,185941,-0.0845805926442651,0.161883025234065,0.601664121594809
155,1,185954,-0.107039009513894,0.162318610352055,0.510044713860762
156,1,186055,-0.118813314319642,0.159051348490504,0.455553399569553
157,1,186896,-0.139290815140522,0.1616167167111,0.389350218264732
161,1,190132,0.255343379962875,0.158798425016681,0.108735364228101
162,1,190148,0.27496480065177,0.158753856758573,0.08414360882473
163,1,190165,0.266014999307687,0.160026946468117,0.0973375399295912
164,1,190169,0.276131445674967,0.159777213023669,0.0848218457310475
165,1,190933,-8.3737300634934e-05,0.15915056969567,0.999580489121607
166,1,192149,0.22010754014324,0.160023482255507,0.169857893644394
168,1,192303,0.102389424117014,0.191204931698615,0.592644314264869
171,1,192795,0.124143277949006,0.15871179954085,0.434625442626731
173,1,194187,0.00630074195392011,0.158980530483052,0.968408791634398
174,1,194867,-0.0828790118279553,0.158833121882244,0.602137320800956
190,2,8314,0.148917122852412,0.161390186514956,0.356786057922608
194,2,8498,0.151501548351541,0.161146430220543,0.347784355264577
195,2,8651,0.171890026719667,0.1612397790648,0.287128614082219
197,2,9812,0.238581472149918,0.161961677883855,0.141622281600832
198,2,9932,0.222669410183656,0.161383836557816,0.168536827327852
199,2,10135,0.223280899353355,0.160760052340258,0.165736392463136
200,2,11616,0.221537908179209,0.160595325005763,0.168620302007249
201,2,12133,0.248947673842712,0.161123870693413,0.123225301448877
202,2,12194,0.235874995122216,0.161806616473068,0.145796132807857
203,2,12359,0.258894153068271,0.161230657162427,0.109225708716636
204,2,13061,0.226922682636012,0.161355110500784,0.160498203609283
