SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0101751808780377,0.0657368718293638,0.877078090532006
9,1,27272,-0.0480782480390343,0.0647012668429183,0.457927195755983
16,1,27843,-0.0137488497392975,0.0632155632496055,0.82795096257326
17,1,27848,-0.0137488497392975,0.0632155632496055,0.82795096257326
18,1,28495,0.00478790553714416,0.0632203086425173,0.939673895863022
19,1,28975,-0.0318400063589861,0.0627753568614604,0.612327343055085
26,1,31435,0.00578660703300866,0.0626310876364175,0.926439062286136
29,1,36146,-0.00909070098049192,0.0623070100860707,0.884082239403901
31,1,37409,0.0328267378741081,0.0626214147952702,0.600461855065002
32,1,37478,0.0266231143107574,0.062683622805875,0.671298089330389
33,1,39144,-0.0074987215371851,0.062412246400644,0.904434072290544
34,1,41499,-0.0107027694828354,0.0622377943849407,0.863562991973551
37,1,51248,0.0871492034348659,0.0623329781004236,0.162953795472829
38,1,51462,0.0826256488574737,0.0624353950779113,0.186566073066873
39,1,52124,0.0792690538508059,0.0623627707465584,0.204531532485069
40,1,52667,0.00978418182009019,0.062402979256837,0.87549975279846
42,1,59265,0.0448958573621104,0.0623278806263758,0.471806282951507
43,1,60165,0.107284004226246,0.0620644125675894,0.0847566587351835
44,1,62308,0.0553769876274989,0.0621881832218767,0.373817679563559
45,1,62869,0.0601861794825103,0.0621676937652482,0.333644123527468
49,1,66841,0.0463608577642824,0.0622306076433762,0.4567766024627
50,1,66948,0.0555322367356958,0.0625919791163678,0.375569854580261
51,1,68621,0.0402043351901715,0.0624553264854431,0.520168864091979
52,1,69417,0.0220488295700495,0.0623154871454651,0.723680642363889
56,1,74327,0.0130556956872336,0.0626653504008063,0.835083700137318
57,1,74572,0.00889726446735005,0.0625005636316724,0.886880860972514
58,1,75211,0.0242355253235746,0.0623750848568759,0.697847019117074
59,1,76030,0.0414383908476159,0.0623494242336443,0.506730405948032
60,1,80108,0.0383545196057953,0.0623402549826395,0.538789468634778
61,1,81262,-0.00865014089169632,0.0623483900422452,0.889735668539639
62,1,81999,-0.0199770146311053,0.0624933129694332,0.749410310006914
63,1,82431,0.0147687670343074,0.0627933073694323,0.814192589784646
64,1,83284,-0.0400840804135495,0.0623047375516788,0.520411322471049
65,1,83613,-0.016710887534418,0.0623280387444565,0.788769804804899
66,1,84112,-0.0312887971980576,0.0623190070114563,0.615927993860266
68,1,84858,-0.00437014746275135,0.0625167676691218,0.944309966150969
69,1,85751,-0.0275704026868239,0.0627570086027602,0.660698561932545
70,1,87445,-0.0274511229737114,0.0628898928131073,0.662744487482597
71,1,87467,-0.051297472676213,0.0631772138393081,0.417360845665472
72,1,89070,-0.0128225876705267,0.062836701275506,0.838422584034271
73,1,89616,-0.0135040290462874,0.0624982248557654,0.829057516532751
74,1,89679,0.00684173833010644,0.0625092117650459,0.912906437266181
75,1,89880,0.0160347256466858,0.0625202863552014,0.797735522876976
76,1,91472,0.0147104215449854,0.0629853626223291,0.815467384053779
77,1,93789,0.00324129750551997,0.0623410154897188,0.958563666228978
78,1,94351,0.0189268388232283,0.0624972070653436,0.762187928622672
79,1,99148,0.0370131732305422,0.0623101197669244,0.552882258847807
82,1,106800,0.0814776472303445,0.0622745332154032,0.191601723740344
83,1,107970,0.0860892240581133,0.0620715088714026,0.166336345168343
84,1,109000,0.0392575706964491,0.0623150690127916,0.529111837596176
85,1,112549,0.024424260719542,0.0622659405369631,0.695104942560214
86,1,112742,0.0602246846183776,0.0624399267760612,0.335444554375842
87,1,113050,0.0457361481889448,0.0623694829031734,0.463856250917956
88,1,113135,0.0328454350535749,0.0622334416560347,0.597985081702045
89,1,114076,0.0621787939332941,0.0621699686365279,0.317926896119897
90,1,114628,0.0356821698194986,0.0623865919912117,0.567718158836815
91,1,116283,0.0462802691123439,0.0627142848000931,0.461032572532521
