SNP,Chr,Pos,Effect,SE,SSH1_ORM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00547369912872497,0.164552148244751,0.973482685415629
9,1,27272,0.046087097476412,0.162062639450101,0.776287233084058
16,1,27843,-0.0588064106401291,0.158215346686858,0.710349740341526
17,1,27848,-0.0588064106401291,0.158215346686858,0.710349740341526
18,1,28495,-0.073186787127641,0.158200915910099,0.643922350287789
19,1,28975,-0.0329195010844714,0.157181297181232,0.834228313978359
26,1,31435,-0.0490950397700852,0.156752810384426,0.754313399195091
29,1,36146,-0.0806517986543664,0.155907108213632,0.605266038229627
31,1,37409,-0.0482925185480389,0.156788412703632,0.758255806191578
32,1,37478,-0.0464874211374605,0.156924774781874,0.767220882417205
33,1,39144,-0.0538330980975572,0.156201826416181,0.73057170584936
34,1,41499,-0.0197853968060887,0.155791202023906,0.899013144573495
37,1,51248,-0.183702281701079,0.156152085998101,0.240215078315986
38,1,51462,-0.186605625092626,0.156354919713311,0.233485025342006
39,1,52124,-0.121706032254323,0.15632374047775,0.43676570410833
40,1,52667,-0.22712491919644,0.155738687649802,0.145627215504575
42,1,59265,-0.0178625705814417,0.156125453381563,0.908976526747548
43,1,60165,-0.0267295028040709,0.156003880127503,0.864055621742287
44,1,62308,-0.185636410451667,0.155525256647308,0.233432328629933
45,1,62869,-0.175284063025159,0.155539673584351,0.260532821335211
49,1,66841,-0.110279009342519,0.15578211545328,0.479471108984196
50,1,66948,-0.135895516554975,0.156682523987349,0.38635020066531
51,1,68621,-0.374651122626862,0.155148272549848,0.0162518743804429
52,1,69417,-0.296032201597096,0.155212681910169,0.0572972850017806
56,1,74327,-0.123790162258021,0.156729672078358,0.430155921379276
57,1,74572,-0.0993496728788997,0.156361080191831,0.525588224650223
58,1,75211,-0.0713986114450752,0.15611902820428,0.647711997153348
59,1,76030,-0.102505831159854,0.15606993972072,0.511741204637315
60,1,80108,-0.0401976781057743,0.156113688031412,0.796950741830033
61,1,81262,-0.0390839077577534,0.156055459940658,0.802385970776067
62,1,81999,-0.0719193192437353,0.15640363196827,0.645920239313807
63,1,82431,-0.150447931914932,0.15698697243036,0.338543915178993
64,1,83284,-0.00989333783483254,0.156046318893222,0.94948386573613
65,1,83613,-0.0323545302615193,0.156020508693966,0.835837697040468
66,1,84112,-0.0729850070135583,0.155998848707804,0.640176238614045
68,1,84858,0.0196577187539679,0.156484122774546,0.900103316702205
69,1,85751,-0.0792134322707229,0.157074252408063,0.614361234654886
70,1,87445,-0.0887592959479006,0.157392106058196,0.57315482771889
71,1,87467,-0.152176395447829,0.15807995343369,0.336379844991787
72,1,89070,-0.097539197300166,0.157210949835354,0.535371685162959
73,1,89616,-0.0275051614045754,0.156443617945294,0.860539962896495
74,1,89679,-0.0688587845588495,0.15642735099341,0.660064149169686
75,1,89880,-0.0485111022356766,0.156488625779682,0.756745690642714
76,1,91472,-0.0526316962356002,0.157646777281416,0.738684673781088
77,1,93789,-0.00105918514670714,0.156047197145291,0.994588158693425
78,1,94351,-0.0148200179460126,0.156455907533935,0.924588365180474
79,1,99148,0.00783930303315536,0.156046649507309,0.959962004068773
82,1,106800,0.0572322705668084,0.156228002373326,0.714332262818899
83,1,107970,0.0880111871585857,0.155724321575698,0.572315086291636
84,1,109000,0.0816295582913908,0.156008837810423,0.601137791450538
85,1,112549,-0.113716540179748,0.155775114237653,0.465871568310876
86,1,112742,-0.0985198776872729,0.156412138738141,0.529184763695088
87,1,113050,-0.121010012802688,0.156103920304534,0.438747066306972
88,1,113135,-0.106212328528296,0.155736221420855,0.495685270052829
89,1,114076,-0.00701486340747726,0.155838342315356,0.964121826321379
90,1,114628,0.025344646557422,0.156227210530751,0.871218029660676
91,1,116283,-0.0617606165728438,0.157067592294206,0.69440142774441
93,1,127853,0.0124304999408813,0.156808084417323,0.936861147543807
94,1,128302,0.0301676876018979,0.156198898469805,0.846963247876584
95,1,128704,0.00466618125281149,0.156362446479536,0.97620986006182
96,1,128911,0.0822452245851791,0.156318669081118,0.599122574180184
97,1,130267,0.14573060389036,0.156113252463747,0.351203633435627
98,1,130271,0.13041353693,0.156337321886659,0.404743443211774
99,1,130613,0.176936092824367,0.157672754515488,0.262551640471443
100,1,132012,-0.0843562434784514,0.157554507832501,0.59270358584185
101,1,133231,-0.114659222364406,0.156380978653594,0.463920392411772
102,1,137074,-0.0736665137649285,0.15622824200039,0.637552638815718
103,1,137304,-0.159097760831849,0.156102248495721,0.308811039066408
104,1,139686,-0.11191594830924,0.156423823729406,0.474794017594802
105,1,149562,-0.0999796368656501,0.15680404503126,0.524141721345179
106,1,150447,-0.0463421711842258,0.158615448948656,0.770330716448393
108,1,154084,-0.0430919524769041,0.15910819418523,0.786676789080115
110,1,157269,-0.135076986107768,0.156071230285708,0.387361588392996
111,1,160054,-0.0594909126236836,0.157689321644144,0.706202205758273
112,1,166222,-0.0581960580286759,0.156523917871095,0.710262629980982
113,1,166416,-0.042117906804381,0.156220649902754,0.787621492541946
114,1,167326,-0.0587968470330108,0.157093387239924,0.708421045229957
115,1,168836,-0.0568885318985921,0.156350633378892,0.716186157181138
116,1,171200,-0.147914867672234,0.156416140498291,0.344974148560583
117,1,171431,-0.228640515292864,0.157121328536423,0.146506879704882
118,1,173339,-0.165597364709069,0.156117749818386,0.289541939410393
119,1,173845,-0.158545471637458,0.156008679349076,0.310201337270089
120,1,175121,-0.221712926590476,0.155479781775496,0.15475436924555
121,1,175281,-0.19735081653998,0.15570559724374,0.205825856604339
122,1,175315,-0.2084679992764,0.155615299853622,0.181225210504024
123,1,175523,-0.18677119121639,0.156579071283339,0.233739658541448
124,1,175541,-0.203481331098274,0.155878214913788,0.192611416927717
125,1,175653,-0.227485828768991,0.156280107537866,0.146383999111646
128,1,175856,-0.215184404173913,0.158924002593026,0.176599940470078
129,1,175876,-0.189998348028029,0.156568071789678,0.225742749641273
130,1,175989,-0.194428121583828,0.157001284470617,0.216396046550411
131,1,176001,-0.198000580315892,0.157810330080338,0.210427057180744
133,1,177692,-0.151644127469871,0.155801445079414,0.331062471261227
134,1,178191,-0.164140894288769,0.155920712582611,0.293189278488065
135,1,178224,-0.151644127469871,0.155801445079414,0.331062471261227
136,1,178960,-0.146534759723234,0.157062873214683,0.351473769647671
140,1,183802,-0.131607272491927,0.155872698435029,0.399059453892095
141,1,183954,-0.0953374407012257,0.157084018909632,0.544294125220051
142,1,184450,-0.0399601940730708,0.155775352522152,0.797695304437191
144,1,184718,-0.0933734250982602,0.156596186314908,0.551377809392359
145,1,185296,-0.0363385993213964,0.155998377629727,0.815941326177868
