SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.209740434852254,0.169482386845261,0.216710947526535
9,1,27272,-0.0979708291774855,0.167217599850276,0.558325004637687
16,1,27843,0.0577876024323999,0.163311571195368,0.723663454316035
17,1,27848,0.0577876024323999,0.163311571195368,0.723663454316035
18,1,28495,-0.011512926666167,0.163342027298428,0.943848702440919
19,1,28975,0.00303504830745753,0.162251240634289,0.985086325120853
26,1,31435,-0.0704652954741615,0.16177797239057,0.663416460228721
29,1,36146,-0.110147033162946,0.160880239718455,0.494012596460424
31,1,37409,-0.0338923741212889,0.161847402226841,0.834249420631127
32,1,37478,-0.0417068931045284,0.161981384149016,0.796958630188037
33,1,39144,0.0840619605118272,0.161195281360153,0.602351482977631
34,1,41499,0.029486100574171,0.160802412004489,0.854614150081019
37,1,51248,-0.104508584234515,0.161398729405629,0.51771762211986
38,1,51462,-0.106280836332759,0.161614573118225,0.511211473382511
39,1,52124,-0.0601271314600613,0.161462840694867,0.709826040178702
40,1,52667,-0.0884477446673647,0.161166997219761,0.583492644572718
42,1,59265,0.202333914273913,0.160794169042817,0.209100055629645
43,1,60165,0.146488200287843,0.160843756156153,0.363049409798104
44,1,62308,0.0714523312751974,0.160810553294056,0.657079082338355
45,1,62869,0.0553768365463293,0.160808304254785,0.730776467199583
49,1,66841,0.121616099443272,0.160780866464536,0.44990850242575
50,1,66948,0.0943495904867323,0.161820744049002,0.560231901250135
51,1,68621,-0.071744316652436,0.161414895474827,0.656974120968602
52,1,69417,-0.0347495256985399,0.161021995119357,0.829263550507537
56,1,74327,-0.0486118095628778,0.16189728870251,0.764153094253292
57,1,74572,0.00117944281484197,0.161486872663795,0.994176711847277
58,1,75211,-0.0066143015633788,0.161192124216606,0.967292266157476
59,1,76030,-0.0277477431277318,0.161185742914544,0.863420120745854
60,1,80108,0.120792869977378,0.161026101285316,0.453667264543786
61,1,81262,0.0536015031986891,0.161068207675559,0.739492161938259
62,1,81999,0.110319697026187,0.161380100473839,0.494675227845764
63,1,82431,0.0383727535013516,0.162238466105465,0.813165841334025
64,1,83284,0.0946621242274709,0.160991822908191,0.556912715102992
65,1,83613,0.164278339774899,0.160815370026575,0.30770115667027
66,1,84112,0.107927208513911,0.160968177328569,0.50298525820733
68,1,84858,0.162141147192462,0.161294531830946,0.315465592540853
69,1,85751,0.173831390232896,0.161925035586716,0.283766664358786
70,1,87445,0.210839503497343,0.162144137931724,0.194339132671927
71,1,87467,0.137323986056577,0.163219295605645,0.400723415055393
72,1,89070,0.155593031627316,0.162148963207462,0.337929219396541
73,1,89616,0.181178304433411,0.161198708672076,0.261800565607912
74,1,89679,0.111600397760291,0.161398069232504,0.489730658091178
75,1,89880,0.13857711998623,0.161379794337751,0.391087760410909
76,1,91472,0.165252836541275,0.162509547728378,0.309906586682578
77,1,93789,0.207852223030042,0.160690277434036,0.196685350149525
78,1,94351,0.130048280213857,0.161346148288734,0.420773753008158
79,1,99148,0.24297628281515,0.160550637216346,0.131074533047447
82,1,106800,0.0750112473520255,0.161238487639475,0.642061317414879
83,1,107970,0.108068595533196,0.160707169104578,0.501732985819497
84,1,109000,0.0679207715118725,0.161052904455463,0.673479124874563
85,1,112549,-0.100037609182181,0.160822997302294,0.534320092407473
86,1,112742,-0.0639545088725631,0.161502154779998,0.692345842004719
87,1,113050,-0.069360328715601,0.161224009766596,0.6673047447485
88,1,113135,-0.00432923320258679,0.160855351005224,0.978543672999994
89,1,114076,0.0680108055477503,0.160814780812334,0.672615597792702
90,1,114628,0.0967577779576279,0.161180200544363,0.548686117814979
91,1,116283,0.160167517333335,0.161935142907998,0.323299338656184
93,1,127853,0.284187715030485,0.161149143025389,0.078680005416978
94,1,128302,0.258594336211507,0.16064721014782,0.10835651486386
95,1,128704,0.184738399830307,0.161096442146265,0.252258943362493
96,1,128911,0.274643035258529,0.16075083610257,0.0884223804658853
97,1,130267,0.16919541543988,0.161086062067407,0.294279544680555
98,1,130271,0.162663227256619,0.161296884625121,0.31391917138418
99,1,130613,0.213111435909904,0.162643507469396,0.190947037897127
100,1,132012,0.0505958211551092,0.162670196840489,0.755959020032253
101,1,133231,-0.158774855091176,0.161316824984046,0.325670466745076
102,1,137074,0.0403514596339822,0.161293984709252,0.802598810672799
103,1,137304,-0.0873738864489424,0.161297325293321,0.588370659229976
104,1,139686,-0.0302100752274357,0.161568407913276,0.851783662075232
105,1,149562,-0.0546755396051179,0.16191887054116,0.735810756901944
106,1,150447,0.0283830700164753,0.163734386229334,0.862477053731841
108,1,154084,-0.0267160465259623,0.164241075384785,0.870876374285291
110,1,157269,-0.106076161946788,0.16116740993485,0.510855480002214
111,1,160054,-0.0402306157121055,0.162784347949663,0.804943113040611
112,1,166222,-0.0226149041395219,0.161589848360137,0.888777334038717
113,1,166416,-0.0147159606944233,0.161264367816337,0.927342813434
114,1,167326,-0.0206823812554284,0.162178936381693,0.898595002758444
115,1,168836,-0.0326534682539743,0.161404739965681,0.839792500076874
116,1,171200,-0.152806415260632,0.16145110476057,0.344563314554795
117,1,171431,-0.221967772516357,0.162235461672115,0.172125081144762
118,1,173339,-0.226106900698651,0.160950773921325,0.160954088568695
119,1,173845,-0.259471132303468,0.160673851855133,0.107227220354754
120,1,175121,-0.273169179476307,0.160288462870005,0.0892171862750371
121,1,175281,-0.269718213652615,0.160442365689194,0.0936297557518744
122,1,175315,-0.283257056524365,0.160325326459934,0.0781318319753992
123,1,175523,-0.265231254244431,0.161328559767231,0.101057370810627
124,1,175541,-0.277266692763268,0.160607522170357,0.0851572766066484
125,1,175653,-0.284243484126099,0.161085577389569,0.0785042617274166
128,1,175856,-0.289633897850038,0.163741411421992,0.077782510389827
129,1,175876,-0.269857650963309,0.16130682364251,0.0952238106102316
130,1,175989,-0.2391838313155,0.161907359570521,0.140489990807097
131,1,176001,-0.234763612646163,0.16277443989475,0.150114727625386
133,1,177692,-0.195660715982121,0.160695528633737,0.224194407530766
134,1,178191,-0.197276794453088,0.160850163736124,0.220841900312384
135,1,178224,-0.195660715982121,0.160695528633737,0.224194407530766
136,1,178960,-0.173848538480104,0.162054809178701,0.284104376843
140,1,183802,-0.210674983751669,0.160662071293122,0.190611222710479
141,1,183954,-0.194495916148347,0.161894777191178,0.230412195191218
142,1,184450,-0.118325796191556,0.160681649748897,0.461977036227066
144,1,184718,-0.165517393407013,0.161478544427168,0.306059565644961
145,1,185296,-0.141732941575036,0.160855825253304,0.378853551097617
146,1,185438,-0.126417189882359,0.160899594809807,0.432576213941183
