SNP,Chr,Pos,Effect,SE,ALO1_HYR1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0726333160440049,0.15199428451234,0.633039414516627
9,1,27272,0.0435405680561503,0.149742160873041,0.771397784589233
16,1,27843,-0.0136054570820219,0.146214921846399,0.925915765523597
17,1,27848,-0.0136054570820219,0.146214921846399,0.925915765523597
18,1,28495,0.0376221114928034,0.146205370647845,0.797078804631261
19,1,28975,0.0298593332618392,0.145232996534879,0.837224959987696
26,1,31435,0.0296866371098527,0.144848259766518,0.837729389144972
29,1,36146,-0.115634352815116,0.143978450282385,0.422436259414634
31,1,37409,-0.0111278540361869,0.144887905938273,0.938823620716603
32,1,37478,-0.00553163066654455,0.145013370105068,0.969593109728631
33,1,39144,0.00822440038556778,0.144351270972918,0.954597418853006
34,1,41499,-0.0457982544425397,0.143930894568972,0.750524326326866
37,1,51248,-0.127900357403102,0.144403890614934,0.37637532181926
38,1,51462,-0.122951273206176,0.144612298789591,0.395782904548899
39,1,52124,-0.140536905327168,0.144370614110633,0.330998570972246
40,1,52667,-0.170922883704616,0.144045587588826,0.236187820723001
42,1,59265,-0.0670382335519288,0.144215630007581,0.642327472566903
43,1,60165,-0.0693167731086397,0.144103530370723,0.630799835534789
44,1,62308,-0.157787146744336,0.143747101316442,0.273095978887812
45,1,62869,-0.186450669543366,0.143631713942841,0.195094874299138
49,1,66841,-0.148052667838659,0.143826277850226,0.304003411638274
50,1,66948,-0.198275621318959,0.144541249974091,0.171009974623217
51,1,68621,-0.217399914168014,0.144069459256928,0.132194878810662
52,1,69417,-0.189287384349573,0.143798255320612,0.188914041587977
56,1,74327,-0.0154659760861233,0.144940942915076,0.915083342038113
57,1,74572,-0.037735387294087,0.1445434420351,0.794193802197912
58,1,75211,0.0065427649403883,0.144293459747631,0.963859185342522
59,1,76030,-0.0618163663123893,0.144256364457039,0.668535805156825
60,1,80108,-0.0933258662035798,0.144174220130579,0.51785002771678
61,1,81262,-0.196851107816644,0.143824103454325,0.171965485485797
62,1,81999,-0.175323447097989,0.144255894667312,0.225039447159617
63,1,82431,-0.178645241333142,0.144930123596303,0.218534078586885
64,1,83284,-0.138044827515242,0.143997464109317,0.338385418842
65,1,83613,-0.0991336280122019,0.144072316633541,0.491852782108389
66,1,84112,-0.116370205433336,0.144051695779161,0.41972879202535
68,1,84858,-0.00562340785918633,0.144591414240269,0.968998708706802
69,1,85751,-0.100225789151591,0.145087999898085,0.490149554304973
70,1,87445,-0.119771830227412,0.145353222802964,0.410492916889556
71,1,87467,-0.159531248129785,0.146007923600834,0.275305569992054
72,1,89070,-0.106560710201221,0.145228541064042,0.463591230430656
73,1,89616,-0.111236452108136,0.144436103416121,0.441730164630824
74,1,89679,-0.0849570486301828,0.144504970642362,0.556963363236308
75,1,89880,-0.121318724388855,0.144468100823404,0.401610594355733
76,1,91472,-0.0619668703204054,0.145648420732482,0.67076416726839
77,1,93789,-0.0849442764875947,0.144113889469006,0.555953495860261
78,1,94351,-0.185884932093432,0.144225311740584,0.198293897061243
79,1,99148,-0.160187908669521,0.143932491274446,0.26649244768312
82,1,106800,-0.138258765630007,0.144191624697698,0.338288393224447
83,1,107970,-0.157915302999386,0.14370595162961,0.272570203464607
84,1,109000,-0.121192045433415,0.144060887955905,0.400774202214152
85,1,112549,-0.194470027146851,0.143669615935361,0.176732674092153
86,1,112742,-0.176213439056385,0.144298696432121,0.222836116153434
87,1,113050,-0.166553729525641,0.144087470621404,0.248495223518373
88,1,113135,-0.237106330846259,0.143438127701046,0.0992155010807271
89,1,114076,-0.0885773658277204,0.143915015834358,0.538631844872498
90,1,114628,0.0114384030963575,0.144355207183257,0.936888300727874
91,1,116283,0.0796286906924335,0.14509750249055,0.583493520626162
93,1,127853,0.241551469016409,0.144317590088221,0.0950656778569501
94,1,128302,0.200578154720854,0.143937214694058,0.164341924307867
95,1,128704,0.188344541811498,0.144128047879053,0.192136018594465
96,1,128911,0.249357575846511,0.143881415577709,0.0839552613029726
97,1,130267,0.243936567246913,0.143838968712146,0.0907864228891545
98,1,130271,0.248492003551768,0.143989011710738,0.0852637680228723
99,1,130613,0.294958577121507,0.145099582773642,0.0428205850810849
100,1,132012,0.0688735466052135,0.14559046454441,0.636460199709943
101,1,133231,-0.0411247315144451,0.144586605207736,0.776247841688599
102,1,137074,-0.0546330301113327,0.144368235584896,0.705339907246936
103,1,137304,-0.082106778436384,0.144381585777948,0.569935594084571
104,1,139686,-0.00878964761121157,0.144636777221547,0.951576384412837
105,1,149562,-0.0760366831497541,0.144911000053843,0.600112087166038
106,1,150447,-0.0912732826476561,0.146494991127376,0.533655870348744
