SNP,Chr,Pos,Effect,SE,SNA4_VAC8_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0320689312399052,0.0619859411159972,0.605230203740024
9,1,27272,-0.0406830868374779,0.0610398009027093,0.505526305163598
16,1,27843,0.181070584596288,0.0588491507632391,0.00225537094662322
17,1,27848,0.181070584596288,0.0588491507632391,0.00225537094662322
18,1,28495,0.21130880092855,0.0585638645005361,0.000352869103390676
19,1,28975,0.193423289919907,0.0583339454872031,0.0010087393757402
26,1,31435,0.169528969274354,0.0583853464012329,0.0039207852145208
29,1,36146,0.138336396877543,0.0583108155126738,0.0182085106291139
31,1,37409,0.14114749687877,0.0586121237159571,0.016545135165789
32,1,37478,0.132789532245739,0.0587185919140962,0.0243389745205177
33,1,39144,0.0858214297410981,0.058695059656725,0.144587691963178
34,1,41499,0.0427048072752198,0.0586652165937938,0.467132366080923
37,1,51248,0.126621590282676,0.0585726828326045,0.0313062684000913
38,1,51462,0.113877168610429,0.0587271299136437,0.0532870242350888
39,1,52124,0.108546259025788,0.0586753859932177,0.065156980740032
40,1,52667,0.100068598240051,0.0586231853723306,0.0887051627813903
42,1,59265,0.0898900963613828,0.0586400886275371,0.126193240010738
43,1,60165,0.0588873744713597,0.0587068735261699,0.316511947966237
44,1,62308,0.0531580283530038,0.0586576280474329,0.365425737319347
45,1,62869,0.0572514738352008,0.0586393277634689,0.329568377733034
49,1,66841,0.0576399359834933,0.0586659609758547,0.326521208075681
50,1,66948,0.0753601171405286,0.058970401211741,0.202113387742864
51,1,68621,0.0585003372585032,0.0588642400380542,0.320992252937876
52,1,69417,0.0555852565064294,0.0587159929377043,0.344449435834181
56,1,74327,0.00238119758086219,0.0591135701243456,0.967891282239428
57,1,74572,-0.0140466839910421,0.0589515858973138,0.811806131417879
58,1,75211,0.00039553609603879,0.0588488505586228,0.994641079097489
59,1,76030,0.0522104474367257,0.0587832073949532,0.375045265383896
60,1,80108,-0.00446079373804273,0.0588344609268091,0.939605729590304
61,1,81262,-0.0189937849190342,0.0588040083605256,0.746885323552101
62,1,81999,-0.0321761057941783,0.058931448001141,0.585416240472735
63,1,82431,-0.011781962105026,0.0592320906975887,0.842446250942716
64,1,83284,-0.0522061333678375,0.0587386773487567,0.374723162409928
65,1,83613,-0.0343038028574618,0.0587695287110919,0.5597946039576
66,1,84112,-0.0188366499925387,0.0587958159232372,0.748874399774966
68,1,84858,0.00177623951282628,0.0589702513418904,0.975987621332733
69,1,85751,-0.0436924085655158,0.0591670270080432,0.460726400347842
70,1,87445,-0.0499882369187137,0.0592782036798662,0.399641842002812
71,1,87467,-0.0483164336573408,0.0595930576768693,0.418042404247569
72,1,89070,-0.0682999643386227,0.0591636208549596,0.249106884333368
73,1,89616,-0.027348792855656,0.0589383540054079,0.642916787664583
74,1,89679,-0.0430792997778939,0.0589191946460268,0.465167083312223
75,1,89880,-0.0410135100139611,0.0589383210360218,0.486967060910199
76,1,91472,-0.0430237146790714,0.0593723752518431,0.469151731904326
77,1,93789,-0.0245959915704327,0.0587897894918611,0.675929691165467
78,1,94351,0.00127624018315786,0.0589590866650355,0.982742410085213
79,1,99148,0.0278505964901005,0.0587856768196039,0.635960368632104
82,1,106800,0.0439271837265763,0.0588372491793208,0.455809237742264
83,1,107970,0.0401729694784932,0.0586702826480937,0.493967221864802
84,1,109000,0.0337004315874762,0.0587853388054168,0.56682045719986
85,1,112549,0.0444119868178735,0.0586985448132192,0.449787386738749
86,1,112742,0.0491949035002106,0.0589168419348786,0.404288760678397
87,1,113050,0.0907426648249606,0.0586773502923706,0.122887509496705
88,1,113135,0.0404173581322067,0.0586864098619529,0.491464154446964
89,1,114076,0.0368529184625869,0.058693057033655,0.530480476451523
90,1,114628,0.0313081015386862,0.0588508027955164,0.595066829069291
