SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0732577765740949,0.144258649707973,0.61189503687137
9,1,27272,-0.0347814997655971,0.142132049858544,0.806821176811288
16,1,27843,0.0584880726164462,0.138746006587237,0.673611700123112
17,1,27848,0.0584880726164462,0.138746006587237,0.673611700123112
18,1,28495,0.0698130907590171,0.138733420195702,0.615125175290173
19,1,28975,0.0371672800218209,0.137841291737835,0.787596145904271
26,1,31435,0.00421689880404535,0.137490058224204,0.975549592954578
29,1,36146,-0.0354353729366572,0.136768280242741,0.795716373477568
31,1,37409,0.0498063484160629,0.13749528826103,0.717389152935511
32,1,37478,0.0436305603154364,0.13761946794286,0.751402413313674
33,1,39144,0.00383628963606933,0.137010825152314,0.977678052138187
34,1,41499,-0.0140428632646775,0.136628894906346,0.918195096339824
37,1,51248,-0.0835932229447208,0.137140350381954,0.542555344709907
38,1,51462,-0.0821215662380944,0.137329024794118,0.550229168734856
39,1,52124,-0.0449675251361886,0.137191628678238,0.743278642920461
40,1,52667,-0.127820313180437,0.136823571610666,0.350840323729702
42,1,59265,0.0654032649265351,0.136879235346119,0.633075996573942
43,1,60165,0.0337394467793654,0.136808238857979,0.805346814712053
44,1,62308,-0.0656336925522644,0.136624899210817,0.631245289392531
45,1,62869,-0.0648797104078465,0.136608748687285,0.635129955085842
49,1,66841,0.0169104362631203,0.136713827008237,0.901629373368808
50,1,66948,-0.0158593755514025,0.137553246910571,0.908275855185403
51,1,68621,-0.204660415230131,0.13675003498634,0.135390315365604
52,1,69417,-0.0963947730126453,0.136723795282876,0.481254693082686
56,1,74327,0.0226352991403598,0.13756697512624,0.869400070670686
57,1,74572,0.0427437994491801,0.137187126767257,0.7555490166027
58,1,75211,0.074176191887,0.136898958976228,0.588276304011006
59,1,76030,0.108350138189038,0.136834405711173,0.428989223988925
60,1,80108,0.0343211956229562,0.13691130678799,0.802205848498048
61,1,81262,0.0245296110688251,0.136865502229536,0.857864482475943
62,1,81999,-0.0445468016246923,0.137185501786415,0.745585754732214
63,1,82431,-0.104524264232432,0.13774318538857,0.448458014916247
64,1,83284,0.016351155429692,0.136849565676469,0.904960915209449
65,1,83613,0.0642973788096777,0.136794452472664,0.638624440929692
66,1,84112,0.0314197923696773,0.136842114899239,0.818530802761983
68,1,84858,0.176851316670468,0.136915390094439,0.197311936450925
69,1,85751,0.106726520458562,0.13768552890711,0.438771756850782
70,1,87445,0.0935169364718337,0.138004232861607,0.498445025306538
71,1,87467,0.0389146590928661,0.138801439353439,0.779363963582616
72,1,89070,0.0873563606398665,0.137869702903833,0.526742194351674
73,1,89616,0.104238685549039,0.137093772469295,0.447555402693609
74,1,89679,0.0744685489867173,0.137166110237682,0.587535917443318
75,1,89880,0.0756586570352626,0.137199049460618,0.581672918624397
76,1,91472,0.115418868405463,0.138140445016333,0.403991105330506
77,1,93789,0.0675722584919657,0.136805066234061,0.621662129526596
78,1,94351,0.0135518374717515,0.137210608136195,0.92137957806307
79,1,99148,0.0285143065222009,0.136843917358284,0.835059457960677
82,1,106800,-0.0509708584782149,0.137010074680698,0.710099170895095
83,1,107970,0.00212206512686282,0.136630892599067,0.987617031127165
84,1,109000,0.024901964589451,0.136865311742525,0.855730292038346
85,1,112549,-0.144368039481476,0.136500687634851,0.290944650679468
86,1,112742,-0.101572672341888,0.137142924322861,0.459407914436031
87,1,113050,-0.105743003603025,0.136902907041023,0.440397840026249
88,1,113135,-0.108987436540708,0.136546391260123,0.425307606683561
89,1,114076,-0.0231107832561638,0.136664016394174,0.86580967595493
90,1,114628,0.0095793806671012,0.137014353226069,0.944300774662329
91,1,116283,0.0287930027755281,0.137768843711652,0.834572672406925
93,1,127853,0.0164544061092375,0.137518052286276,0.904826338861901
94,1,128302,0.0269725768343379,0.136985080075431,0.844017885274309
95,1,128704,0.00222086161919699,0.137128917506041,0.987087631843081
96,1,128911,0.062046909726593,0.137104378520614,0.65114910526392
97,1,130267,-0.0575954916892811,0.137044855717928,0.674545791295907
98,1,130271,-0.0588809860922008,0.13720604562177,0.668081096608098
99,1,130613,0.0543005978210902,0.138494196809123,0.69523681373348
100,1,132012,-0.187539442159849,0.13786945313691,0.174613049041091
101,1,133231,-0.205186022916109,0.136814258001788,0.134575177033546
102,1,137074,-0.211439310802343,0.136591425609006,0.122525755469755
103,1,137304,-0.254623754664709,0.136430428050679,0.0628246740639857
104,1,139686,-0.201969323093897,0.136860531007428,0.140907539481619
105,1,149562,-0.255104136751388,0.136923674273533,0.0632768294042055
106,1,150447,-0.229442262993361,0.138584465494085,0.0986888577249477
108,1,154084,-0.21545426143608,0.139079332559882,0.122242545052632
110,1,157269,-0.284038749930164,0.136181981996428,0.0377208488911314
111,1,160054,-0.209349366976627,0.137870802770845,0.12979708415247
112,1,166222,-0.205439067553068,0.136861176566127,0.134229743306002
113,1,166416,-0.202156081102898,0.136595428401537,0.13977520788027
114,1,167326,-0.24052208618977,0.137201215727222,0.0804595733993379
115,1,168836,-0.24115654063019,0.136542181707684,0.0782318242020304
116,1,171200,-0.335051100454416,0.136186923384065,0.0143632347021182
117,1,171431,-0.408812105418422,0.136483438132039,0.00293517996709264
118,1,173339,-0.374788556204736,0.135673592995717,0.00603765316454481
119,1,173845,-0.366508457704473,0.135622815103314,0.00721644991450509
120,1,175121,-0.394592389085931,0.135124470651954,0.00372266163849882
121,1,175281,-0.393799073576743,0.135248647265431,0.00382354526287127
122,1,175315,-0.39106913795765,0.135227494177298,0.00406605584474639
123,1,175523,-0.373959056520514,0.136148034583818,0.00632824862003983
124,1,175541,-0.393536400646717,0.135423422273687,0.00389217483323112
