SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.149292430146657,0.146738481799561,0.309657711663495
9,1,27272,-0.0555010118060552,0.144716413181139,0.701568327566665
16,1,27843,0.0933059290439972,0.141234519433925,0.509270666365335
17,1,27848,0.0933059290439972,0.141234519433925,0.509270666365335
18,1,28495,0.101456695620584,0.141220887901853,0.472970167096711
19,1,28975,0.0992793984937503,0.140279935380506,0.479584014987062
26,1,31435,0.0869693465357431,0.139930948908474,0.534661219797181
29,1,36146,0.0221618982757212,0.139280557795764,0.873667726776002
31,1,37409,0.0350960893980329,0.140026190825851,0.802238685787183
32,1,37478,0.0366338432523362,0.140145469549361,0.79393750637294
33,1,39144,-0.0575244943181913,0.139485852947714,0.680293827904914
34,1,41499,-0.13132974522063,0.138956757152305,0.345247977242106
37,1,51248,-0.164402779841764,0.139450404833116,0.239218602130851
38,1,51462,-0.173741300926039,0.139608210502746,0.214144176350244
39,1,52124,-0.118938245580828,0.139581188684685,0.394731886297555
40,1,52667,-0.174876097841371,0.139189880782338,0.209807171946778
42,1,59265,-0.0245876981929912,0.139424223493424,0.860118780083488
43,1,60165,-0.0635891421157649,0.139283887489505,0.648280035839604
44,1,62308,-0.0465987435884246,0.139149673216224,0.73791287933858
45,1,62869,-0.0517639312620911,0.139127018539655,0.710069648572367
49,1,66841,0.0377678829917414,0.13920536443431,0.786310786756174
50,1,66948,0.0144397586807335,0.140072178065672,0.917951678745119
51,1,68621,-0.162182241523518,0.139427867818748,0.245534793436246
52,1,69417,-0.132134504704955,0.139147388745667,0.342964677760649
56,1,74327,-0.0736238458975161,0.140036184582869,0.599392911405544
57,1,74572,-0.0345213188935554,0.139705951720435,0.804974601503328
58,1,75211,-0.0365197088976605,0.13944979411655,0.79356340506287
59,1,76030,-0.0246785132144852,0.139457154498029,0.859640311057873
60,1,80108,-0.0777580070411066,0.139368928986133,0.577246332037973
61,1,81262,-0.0971577405383073,0.139281690152966,0.485909769043463
62,1,81999,-0.152241416365371,0.139482867880737,0.275810368937085
63,1,82431,-0.210893026674051,0.139929940034103,0.132670946731153
