SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0144057885354096,0.17053653341591,0.932727994124865
9,1,27272,0.0107188867890968,0.167976190565612,0.949156088753978
16,1,27843,0.0383204143461634,0.163990076904727,0.81537259408067
17,1,27848,0.0383204143461634,0.163990076904727,0.81537259408067
18,1,28495,0.066600239746904,0.163967102985648,0.68485609847354
19,1,28975,0.0485403369665367,0.162888645860112,0.765880724935468
26,1,31435,-0.0394030638483938,0.162463973716287,0.808507142158642
29,1,36146,-0.186033715190761,0.161336151126387,0.249657160827634
31,1,37409,-0.0631590622688276,0.162478898556399,0.69771643405877
32,1,37478,-0.0644981700697358,0.16261714271285,0.691883016103184
33,1,39144,0.0172737642146285,0.161908534211315,0.915096782273344
34,1,41499,-0.0654147430706616,0.161424496197756,0.685550769292338
37,1,51248,-0.186491008277623,0.161845205454146,0.249985740420656
38,1,51462,-0.184968746905176,0.162070435734879,0.254524489273835
39,1,52124,-0.159736240811775,0.161926254733289,0.324575622525505
40,1,52667,-0.212217800106011,0.161494909460902,0.189671373925495
42,1,59265,-0.056592358202486,0.161779722604686,0.726689005023482
43,1,60165,-0.0836053176434155,0.161624242338583,0.605283264115987
44,1,62308,-0.0406609021359181,0.161493168821193,0.801356908390378
45,1,62869,-0.0462612565189906,0.161468611996041,0.774660902519349
49,1,66841,0.0512791594556328,0.161540436763071,0.751098549461676
50,1,66948,0.00257973329486877,0.162554968076005,0.987347138084627
51,1,68621,-0.171100103832736,0.161858674523209,0.291190802654003
52,1,69417,-0.124556983285675,0.16154951786641,0.441214230791295
56,1,74327,-0.04985793089697,0.162552763467873,0.759238530405906
57,1,74572,-0.0184310719370308,0.162138630041226,0.909560233733028
58,1,75211,-0.00442140772481803,0.16184585685863,0.978221031965127
59,1,76030,0.0380365918672727,0.161833365620272,0.814317432499501
60,1,80108,0.0249493008221555,0.161802311701961,0.8775431601077
61,1,81262,-0.0416096240858645,0.161731427233286,0.797115574281523
62,1,81999,-0.105724799241108,0.162043922195781,0.514538567879215
63,1,82431,-0.157303385046451,0.162693848419584,0.334272244447011
64,1,83284,-0.0836115684832258,0.161662428141187,0.605341499056042
65,1,83613,-0.0527361273854872,0.161681485097266,0.744486785960693
66,1,84112,-0.0779279378981048,0.161670472287408,0.630092489948799
68,1,84858,0.0625964086007137,0.162145877332211,0.699692238080277
69,1,85751,-0.0379195855497976,0.16283419760666,0.815995479322815
70,1,87445,-0.0483248304717843,0.163170680773451,0.767281105873261
71,1,87467,-0.119697200805507,0.163921508281631,0.465745862465502
