SNP,Chr,Pos,Effect,SE,PLM2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.00751286910837734,0.065634363379118,0.908933884783218
9,1,27272,-0.0410482832851264,0.0646129571445996,0.525647678184023
16,1,27843,0.00202797970588402,0.0631201523350368,0.974387431672728
17,1,27848,0.00202797970588402,0.0631201523350368,0.974387431672728
18,1,28495,0.0277480866395219,0.063103986602427,0.660408977600461
19,1,28975,0.00716913750369957,0.0626981760195523,0.909030399251374
26,1,31435,-0.0140377981616712,0.0625287530660422,0.82249699834854
29,1,36146,-0.0167309797590373,0.0622043954520385,0.788111590253956
31,1,37409,0.0572228471868848,0.0624729373728245,0.360312038553501
32,1,37478,0.0433509456140962,0.062558365803137,0.488785285914308
33,1,39144,-0.0229745820117671,0.0623032394134199,0.712531997449654
34,1,41499,-0.0298171991994591,0.0621221215473335,0.631540907014415
37,1,51248,-0.0848076710128634,0.0622434399748958,0.173903801266493
38,1,51462,-0.0850081636357186,0.0623275124301937,0.173469742565056
39,1,52124,-0.0959886296345358,0.0621974216437079,0.12365650583196
40,1,52667,-0.116604850600981,0.0619970150846694,0.0608202082571258
42,1,59265,0.0176042146858494,0.0622683994364617,0.777560968327142
43,1,60165,-0.0302656125447627,0.0622075355650635,0.626895862903569
44,1,62308,-0.0259298361646832,0.062144628596857,0.67674931851341
45,1,62869,-0.0206130084739877,0.0621424602821415,0.740308342301855
49,1,66841,-0.014075965540361,0.0621769225942601,0.821032486772586
50,1,66948,-0.0150494686425607,0.0625579229987748,0.81002918296779
51,1,68621,-0.000369791154552906,0.0623935630161726,0.995274511943945
52,1,69417,0.0242438508993212,0.0622150090238712,0.697009297962957
56,1,74327,-0.00159236191492795,0.0625704586679072,0.979711127099633
57,1,74572,-0.0222530331354807,0.0623926925172218,0.721558782874449
58,1,75211,-0.0136191933541491,0.0622859587252858,0.827044451373517
59,1,76030,0.0106676160112366,0.0622875888622437,0.864114386335773
60,1,80108,0.0182880413176265,0.0622678411257376,0.769160046470393
61,1,81262,-0.0456953961682492,0.0622043770520538,0.463070242234584
62,1,81999,-0.0957887086614803,0.0621953217969028,0.12442524483463
63,1,82431,-0.0581879727813686,0.0626228014395334,0.353429776210993
64,1,83284,-0.102817684723389,0.0620020478836509,0.0981462181264777
65,1,83613,-0.0792966356897021,0.0620929527459272,0.202419238557423
66,1,84112,-0.0928832642007713,0.0620464464824393,0.135287949198901
68,1,84858,-0.0791269922528839,0.0622765118449091,0.204716548332963
69,1,85751,-0.0759272180129198,0.0625448896610695,0.225573185527919
70,1,87445,-0.0703208553107851,0.0626961829292463,0.262789395599381
71,1,87467,-0.0864447961430314,0.062968734486713,0.170679511183551
