SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.10132075714813,0.0566134118179654,0.0743599695130484
9,1,27272,-0.125037514318525,0.0556188829166166,0.0251856222628224
16,1,27843,0.0750275888984567,0.0545442899966988,0.169837801665638
17,1,27848,0.0750275888984567,0.0545442899966988,0.169837801665638
18,1,28495,0.0916385279191412,0.0544732384838722,0.0934013876225192
19,1,28975,0.107824598145099,0.0540216022359144,0.0467069056141364
26,1,31435,0.089443300628567,0.0539721008249079,0.0983647305877136
29,1,36146,0.0856865177517773,0.0537089808849152,0.111520963271296
31,1,37409,0.0798058650091907,0.0540269865515767,0.140527494336187
32,1,37478,0.0740765505279463,0.0540968064234875,0.171765700160558
33,1,39144,0.0378441910685081,0.0539551956408476,0.483515360201275
34,1,41499,0.0415949987361845,0.0537974826209566,0.439934809623213
37,1,51248,0.073540032142335,0.0539303439294551,0.173558852696421
38,1,51462,0.0644729033302172,0.0540366705222118,0.233618815733485
39,1,52124,0.070095811688367,0.0539433355573731,0.194642973973219
40,1,52667,0.0134655799638694,0.0539807814994596,0.803156741194491
42,1,59265,0.021513305113449,0.0539461539407042,0.690287452068217
43,1,60165,-0.0164714364143675,0.0539104022450877,0.760139912852933
44,1,62308,0.000178187383646999,0.0538582317064782,0.997362110774216
45,1,62869,-0.0195474404545938,0.0538414169284906,0.716780476600333
49,1,66841,0.0239318278613317,0.0538617884961009,0.657084074668965
50,1,66948,0.0192178686029799,0.0541978451469553,0.723110511714046
51,1,68621,0.0453697212565989,0.0540066881663018,0.401434402755771
52,1,69417,0.00109494444475713,0.0539174985712575,0.983809326971394
56,1,74327,-0.00044765230710675,0.0542139593769592,0.993416493935432
57,1,74572,0.000730599231491658,0.0540696157787827,0.989226789079158
58,1,75211,0.0097807027887018,0.053968554997475,0.856291327008498
59,1,76030,0.0572654160697942,0.0538849333805421,0.288628525510361
60,1,80108,-0.0268553216528947,0.0539393692353101,0.618878792671773
61,1,81262,-0.075855671984504,0.053786589052283,0.1593292142697
62,1,81999,-0.0693802426346051,0.0539433828265247,0.199227457508121
63,1,82431,-0.0672875244846593,0.0542074041678818,0.215320019794238
64,1,83284,-0.0256366253300709,0.0539129976838373,0.634711597924615
65,1,83613,-0.0156777603983669,0.0539178627959202,0.771397089325034
66,1,84112,-0.0197667977378309,0.0539199991251242,0.714140832779359
68,1,84858,0.002241535148852,0.0540823383635774,0.966963205506463
69,1,85751,-0.024198938446457,0.0542894869760183,0.656059084840712
70,1,87445,-0.00592067904977125,0.0544186471040277,0.91342395836244
71,1,87467,-0.0303311877843437,0.0546806226685948,0.57945307609245
72,1,89070,0.0176037112101465,0.0543539954092814,0.746227107411293
73,1,89616,0.0200242879481911,0.0540591247091614,0.711295772650823
74,1,89679,0.0194194275852322,0.0540665980361338,0.719678131648923
75,1,89880,0.00691425137692848,0.054088926558726,0.898355364283732
76,1,91472,0.0224664643418765,0.0544785564799088,0.680303219232121
77,1,93789,-0.00992606672394059,0.0539276744005761,0.854070052057826
78,1,94351,-0.0142892189375427,0.0540668482272315,0.791712241960252
79,1,99148,-0.00723782341006553,0.0539288862900887,0.893312599381969
82,1,106800,0.013812639769036,0.0539980034771287,0.798254973030821
83,1,107970,0.0265235478206509,0.053824506315113,0.622475629120589
