SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.170507397130973,0.176354563298191,0.334283818836115
9,1,27272,0.0793388048023318,0.173884696122759,0.648474627634315
16,1,27843,-0.00782469886969602,0.169820065907203,0.96327540356109
17,1,27848,-0.00782469886969602,0.169820065907203,0.96327540356109
18,1,28495,0.0261674719991098,0.169817615066689,0.877625549712673
19,1,28975,0.0436608807325867,0.168672147322651,0.795901413322274
26,1,31435,-0.0170862429773418,0.168238761643224,0.919163996404842
29,1,36146,-0.111468748516644,0.167268512661015,0.505586889758883
31,1,37409,-0.0664075466720189,0.168241539404958,0.693291225472075
32,1,37478,-0.0674105734023446,0.168385101316802,0.689151415114286
33,1,39144,0.0431567479311843,0.167639027391635,0.796990248902657
34,1,41499,-0.0133603928845272,0.1671882141637,0.936352299584113
37,1,51248,-0.0738922497560124,0.167855295591689,0.660051549653806
38,1,51462,-0.0882701914558945,0.168063384449047,0.5997602330377
39,1,52124,-0.0882535747320346,0.167835644532967,0.599334189348737
40,1,52667,-0.228776156388997,0.167189452877003,0.172068203018224
42,1,59265,-0.173814929937071,0.167292111384355,0.299520243347435
43,1,60165,-0.108707126725427,0.167321094778375,0.516313921230313
44,1,62308,-0.0246440263384231,0.167231831274882,0.882928497285869
45,1,62869,0.0214169467572481,0.167212085370237,0.898156598368733
49,1,66841,0.0397866195496165,0.167281375025663,0.812141248351905
50,1,66948,0.0248204019448295,0.16831630182069,0.882850887111425
51,1,68621,-0.258817361774988,0.16729932029786,0.122751604688316
52,1,69417,-0.177544558642639,0.167154203378148,0.288889031200707
56,1,74327,-0.0232742344732393,0.16833701272195,0.890113963939772
57,1,74572,-0.0189821593501704,0.167890351781414,0.910045008677103
58,1,75211,0.0474166650232234,0.167568333142594,0.777366364415177
59,1,76030,-0.00673779558097676,0.167586953256334,0.967952600533053
60,1,80108,-0.0376235787894988,0.167535745066504,0.822443381515469
61,1,81262,0.0330190143353264,0.167475150542558,0.843817606823063
62,1,81999,-0.0998176318276144,0.167809313159863,0.55233971453203
63,1,82431,-0.163145599495997,0.168464514588652,0.333494156110009
64,1,83284,-0.0816618650731423,0.167404221829951,0.625985519260932
65,1,83613,-0.0559805930587261,0.167415671849929,0.738290772637955
66,1,84112,-0.108266093755133,0.167361463184314,0.518117217964823
68,1,84858,0.00193301953838457,0.167933230658914,0.990822540611417
69,1,85751,-0.0934464636340984,0.168550145292784,0.579647008389642
70,1,87445,-0.104954341174601,0.168887610991472,0.534708053554346
71,1,87467,-0.162444232345294,0.16964440553558,0.338941402291318
72,1,89070,-0.151804711764656,0.168607977512216,0.368552498202467
73,1,89616,-0.0958985448199222,0.167815787305475,0.568057443126738
74,1,89679,-0.125525525019696,0.167781685735015,0.45486906065412
75,1,89880,-0.0726630641890453,0.167912665149246,0.665465605938105
76,1,91472,-0.0983737661300624,0.169122877522019,0.561159991138406
77,1,93789,-0.092537161761681,0.167388191718408,0.580729941290973
78,1,94351,-0.111436281236629,0.167796571079686,0.50705001711442
79,1,99148,-0.0867370005566727,0.167396990384431,0.604677177923757
82,1,106800,-0.0198742343904898,0.167683185373418,0.905721064458457
83,1,107970,0.0695620473569707,0.16714872643946,0.677539558404509
84,1,109000,0.0951951632021096,0.167407714473565,0.56996026549682
85,1,112549,-0.0593657095362332,0.167264936439159,0.722861305553187
86,1,112742,-0.0172455163511511,0.167944050356647,0.918270428902511
87,1,113050,-0.00790781016484704,0.167663496186596,0.96240857774541
88,1,113135,0.0148933950732338,0.16723509650045,0.929087403982659
89,1,114076,0.0220825741746973,0.16723284501229,0.895022448616903
90,1,114628,0.0351859495327783,0.167649595629126,0.833884029445072
91,1,116283,0.0542639815895527,0.168567822656415,0.747710010827431
93,1,127853,0.102310976818506,0.168190532777841,0.543377051982922
94,1,128302,0.0900383670107809,0.16756376457633,0.591372755472056
95,1,128704,0.0678744997896024,0.167760251677177,0.686022288546046
96,1,128911,0.120606693965264,0.16769489864312,0.472491613708686
97,1,130267,0.200072998196577,0.167399807888289,0.232818816503724
98,1,130271,0.194658738997672,0.167617353984235,0.246293185020158
99,1,130613,0.261835046278875,0.168932763429293,0.122052816563937
100,1,132012,-0.147286212666373,0.16896506491354,0.383966583064868
101,1,133231,-0.300569420371103,0.167182894718258,0.0730555096809494
102,1,137074,-0.244018087045239,0.167204042313703,0.145343500052119
103,1,137304,-0.323947250790227,0.16687763182855,0.0530264032010848
104,1,139686,-0.299205747185832,0.167229913080779,0.07444177430584
105,1,149562,-0.328479205712793,0.167459530974655,0.0506012139485657
106,1,150447,-0.240974269945384,0.169753463776546,0.156619918903076
108,1,154084,-0.303572280845886,0.169997119481942,0.0749981384220875
110,1,157269,-0.340123475036556,0.166683857795399,0.0420411747281499
111,1,160054,-0.335768071675735,0.168310855720834,0.0468191577009114
112,1,166222,-0.28870645392519,0.167300899217918,0.0852815646535883
113,1,166416,-0.314529465511168,0.166826177764358,0.0602006154194243
114,1,167326,-0.330312434751507,0.167697752760457,0.0496555078054407
115,1,168836,-0.267436501565836,0.167212957213216,0.110631544472351
116,1,171200,-0.391813467827816,0.166770218625928,0.0193530879375333
117,1,171431,-0.386191056076346,0.167864517493164,0.0219960239793836
118,1,173339,-0.434265184761002,0.166203638946103,0.00936294247726086
119,1,173845,-0.420032934353247,0.166166873997892,0.0119143551523433
120,1,175121,-0.460415368222105,0.165527476728157,0.00570124129036012
121,1,175281,-0.472746729454397,0.16557284252247,0.00455494184920355
122,1,175315,-0.47985451545612,0.165461565720569,0.00396409973803292
123,1,175523,-0.455808806409397,0.166612713418691,0.0065384914171026
124,1,175541,-0.477640132268436,0.165744226735369,0.0041961169697818
125,1,175653,-0.485282805107388,0.166218313824751,0.00373040401853865
128,1,175856,-0.453160606339722,0.169280506178354,0.00777566018972082
129,1,175876,-0.4560463599118,0.166610871896896,0.00651022954974356
130,1,175989,-0.468195207723723,0.167001106972407,0.00533373876612204
131,1,176001,-0.460550168072104,0.167950512253362,0.00641433566498746
133,1,177692,-0.461728011596561,0.165607608129556,0.00558919292114983
134,1,178191,-0.468322247452101,0.165723251738024,0.00498263752588373
135,1,178224,-0.461728011596561,0.165607608129556,0.00558919292114983
136,1,178960,-0.49361502016591,0.166700660100065,0.00327299308513306
140,1,183802,-0.478142071548639,0.165496938351338,0.00410165419269345
141,1,183954,-0.466709386609223,0.166821931795007,0.00542987079576968
142,1,184450,-0.382265087711783,0.165941838193388,0.0218250789371945
144,1,184718,-0.425688846384272,0.166600788654902,0.0110331333484738
145,1,185296,-0.391860658437051,0.166116904595259,0.0188711865550301
146,1,185438,-0.399329885808392,0.166074476877069,0.0167080354915401
147,1,185469,-0.415193412056299,0.166207999991429,0.0129427194169728
148,1,185503,-0.393512691722974,0.165920254854054,0.0182424421113
149,1,185705,-0.416796193842228,0.167644696683283,0.0133738263621983
150,1,185749,-0.390320860233953,0.167825143729611,0.0205973683135134
151,1,185806,-0.418993959759582,0.167856966144985,0.0130109510944729
152,1,185879,-0.401036707091837,0.168805958015392,0.018047699806835
153,1,185916,-0.347610211912251,0.16906339197476,0.040508318132638
154,1,185941,-0.333315588883954,0.169889828586794,0.0505535314660141
155,1,185954,-0.342699009579043,0.170338644005434,0.0449931741595452
156,1,186055,-0.374250194562602,0.166707562329934,0.0253899831623741
157,1,186896,-0.397772226713718,0.169327542158804,0.0193680400564814
161,1,190132,0.0524644594263842,0.168083169434165,0.755123034161633
162,1,190148,0.0688722579340793,0.168117103630511,0.682297726636759
163,1,190165,0.0419903791619603,0.16943448266488,0.804412631751369
164,1,190169,0.0680651389891351,0.169199136502441,0.687722708179527
165,1,190933,-0.172788472273942,0.167613389455596,0.303305170349913
166,1,192149,0.00413689564172093,0.169237772291726,0.980512039871353
168,1,192303,0.103993039953009,0.201681086675414,0.606434867810352
171,1,192795,-0.0163549112546663,0.167545450976217,0.922293593624901
173,1,194187,0.0411066551151852,0.16767224799562,0.80647442095345
174,1,194867,-0.132882216372081,0.167445964938016,0.42797152921568
190,2,8314,0.139918759878312,0.170270138146104,0.411776287062417
194,2,8498,0.0925351727992965,0.170112030766794,0.586808218378503
195,2,8651,0.0875367323103857,0.17027892792603,0.60751878272491
197,2,9812,0.0193640271509842,0.171351697833553,0.910088846868269
198,2,9932,0.0260030993870224,0.170673825696493,0.878993580320173
199,2,10135,0.0193377357632463,0.170022680958499,0.909511563252275
200,2,11616,0.0814865034085006,0.169789944814872,0.631577688583565
201,2,12133,0.081923662867887,0.170464781579547,0.631105655493906
202,2,12194,0.0929325936784551,0.171108447840424,0.58738926259936
203,2,12359,0.0556746634279643,0.170653711706011,0.744433462732677
204,2,13061,0.0563016742084566,0.170640566338035,0.741638681387388
205,2,14298,0.0471419968181019,0.171186889483358,0.783182957665748
206,2,15222,0.0581876329054269,0.17284703154325,0.7365865595586
207,2,17986,0.119740161844265,0.16972571687567,0.480969292288639
208,2,19770,0.096912352154487,0.170941822541178,0.571120840721641
209,2,19836,0.0756003149974709,0.170502303390796,0.657749787642649
210,2,19851,0.0745500279655364,0.171003093406747,0.663134271685256
211,2,21595,0.038768268403228,0.170330158437148,0.820083857588932
212,2,22385,0.0308940664839468,0.170495910435742,0.856313633514727
213,2,23441,0.0372668331185428,0.172148438618797,0.828738031985823
214,2,24209,0.0135927498400878,0.170740749390792,0.936592186208824
215,2,24341,0.0322199033520163,0.171137549058867,0.850773930301586
216,2,26815,0.0598649200063104,0.17091135094683,0.72634585844167
217,2,28209,0.127202807443534,0.17086448823829,0.457089887518063
221,2,41245,-0.0403525725771663,0.170329116036662,0.812864481280387
222,2,43214,-0.153372814063325,0.172911798964208,0.375682658400474
223,2,47104,-0.0101179128588837,0.168277801228355,0.952089109568481
224,2,50915,0.100339395961217,0.169848106445955,0.555059559080498
