SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0316647376614609,0.059997095662896,0.59798974409688
9,1,27272,-0.0142564656182927,0.0591145165935861,0.80956577008365
16,1,27843,0.0468191515687306,0.0576667842550113,0.417401230478575
17,1,27848,0.0468191515687306,0.0576667842550113,0.417401230478575
18,1,28495,0.0826494162015941,0.0575536667702399,0.151876288430673
19,1,28975,0.0399036020231045,0.0572963498794839,0.486610198168337
26,1,31435,0.0522215057742578,0.0571162009705799,0.361181814205176
29,1,36146,0.0533451435036291,0.0568180295264119,0.348435838458339
31,1,37409,0.0669343316034684,0.0570854600937237,0.241775578661138
32,1,37478,0.0615195524667242,0.0571519648917801,0.282474298634848
33,1,39144,-0.0132879988620381,0.0569800696465726,0.815737912158377
34,1,41499,0.00558581931859547,0.0568256187920597,0.921751812432429
37,1,51248,-0.0105885571398628,0.0570654932090146,0.852903482572936
38,1,51462,-0.0131407458246037,0.057141380828742,0.818249066010507
39,1,52124,-0.0247824506911477,0.0570530303371838,0.664281021729858
40,1,52667,-0.0561442597893153,0.0568984000453643,0.324443099695263
42,1,59265,-0.0586183412847984,0.0568625446706461,0.303303861098151
43,1,60165,-0.0344884227592126,0.0568754246129047,0.544648664024892
44,1,62308,-0.0514743916542378,0.0567763931111518,0.365228284676626
45,1,62869,-0.0319102671313779,0.0568099342228421,0.574675353906664
49,1,66841,-0.0734804224740457,0.0567274453036165,0.196054932728957
50,1,66948,-0.0739826672773236,0.0570754001049522,0.19574412986537
51,1,68621,-0.0534734891233283,0.0569850562195398,0.348692094339897
52,1,69417,-0.0498748315072738,0.0568430887305079,0.38085942909829
56,1,74327,-0.0957153418451832,0.0569906561416413,0.0939410271867767
57,1,74572,-0.110593555812617,0.05676116926572,0.0521590114172345
58,1,75211,-0.084758999677339,0.0567826173328081,0.136410830020435
59,1,76030,-0.0741626488601011,0.0568246085756571,0.192703768125887
60,1,80108,-0.0530936699483355,0.0568779161848024,0.35121684177672
61,1,81262,-0.103390170305094,0.0566599456706243,0.0688839971279861
62,1,81999,-0.0988066143800517,0.0568227275754058,0.0829316801219168
63,1,82431,-0.0885890385930751,0.0571414921240528,0.121954729232023
64,1,83284,-0.15285771270197,0.0563340201503887,0.00698583782489443
65,1,83613,-0.12511782369345,0.0565212534902853,0.0274922160816559
66,1,84112,-0.128807148958374,0.0565040900356325,0.0232271234338939
68,1,84858,-0.0778443957064589,0.0569285455219771,0.17236830838611
69,1,85751,-0.0833224737595186,0.057141892862853,0.14568338293684
70,1,87445,-0.0650959555390759,0.0573302874692689,0.256955111006414
71,1,87467,-0.0934533790783382,0.0575209002134365,0.105122061487197
72,1,89070,-0.0636416095833484,0.0572741325931362,0.267249096806325
73,1,89616,-0.0734178614400572,0.0569316189639415,0.198040892508098
74,1,89679,-0.068777921121749,0.0569552728591925,0.228018179794664
75,1,89880,-0.0577329564788639,0.0570044940998158,0.311859393426285
76,1,91472,-0.0545471535893065,0.0574376727364952,0.34292685561702
77,1,93789,-0.0451150402782122,0.0568678035163167,0.428117413373795
78,1,94351,-0.0406256588619945,0.0570272974059029,0.476694085113059
79,1,99148,-0.0398067620932792,0.0568790303904802,0.484482226177398
82,1,106800,-0.021289984319082,0.0569839876322948,0.708916205089699
83,1,107970,-0.0742503557353091,0.0566888123868151,0.191119144681219
84,1,109000,-0.0629860982353996,0.0568277460905969,0.268457183824117
85,1,112549,-0.0483723521770518,0.0568037864546086,0.395030586977718
86,1,112742,-0.0322213211471939,0.0570578702187907,0.572627658574426
87,1,113050,-0.00989086382094151,0.0569851748665914,0.86230362889269
88,1,113135,-0.0641462292378141,0.0567398300746076,0.259019391283316
89,1,114076,-0.0375211315421151,0.0568073639462281,0.509365290337318
90,1,114628,-0.0495365729694352,0.056925232112996,0.384780205616795
91,1,116283,-0.00994745363843685,0.0573007631491588,0.862278773705391
93,1,127853,0.0292475146083508,0.0571753292462127,0.609292244473381
94,1,128302,-0.0016478110068808,0.0569767489253893,0.976944130091094
95,1,128704,0.0130588196916371,0.0570292972860093,0.819013642324246
96,1,128911,0.0186426743188025,0.0570312137924113,0.743948262425662
97,1,130267,-0.00186693692015738,0.0570127205002054,0.973895670810053
98,1,130271,0.00170650019921947,0.0570804015571711,0.976166548680749
99,1,130613,-0.0163907690520193,0.0576072825378539,0.77617415686796
100,1,132012,0.0321063215702329,0.0574661946744895,0.576721198425446
101,1,133231,-0.0262955180383443,0.0570664776797651,0.645234839548905
102,1,137074,-0.0488496942368763,0.0569431259107583,0.391547346583048
103,1,137304,-0.0519281484679983,0.0569552448103522,0.362529896660531
104,1,139686,-0.0466685554163774,0.0570431471556065,0.413836408690005
105,1,149562,-0.0623198964615511,0.0571312524471248,0.276096225207069
106,1,150447,-0.0788921293733288,0.0577096819657098,0.172478957079656
108,1,154084,-0.0423622077286077,0.0579971952123722,0.465619064366959
110,1,157269,-0.0756250951951421,0.0568452787715211,0.184256118717873
111,1,160054,-0.0964669744800277,0.0572994555654659,0.0931511227078507
112,1,166222,-0.0917446382245628,0.0568943700694532,0.107737380357093
113,1,166416,-0.0906229391606419,0.0567831169460812,0.111395082082386
114,1,167326,-0.0863715770253265,0.0571267711265802,0.131446819144479
115,1,168836,-0.111655020777924,0.0567294197749055,0.0498269181283939
116,1,171200,-0.0699876826564247,0.0570036831114429,0.220349602656486
117,1,171431,-0.0844763861371041,0.0573057856356825,0.14133683275593
118,1,173339,-0.074625093969776,0.0568964162552854,0.190508989814755
119,1,173845,-0.115320248862532,0.0566561007342814,0.0425528301939893
120,1,175121,-0.0709592350082422,0.0567490780563326,0.211980482993422
121,1,175281,-0.0819932284320907,0.0567554238359524,0.149435805227415
122,1,175315,-0.0827796894897291,0.056734216829892,0.145432680690847
123,1,175523,-0.0783102542258947,0.0570754735118002,0.170919965037861
124,1,175541,-0.0826180861241753,0.0568240146253903,0.14685446534406
125,1,175653,-0.0894958187112049,0.056975478491702,0.117130139993487
128,1,175856,-0.0802844926851274,0.0579608257992786,0.166881005048837
129,1,175876,-0.069744144291613,0.0571069387510774,0.222791201177853
130,1,175989,-0.072990716019828,0.0572590996403706,0.203238161584105
131,1,176001,-0.0793974224735978,0.0575347979599698,0.168463223484691
133,1,177692,-0.0786852777676911,0.0567507196017812,0.166467129741661
134,1,178191,-0.0603241485415172,0.0568709799924208,0.28954265957269
135,1,178224,-0.0786852777676911,0.0567507196017812,0.166467129741661
136,1,178960,-0.0824663475677801,0.0571913484838504,0.150206602478808
140,1,183802,-0.0573184653643745,0.0568303786331423,0.31386287151705
141,1,183954,-0.0823194448487447,0.0571588623468503,0.150700816249071
142,1,184450,-0.0609191890567833,0.0567320321567042,0.283643169425958
144,1,184718,-0.0475281408625966,0.0570914589254347,0.405694556977267
145,1,185296,-0.0290476649372535,0.0568840329179127,0.609917392625685
146,1,185438,-0.0473890572775972,0.0568518024483119,0.405095916521734
147,1,185469,-0.0479297059299512,0.0569327303267116,0.400433171040728
148,1,185503,-0.0601263939136009,0.0567522994091682,0.290117907033605
149,1,185705,-0.0543445633021726,0.0574049237623291,0.344445270454173
150,1,185749,-0.055276035883375,0.0574024042416201,0.336228375055719
151,1,185806,-0.0281743505490315,0.0575349590023349,0.624656755458019
152,1,185879,-0.0725024624723676,0.0577037201587277,0.209779786862306
153,1,185916,-0.061815038632445,0.0577126006497233,0.284863457757123
154,1,185941,-0.0614761690722943,0.057965841229832,0.289615654236051
155,1,185954,-0.0740745454803721,0.058094043154338,0.203119537817023
156,1,186055,-0.0529724024389673,0.0569958740100353,0.353312961829538
157,1,186896,-0.0242583650196538,0.0579867648836941,0.675950645276221
161,1,190132,0.0337097842742272,0.0571097770545997,0.555392055130608
