SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.10983231350182,0.15737053044593,0.485685600052631
9,1,27272,-0.119028839359339,0.154984661869948,0.44299825075416
16,1,27843,0.0920344668373836,0.151364793168395,0.543557989769879
17,1,27848,0.0920344668373836,0.151364793168395,0.543557989769879
18,1,28495,0.110218604292874,0.151332827423938,0.466901068156508
19,1,28975,0.168610631913237,0.150166234340776,0.262274264491551
26,1,31435,0.0282850375585969,0.150028030039597,0.850568216679087
29,1,36146,-0.0991688730431013,0.149168582519743,0.506605636441314
31,1,37409,-0.0301721361218499,0.150060382051031,0.840762273271284
32,1,37478,-0.0198958903573175,0.150194246994157,0.894689824027845
33,1,39144,0.0607279713146356,0.149477646569743,0.684791936240433
34,1,41499,0.0956871851463794,0.14901086591506,0.521193210479446
37,1,51248,0.0524577785521962,0.149706469704423,0.726244357013007
38,1,51462,0.0431468260784099,0.149917954046875,0.773666488691177
39,1,52124,0.0969602650665032,0.149643543239258,0.517443976962015
40,1,52667,0.103509019785129,0.149390986998778,0.488844672896227
42,1,59265,0.106921764519711,0.149308707513977,0.474395618775876
43,1,60165,0.0854397551076277,0.149234941873395,0.56733525284156
44,1,62308,0.139311228366961,0.148955575176483,0.350296998176503
45,1,62869,0.090417110756128,0.149043605134634,0.544474017290412
49,1,66841,0.126333605164027,0.149039953972249,0.397207691579208
50,1,66948,0.136575833851367,0.149931048831196,0.362956872683345
51,1,68621,-0.0464768649885592,0.14968008035234,0.756357916441239
52,1,69417,-0.0214721038518115,0.149299837681232,0.88572572696636
56,1,74327,-0.103045126714815,0.150024857937403,0.492625891968051
57,1,74572,-0.092324365132245,0.149644735891121,0.537660812597637
58,1,75211,-0.15624561542388,0.149220908368427,0.295780987205021
59,1,76030,0.0136657044712683,0.149450688261875,0.927195199049985
60,1,80108,-0.0177803034277796,0.149414124424286,0.905342926520421
61,1,81262,0.0371232980306356,0.14934756464439,0.803838100248364
62,1,81999,0.0805946192250423,0.149663933064157,0.59056857842442
63,1,82431,0.0346438112352573,0.150422853679495,0.817984693014584
64,1,83284,0.130316255287957,0.149178310305702,0.382951604130637
65,1,83613,0.204604095608637,0.148925385228178,0.170353860658696
66,1,84112,0.169831681768824,0.149065653957297,0.255347262338386
68,1,84858,0.140719461577192,0.149573547197197,0.347448420842432
69,1,85751,0.12452634831233,0.150230373740645,0.407719639537256
