SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00626773165256345,0.0530253863284765,0.905974463427221
9,1,27272,-0.0251122572743605,0.0522129941830371,0.630844314297221
16,1,27843,-0.00248978214946493,0.0509941439951902,0.961086479788982
17,1,27848,-0.00248978214946493,0.0509941439951902,0.961086479788982
18,1,28495,0.0122999057341929,0.0509909395605959,0.809526615973187
19,1,28975,-0.00205831087280442,0.0506541500710408,0.967610176420915
26,1,31435,-0.00136620002574239,0.0505200089912772,0.978440917394014
29,1,36146,-0.0300768138341765,0.0502340580034325,0.549734615011793
31,1,37409,-0.0122037447595505,0.0505271301242227,0.809285726272859
32,1,37478,-0.0243452811468907,0.0505581416092538,0.630437964168795
33,1,39144,-0.0299871712883133,0.0503186519897618,0.551593592644802
34,1,41499,-0.00260405591328061,0.0502041239843465,0.958662125399234
37,1,51248,0.0166476048449479,0.0504102215896248,0.74141253165249
38,1,51462,0.0133439512693243,0.0504813795201687,0.791676728123026
39,1,52124,0.0121517061130515,0.0504138595640295,0.809664832690966
40,1,52667,-0.00544664335676143,0.0503363717483306,0.913894614466167
42,1,59265,0.0527616153210397,0.0502333792988762,0.294285025843936
43,1,60165,0.0422212823271975,0.050223543822637,0.401103503223891
44,1,62308,0.0477154582212262,0.0501542452543064,0.342065354269547
45,1,62869,0.03683078434326,0.0501739159057174,0.463398002117306
49,1,66841,0.0587845346811398,0.0501383325685746,0.241808280391562
50,1,66948,0.0382318770468176,0.0505031859441735,0.449543389199164
51,1,68621,0.0377044223306414,0.0503672756127782,0.454603040566909
52,1,69417,0.0302171834287854,0.050248061579765,0.547986091258821
56,1,74327,-0.0447093601880377,0.0504941535357876,0.376524065811653
57,1,74572,-0.0403956149639857,0.0503697477882764,0.423103103675402
58,1,75211,-0.020640808599146,0.0503117181819793,0.681865235907334
59,1,76030,0.00359453802311774,0.0503233475087322,0.943096912920034
60,1,80108,-0.0173028353500818,0.0503033831484328,0.731073936137132
61,1,81262,-0.0711134647119391,0.0501501627194405,0.157069803462499
62,1,81999,-0.0600938782069391,0.050314053034853,0.233132994454477
63,1,82431,-0.0461819485037798,0.0505945952960992,0.361979006901175
64,1,83284,-0.0373070387309346,0.0502464457151255,0.45828964264691
65,1,83613,-0.0341866907333635,0.0502471892273802,0.496716062180591
66,1,84112,-0.0301828789955586,0.0502599977320919,0.548535216515075
68,1,84858,-0.0248101082012464,0.0504102942716458,0.622909679911281
69,1,85751,-0.0442568539978358,0.0505800369942183,0.382176142490518
70,1,87445,-0.0529286706504437,0.0506636348760234,0.296873125178549
71,1,87467,-0.0540103130138307,0.0509264621641664,0.289617279854268
72,1,89070,-0.038765399737853,0.0506462815425634,0.444536188851408
73,1,89616,-0.0439122448333059,0.050361409897835,0.383832500674819
74,1,89679,-0.0245859589309881,0.0504050152851255,0.626016905500999
75,1,89880,-0.041950115058835,0.0503853268704146,0.405641210021796
76,1,91472,-0.0203941069224007,0.050797544621471,0.688311019045415
77,1,93789,0.025595168438965,0.050267208823444,0.610942642328462
78,1,94351,0.0142990253428271,0.0504122637343975,0.776851181344198
79,1,99148,0.0237201596653994,0.0502698142840072,0.637320450742537
82,1,106800,0.0249904463222656,0.0503359240394679,0.619869476043528
83,1,107970,0.0231685907875839,0.0501891685679876,0.644634373496221
84,1,109000,0.0450672180060902,0.0502355577125232,0.370267429219418
85,1,112549,0.0223926172066993,0.0502217204924561,0.655960780254334
86,1,112742,0.0194857923952293,0.0504209141866377,0.6993870138836
87,1,113050,-0.00358193825042197,0.050346378216991,0.943321929679695
88,1,113135,-0.0162214818295091,0.0502110809184791,0.746836712962049
89,1,114076,0.0265957381011583,0.0501985487747562,0.596576111249638
90,1,114628,0.0307099120265539,0.050319006997019,0.542052874755056
91,1,116283,0.0426052459239981,0.0505747516981296,0.400122591083583
93,1,127853,0.0430123592614364,0.0504794196574042,0.394748984898022
94,1,128302,0.0264524100533536,0.0503175130753468,0.599419929724681
95,1,128704,0.0321202759945868,0.0503583028190691,0.523994767981301
96,1,128911,0.043522073892599,0.0503396211354947,0.387862536973954
97,1,130267,0.0229378487167087,0.0503542051932692,0.649008095316008
98,1,130271,0.0278459777090207,0.0504070006370141,0.581008300177999
99,1,130613,0.00357123283321648,0.0508996839433613,0.944104305255554
100,1,132012,0.0425914437169629,0.0507413856166606,0.401822648912955
101,1,133231,0.0135355905250152,0.0504264335345487,0.78853089904188
102,1,137074,0.0109378088200752,0.0503564904258843,0.828172104397796
103,1,137304,0.0311274732448658,0.0503501098157654,0.536828624974776
104,1,139686,0.0356854385715237,0.0504077928167308,0.479452810825208
105,1,149562,0.055727641552206,0.050471562817159,0.270284734962424
106,1,150447,0.0577275867765801,0.0510270311476915,0.25869100006109
108,1,154084,0.0419165349686252,0.0512288278897937,0.413782620813731
110,1,157269,0.0509329546586241,0.0502737032049223,0.311699973885869
111,1,160054,0.0268696066835401,0.0508049495280619,0.597222650020031
112,1,166222,0.0123067973265494,0.050444906195623,0.807399566275968
113,1,166416,0.0145588612623996,0.0503407756343106,0.772593409698882
114,1,167326,0.0167835122896382,0.0506249559873956,0.740443592761233
115,1,168836,0.034847817771604,0.0503587453830312,0.489397643503399
116,1,171200,0.0215898002247271,0.0504552733871052,0.66898502280652
117,1,171431,0.0185023739598074,0.0507738846580564,0.715772079317446
118,1,173339,0.00856964514040195,0.0503864439106048,0.865045921670192
119,1,173845,0.00188475858168191,0.0503466392377531,0.970158818419375
120,1,175121,-0.0249911046559071,0.0502293065662032,0.619117860443008
121,1,175281,-0.0196559641568309,0.050278741210343,0.696077529623578
