SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0649058419236987,0.162295985460128,0.689455368738282
9,1,27272,0.12683394383797,0.15975230938626,0.427763031333206
16,1,27843,0.0685521619366416,0.156069064282207,0.660754602638411
17,1,27848,0.0685521619366416,0.156069064282207,0.660754602638411
18,1,28495,0.104153331382715,0.156015781746021,0.504836626721928
19,1,28975,0.0671619403506348,0.155029495175104,0.665119251393681
26,1,31435,0.0474845504312702,0.154639194621263,0.758973650617039
29,1,36146,-0.024567335413075,0.153856798499403,0.873227134060609
31,1,37409,0.0645457535071452,0.154656115512967,0.676676020669759
32,1,37478,0.0529077202826014,0.154801637531109,0.732721699345141
33,1,39144,0.0509735945229524,0.154096850780771,0.740999875412923
34,1,41499,0.0136189366420881,0.15369152608644,0.92944040126334
37,1,51248,-0.240881289620426,0.153814025036881,0.118231611839666
38,1,51462,-0.224138272080518,0.1540956293617,0.146685205899272
39,1,52124,-0.139904459906539,0.154167698738326,0.364770871892976
40,1,52667,-0.272534739065411,0.153415833656785,0.0765208712428864
42,1,59265,0.0223642442088288,0.15401772298147,0.884631375396847
43,1,60165,0.0637734978539878,0.153868498366589,0.678783481613799
44,1,62308,-0.0208150686498758,0.153732678107693,0.892374525638023
45,1,62869,-0.0400821359275375,0.153702556660039,0.794416321286294
49,1,66841,-0.0772445590419042,0.153734842388571,0.615662079573608
50,1,66948,-0.129755641950216,0.154579434757329,0.401806952333943
51,1,68621,-0.298765427202512,0.153492957305914,0.0523944865458147
52,1,69417,-0.219435469225901,0.153462140227896,0.153630263662449
56,1,74327,-0.0746177719667906,0.154701126250477,0.629866909940336
57,1,74572,-0.0457210440130807,0.154320911253825,0.767196201694029
58,1,75211,-0.0500967059453082,0.154035672651982,0.745201231065828
59,1,76030,0.00661477076641748,0.154058346323336,0.965776198264604
60,1,80108,-0.0816022121132353,0.153961073248887,0.596432338991766
61,1,81262,-0.12838526551282,0.15381238271182,0.404458230101323
62,1,81999,-0.161600938961123,0.154100245682192,0.295045576995965
63,1,82431,-0.156828078113151,0.154845885588655,0.311848882188144
