SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0329709367564148,0.0607996876501711,0.587962336785494
9,1,27272,-0.0481785672226318,0.0598566517572137,0.421419671121104
16,1,27843,-0.0262695470212886,0.0584773125736466,0.653544090802366
17,1,27848,-0.0262695470212886,0.0584773125736466,0.653544090802366
18,1,28495,0.00570282293827784,0.0584941850523602,0.922389554317178
19,1,28975,-0.00187467852591802,0.0581038814898412,0.974279548364507
26,1,31435,-0.000798334804079481,0.0579500065756582,0.989016258949091
29,1,36146,-0.0314479215825254,0.0576269042959727,0.585605876257478
31,1,37409,0.0281521360756277,0.0579435489046947,0.627371745509183
32,1,37478,0.0184253218675373,0.0580044570401765,0.750935562112472
33,1,39144,-0.0460257579044124,0.0576960373840894,0.425564503725745
34,1,41499,-0.0305543438693827,0.057564872902683,0.59590427842048
37,1,51248,0.0331296970823453,0.0578060722596583,0.56692973704711
38,1,51462,0.0301356021336782,0.0578891656150044,0.602989829709795
39,1,52124,0.000686581313667681,0.0578329485457584,0.990534601518197
40,1,52667,-0.0620877554352338,0.0576456328688777,0.282189353000894
42,1,59265,-0.0106047306726989,0.0577083860935363,0.854304017616044
43,1,60165,-0.0238826120096733,0.0576535245217943,0.678947200581468
44,1,62308,-0.0363267277451405,0.0575716565424915,0.528460060785579
45,1,62869,-0.0311840494154672,0.0575729598185679,0.588405456729492
49,1,66841,0.0218747050382963,0.0576122610916831,0.704405079553351
50,1,66948,0.0258426990390068,0.0579613514593063,0.655971081150252
51,1,68621,0.0306971472674449,0.0577975182935211,0.595672881200723
52,1,69417,0.0472344368280099,0.0576127097137619,0.412848349302726
56,1,74327,-0.0264357349535236,0.0579675139073532,0.648638793138365
57,1,74572,-0.0346354483093743,0.0578008247084211,0.549410120172339
58,1,75211,-0.0198485514549568,0.0577151271087478,0.731122089471458
59,1,76030,0.00803753965936044,0.0577232096881261,0.889337717039576
60,1,80108,-0.0730631752083072,0.0575799787473567,0.205313153998433
61,1,81262,-0.07453045556496,0.0575527819096122,0.19616894073603
62,1,81999,-0.0506222879684772,0.0577674141899011,0.381456283277371
63,1,82431,-0.00670649689194991,0.0581028707198009,0.908174262053802
64,1,83284,-0.051282288801743,0.0576165376132073,0.374038799476053
65,1,83613,-0.0332524920023979,0.057647635542387,0.564426562913363
66,1,84112,-0.0429642004721312,0.0576358068352299,0.456500100289672
68,1,84858,-0.0140500152244125,0.057839113439497,0.808211970217513
69,1,85751,-0.0533083402254788,0.0580123577132738,0.358768264730887
70,1,87445,-0.0560959086845186,0.0581278539028246,0.335183666400142
71,1,87467,-0.0651783025423197,0.0584062508195203,0.265203730859007
72,1,89070,-0.0511031934635521,0.0580793394083941,0.379519711774998
73,1,89616,-0.0558146863503593,0.057753861549491,0.334493959294716
74,1,89679,-0.0533806762016745,0.0577677116111947,0.35608769336324
75,1,89880,-0.0507038420917092,0.0577892134116389,0.380870040469444
76,1,91472,-0.0489921444782322,0.0582232538026241,0.400663739135812
77,1,93789,-0.0392224607401095,0.0576433638342267,0.496676213151171
78,1,94351,-0.0376052626334408,0.0577983145590835,0.515709221394534
79,1,99148,-0.0431880101552275,0.0576353329752783,0.454156065824432
82,1,106800,-0.0309221776108596,0.0577355054059933,0.592583779412732
83,1,107970,-0.00253990789300967,0.0575876808483828,0.964845600495136
84,1,109000,-0.0158974005893136,0.0576831232611274,0.783017475118413
85,1,112549,0.042003050398345,0.0575806414243824,0.46620114048152
86,1,112742,0.0619750038658463,0.0577544057294082,0.283968966531708
87,1,113050,0.0889160594694633,0.0575569754652674,0.123282043889177
88,1,113135,0.0420687495503687,0.0575605805106018,0.465349235888418
89,1,114076,0.0504295456029038,0.0575415468069927,0.381407351819306
90,1,114628,0.042720853559465,0.0577050615453924,0.459591211052428
91,1,116283,0.0978110566984793,0.0578372183762791,0.0916919539235365
93,1,127853,0.0511692210776467,0.0578989013175376,0.377422732907058
94,1,128302,0.0302156090692976,0.0577178741892015,0.600951192178368
95,1,128704,0.0576104294307734,0.0577163571360089,0.318883234056655
