SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00471060451462324,0.0671745147137029,0.94413397590891
9,1,27272,-0.104574414467521,0.0659316464215313,0.113611182376044
16,1,27843,0.069831493014678,0.0644936425274908,0.279651559900112
17,1,27848,0.069831493014678,0.0644936425274908,0.279651559900112
18,1,28495,0.0856340139492676,0.0644407126707437,0.184745677740925
19,1,28975,0.0621378293954586,0.0640845888167754,0.332898807585046
26,1,31435,0.0493287403891139,0.0639459793599998,0.440978414671259
29,1,36146,0.0454093328052199,0.06362395666206,0.475875420743183
31,1,37409,0.0976623458921782,0.063802706000447,0.126740950385011
32,1,37478,0.094349745725975,0.0638720241065471,0.140522036350162
33,1,39144,-0.021440244766836,0.0637665548129895,0.736897016440931
34,1,41499,-0.0281915518728874,0.0635821596463074,0.657756903126487
37,1,51248,0.0329317960221949,0.0638465176999383,0.606319604439471
38,1,51462,0.0281944656362393,0.0639395744806025,0.659515617672158
39,1,52124,0.00506407286241635,0.0638700040797612,0.936849125945325
40,1,52667,-0.000914384739684249,0.0637681930288701,0.988567468098987
42,1,59265,-0.00130375401076308,0.0637360042105792,0.983691540453291
43,1,60165,-0.00323477302955905,0.0636876460079072,0.959520617419856
44,1,62308,0.00594599916962088,0.063617048774256,0.925586783126381
45,1,62869,0.00979101073055925,0.0636077110801382,0.877754430683488
49,1,66841,0.0692231159039422,0.0635330830615302,0.276650176644116
50,1,66948,0.0639499586325469,0.0639398587405702,0.317919162798735
51,1,68621,0.0260711195679181,0.0638418513355234,0.683249395184827
52,1,69417,0.0135285960283112,0.0636838081285707,0.831891200094493
56,1,74327,-0.0457264338380809,0.0639917653054526,0.47534861670122
57,1,74572,-0.0520790650663538,0.0638073611106344,0.414940688544345
58,1,75211,-0.0239717006715085,0.0637383466699503,0.707071883094382
59,1,76030,-0.00525841897227919,0.0637505010733644,0.934308309535089
60,1,80108,-0.0478556609071335,0.0636851264467199,0.452887542763995
61,1,81262,-0.0180413844872272,0.0637047100322479,0.777187002402308
62,1,81999,-0.0642432634075404,0.0637759431472787,0.314467385492279
63,1,82431,-0.0620570379160621,0.0640848105898365,0.33352860751212
64,1,83284,-0.0440004999694184,0.0636598556354967,0.489905911538914
65,1,83613,-0.0526698872602477,0.0636341793260674,0.408400715330895
66,1,84112,-0.0458387407868549,0.0636561810298024,0.471940679597426
68,1,84858,-0.0336294382413855,0.0638576267091648,0.598780257217707
69,1,85751,-0.0171567318831292,0.0641387817042459,0.789245140442528
70,1,87445,0.0012473558159018,0.0642808461969727,0.984529158840131
71,1,87467,-0.00604496813683805,0.0646165928226682,0.925518648030877
72,1,89070,-0.0210188841945156,0.0642032278148864,0.743574180016248
73,1,89616,0.0110580084641758,0.0638648283427561,0.862635059066135
74,1,89679,-0.0177557923794848,0.0638686365712287,0.781171374067646
75,1,89880,-0.0214233546862707,0.0638816369958306,0.737552643869616
76,1,91472,-0.0351053906436708,0.0643389421183396,0.585663487512515
77,1,93789,-0.0318068219325809,0.0636804195303243,0.617755463724078
78,1,94351,-0.024985178525644,0.0638567273660074,0.695834233703712
79,1,99148,0.00196062762669,0.0637028325402924,0.975464206559414
82,1,106800,-0.0292364288872399,0.0637698629194454,0.646898514948469
83,1,107970,-0.0344642780372307,0.0635734036061579,0.588079353277925
84,1,109000,-0.0686671605795876,0.0636070334555832,0.281078360868929
85,1,112549,-0.0185816671830485,0.0636321391639355,0.770445158737778
86,1,112742,-0.0299068369280746,0.0638679323889186,0.639887230840501
87,1,113050,-0.0265385939650192,0.0637646448466796,0.677519466706808
88,1,113135,-0.0311255759683276,0.0635962622343157,0.624845096257048
89,1,114076,-0.0698771375138912,0.0635090286103193,0.27196383982502
90,1,114628,-0.0318757053683663,0.0637562087044717,0.617413081057966
91,1,116283,-0.0141738645284553,0.0641290717808817,0.825203953587507
93,1,127853,-0.00503952752055062,0.0640135375515237,0.937295199736091
94,1,128302,0.0178791537410859,0.0637611107692456,0.77932842041383
95,1,128704,0.0539352950035224,0.0637671041506705,0.398227856798735
96,1,128911,0.0456787715186949,0.0637924403923169,0.474432001615064
97,1,130267,-0.0619845044524295,0.0637231480785816,0.331360694436413
98,1,130271,-0.0641615697683314,0.0637928842614452,0.31521062111177
99,1,130613,-0.0459163411759262,0.0644348902392684,0.476563693871716
100,1,132012,-0.0488263391393905,0.0642918501342054,0.448091252542939
101,1,133231,-0.0309706593600885,0.0638664960952258,0.628028123013642
102,1,137074,-0.0521091831384095,0.0637365881212489,0.414153695244092
103,1,137304,-0.0477170177079769,0.0637685235956708,0.454786630055332
104,1,139686,-0.0517349526019823,0.0638435934339839,0.418291323809424
105,1,149562,-0.0821234543466414,0.063899408237396,0.199565338094309
106,1,150447,-0.0779271209921633,0.0646262170984542,0.228697273263765
108,1,154084,-0.0678423571319613,0.0648588115014226,0.296276455740949
110,1,157269,-0.0577645799261982,0.0637061423072822,0.365165548279342
111,1,160054,-0.0916558763861468,0.0642011774207784,0.154280849763991
112,1,166222,-0.10118705879276,0.0636827089157184,0.112972500723183
113,1,166416,-0.0822917279466059,0.0636297192715589,0.196756203912382
114,1,167326,-0.108362616618939,0.0638828930850357,0.0907164219160677
115,1,168836,-0.0670674561100176,0.0637388737338262,0.293417370033024
116,1,171200,-0.0761819679645094,0.0638056486409425,0.233291805636164
117,1,171431,-0.0866845251189612,0.0641678481030891,0.177591831866137
118,1,173339,-0.0621713232791433,0.0637473753839919,0.330090930685389
119,1,173845,-0.0589945919239631,0.0637029491138395,0.355032494182008
120,1,175121,-0.0633790113484154,0.0635643818284541,0.319406850689598
121,1,175281,-0.0728509521967436,0.0635898266514316,0.252720838223705
122,1,175315,-0.0659154502745439,0.0635911750885237,0.300655024621851
123,1,175523,-0.0660967518455492,0.0639520428265085,0.30206057763749
124,1,175541,-0.0695770706950903,0.0636797484379544,0.275310576683238
125,1,175653,-0.0835044921696746,0.063834642074882,0.191677826329045
128,1,175856,-0.0926848854524431,0.0648582267897305,0.153877543284089
129,1,175876,-0.0827184231353833,0.0638972341989828,0.196320279419749
130,1,175989,-0.0851046953817292,0.0640715551485111,0.18494513308674
131,1,176001,-0.0839844830898539,0.0644112412239342,0.193124370263478
133,1,177692,-0.0614633410109302,0.0636038055220903,0.334532192054672
134,1,178191,-0.0694931114610204,0.0636437271309128,0.27561809618998
135,1,178224,-0.0614633410109302,0.0636038055220903,0.334532192054672
136,1,178960,-0.0544210020860515,0.064131164983416,0.396685087050647
140,1,183802,-0.0530164300715997,0.0636333640901736,0.405320897875732
141,1,183954,-0.0726851227514045,0.0640428827988159,0.257168590274411
142,1,184450,-0.0853973309821899,0.0634352375086183,0.179097723485163
144,1,184718,-0.0517088498327807,0.0638999708698848,0.418936262454645
