SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.121007642610768,0.152646084132097,0.428465645987886
9,1,27272,-0.0195523171425309,0.15048386162264,0.896696082210422
16,1,27843,0.126078843137275,0.146773550700926,0.390922081482201
17,1,27848,0.126078843137275,0.146773550700926,0.390922081482201
18,1,28495,0.126566458693024,0.14677474334126,0.389098144383351
19,1,28975,0.124533481724271,0.145796524000257,0.393595912568327
26,1,31435,0.109877312754559,0.145442902232084,0.450472608275019
29,1,36146,0.0202681883759237,0.144805841691803,0.888765077119706
31,1,37409,0.111007304379659,0.145472893770211,0.445925953506773
32,1,37478,0.0860183119131805,0.145646043698054,0.555167493250932
33,1,39144,0.0049790311674039,0.145052793483779,0.972636873616256
34,1,41499,-0.0738783235551122,0.144597235569246,0.609723052234649
37,1,51248,-0.17851502751214,0.144955330583149,0.218949162258358
38,1,51462,-0.151790898173527,0.145238846625431,0.296686223983805
39,1,52124,-0.095773315597535,0.145176926182578,0.50987610481581
40,1,52667,-0.218814800194539,0.144565219888077,0.131020568830427
42,1,59265,0.0310718573488546,0.144950982060967,0.830389218030207
43,1,60165,0.0615511895336633,0.144813822909651,0.671068889199629
44,1,62308,0.0208561174440175,0.14468731157011,0.885467327525543
45,1,62869,0.0352703371957869,0.144661217085779,0.807517009198938
49,1,66841,0.113750798299799,0.144614902267835,0.432057082447
50,1,66948,0.0686215232072025,0.145584069246058,0.637679674928071
51,1,68621,-0.115866145938523,0.145104373617626,0.4251160599568
52,1,69417,-0.0709550263019853,0.144801634560137,0.624427425918079
56,1,74327,-0.0603301243305613,0.145611852513913,0.678890301189069
57,1,74572,-0.0411116378886344,0.145243012186848,0.777301239784065
58,1,75211,-0.00203773175279565,0.144994658307031,0.988794966447626
59,1,76030,-0.00807817254075593,0.144994061385099,0.955601312514198
60,1,80108,-0.07190032418583,0.144909893714807,0.620081410881317
61,1,81262,-0.0813682914743167,0.144840882261761,0.57462439233754
62,1,81999,-0.136051531260728,0.145078889856724,0.349000596624283
63,1,82431,-0.160779796466509,0.145696019921014,0.270549166296954
64,1,83284,-0.109236923614871,0.144768375365053,0.451014051256267
65,1,83613,-0.0594791974754149,0.144834519816018,0.681563664322344
