SNP,Chr,Pos,Effect,SE,MID2_TPO2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.113312156226578,0.0992749321670345,0.254478254245919
9,1,27272,0.109977900703871,0.0977892879541101,0.261505081910793
16,1,27843,-0.113526777485077,0.0954553983163977,0.235114109461952
17,1,27848,-0.113526777485077,0.0954553983163977,0.235114109461952
18,1,28495,-0.104696996433547,0.0954855375120224,0.273620731555497
19,1,28975,-0.067663066467341,0.0949403695607506,0.476508331236572
26,1,31435,-0.0508463355522331,0.0947182724171582,0.591732510961064
29,1,36146,-0.117514873995944,0.0940605921147857,0.212363794833925
31,1,37409,-0.103225442447149,0.0946186378033412,0.2760332123905
32,1,37478,-0.124563217572939,0.0946275234838054,0.188909683268795
33,1,39144,-0.174584478221843,0.0939683036282652,0.0640144668082866
34,1,41499,-0.0571478463415228,0.0941155653052757,0.544102394173671
37,1,51248,-0.00113511637109449,0.0945654929984992,0.990429608024209
38,1,51462,-0.00782507133939033,0.0946928279881136,0.934187520583521
39,1,52124,-0.0194493857550499,0.0945598461577513,0.837156831022749
40,1,52667,-0.0430056923496831,0.0943862075697478,0.648932366583329
42,1,59265,-0.0833739259472772,0.0942619337883775,0.37703272153969
43,1,60165,-0.0546519173968718,0.09425014237196,0.56237872620042
44,1,62308,-0.124729756183691,0.0939570729985273,0.18519507819479
45,1,62869,-0.0991989808834507,0.0940313713473794,0.292166845496844
49,1,66841,-0.0684688098259944,0.0941533719754893,0.467582338281343
50,1,66948,-0.0772363496348705,0.0947129626900473,0.415348556074469
51,1,68621,-0.126656812277957,0.0943046741028229,0.18011549049855
52,1,69417,-0.0993179047144026,0.0941467319886002,0.29218031566649
56,1,74327,-0.172091105394473,0.0943699813125054,0.069061242960916
57,1,74572,-0.141657129664708,0.0942599631945,0.133775765029592
58,1,75211,-0.195564981776941,0.0938129620864861,0.0378215676393951
59,1,76030,-0.0627982893662647,0.0943294480247142,0.506016128058765
60,1,80108,-0.124154626039655,0.0941346758910087,0.188056070352461
61,1,81262,-0.195502353047607,0.0937549835699006,0.0377648135744762
62,1,81999,-0.146746862011946,0.0942379027088643,0.120320075293391
63,1,82431,-0.104689880136509,0.0948451124593315,0.270432476277034
64,1,83284,-0.0708735245697214,0.0942418208798269,0.452528746699296
65,1,83613,-0.0750763973824991,0.094222198535562,0.426101849105765
66,1,84112,-0.0385759339654192,0.0942949353683315,0.682715338015052
68,1,84858,-0.0407109182019193,0.0945586550337338,0.667068429827433
69,1,85751,-0.116706650796451,0.094768885999648,0.218960552824458
70,1,87445,-0.142915328509181,0.0948685428916905,0.132844360446452
71,1,87467,-0.187211982138259,0.0951509289255299,0.0499051222922857
72,1,89070,-0.146745247503088,0.0947510959735101,0.12233916463508
73,1,89616,-0.20510354146195,0.0939287797995331,0.0296490277931716
74,1,89679,-0.168655719348222,0.0941460126975943,0.0740812845204313
75,1,89880,-0.173948301161494,0.094142806429579,0.0654812040001937
76,1,91472,-0.14562791250376,0.094983402316213,0.126123957580759
77,1,93789,-0.180987942525427,0.0938240663342202,0.0545305084809332
78,1,94351,-0.19468986245775,0.0939960581184928,0.0390610573184238
79,1,99148,-0.142327999314205,0.0940125758636358,0.130939652461031
82,1,106800,-0.0092137972333222,0.0944432358196397,0.922337770553866
83,1,107970,-0.0996562258397637,0.0940151968209285,0.289868766622676
84,1,109000,-0.0470894520817558,0.0942973519256479,0.617828465130497
85,1,112549,-0.000831396102277462,0.0942238604968579,0.992964840847532
86,1,112742,-0.00360785635514929,0.0945907722324592,0.96959623510239
87,1,113050,-0.0350078874859145,0.0944134536010224,0.711013812849575
88,1,113135,-0.0374429905060565,0.0941702300669838,0.691158285528866
89,1,114076,-0.0108056477068029,0.0941895592304346,0.908730422719035
90,1,114628,-0.000968547399931741,0.0944295884698897,0.991822178361811
91,1,116283,0.00498404758562715,0.0949544397778763,0.958168884550728
93,1,127853,-0.160302720026523,0.0943932000887806,0.0903428579978006
94,1,128302,-0.193246806692105,0.0938520336932297,0.0402218177135722
95,1,128704,-0.21249432339617,0.0938287602593334,0.0241367308288236
96,1,128911,-0.171615290452254,0.094076007025744,0.0689641384741263
97,1,130267,-0.20362958168385,0.0938498583923561,0.0306933237069816
98,1,130271,-0.20558010262725,0.0939506977652997,0.0293122255607672
99,1,130613,-0.188269236002825,0.0949422843282744,0.0481436587670944
100,1,132012,-0.150820313792105,0.0949281780313592,0.113004520316782
101,1,133231,-0.226971210554407,0.0938163822894837,0.0160546758023481
102,1,137074,-0.165930535560431,0.0940426601088006,0.0785264780037394
103,1,137304,-0.18310846843243,0.093985318670262,0.0521752118944336
104,1,139686,-0.110443418447532,0.0944306588456314,0.242962499712899
105,1,149562,-0.0765186074754219,0.0947417938614708,0.419833570846144
106,1,150447,-0.0777318602837419,0.0957918583955514,0.417644776221546
108,1,154084,-0.0702484676626485,0.0961046792053012,0.465289803533621
110,1,157269,-0.0845641601569692,0.0943245141750332,0.370584121914167
111,1,160054,-0.109724167516199,0.0951499636684104,0.249620487724662
112,1,166222,-0.10166917900937,0.0944690831132306,0.282565453744847
113,1,166416,-0.0997987761864057,0.0942823277253932,0.290546826039318
114,1,167326,-0.0917498253591448,0.0948428150569148,0.334012286769008
115,1,168836,-0.0847106660516867,0.09441080267413,0.370193813495644
116,1,171200,-0.079038644726645,0.0945664242739347,0.403832630318345
117,1,171431,-0.0958399173170619,0.0951142275445536,0.314322469128314
118,1,173339,-0.141646356480078,0.0942090057420986,0.133595738863294
119,1,173845,-0.136258173726129,0.0941529411007124,0.148728252303778
120,1,175121,-0.142872566411309,0.0939373181642746,0.129171326950869
121,1,175281,-0.14198872990015,0.0940214789055963,0.131893781261002
122,1,175315,-0.158679173382994,0.093916035793265,0.0919902050442738
123,1,175523,-0.167098237510279,0.0944113104404718,0.0776075923316517
124,1,175541,-0.150759019488162,0.0941007799466912,0.110027549272538
125,1,175653,-0.13797025220444,0.0944560947554763,0.144992390061644
128,1,175856,-0.117044975014896,0.0961034792304694,0.224073245472116
129,1,175876,-0.119079367396955,0.0946172526856004,0.209029130245231
130,1,175989,-0.133347971061995,0.0948346405305305,0.160570982467425
131,1,176001,-0.145379649245677,0.0952817139057214,0.127958226379917
133,1,177692,-0.12991335057387,0.0940411562219663,0.168013753955252
134,1,178191,-0.123863352298134,0.0941581349778018,0.189201655523105
135,1,178224,-0.12991335057387,0.0940411562219663,0.168013753955252
136,1,178960,-0.156736400034573,0.094681337984377,0.0987301322035725
140,1,183802,-0.197764422506047,0.0937176325334865,0.0355429284827327
141,1,183954,-0.217795638449666,0.09428352729982,0.0214640298595124
142,1,184450,-0.141339586200406,0.0938607644102393,0.133001729094643
144,1,184718,-0.191954251519928,0.0941440044384782,0.042200258304478
145,1,185296,-0.176984583940391,0.0938233199617425,0.0600670309279798
146,1,185438,-0.180411312607082,0.0938093045019005,0.0552627336058744
147,1,185469,-0.177415637008152,0.0939622679075175,0.0598245362281162
148,1,185503,-0.150889797181263,0.0938483138761554,0.108771881455198
149,1,185705,-0.193330806628259,0.0946865494090773,0.0419145091299494
150,1,185749,-0.197314628463396,0.094663266187594,0.0378437099901153
151,1,185806,-0.180065847473421,0.0948884394056112,0.0585567835467467
152,1,185879,-0.212080092186741,0.0951649440791143,0.0264729202336081
153,1,185916,-0.152236270225934,0.0954451516914388,0.111604180103343
154,1,185941,-0.141042347511431,0.0959124089919502,0.142308274312099
155,1,185954,-0.173508664986709,0.0960437374334628,0.0716825560277444
156,1,186055,-0.163880096607889,0.094157876428288,0.0826457957498729
157,1,186896,-0.192436053999749,0.0955640107741142,0.0448007792359734
161,1,190132,0.0360698717689404,0.0946615068308488,0.703402386781109
