SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.0545627229004291,0.0637661324190742,0.392761133336294
9,1,27272,-0.0182044488292772,0.062866146405553,0.772311589599073
16,1,27843,-0.0566229176357758,0.0613119766723577,0.356366419627468
17,1,27848,-0.0566229176357758,0.0613119766723577,0.356366419627468
18,1,28495,-0.0399786898445746,0.0613501047711774,0.515052125162726
19,1,28975,-0.0729543156464059,0.0608528992986627,0.231385223602439
26,1,31435,-0.0334700613245126,0.0607890045771153,0.582260281110148
29,1,36146,-0.0389086903054526,0.0604660605522553,0.520330607022119
31,1,37409,0.00150179860437416,0.0608285839035963,0.980316957309316
32,1,37478,-0.00260320510821133,0.0608807694901953,0.965917766718011
33,1,39144,-0.131880516759898,0.0601952384068498,0.0291138030338169
34,1,41499,-0.104148438162184,0.060180253999889,0.0843955734133723
37,1,51248,-0.0958218890761833,0.0604775873801316,0.113993632973645
38,1,51462,-0.0992862759740357,0.0605443670200633,0.101918228648868
39,1,52124,-0.108510713556691,0.0604168329300494,0.0733440360147653
40,1,52667,-0.10214822675661,0.0603505867384367,0.0914176865330097
42,1,59265,-0.0172389990719166,0.0605574648992289,0.776062569345124
43,1,60165,-0.031000922886688,0.060496151412749,0.608660401793051
44,1,62308,0.0352996649432422,0.0604228885149855,0.559452079633816
45,1,62869,0.0341256687258813,0.0604172031180779,0.572545682187857
49,1,66841,0.0418487816271173,0.0604319517479322,0.489082257592677
50,1,66948,0.0449125836403491,0.0607971394446255,0.460562716966606
51,1,68621,0.0442691958818185,0.0606335240248058,0.465806647459705
52,1,69417,-0.0122587798567874,0.0605151316741583,0.839584877847922
56,1,74327,-0.0905352491527468,0.0606602839062112,0.13646225977818
57,1,74572,-0.0834508914231263,0.0605266178727106,0.168845832557773
58,1,75211,-0.0672630152051377,0.0604728605179921,0.266772831687165
59,1,76030,-0.0365745273461677,0.0605474533181896,0.54618920460855
60,1,80108,-0.14907835343694,0.0600424010145863,0.0134962740814378
61,1,81262,-0.174337616760444,0.0598262041113438,0.00379496191190215
62,1,81999,-0.19267182133735,0.059816694729774,0.00139597904202594
63,1,82431,-0.164561511515868,0.0603443245793809,0.00670960903275039
64,1,83284,-0.171884899639042,0.0598376267676958,0.0043182461714584
65,1,83613,-0.160946237943784,0.0599170071428976,0.00756960996250187
66,1,84112,-0.148103269370852,0.0600174907715171,0.0140732743492795
68,1,84858,-0.109711532193413,0.0604222734749482,0.0702575440878284
69,1,85751,-0.127270195099507,0.0605757197595024,0.0363487420068832
70,1,87445,-0.107196759174279,0.0608150905293889,0.07882196003303
71,1,87467,-0.139648063436461,0.0609503834129745,0.0225418258474445
72,1,89070,-0.113188584527673,0.0607194830096927,0.0631343388802773
73,1,89616,-0.118697642161261,0.0603596480400668,0.0500232311465145
74,1,89679,-0.109660845321745,0.0604157758404199,0.0703566141568321
75,1,89880,-0.11217893639347,0.0604181320761543,0.0641853438862465
76,1,91472,-0.0852048441795065,0.0609947323705654,0.163314762786148
77,1,93789,-0.0959508693208268,0.0603171275960729,0.112555746186435
78,1,94351,-0.125398452974805,0.0603241522226144,0.0383627000758784
79,1,99148,-0.111851391840884,0.0602394857379254,0.0641755107914138
82,1,106800,-0.0751285012401532,0.0604825532609989,0.215005222959117
83,1,107970,-0.08798928181164,0.0602532853216468,0.145090636216496
84,1,109000,-0.138332283785918,0.0600921495459002,0.0219165455700636
85,1,112549,-0.0995012563747386,0.0602406448981086,0.0994789117197104
86,1,112742,-0.111445754733214,0.0604181113455508,0.0659369874703911
87,1,113050,-0.0938938275017036,0.0604000686852225,0.120953680335759
88,1,113135,-0.105905693202431,0.0601887196530205,0.0793485517634899
89,1,114076,-0.0903208524792394,0.0602606448249327,0.134809790206974
90,1,114628,-0.0552877761250703,0.0605335421152084,0.361686515908207
91,1,116283,-0.01754465934115,0.0609349490580196,0.773573568972033
93,1,127853,0.00058297548559047,0.0608286285096965,0.992358685249381
94,1,128302,0.016888571377123,0.0605883167830435,0.780605251865342
95,1,128704,-0.0045652170212524,0.0606548155019872,0.940046079646514
96,1,128911,-0.00883336705933929,0.0606601933427692,0.884304107011828
97,1,130267,-0.0237714530322309,0.0606200584253489,0.695192597943468
98,1,130271,-0.0192268772646867,0.0606965980990071,0.751605180769897
99,1,130613,-0.00048295380702737,0.0612725059717262,0.99371554053534
100,1,132012,0.0165966430287592,0.0611360730356978,0.786187839309539
101,1,133231,-0.0232019864518128,0.0606960273563469,0.702494611220654
102,1,137074,-0.0521770212212051,0.0605586058201385,0.38949504148423
103,1,137304,-0.0383079592097716,0.0606090343344397,0.527763129962185
104,1,139686,-0.0507179997983913,0.0606629830033755,0.403685729660771
105,1,149562,-0.047658639962023,0.0608086604898827,0.433713794566639
106,1,150447,-0.0703189409728234,0.0614227142613019,0.253052677218693
108,1,154084,-0.0362107172045736,0.0616966571064441,0.557635703309584
110,1,157269,-0.049591493700849,0.0605489557606954,0.413321112288082
111,1,160054,-0.0865509903547648,0.0610085978321222,0.156877896717524
112,1,166222,-0.0933816223074127,0.0605260247197981,0.123766958755862
113,1,166416,-0.0814671096421641,0.0604511501750551,0.178634633612865
114,1,167326,-0.086112436841739,0.0607782894906863,0.157414865306816
115,1,168836,-0.0717530143672826,0.06054168091539,0.236742068776655
116,1,171200,-0.0752491411842222,0.0606206996262441,0.215315103794116
117,1,171431,-0.0899198458917787,0.0609445138698773,0.140986225135422
118,1,173339,-0.0914234309398924,0.0604612473151309,0.131403218131808
119,1,173845,-0.105552018767119,0.0603455167429063,0.0811380320652856
120,1,175121,-0.0683485447228076,0.0603767997713179,0.258388848753302
121,1,175281,-0.0841133746999778,0.0603719401787139,0.164420031468938
122,1,175315,-0.080514990937835,0.060366732485169,0.183141039140672
123,1,175523,-0.0843416000198416,0.0606957661219531,0.16553235106742
124,1,175541,-0.0825449146832525,0.0604537226288143,0.172989540497005
125,1,175653,-0.0855604213122651,0.0606341859808189,0.159098164345183
128,1,175856,-0.0960245103383797,0.0615971049197906,0.119913090720275
129,1,175876,-0.0895406286148074,0.0606746657650482,0.140902470509668
130,1,175989,-0.0857706376713855,0.0608642299441538,0.159652627486043
131,1,176001,-0.0931204038829546,0.0611527071976237,0.128716073316406
133,1,177692,-0.0918397190460389,0.0603209168822674,0.12877446949326
134,1,178191,-0.0903819913001989,0.0603874344430247,0.135364376390389
135,1,178224,-0.0918397190460389,0.0603209168822674,0.12877446949326
136,1,178960,-0.0945948201674897,0.0607938755498537,0.120605915481354
140,1,183802,-0.0958706944936928,0.0603107945702228,0.112817723062334
141,1,183954,-0.120389628619637,0.060629255190925,0.0478433885113211
142,1,184450,-0.0924045984768495,0.0602326553127763,0.125893927986384
144,1,184718,-0.0820516171638593,0.0606193731255655,0.176744641802686
145,1,185296,-0.0617044876173218,0.0604294706058427,0.307906687430503
146,1,185438,-0.0607727370293275,0.0604350068707035,0.31530244383878
147,1,185469,-0.062686038196221,0.0605169479714345,0.300984600958316
148,1,185503,-0.0698445850343019,0.0603376825780726,0.247825618863447
149,1,185705,-0.057368212080438,0.0610514194438355,0.348029182824018
150,1,185749,-0.0643073665073972,0.0610318274247046,0.292754995175217
151,1,185806,-0.0502568680649536,0.0611508741558797,0.411716810031336
152,1,185879,-0.0660093019252283,0.0614046942443056,0.283114366324863
153,1,185916,-0.0633584828019318,0.0613845887779827,0.302705589008799
154,1,185941,-0.0697701918058355,0.0616331805471436,0.258393056598908
155,1,185954,-0.0602296631481034,0.0618422422356092,0.330761027992655
156,1,186055,-0.0628563477885641,0.0605970894729248,0.300313866099068
157,1,186896,-0.0760829752474772,0.0615512873056181,0.217246716343522
161,1,190132,0.039021872542555,0.0607308504455744,0.520941087148417
162,1,190148,0.0424043814358764,0.0607427657942448,0.485575727819775
163,1,190165,0.0520363250839353,0.0611891162622627,0.395669188057126
164,1,190169,0.0466288344393355,0.0611250204550551,0.446066103231695
165,1,190933,-0.0659299414130849,0.0605777369091512,0.277181943004608
166,1,192149,-0.0192980552556106,0.0611667595130397,0.752569200423842
168,1,192303,-0.0319420166390798,0.0729104298154799,0.661582179153661
171,1,192795,-0.0355527645989248,0.0605348469868086,0.557370503740498
173,1,194187,-0.0434037734350562,0.0605705535053504,0.474105819230665
174,1,194867,-0.0155300433290534,0.0605759655906107,0.797812162073913
190,2,8314,-0.0351306916987612,0.0615789656573994,0.56870276660488
194,2,8498,-0.0168430084093254,0.06151058888958,0.784380868338112
195,2,8651,-0.0108382483437824,0.0615720175735014,0.860374805046622
197,2,9812,0.00040345429253108,0.0619405803493398,0.994806639402225
198,2,9932,-0.0115961636066906,0.0616933705257511,0.851012480785489
199,2,10135,0.00707760082363473,0.0614590280906133,0.908384049437624
200,2,11616,-0.0263437289277468,0.0613789349114698,0.668040811728149
201,2,12133,0.00396183672578976,0.0616386595785926,0.948787487979164
202,2,12194,0.000672440524165818,0.0618773617451117,0.991335450143322
203,2,12359,-0.00108168207138393,0.0616964309339229,0.986021847754595
204,2,13061,-0.0181717443681645,0.0616843353597827,0.768478335059199
205,2,14298,0.00111646215538319,0.0618865074935912,0.985616754401942
206,2,15222,-0.0122103826456496,0.0624866394222643,0.845186064079075
207,2,17986,-0.0192665952396618,0.0613863834343941,0.753814431881189
208,2,19770,-0.0279019336599894,0.0618015880028441,0.65192376312431
209,2,19836,-0.0241427254129603,0.0616361955956395,0.695518306582559
210,2,19851,-0.0137867741365925,0.0618257354333902,0.823669077958707
211,2,21595,-0.0276415818192198,0.0615571413407335,0.653678781419231
212,2,22385,-0.0284160627684403,0.061614423650902,0.644945085605902
213,2,23441,-0.0587941620836727,0.062152868841725,0.344815764881348
214,2,24209,-0.0560305418805859,0.0616470841604352,0.364027245830526
215,2,24341,-0.0360746222259358,0.0618353570371908,0.55999796177621
216,2,26815,-0.044629583934088,0.0617453494640796,0.470280922525198
217,2,28209,-0.0755079815114688,0.0616810278070043,0.221704994029412
221,2,41245,-0.0637311664456486,0.061481216595862,0.300633864105536
222,2,43214,-0.0161484418696393,0.062567114281912,0.796481746798262
223,2,47104,-0.00565178562367219,0.0608278926145924,0.926024295393213
224,2,50915,0.0325131330421515,0.0614019137479938,0.596782230881432
225,2,55834,0.0103923128274026,0.0611399524393243,0.865126533346385
226,2,56422,0.00113224511879362,0.0612517353205222,0.985262298863931
227,2,57715,0.0146592953261112,0.061044866501198,0.810361357075618
228,2,59046,0.00140157844403166,0.0613586405123152,0.98178889510918
229,2,59191,0.00561504083399661,0.061006635414179,0.926718597400246
230,2,59383,-0.0103332788988112,0.0610224583008112,0.865629614646891
231,2,59477,-0.0113441277386814,0.0619401942473352,0.854788242438933
233,2,60471,0.0181579735574692,0.0610994848248701,0.766498537014161
234,2,60478,0.0159259004910238,0.0611709858331671,0.794745172495904
235,2,60786,0.00820083103745795,0.0610747075612662,0.893261324602339
236,2,61035,-0.00629652199563702,0.0610709429172456,0.917940750704346
237,2,61071,-0.0230352291959976,0.0607824521898567,0.704931839247431
238,2,61675,0.0184164480520775,0.0609619596914318,0.762755742095629
240,2,62939,0.00106081689080373,0.060864424529671,0.98610407875722
241,2,63527,-0.00357509621400476,0.0610926200436198,0.953368117007707
242,2,63857,-0.0293334135416046,0.0610871798432337,0.631390175180117
243,2,65527,-0.0213935632263973,0.060895022016954,0.725558821458936
247,2,67976,-0.0468457862009556,0.0617325838659009,0.448448535460425
250,2,72389,-0.0280042924635733,0.0613838160089404,0.64851505422766
251,2,72392,-0.0516669378032532,0.0617582340087851,0.403383426616283
252,2,73646,-0.0253409658139361,0.0605369868565792,0.675760845145885
253,2,74564,-0.0314194704235203,0.0604099735941678,0.603317088854615
254,2,74739,-0.0174634020088459,0.0606246989768622,0.773471741653612
