SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0258584478637021,0.109977287976041,0.814247782384092
9,1,27272,0.102874592800391,0.108195701028388,0.342346501190301
16,1,27843,-0.0569289613977989,0.10572752647824,0.590605940444477
17,1,27848,-0.0569289613977989,0.10572752647824,0.590605940444477
18,1,28495,0.00158422466562841,0.105772614976703,0.988058476600084
19,1,28975,-0.035938137902514,0.105048205646527,0.732471012668965
26,1,31435,-0.00777558739410292,0.104786432998503,0.940889980598875
29,1,36146,-0.0460369579465809,0.104218122208346,0.658950305719485
31,1,37409,0.0394552864539063,0.104789531543695,0.706757042331146
32,1,37478,0.0201899680107717,0.104895166566888,0.847478809672873
33,1,39144,-0.0387274326571306,0.104401636177214,0.710899813347413
34,1,41499,-0.0388178474332842,0.104111840802884,0.709485664200716
37,1,51248,-0.0642832504988757,0.104519588866818,0.538927586282174
38,1,51462,-0.0665673630368478,0.104657425125161,0.525155948282063
39,1,52124,-0.0430417679145642,0.104550478960962,0.680820846327879
40,1,52667,-0.156779071519523,0.104073988478217,0.132853872321789
42,1,59265,0.00951219937130324,0.104354078515868,0.927422630644635
43,1,60165,-0.00263198149528744,0.104276354627757,0.979877439719815
44,1,62308,-0.153316290645555,0.103841633616653,0.140716401645742
45,1,62869,-0.124692318209784,0.103937013472105,0.231063882318738
49,1,66841,-0.142600528834383,0.103920975494212,0.170872007253124
50,1,66948,-0.178496995681692,0.104405887310371,0.0882103434738342
51,1,68621,-0.290989497072545,0.103399744362173,0.0051636193456623
52,1,69417,-0.26625080510462,0.103309039634092,0.010364897366828
56,1,74327,-0.185096758973357,0.104385892488147,0.0770582587524377
57,1,74572,-0.155817930756792,0.104241223441448,0.135864660411119
58,1,75211,-0.166337132600816,0.104003854990684,0.110640527725414
59,1,76030,-0.117488138786095,0.104192505874828,0.260252026166753
60,1,80108,-0.188587367478337,0.103871453079343,0.0702825167779649
61,1,81262,-0.18338497767754,0.103858213015025,0.0783065220098388
62,1,81999,-0.219806983176858,0.103914110429802,0.0351065698119918
63,1,82431,-0.222476889827475,0.104396212038066,0.0337729016275285
64,1,83284,-0.212743284907372,0.103684614516577,0.0409233870950989
65,1,83613,-0.189483278161252,0.103800797441926,0.068777789654144
66,1,84112,-0.196881074166008,0.103773339245808,0.0586145138381978
68,1,84858,-0.132350137071227,0.104357963619308,0.205550792925069
69,1,85751,-0.190587227373878,0.104534330141873,0.0691183803451209
70,1,87445,-0.167602816447779,0.104868643981788,0.11088944658711
71,1,87467,-0.207081106625068,0.105222668766433,0.0498472077046449
72,1,89070,-0.207978473505227,0.104551818449928,0.0474463467364032
73,1,89616,-0.128291105330428,0.104347435975876,0.219717847318728
74,1,89679,-0.146637553473278,0.104292224889208,0.160596088241235
75,1,89880,-0.154443057303207,0.104286883994447,0.139513442244388
76,1,91472,-0.133543914490305,0.10514688324869,0.204896186076687
77,1,93789,-0.108458580787583,0.104141202490293,0.298376262943351
78,1,94351,-0.135186180858805,0.104327749875082,0.195896699992002
