SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.119406037877092,0.12268432568215,0.331081271376871
9,1,27272,-0.0538602219613415,0.120969953752723,0.65642185651462
16,1,27843,0.0537485244192938,0.118106278831396,0.649327067645727
17,1,27848,0.0537485244192938,0.118106278831396,0.649327067645727
18,1,28495,0.0337624387027599,0.118129165618069,0.775191666884983
19,1,28975,0.0123780727155917,0.117351266330605,0.916055788697481
26,1,31435,0.00555911385678901,0.117041817506301,0.962144126547554
29,1,36146,-0.0281405329977676,0.116429039248219,0.809155405936441
31,1,37409,0.0130462710996429,0.117066180792397,0.911327963579294
32,1,37478,0.00238393454619013,0.117168808001555,0.983778733648013
33,1,39144,0.0266573274951275,0.11662557513212,0.819334033813334
34,1,41499,-0.052921671169738,0.1162765759673,0.649291100768376
37,1,51248,-0.105662665287445,0.116670295502609,0.365737897536683
38,1,51462,-0.0818715519556943,0.116882949114967,0.484102973198656
39,1,52124,-0.0867777496450591,0.116714408263497,0.457670539754858
40,1,52667,-0.128545073338614,0.116417694329525,0.270270935820031
42,1,59265,0.101923062180194,0.116433424905167,0.381964414840127
43,1,60165,0.0927357548310287,0.116367019366944,0.426030421328271
44,1,62308,-0.0148451374832842,0.116340874930645,0.898537903888213
45,1,62869,0.028490233183036,0.116319061949863,0.806651585046218
49,1,66841,0.0555834986720479,0.116346163685236,0.633129230429279
50,1,66948,0.0224916967738631,0.117091912059735,0.847785426540789
51,1,68621,-0.0893030706465142,0.116684041005769,0.444579954821341
52,1,69417,-0.0361376162064436,0.116455768708823,0.756506875611205
56,1,74327,0.0177232285175782,0.117108204658663,0.879793476767736
57,1,74572,0.00709292014136897,0.116799604229548,0.951610786238084
58,1,75211,0.0681123738538776,0.116530921047089,0.559257038342556
59,1,76030,0.0563149661681857,0.116548762214974,0.629261784587348
60,1,80108,-0.019719921489671,0.116555006102657,0.865744239004679
61,1,81262,-0.0734786329265913,0.116450013487703,0.528456292503535
62,1,81999,-0.0533697987662919,0.116765667596204,0.647903632271486
63,1,82431,-0.10108815495405,0.117229711532988,0.389103299178517
64,1,83284,-0.00702803955503709,0.116498554523678,0.951929123602375
65,1,83613,0.0254615185245338,0.116478434369099,0.827092437699939
66,1,84112,-0.0543324898008146,0.116463258021561,0.64113079679306
68,1,84858,0.0412437295970124,0.116807326064403,0.724230242535143
69,1,85751,-0.00404595486516801,0.117307947206085,0.97250588491809
70,1,87445,-0.00342127524534119,0.117555985064287,0.976798595303578
71,1,87467,-0.0480857744485262,0.118143819495175,0.684246959611633
72,1,89070,-0.0127249972108102,0.117429985993163,0.913769778833771
73,1,89616,0.0032588020922238,0.116800085545676,0.977757130649247
74,1,89679,-0.00591366700125573,0.116814580975359,0.959653459594693
75,1,89880,-0.0115898396056307,0.116842974922086,0.921042462112882
76,1,91472,-0.0122383706402509,0.117710113017447,0.917251862497869
77,1,93789,0.025143205611505,0.116491468571316,0.829239223008229
78,1,94351,0.00204286357841263,0.116805709573854,0.986056057638695
79,1,99148,0.0132216002300592,0.116497029643845,0.909704210940461
82,1,106800,-0.0582522987602714,0.11661509013799,0.617719894617941
83,1,107970,-0.0176870753603405,0.116306878175255,0.879216647154834
84,1,109000,-0.0664413796576695,0.116461989613974,0.568702654743953
85,1,112549,-0.158828333591584,0.116076349869801,0.17208558273683
86,1,112742,-0.113490559708308,0.116680950115185,0.331389748103751
87,1,113050,-0.0935344562697523,0.116534359406841,0.422726273255576
88,1,113135,-0.125159026954353,0.116152689711257,0.281975441738627
89,1,114076,-0.100038869713644,0.116221653927033,0.389954878295574
90,1,114628,-0.0349606810748251,0.116623042961211,0.764525170070717
91,1,116283,-0.0550914322139929,0.117249955491285,0.638742925815749
93,1,127853,-0.00455798468865515,0.117067988792541,0.968964612747588
94,1,128302,-0.013504571765529,0.116616348114058,0.907874189428607
95,1,128704,-0.0177418750063668,0.116730828909231,0.879281946957936
96,1,128911,0.0321440107144834,0.116735031783394,0.783201751423853
97,1,130267,-0.00355479268943515,0.116692074522554,0.97571500329053
98,1,130271,-0.00511585561363059,0.116830408980455,0.965097566792586
99,1,130613,-0.00839286318832588,0.117921657136856,0.943300205722901
100,1,132012,-0.129198144553059,0.117471104284619,0.272156046065044
101,1,133231,-0.160713321780503,0.116523655753759,0.168695971903978
102,1,137074,-0.133428691144201,0.116454696651656,0.252672175579022
103,1,137304,-0.165845974045415,0.116377305579619,0.155020096565323
104,1,139686,-0.107298957563312,0.116725340653685,0.358596162477795
105,1,149562,-0.113914571800566,0.116974547827885,0.330802504457498
106,1,150447,-0.0987946636971551,0.118314035688946,0.404270852109332
108,1,154084,-0.107792712300118,0.118658097810734,0.364270246068554
110,1,157269,-0.14155269884757,0.116397071474164,0.224752149524642
111,1,160054,-0.113385271116361,0.117594076374736,0.335601196153855
112,1,166222,-0.106471801164024,0.116740464667967,0.362370861372921
113,1,166416,-0.108767568304129,0.116496896628379,0.351121582900547
114,1,167326,-0.113268634193989,0.117148442264416,0.33426534253919
115,1,168836,-0.105433029993323,0.116612624650752,0.366542813862072
116,1,171200,-0.107178060970826,0.116783164530163,0.359374978222928
117,1,171431,-0.17266096646664,0.117292902094851,0.141898456855494
118,1,173339,-0.180920150658334,0.116339584489586,0.120817370717959
119,1,173845,-0.18721236654232,0.116214256045833,0.10808998834784
120,1,175121,-0.169447025856155,0.116059494306037,0.145179059099629
121,1,175281,-0.164873009878583,0.116177383131162,0.156737976453865
122,1,175315,-0.174253174684109,0.116101800593101,0.134284277123522
123,1,175523,-0.166858618077391,0.116794407387865,0.153988371191904
124,1,175541,-0.170041039303109,0.116301927615644,0.14461291570001
125,1,175653,-0.191021959021242,0.116580165901014,0.102198806806633
128,1,175856,-0.154180705909496,0.118671173461221,0.194714203104513
129,1,175876,-0.14420272888539,0.11687984352332,0.218109809055645
130,1,175989,-0.151288218583436,0.117189453726594,0.197558443897808
131,1,176001,-0.15628066320546,0.117784501717427,0.185420729506416
133,1,177692,-0.188640063236997,0.11603808858744,0.104911494033579
134,1,178191,-0.177906728054212,0.116202132968533,0.126662347580142
135,1,178224,-0.188640063236997,0.11603808858744,0.104911494033579
136,1,178960,-0.213000052924797,0.116853242124247,0.0691794987780201
140,1,183802,-0.248619904837766,0.115732267646572,0.0323752131011938
141,1,183954,-0.239316822439644,0.116640942995105,0.0409323215254014
142,1,184450,-0.18307344261869,0.115898149676062,0.115092678970728
144,1,184718,-0.206726015083973,0.116449202230956,0.0767188097655952
145,1,185296,-0.162244751934582,0.116151087610001,0.163338522220246
146,1,185438,-0.146528550989844,0.116215761958636,0.208202076241952
147,1,185469,-0.15239598520677,0.116362891794212,0.191162126507285
148,1,185503,-0.160488288729308,0.116029560530869,0.167487775641137
149,1,185705,-0.168861821379959,0.117300044042204,0.150874799994641
150,1,185749,-0.159813674740652,0.117335949264364,0.174060706964313
151,1,185806,-0.160702738078432,0.11749001250828,0.172245076650194
152,1,185879,-0.168635440343222,0.118029392040157,0.153958040075058
153,1,185916,-0.104911637287781,0.118184499895305,0.375309954450251
154,1,185941,-0.130790126829475,0.118627667553889,0.270984017839857
155,1,185954,-0.139946384238136,0.118945787194324,0.240165531045842
156,1,186055,-0.155480742157787,0.116506685394344,0.182892981256548
157,1,186896,-0.152168564777615,0.118438519402994,0.199708275233057
161,1,190132,0.111501836118933,0.116797698234016,0.340404044986166
162,1,190148,0.121481081200592,0.116804824135531,0.299035552238604
163,1,190165,0.100050542993681,0.117762236609437,0.396124536299095
164,1,190169,0.122569876311574,0.11755469452662,0.297818148323045
165,1,190933,-0.0419577727143546,0.116759455628964,0.719546455341833
166,1,192149,0.10214268279429,0.117609989957709,0.385718151812256
168,1,192303,0.0430976436059929,0.140339749122858,0.758952099133025
171,1,192795,0.0505263197612443,0.116528704792044,0.664847069205654
173,1,194187,-0.0274486015243937,0.116647150548719,0.814102185061019
174,1,194867,-0.0982199021988927,0.116475555925322,0.399650601945613
