SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.00399201856853049,0.0799549240253254,0.9602077123684
9,1,27272,-0.0149294580614321,0.0787504517106791,0.849747744180063
16,1,27843,0.123674865929767,0.076608821983903,0.107340998892585
17,1,27848,0.123674865929767,0.076608821983903,0.107340998892585
18,1,28495,0.161810116607652,0.076408517787101,0.0348993504060995
19,1,28975,0.118502765942695,0.0761174955698642,0.12040452510092
26,1,31435,0.120173670749023,0.0759069962327865,0.11427822285508
29,1,36146,0.0352003605347881,0.0757600451276056,0.642483165536861
31,1,37409,0.118188431364673,0.0759328374320659,0.120488527303346
32,1,37478,0.113521519820719,0.0760187115952844,0.13624236516238
33,1,39144,0.0187776461736883,0.0759038888533845,0.804752446935712
34,1,41499,0.00379589532104879,0.0756996399994522,0.960035865160493
37,1,51248,0.108955426643144,0.0758006171947831,0.151491601085039
38,1,51462,0.114264978057799,0.0758818846154903,0.133005909416588
39,1,52124,0.0938128740367911,0.0758579703665318,0.217023942954644
40,1,52667,0.0818719657809663,0.0757750946927489,0.280674970457451
42,1,59265,-0.0220375403909584,0.0758529296419926,0.771581523223161
43,1,60165,-0.0138095980508141,0.0758011079770754,0.855544466878168
44,1,62308,-0.00774761862646395,0.0757201799883258,0.918561514003415
45,1,62869,-0.02892396463947,0.0756961396801889,0.702612520886783
49,1,66841,0.0222321443415468,0.0757382316716651,0.769282497851833
50,1,66948,0.0324504519740909,0.0761927725395398,0.670440751877997
51,1,68621,0.0550740332762047,0.0759493387729146,0.4688455092186
52,1,69417,0.0401098763025716,0.0757746045716731,0.5969083006279
56,1,74327,0.0290089406301877,0.076205800214846,0.703680232194271
57,1,74572,0.031400736347097,0.0760001398971599,0.679735254574586
58,1,75211,0.0173702032287046,0.0758743066856018,0.81905284270712
59,1,76030,0.0150995121701628,0.0758756830491236,0.842374725367165
60,1,80108,-0.060574702023424,0.0757934569857305,0.424707504271347
61,1,81262,-0.103887540559373,0.0756314629260459,0.170436922832199
62,1,81999,-0.121732915896515,0.0757418945402994,0.108902985120522
63,1,82431,-0.118463977612903,0.0761176666084199,0.120526422378486
64,1,83284,-0.151542527411245,0.0753923429557743,0.0451860772627436
65,1,83613,-0.155468640590525,0.0753612885102501,0.0398456843066212
66,1,84112,-0.163219415914497,0.0753232591197116,0.0309093853847051
68,1,84858,-0.115566875874536,0.0757873644264141,0.128183637576942
69,1,85751,-0.141467258726041,0.0759769080827177,0.0634371004814383
70,1,87445,-0.135285313206737,0.0761709146948438,0.0765817641662591
71,1,87467,-0.164156475255237,0.0764131424220013,0.0323718388257853
72,1,89070,-0.12341453469116,0.076146873282275,0.105965590165524
73,1,89616,-0.0649193874348527,0.0759399454404752,0.393198518931964
74,1,89679,-0.0819683796812868,0.0759028634162098,0.280918845605156
75,1,89880,-0.0804272284944109,0.0759268280846111,0.290199799412059
76,1,91472,-0.0877107736099497,0.0764695207930248,0.25215718819989
77,1,93789,-0.132925844676794,0.0754917730952344,0.0791382589321615
78,1,94351,-0.102893977817085,0.0758246087015398,0.175648337326804
79,1,99148,-0.107326317659966,0.0756070821380283,0.156627795187249
82,1,106800,-0.0750913202953873,0.0758195809176391,0.322659552010251
83,1,107970,-0.0414508342041778,0.075667753848221,0.584175096104062
84,1,109000,-0.121296938781527,0.0755580071445684,0.109311310632753
85,1,112549,-0.0394159976422309,0.0757184174280223,0.602999498345807
86,1,112742,0.00991230340434512,0.0760407567750358,0.89635970921296
87,1,113050,-0.0103865371850312,0.0759126486784408,0.891249319268349
88,1,113135,-0.0291833068890156,0.0757053700326451,0.700110087261068
89,1,114076,-0.00167604288624496,0.0757212502788651,0.982353268530459
90,1,114628,-0.00215918899839943,0.0759127774081508,0.977324882563452
91,1,116283,0.0246498645587667,0.0763238085690213,0.746913506821354
93,1,127853,0.0773717303291702,0.0760815880524601,0.30987021128171
94,1,128302,0.0854073784189834,0.0757640390757832,0.260389265575505
95,1,128704,0.117723063527183,0.0757170296787818,0.120895354706931
96,1,128911,0.0923323818175357,0.0758251627138789,0.224150927875497
97,1,130267,0.0029515189414665,0.0759480694851469,0.969022118988765
98,1,130271,0.0103763585521774,0.0760363668855722,0.891530905377354
99,1,130613,0.0251012328794067,0.0767373180193449,0.743781638454977
100,1,132012,0.0307124731455226,0.0765685927596253,0.688581394637011
101,1,133231,0.0875324867218975,0.0758997353644207,0.249582034655528
102,1,137074,0.0341796567780902,0.0759126438558695,0.652806682198168
103,1,137304,0.0606412156644159,0.0758922302230063,0.424802313862871
104,1,139686,0.0107411673802858,0.0760585080766549,0.887774782607629
105,1,149562,-0.00671645464503123,0.0762333385643366,0.929844053998845
106,1,150447,-0.0249318001425536,0.0770683625307732,0.746506356294861
108,1,154084,-0.0195725955631695,0.0773109040186633,0.800286278477476
110,1,157269,0.0256053548990935,0.0759024276154306,0.736056836602625
111,1,160054,-0.00441128124944001,0.076635552795716,0.954130237999463
112,1,166222,-0.0110359111636947,0.0760668257176274,0.8847290977289
113,1,166416,-0.000977839079611909,0.0759146437137097,0.989730193127658
114,1,167326,-0.010643499347446,0.0763439480590474,0.889201644515282
115,1,168836,0.0818350932403888,0.0758593078121358,0.281424801291576
116,1,171200,0.0482276301802125,0.0760547365406012,0.526414919053792
117,1,171431,0.0542643718109288,0.0765186376200704,0.478689936258195
118,1,173339,0.0517935361508439,0.0759276157156392,0.495595505535324
119,1,173845,0.0522665499217757,0.0758636741160002,0.491305048835773
120,1,175121,0.0635508429580445,0.0756886013367181,0.401681020805826
121,1,175281,0.0450628130748842,0.0757906007400531,0.552511865204367
122,1,175315,0.0573134004564267,0.0757432687157988,0.449746443424634
123,1,175523,0.0463707791221015,0.0761942146382384,0.543189886829435
124,1,175541,0.0513338774364854,0.0758738720241947,0.499122793955216
125,1,175653,0.0562691398877576,0.0761043894902655,0.460175024369614
128,1,175856,0.0325089850864457,0.0774013211685991,0.674736918164406
129,1,175876,0.036822983016819,0.0762089793551926,0.629264419951376
130,1,175989,0.0334155693396913,0.0764309951402825,0.662234234045175
131,1,176001,0.0368312124299414,0.0768250439948797,0.631939057266028
133,1,177692,0.0710643061879398,0.0757102494930332,0.348559853306664
134,1,178191,0.0677835898879164,0.0757941241170885,0.371764356731418
135,1,178224,0.0710643061879398,0.0757102494930332,0.348559853306664
136,1,178960,0.0598557557697109,0.0763436692064458,0.433548054844239
140,1,183802,0.0768814436921336,0.0757037061171441,0.310535846315076
141,1,183954,0.0651737804255348,0.0762873410891133,0.393507256963174
142,1,184450,0.0615710454244287,0.0756265644433563,0.416110323276629
144,1,184718,0.0642761738291595,0.0760507184031796,0.398585560524946
145,1,185296,0.067882958579132,0.0757185189688627,0.370587546166964
146,1,185438,0.0538215498234691,0.075754107030206,0.477877512147908
147,1,185469,0.0535280472161173,0.0758641799456323,0.480916358354512
148,1,185503,0.0504299285695869,0.0756737155969527,0.505582615320394
149,1,185705,0.0354489966089716,0.0765443432444309,0.643565794384687
150,1,185749,0.0326821246432561,0.0765478314887977,0.669675761278353
151,1,185806,0.042586682561218,0.0766363191114494,0.578769042363703
152,1,185879,0.0272403334056574,0.0770266660576479,0.723813747681662
153,1,185916,0.0246899888471157,0.0769940575361575,0.748647237457173
154,1,185941,0.033113883740688,0.0773206326365582,0.668717848545015
155,1,185954,0.0454688999640645,0.0775288237642708,0.557929609991044
156,1,186055,0.0484853843407381,0.0759746990843232,0.523771571240218
157,1,186896,0.0633948629401625,0.0771911019724176,0.412045859449957
161,1,190132,-0.0188435793880664,0.076108334998275,0.804596442214222
162,1,190148,-0.0152763231402112,0.0761335573145202,0.841086531247434
163,1,190165,-0.00704503971341991,0.0767220442090728,0.926888774240553
164,1,190169,-0.00845258995428422,0.0766259648717154,0.912226422684491
165,1,190933,-0.0128194457690542,0.0760028223392433,0.866152306001122
166,1,192149,-0.0391344833137574,0.0765989708885567,0.60973981766704
168,1,192303,-0.0441655232540032,0.0913209884737793,0.628948700935872
171,1,192795,-0.0402914001156199,0.0758316811460572,0.595526541553878
173,1,194187,0.0205505909677969,0.07591696865544,0.786781326505172
174,1,194867,0.117790291444602,0.0756241050934427,0.120229848433211
190,2,8314,-0.0348028843763385,0.0771461214166216,0.652173282785833
194,2,8498,-0.0313945040166208,0.0770372216040235,0.683870319165588
195,2,8651,-0.0465168104318818,0.0770877402137751,0.546612309533396
197,2,9812,-0.0586616660151904,0.0775229151324142,0.449733758804289
198,2,9932,-0.03700731171811,0.0772548696930217,0.632214700030084
199,2,10135,-0.0335941188433633,0.0769632536798825,0.662744069457014
200,2,11616,-0.0550870832062869,0.0768463961071789,0.473942731068635
201,2,12133,-0.0657175618449863,0.0771287583778301,0.394764000483414
202,2,12194,-0.0711588581365576,0.0774139936444269,0.3586192134207
203,2,12359,-0.0529542758951016,0.0772285622574578,0.493363384738796
204,2,13061,-0.0656477816991259,0.0771952527189821,0.395672421530585
205,2,14298,-0.0489846533647886,0.0774742077324764,0.52761945595159
206,2,15222,-0.0495010369857751,0.0782296235514934,0.527296210051341
207,2,17986,-0.0664578396713882,0.0768209178348643,0.387570971531533
208,2,19770,-0.0626084891401366,0.0773622712884886,0.418893675795821
209,2,19836,-0.0434885287447084,0.0771865700900378,0.57350600526627
210,2,19851,-0.0426360058807411,0.0774141075769651,0.582151791713869
211,2,21595,-0.0405363452130545,0.0770973056026994,0.599370088181803
212,2,22385,-0.0612797708198889,0.0771315394189858,0.427447541494172
213,2,23441,-0.0155459603884682,0.0779458899206441,0.842029072286612
214,2,24209,-0.0197622645461935,0.0773012745088208,0.798368071999127
215,2,24341,-0.0339651899332609,0.0774701992754487,0.661343442223715
