SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,0.244513679689617,0.110734945281088,0.027879745382817
9,1,27272,0.132012150630376,0.109597638365091,0.229197020593687
16,1,27843,-0.0594824815372592,0.107177443126568,0.579252532701546
17,1,27848,-0.0594824815372592,0.107177443126568,0.579252532701546
18,1,28495,-0.0385440813921547,0.107206301758343,0.719412225688473
19,1,28975,-0.0591648367727311,0.106462622773356,0.578745152149724
26,1,31435,-0.0840659623181874,0.106132716885119,0.428844008904357
29,1,36146,-0.0257533587048658,0.105670350342536,0.807593794999386
31,1,37409,0.052931073768834,0.106213276783369,0.618549798732393
32,1,37478,0.0254075159547773,0.106333371488628,0.811289163105154
33,1,39144,0.064123866646948,0.10580167093283,0.544853724403873
34,1,41499,0.0611820671071574,0.10551284342037,0.56238283596156
37,1,51248,-0.0139787738791155,0.106009796333241,0.895167748861956
38,1,51462,-0.0214793621349487,0.10615000476956,0.839760355954697
39,1,52124,0.0368855354898831,0.1059942274293,0.728050835201761
40,1,52667,0.0896260241304626,0.105734954618568,0.397208379897813
42,1,59265,0.072613004113952,0.105718492814647,0.492626680224556
43,1,60165,0.103523989847331,0.105565470430104,0.3274313270344
44,1,62308,-0.0260176912233841,0.105583833790839,0.805502386172436
45,1,62869,-0.0241704869056699,0.105571814386403,0.819041686400248
49,1,66841,-0.0316244941269963,0.105615999280007,0.764788949963588
50,1,66948,-0.0573975136572246,0.106233754603371,0.589334657599686
51,1,68621,-0.0276342171368687,0.1059795567864,0.794437002646286
52,1,69417,0.0332316946726895,0.105694372963341,0.753393057112239
56,1,74327,-0.067975463878919,0.106228759545751,0.522654653113852
57,1,74572,-0.0738590656092503,0.105934458904787,0.486127334522524
58,1,75211,-0.0685165391017005,0.105751272207036,0.517469031355361
59,1,76030,-0.0880838971685646,0.105710221640169,0.405262621991128
60,1,80108,0.0749697801058393,0.105713832579527,0.478682986090924
61,1,81262,0.0569397260155596,0.105705684650888,0.590459023771557
62,1,81999,0.08270468983167,0.105915939981852,0.435412781149961
63,1,82431,0.165633892788787,0.106143714088119,0.119545314252829
64,1,83284,0.133273593418801,0.10549592490022,0.207313103318698
65,1,83613,0.152256986635462,0.10541143851997,0.149511604990966
66,1,84112,0.182909161952544,0.105285001303478,0.0832105906331631
68,1,84858,0.185429055708399,0.105572232632317,0.0798840065743426
69,1,85751,0.153957746352047,0.106152561918575,0.147850517902774
70,1,87445,0.165335401266583,0.10632991483593,0.120859192654515
71,1,87467,0.158856729186645,0.106918187842942,0.138230273524335
72,1,89070,0.148952395996566,0.10628545838047,0.161961954045267
73,1,89616,0.129416094025621,0.105783349594228,0.22199202834868
74,1,89679,0.137274352705621,0.105768740274944,0.195178518582576
75,1,89880,0.128076263291437,0.105828339690022,0.22700173526357
76,1,91472,0.151328370698644,0.106530782093603,0.15634101053221
77,1,93789,0.0607668900445608,0.105684655283368,0.565669012229396
78,1,94351,0.0599254740479701,0.105964416176424,0.572076330463595
79,1,99148,0.0234292744889353,0.105726779875417,0.824751799325364
82,1,106800,0.17805937516967,0.105451748997859,0.0921909635975903
83,1,107970,0.135667027653718,0.105315829172854,0.198522812174434
84,1,109000,0.0785431596344235,0.105666457678939,0.457787143787244
85,1,112549,0.0616597573907843,0.105578417042144,0.559580815711983
86,1,112742,0.0293390448234012,0.106029444878459,0.782167368928226
87,1,113050,0.0102434644886925,0.105861148108771,0.922969354000733
88,1,113135,0.0198181133592734,0.105587645826983,0.851224777407231
89,1,114076,-0.00525064002572999,0.105592544619966,0.960369274254137
90,1,114628,0.0334456162937845,0.105845077631016,0.752199499078925
91,1,116283,0.133482357155722,0.106211480111654,0.209671460353351
93,1,127853,0.0138297202009617,0.106248083144528,0.896510484243022
94,1,128302,-0.0994754064489562,0.10571000110017,0.347337238394898
95,1,128704,-0.112597753714803,0.105778233403421,0.287843428269628
96,1,128911,-0.110226548552982,0.105797052172216,0.298185961815218
97,1,130267,-0.0620089060519669,0.105857928907322,0.558401182323032
98,1,130271,-0.0578975873499504,0.105990278644204,0.585236595620843
99,1,130613,-0.0334487287094209,0.107011150424248,0.754790142654174
100,1,132012,-0.0744930321793386,0.106725162857856,0.485643334956607
101,1,133231,-0.116614179276849,0.105859142015274,0.271387183170011
102,1,137074,-0.0325830627577651,0.105875929093207,0.758455894916893
103,1,137304,-0.0358107721718119,0.105909787447881,0.735469814096487
104,1,139686,-0.0649854500464992,0.106009729996867,0.540261815248538
105,1,149562,-0.0652456782777293,0.10625137945823,0.53956526911208
106,1,150447,-0.075351697837265,0.107412463972614,0.483442487500568
108,1,154084,-0.081017156105223,0.107733127665157,0.452541888134569
110,1,157269,-0.0486615063584028,0.105830864473515,0.645939623051375
111,1,160054,0.0452972097836568,0.106841133753676,0.671847468907524
112,1,166222,0.0509484456228758,0.106043240601535,0.631205249791934
113,1,166416,0.052722370511687,0.105825354093546,0.618652137671901
114,1,167326,0.0294117072346309,0.106452610985531,0.782487634573626
115,1,168836,0.0472368451912933,0.105929760630885,0.655924010031551
116,1,171200,0.0292240695412443,0.106106874130389,0.783153899713652
117,1,171431,0.0133580641679657,0.106778409747796,0.900514964622955
118,1,173339,0.00130118674973512,0.10595035614293,0.990208285295352
119,1,173845,0.0449815754136881,0.105835476468852,0.671085310441553
120,1,175121,0.080198063128031,0.105566393746417,0.447945079473982
121,1,175281,0.0776642444955746,0.105661631793253,0.46281054751451
122,1,175315,0.0795241724678387,0.105624398949287,0.452014297694912
123,1,175523,0.0900492459334917,0.106200018028802,0.397056420925333
124,1,175541,0.0788153490180326,0.10579111213592,0.456761896152296
125,1,175653,0.107692325749227,0.106054488887016,0.310590010416977
128,1,175856,0.0912723702036092,0.107853305777894,0.397978789709655
129,1,175876,0.0953365300068683,0.106186944088566,0.369894624905144
130,1,175989,0.0979579508026912,0.106483863796051,0.358236318911864
131,1,176001,0.0796485574016872,0.107083066182836,0.457491295065819
133,1,177692,0.0548223803842766,0.105668892245006,0.604216329110311
134,1,178191,0.0619228348668212,0.105762791458073,0.558593800074741
135,1,178224,0.0548223803842766,0.105668892245006,0.604216329110311
136,1,178960,0.074076595421916,0.10648048520562,0.487085511487366
140,1,183802,0.0559483502245437,0.105680536639213,0.596853718755104
141,1,183954,0.0568819673659116,0.106449128384186,0.593430088939034
142,1,184450,0.0702581371149332,0.105493512340184,0.505849362722204
144,1,184718,0.060902268245432,0.106110030607074,0.566364499433002
145,1,185296,0.0564646262437755,0.105666442415145,0.59342424554202
146,1,185438,0.0770748116101588,0.105634537281889,0.466096292858436
147,1,185469,0.0806966779766062,0.105779567576583,0.44604692709326
148,1,185503,0.0856249034247968,0.105494521686019,0.417537949393766
149,1,185705,0.0761028983463189,0.106696202991786,0.476151714992172
150,1,185749,0.0606903523546084,0.10672418819331,0.56994483263092
151,1,185806,0.0651000719431293,0.106859472468356,0.542775811811102
152,1,185879,0.0603478917348855,0.107384235662006,0.574485667448836
153,1,185916,0.108077629581454,0.107229216021878,0.314187017886149
154,1,185941,0.0932443601983606,0.107736931188606,0.387362173078556
155,1,185954,0.0876267414063769,0.10806555508446,0.417988675875968
156,1,186055,0.0754847691484086,0.105931212569631,0.476574642360954
157,1,186896,0.0516024196050005,0.1077103182677,0.632174654794481
161,1,190132,0.00917202566562098,0.106140720736657,0.931186451293806
162,1,190148,0.00975338680780674,0.106172586087205,0.926858589464014
163,1,190165,0.00109830464306365,0.106989704259458,0.991815245240152
164,1,190169,0.00893483061857814,0.106855243841687,0.933408974272105
165,1,190933,0.139217993091581,0.105730431987254,0.188784733915264
166,1,192149,-0.0541043561874511,0.106817492507467,0.612813382190385
168,1,192303,-0.0115070444367276,0.127387295525732,0.928075277619724
171,1,192795,-0.0639688272263766,0.105734309972421,0.545570408610561
173,1,194187,-0.00188237494744782,0.105876709396492,0.985825255377859
174,1,194867,0.0661471779168438,0.105760554383444,0.532084600735778
190,2,8314,0.0342818948639828,0.107595352719899,0.750204080037063
194,2,8498,0.0963343031152679,0.107330822227638,0.370039610222088
195,2,8651,0.0840128855596509,0.107460839348002,0.434856167869245
197,2,9812,0.110089399311428,0.108034110893047,0.308889246078561
198,2,9932,0.0958845748027273,0.107645566976963,0.373673555838813
199,2,10135,0.0788981736437592,0.107271604162409,0.462523949463194
200,2,11616,0.0959006324158065,0.107118278354703,0.371248583168345
201,2,12133,0.0938992237960299,0.107550089261103,0.383216063003611
202,2,12194,0.0984126429911788,0.1079554830551,0.362599355341663
203,2,12359,0.107482616326465,0.107614526576223,0.318588214535184
204,2,13061,0.106057114125044,0.107610591376388,0.325022190144042
205,2,14298,0.102843986324026,0.107959808448456,0.341437682781981
206,2,15222,0.0990923924442696,0.10902510826428,0.364025585975385
207,2,17986,0.0895077113841166,0.107133950504006,0.404015572311279
208,2,19770,0.0869672563946766,0.107882013143619,0.420708864802597
209,2,19836,0.104490447122438,0.107540898082879,0.331897709048427
210,2,19851,0.103267041661877,0.107859941029374,0.339011595230654
211,2,21595,0.0806133185959572,0.107468215888662,0.45368623476521
212,2,22385,0.0509083462338769,0.107621498554922,0.636483148722357
213,2,23441,0.0722642859370549,0.108633144026215,0.506348021751981
214,2,24209,0.0638857073583154,0.107752517186762,0.553632432096238
215,2,24341,0.0608190670529473,0.10801265408708,0.573742268227336
216,2,26815,0.0856819462564118,0.107835268326722,0.427401434709201
217,2,28209,-0.0225118217744224,0.107961324598365,0.834945209585321
221,2,41245,0.017197088582653,0.107549937261476,0.873052375277406
222,2,43214,-0.0201193947294089,0.109292333323789,0.854050211711623
223,2,47104,-0.106435043311954,0.10609950589472,0.31646961896909
224,2,50915,-0.0212227226111257,0.107288628249275,0.843307879309386
225,2,55834,-0.00529271944243337,0.106798413739638,0.960502617660957
226,2,56422,-0.014265715024902,0.106987025929981,0.89399999514012
227,2,57715,0.00953613649343188,0.10663582770018,0.928793175420476
228,2,59046,0.0374261463876061,0.107157967868795,0.727101292288679
229,2,59191,0.0101028412023892,0.106561469333459,0.924521413257671
230,2,59383,0.00478999320941825,0.106593209758363,0.964182828492925
231,2,59477,-0.00452263412348686,0.108197086249818,0.966681797359701
233,2,60471,-0.0332997080133816,0.106722363566208,0.755208144748242
234,2,60478,-0.0235109562280266,0.106851552364694,0.825971998917851
235,2,60786,-0.0153126218855154,0.106680061604046,0.885947358914956
236,2,61035,-0.0183274638314727,0.106671020668179,0.863683029092477
237,2,61071,-0.0278855121155935,0.106181185825105,0.792995166732052
238,2,61675,-0.0665806298460504,0.106438299677546,0.532025731378781
240,2,62939,-0.100305657944937,0.106179058243077,0.345466366634478
241,2,63527,-0.123674849457656,0.106509040314099,0.246358329446364
242,2,63857,-0.113116815739061,0.106567145639623,0.289206340266988
243,2,65527,-0.0955035748236451,0.106263676591914,0.369402995405347
247,2,67976,-0.0907364189712472,0.107809378004887,0.400560671783805
250,2,72389,-0.198449219241526,0.106730611569796,0.0638098332909648
251,2,72392,-0.132851236995348,0.107749506282612,0.218409734751043
252,2,73646,-0.220046255864319,0.10511700197502,0.0370314860440352
253,2,74564,-0.204457873054379,0.104997345554854,0.0522953673331234
254,2,74739,-0.185297561436075,0.105446647175168,0.079739725034259
257,2,80873,-0.14459929477166,0.105880185832337,0.172906460002082
258,2,81501,-0.159330699428358,0.105802528949063,0.132980648528764
259,2,83526,-0.144497884873372,0.105697754781516,0.172468380050809
260,2,83845,-0.161899234067755,0.10572733378781,0.126593327122795
263,2,84447,-0.119386916211986,0.107244177169273,0.266369208380461
264,2,87391,-0.174056980579187,0.105202387865442,0.0989155108714525
265,2,87562,-0.178225914953181,0.105450951995627,0.0918857299892824
266,2,87849,-0.185762494197285,0.105404026687133,0.0788696296923472
267,2,87878,-0.188165111216786,0.105848917000575,0.0763178733266974
269,2,89785,-0.20294307081411,0.105783457963315,0.055856929951585
272,2,93721,-0.206836378257813,0.105439257529556,0.0505871687885717
