SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
8,1,27243,-0.0829302048985048,0.0758320588434942,0.274874617662524
9,1,27272,-0.104689250504318,0.0746118851267829,0.161460729857578
16,1,27843,0.152495717176338,0.0725970828507015,0.0363870846233169
17,1,27848,0.152495717176338,0.0725970828507015,0.0363870846233169
18,1,28495,0.148389377565239,0.0726223749886586,0.0417647346030791
19,1,28975,0.130043413782326,0.0722314127489047,0.0726554764071643
26,1,31435,0.118281006709253,0.0720956861019084,0.101768797342239
29,1,36146,0.112848973625075,0.0717458792493062,0.11663818663857
31,1,37409,0.0612546051256697,0.0723126757159821,0.397524579748041
32,1,37478,0.0621173954777604,0.0723728816728426,0.391311125807479
33,1,39144,0.00174633144426624,0.0721176993145599,0.980694780801087
34,1,41499,0.00233314776536686,0.0719176133542708,0.97413794239069
37,1,51248,0.0177733521323267,0.0722176403243667,0.805741529614091
38,1,51462,-0.00124270203791857,0.0723217416242356,0.986300358860829
39,1,52124,0.0288966220105457,0.0722074578656534,0.689259466458545
40,1,52667,-0.0116938849925728,0.0721054011476827,0.871258744602298
42,1,59265,-0.024706244775465,0.0720597132387036,0.731909411557653
43,1,60165,-0.035416142069339,0.0719925744095838,0.623066405811973
44,1,62308,0.051242896378792,0.0718863247244406,0.476420446299215
45,1,62869,0.00404461811728593,0.0719286876062237,0.955189642590311
49,1,66841,0.0625435427148981,0.0718858749274481,0.38487010994462
50,1,66948,0.0554712210132225,0.0723443334636306,0.443732764164133
51,1,68621,0.010568030024962,0.072206217711848,0.883721534895688
52,1,69417,-0.05955726630124,0.071947450861804,0.408349607165989
56,1,74327,-0.122867952369653,0.0721172949241434,0.0893127658995692
57,1,74572,-0.106771563570165,0.071996472441195,0.138963703414479
58,1,75211,-0.119423417125957,0.0718079835584129,0.0971811908646103
59,1,76030,-0.0756795543126249,0.0719761329870541,0.29376961623878
60,1,80108,-0.0759298282169282,0.0719583146135515,0.292059236696438
61,1,81262,-0.088588350183315,0.0718900047044675,0.218666020973954
62,1,81999,-0.086849336320253,0.0720723206799334,0.22899879026504
63,1,82431,-0.0869819818516707,0.0724144410823217,0.230490966503821
64,1,83284,-0.0509367374645265,0.0719832188825958,0.479648427190556
65,1,83613,-0.0453809579246747,0.0719858056038177,0.528830751177346
66,1,84112,-0.00295454836014988,0.0720340827308341,0.967306346178135
68,1,84858,0.02208241044705,0.072227995069852,0.759988910548115
69,1,85751,-0.0124763832593871,0.072531432656504,0.863525511936555
70,1,87445,0.0123866004276633,0.0726848153850668,0.864781215725332
71,1,87467,-0.0193373365212045,0.0730610801545629,0.791415414661813
72,1,89070,0.0241989715325755,0.0725995933224648,0.73908985535108
73,1,89616,0.0179039846353325,0.0722141194827453,0.804333387547675
74,1,89679,0.0284570764989015,0.0722136699455126,0.693768982175201
75,1,89880,0.012216655105838,0.0722449273199072,0.865814428651475
76,1,91472,0.0308263030213394,0.0727656383698896,0.672087712461414
77,1,93789,-0.0145686761418208,0.0720300807965053,0.839831373246956
78,1,94351,-0.0112853797217216,0.0722213379806492,0.875916607911671
79,1,99148,-0.0297586005151425,0.0720168389673429,0.679698342351987
82,1,106800,-0.020110210138922,0.072123478285725,0.780538343844039
83,1,107970,0.00157541700130908,0.0719176716842858,0.982535443323288
84,1,109000,-0.0364999485532927,0.0720182664793121,0.612600952097622
85,1,112549,-0.00319897337936961,0.0719627077895079,0.964568283083195
86,1,112742,-0.00237003343406267,0.0722431666200427,0.973847568724226
87,1,113050,-0.00576940861534125,0.0721210891581477,0.936285658902648
88,1,113135,0.0031508566877323,0.0719378494429498,0.965088826054924
89,1,114076,0.0476025997629803,0.0718934143167412,0.508321596759235
90,1,114628,0.0814574661367238,0.0719896005366577,0.258605594944154
91,1,116283,0.0383595804862288,0.0724924146345452,0.59703188314783
93,1,127853,0.121961375294619,0.0720944846110426,0.0915879930654007
94,1,128302,0.118068883539976,0.0718337346549754,0.101140658187269
95,1,128704,0.0908817140629875,0.0720176021636347,0.207804428428013
96,1,128911,0.108351411493625,0.0719571290707864,0.133018625540762
97,1,130267,0.0196604125675681,0.072146047693422,0.785390375545907
98,1,130271,0.0131934517315244,0.0722358598113643,0.855182147885784
99,1,130613,0.0511769871616183,0.0728634491259539,0.482912298807721
100,1,132012,0.0271149591505436,0.072745263061444,0.709566790551177
101,1,133231,-0.000855328795528187,0.0722432624066196,0.990560302955245
102,1,137074,-0.00865559255598597,0.0721390609188345,0.904563428084422
103,1,137304,-0.0338939497452055,0.0721430552464308,0.638776691850785
104,1,139686,-0.0574834494361485,0.0721956435943677,0.426440638498954
105,1,149562,-0.0424158846329903,0.0723901002204203,0.5582937116574
106,1,150447,-0.032480354218721,0.073208245460823,0.657552492725119
108,1,154084,-0.00379715603791164,0.0734546145962309,0.958801831442798
110,1,157269,-0.0272220966499989,0.072107187750454,0.706012112486737
111,1,160054,-0.0879628083051287,0.0726562729018369,0.226831667737686
112,1,166222,-0.0914390128231262,0.0721043989603065,0.205581025353622
113,1,166416,-0.0795826174108997,0.0719972511487303,0.269758012626494
114,1,167326,-0.0838067890999336,0.0723942880788318,0.247792162103244
115,1,168836,-0.0607489269108156,0.0721154062106312,0.40014292567304
116,1,171200,-0.0405089576779042,0.0722638032592062,0.575445962071292
117,1,171431,-0.0330408555363423,0.0727260493350297,0.64987817679996
118,1,173339,-0.0687702792975823,0.0720887126736072,0.340752948132978
119,1,173845,-0.0719254228195427,0.0720200711621753,0.3186310021198
120,1,175121,-0.0183995659735679,0.0719720830410658,0.798371046221163
121,1,175281,-0.022640440607137,0.0720298466785141,0.753463491488271
122,1,175315,-0.0266689843374553,0.0720032583127382,0.711317194924927
123,1,175523,-0.0284173346807111,0.072409499162009,0.694960292272147
124,1,175541,-0.0247246272929092,0.0721177067929983,0.731925057017884
125,1,175653,-0.0354404128853108,0.072333362915848,0.624466973397198
128,1,175856,-0.0384503377543854,0.0735240197204628,0.601328128362815
129,1,175876,-0.0218378943221619,0.0724159668724813,0.763163649544202
130,1,175989,-0.0145394484475492,0.0726278127445598,0.84144633514373
131,1,176001,-0.0320539614330994,0.0729904613183234,0.660819551768476
133,1,177692,-0.0131753507909825,0.0720138339550156,0.854937708401032
134,1,178191,-0.00821937213534946,0.0720874278370539,0.909287160204321
135,1,178224,-0.0131753507909825,0.0720138339550156,0.854937708401032
136,1,178960,-0.0212495750078574,0.0725836276644926,0.76987769720554
140,1,183802,-0.0206008368944411,0.0720179702636723,0.775006593126173
141,1,183954,-0.0227501525224336,0.0725405836089816,0.753995169607284
142,1,184450,-0.00167764645120334,0.071915407934714,0.981401775679356
144,1,184718,0.0272151506764691,0.0723095605470798,0.706867942857066
145,1,185296,0.0181137144265975,0.0720107947196108,0.801541734010506
146,1,185438,-0.0155085954098696,0.0720159180689105,0.82961916944561
147,1,185469,-0.0158899116479896,0.0721196300376934,0.82574375428281
148,1,185503,-0.0149273138308526,0.0719336574587546,0.835727331200319
149,1,185705,-0.0224650524890944,0.0727322245044534,0.757600012364705
150,1,185749,0.0135643279964221,0.0727384694971794,0.852174855325454
151,1,185806,-0.00955362856576291,0.0728374080157222,0.895720480451028
152,1,185879,-0.00872252322487829,0.0731896782578341,0.90520295388559
153,1,185916,0.0103661729214783,0.073155781947753,0.887397823524256
154,1,185941,0.0136582766978865,0.0734729524295587,0.852633640406767
155,1,185954,0.0171345872475902,0.073685488702829,0.816255874823239
156,1,186055,-0.0281250413963226,0.0722048910380279,0.69712853398364
157,1,186896,-0.00357690510400191,0.0734041893503365,0.961162905853701
161,1,190132,0.023527840903061,0.0723011738914745,0.745060275667085
162,1,190148,0.0219595398486838,0.0723243831911616,0.761591964892114
163,1,190165,0.033667714255524,0.0728676264614474,0.644337694601589
164,1,190169,0.0214307344907487,0.0727898254963757,0.76861052417288
165,1,190933,-0.0393348941903551,0.0721780517940854,0.58611808019695
166,1,192149,-0.0349271469985736,0.0727750227688839,0.631572156808018
168,1,192303,0.103319954466586,0.0866126633244679,0.233711037380593
171,1,192795,-0.050286166939914,0.0720219966015427,0.485508253168123
173,1,194187,-0.108199946363585,0.0719011601739642,0.133258689857439
174,1,194867,-0.0395952180757498,0.0720613561104851,0.583033569667079
190,2,8314,-0.0140134442902564,0.0733090058939173,0.848513400548072
194,2,8498,-0.028297689328173,0.0731899356287965,0.699260425170145
195,2,8651,-0.00779966255030828,0.0732727974165798,0.915288245773451
197,2,9812,0.0438723713029411,0.0736723554504136,0.551886501608673
198,2,9932,0.00167526414041852,0.0734187875889844,0.981808404949237
199,2,10135,0.008380921549207,0.0731363136487876,0.908832749974563
200,2,11616,-0.00534232810655833,0.0730594914223884,0.941749666262906
201,2,12133,0.0189103812001734,0.0733435852340519,0.796686201355767
202,2,12194,0.0141088828343061,0.0736303006771078,0.848151699987872
203,2,12359,0.00366299333858655,0.073418582875982,0.960236741658352
204,2,13061,-0.0039726716404771,0.0734131341773434,0.956875023077736
205,2,14298,0.0140402189257158,0.0736412435023034,0.848903926382119
206,2,15222,-0.0122130448638451,0.0743603390839418,0.869635126333227
207,2,17986,0.0239426197963388,0.0730489301983361,0.743286377706376
208,2,19770,0.0356624532554692,0.0735406850918587,0.628023230710625
209,2,19836,0.0124059661933646,0.0733600960178156,0.865806548874522
210,2,19851,0.0254224851899258,0.0735654211965079,0.729866810032216
211,2,21595,0.0275535026142164,0.0732592962167922,0.707061578722604
212,2,22385,0.0301404846796725,0.0733257609408635,0.681285986170253
213,2,23441,0.0154711876770881,0.0740510791048705,0.834626599790514
214,2,24209,0.00706636232309776,0.0734449119347005,0.923405928282901
215,2,24341,0.0394374604434211,0.0735896672532625,0.592358053536096
216,2,26815,0.00841361624203785,0.0735300122365254,0.908966548310516
217,2,28209,0.0383010855789539,0.0735278642108468,0.602759041833745
221,2,41245,-0.0372441288399852,0.0732471545157795,0.611439973361572
222,2,43214,-0.00564507916368462,0.0744613424265275,0.939611446168156
223,2,47104,-0.0113339185113054,0.0723836198342477,0.875664383948754
224,2,50915,-0.0160219073938149,0.0730923726560602,0.826620311473421
225,2,55834,0.00173018727744878,0.0727595189417679,0.981041903092169
226,2,56422,-0.00821461820403513,0.0728883455383768,0.910331357709171
227,2,57715,-0.0252006460249953,0.0726369979291318,0.728843481445683
228,2,59046,-0.0141301184936502,0.0730130195708298,0.846656199927892
229,2,59191,-0.0219103584718799,0.0725894567337225,0.762952235572805
230,2,59383,0.0103633353567035,0.072617636209263,0.886599851908204
231,2,59477,-0.0100661934526192,0.0737104431111692,0.891453278637142
233,2,60471,0.0073463278943976,0.0727164873232725,0.919586390549934
234,2,60478,0.00887101956580383,0.0727989869893495,0.903082116193452
235,2,60786,-0.00127978489974701,0.072680782519337,0.985961284610285
236,2,61035,-0.0071814261543266,0.0726745675278938,0.921340277765953
237,2,61071,0.0215754698045925,0.072336772929731,0.765677008093101
238,2,61675,0.0509893930788582,0.0725033910072125,0.482351646342203
240,2,62939,-0.00408563753108304,0.0724284261021984,0.955047655226805
241,2,63527,-0.0118573866021557,0.0726978875662429,0.870529122796244
242,2,63857,-0.0358104371148756,0.0726925552480041,0.622581248932054
243,2,65527,0.0133794552020176,0.0724743014010043,0.85364123087972
247,2,67976,-0.0206223825685524,0.0735135332911703,0.779239094487728
250,2,72389,-0.0238359068454239,0.0730573147684789,0.744418635134111
251,2,72392,-0.0128909416134533,0.0735619770804076,0.860992160346234
252,2,73646,-0.0357504409653162,0.0720318200516361,0.619981394379862
253,2,74564,-0.0587213703351332,0.0718475163205333,0.414305137466267
254,2,74739,-0.0202709169214773,0.072143859253288,0.778891043516931
257,2,80873,-0.0103619138002292,0.0723219647397453,0.886154920275005
258,2,81501,-0.00457656541598278,0.0723116074278734,0.949571799370775
259,2,83526,-0.0210635887555639,0.0721911374613714,0.770629843275538
260,2,83845,-0.0165010221129758,0.0722631221538856,0.819509191499199
263,2,84447,0.000721937509241377,0.0731911405682357,0.992135583287358
264,2,87391,-0.00228573335227175,0.0719492408202466,0.974674467623934
265,2,87562,-0.0103197187031803,0.0721293289654664,0.886314606836979
266,2,87849,0.00159986077192208,0.0721245384943838,0.982315372525545
267,2,87878,0.00767503230196044,0.0724333657527651,0.91567435390904
269,2,89785,-0.0653464247216662,0.072359050917868,0.367096241391976
272,2,93721,-0.0948602244145354,0.0720471446906166,0.188813159329527
273,2,93952,-0.0742110439073167,0.0719088498009675,0.302771418126762
274,2,95085,-0.0790161303602409,0.071995028206697,0.273161333208623
276,2,107124,0.004244388883408,0.0721532823592198,0.953125090137644
277,2,111645,0.0290637488192232,0.0721832686602586,0.687458047283679
278,2,111916,0.0347280782840705,0.0723464184593019,0.631507030772013
279,2,111931,0.0366487758115912,0.0724544356143764,0.613299956240381
280,2,111999,0.0278248124780316,0.0722052205554178,0.700204779034917
281,2,114528,0.0336266016096375,0.0726139514892606,0.643587126340455
282,2,116024,0.0554795682401406,0.0727488104622031,0.446200407256385
286,2,120090,0.000892881878553742,0.0725211441939201,0.990183631658967
287,2,120291,0.00279603348742752,0.0733503400571292,0.969614438789078
288,2,120726,-0.0137851090755412,0.0729230076504529,0.85017285897002
289,2,121716,-0.0514683356529174,0.0727923465819586,0.479997562370411
290,2,123100,0.00214265302884942,0.0729442682663551,0.976583038681562
291,2,124677,-0.0145775536032122,0.0728397415104387,0.841492694352277
293,2,127887,0.0217546642094579,0.0733341668797127,0.76690732750773
294,2,128935,0.0472305324249558,0.0732308394616502,0.519375840419923
295,2,129053,0.0442316628387911,0.0734593051160715,0.547477678387732
296,2,130040,-0.00154860892356301,0.073945563624804,0.983303313740619
297,2,130976,-0.0171626526688349,0.0733376185124426,0.815103177340631
298,2,132199,0.0309757102927593,0.073664794062932,0.674379416479298
299,2,133355,-0.0213021361533325,0.0741730109311828,0.774131336805636
300,2,133435,-0.0263123462369246,0.0743287853632504,0.723550673491383
302,2,135183,-0.0301335509301932,0.0743658591515943,0.685570973346666
303,2,135402,-0.0315218754538187,0.0743529896919157,0.671861232486956
304,2,135898,-0.0720387904882303,0.0746679576855697,0.335311204375962
305,2,135912,-0.0751769492494281,0.074714498280869,0.315013594476796
306,2,135925,-0.0849148873150836,0.0743453784541632,0.254158462357538
307,2,136002,-0.0942019675818553,0.0742578222749036,0.205426919987188
308,2,136173,-0.0662581461575531,0.074870447597332,0.376774876298962
310,2,138318,-0.0846322834676005,0.0768002896176314,0.271221701259517
311,2,138695,-0.100236137728219,0.0754252583322769,0.184723940365286
312,2,138818,-0.103698354978796,0.0752729621600816,0.169190051963917
313,2,139728,-0.0822268255126772,0.0752125075775072,0.275025157568673
314,2,140174,-0.0861488327567586,0.0752000701981893,0.252738765718779
315,2,140863,-0.0748045934338604,0.0752039373402021,0.320568469261815
316,2,141152,-0.0955511246833558,0.075349962513509,0.205598734206797
